Protein_ID,Study_ID,Abundance_Corrected,Tissue_Compartment,Age_Group,Gene_Symbol,Zscore
CON__P07477;Q8NHM4;P07478;P07477,Tam_2020,29.4661,NP,Young,PRSS3P2;PRSS2;PRSS1,0.16978559951638286
CON__P20930;P20930,Tam_2020,20.1819,NP,Young,FLG,-2.4774745421268527
CON__Q86YZ3;Q86YZ3,Tam_2020,25.2425,NP,Young,HRNR,-1.0345150331977304
O00339,Tam_2020,31.01376666666667,NP,Young,MATN2,0.6110811639394368
O00468,Tam_2020,26.5833,NP,Young,AGRN,-0.6522046135691945
O00469,Tam_2020,29.385166666666667,NP,Young,PLOD2,0.14670858830769914
O00585,Tam_2020,26.00296666666667,NP,Young,CCL21,-0.8176785695589714
O14786,Tam_2020,26.0862,NP,Young,NRP1,-0.7939457454287894
O15031,Tam_2020,25.8215,NP,Young,PLXNB2,-0.8694212586117204
O15041,Tam_2020,25.965233333333337,NP,Young,SEMA3E,-0.8284377032855895
O15230,Tam_2020,27.099100000000004,NP,Young,LAMA5,-0.5051314375217605
O15232,Tam_2020,31.6915,NP,Young,MATN3,0.8043273714744252
O15335,Tam_2020,37.46103333333333,NP,Young,CHAD,2.4494293327866936
O15460,Tam_2020,25.57675,NP,Young,P4HA2,-0.9392083075407807
O43854,Tam_2020,31.9629,NP,Young,EDIL3,0.8817132962112871
O60687,Tam_2020,31.522566666666663,NP,Young,SRPX2,0.7561583876170893
O75094,Tam_2020,28.97243333333333,NP,Young,SLIT3,0.029023434771488155
O75339,Tam_2020,35.9438,NP,Young,CILP,2.016811408904633
O75462,Tam_2020,26.095,NP,Young,CRLF1,-0.7914365481639251
O75596,Tam_2020,34.289566666666666,NP,Young,CLEC3A,1.5451298457854656
O75636,Tam_2020,25.90995,NP,Young,FCN3,-0.8442009747392984
O94769,Tam_2020,28.5211,NP,Young,ECM2,-0.09966797040378882
O95025,Tam_2020,25.454966666666667,NP,Young,SEMA3D,-0.973933126507389
O95389,Tam_2020,26.0911,NP,Young,WISP3,-0.7925485787699443
O95460,Tam_2020,29.28823333333333,NP,Young,MATN4,0.11906940025380565
O95633,Tam_2020,26.827,NP,Young,FSTL3,-0.5827169574956009
O95715,Tam_2020,26.7129,NP,Young,CXCL14,-0.6152509811229996
O95967,Tam_2020,28.707733333333337,NP,Young,EFEMP2,-0.046452078411440785
P00488,Tam_2020,26.278333333333336,NP,Young,F13A1,-0.7391616051459013
P00734,Tam_2020,23.68565,NP,Young,F2,-1.4784290970392324
P00747,Tam_2020,24.44375,NP,Young,PLG,-1.2622674553921607
P00748,Tam_2020,25.73365,NP,Young,F12,-0.8944704608524473
P01008,Tam_2020,23.6706,NP,Young,SERPINC1,-1.482720394634257
P01009,Tam_2020,34.5644,NP,Young,SERPINA1,1.6234947376370288
P01011,Tam_2020,32.37370000000001,NP,Young,SERPINA3,0.9988471867120363
P01019,Tam_2020,29.114066666666663,NP,Young,AGT,0.06940820438668366
P01023,Tam_2020,33.15006666666667,NP,Young,A2M,1.2202173135907195
P01033,Tam_2020,31.53463333333333,NP,Young,TIMP1,0.7595990293211844
P01034,Tam_2020,29.976633333333336,NP,Young,CST3,0.3153570590189353
P01042,Tam_2020,25.2824,NP,Young,KNG1,-1.0231381046899901
P01137,Tam_2020,26.89613333333333,NP,Young,TGFB1,-0.5630045517102603
P01344,Tam_2020,26.4244,NP,Young,IGF2,-0.6975127323631797
P02452,Tam_2020,30.724766666666664,NP,Young,COL1A1,0.5286768446728433
P02458,Tam_2020,37.790333333333336,NP,Young,COL2A1,2.5433246349821577
P02461,Tam_2020,32.29656666666667,NP,Young,COL3A1,0.9768536925040893
P02671,Tam_2020,24.067966666666663,NP,Young,FGA,-1.3694168317764674
P02675,Tam_2020,25.945400000000003,NP,Young,FGB,-0.8340929016666305
P02679,Tam_2020,25.41626666666667,NP,Young,FGG,-0.9849678917517385
P02746,Tam_2020,25.7001,NP,Young,C1QB,-0.9040367754247459
P02751,Tam_2020,39.18513333333333,NP,Young,FN1,2.941032401463273
P02760,Tam_2020,24.89875,NP,Young,AMBP,-1.1325305513565231
P02775,Tam_2020,25.682,NP,Young,PPBP,-0.9091977379808891
P02778,Tam_2020,22.4705,NP,Young,CXCL10,-1.8249121716302334
P02790,Tam_2020,25.38075,NP,Young,HPX,-0.9950949738945944
P03973,Tam_2020,33.06823333333333,NP,Young,SLPI,1.1968836799344924
P04004,Tam_2020,22.9114,NP,Young,VTN,-1.6991956859394362
P04083,Tam_2020,32.388533333333335,NP,Young,ANXA1,1.0030767048289477
P04196,Tam_2020,25.1582,NP,Young,HRG,-1.0585520024509265
P04271,Tam_2020,25.4293,NP,Young,S100B,-0.9812516185299119
P05121,Tam_2020,27.743666666666662,NP,Young,SERPINE1,-0.32134224240548903
P05154,Tam_2020,34.17313333333333,NP,Young,SERPINA5,1.5119305047014742
P05155,Tam_2020,32.56816666666666,NP,Young,SERPING1,1.0542966444515143
P05452,Tam_2020,31.592166666666667,NP,Young,CLEC3B,0.776003856893751
P05997,Tam_2020,31.489066666666663,NP,Young,COL5A2,0.7466063298474324
P06702,Tam_2020,22.8001,NP,Young,S100A9,-1.730931328618923
P06703,Tam_2020,29.1878,NP,Young,S100A6,0.09043223601502395
P07093,Tam_2020,32.74486666666667,NP,Young,SERPINE2,1.104680184985795
P07339,Tam_2020,26.2012,NP,Young,CTSD,-0.7611550993538483
P07355;A6NMY6,Tam_2020,33.24386666666667,NP,Young,ANXA2;ANXA2P2,1.2469630753457592
P07585,Tam_2020,35.35026666666667,NP,Young,DCN,1.8475736570175578
P07858,Tam_2020,25.3968,NP,Young,CTSB,-0.9905185402467439
P07942,Tam_2020,25.3032,NP,Young,LAMB1,-1.0172072747912178
P07996,Tam_2020,32.222566666666665,NP,Young,THBS1,0.955753624594995
P08123,Tam_2020,37.310766666666666,NP,Young,COL1A2,2.4065828885821032
P08133,Tam_2020,28.972266666666663,NP,Young,ANXA6,0.028975912096016663
P08185,Tam_2020,25.18095,NP,Young,SERPINA6,-1.0520651572491448
P08253,Tam_2020,26.171750000000003,NP,Young,MMP2,-0.7695523561095607
P08254,Tam_2020,27.85073333333333,NP,Young,MMP3,-0.29081367568296335
P08476,Tam_2020,30.715633333333333,NP,Young,INHBA,0.5260726020570369
P08697,Tam_2020,24.582700000000003,NP,Young,SERPINF2,-1.2226478008520463
P08758,Tam_2020,31.242766666666668,NP,Young,ANXA5,0.6763773200364941
P09382,Tam_2020,27.921133333333337,NP,Young,LGALS1,-0.27074009756404077
P09486,Tam_2020,30.0164,NP,Young,SPARC,0.3266959693862987
P09525,Tam_2020,30.9512,NP,Young,ANXA4,0.5932411515676491
P10451,Tam_2020,27.336133333333333,NP,Young,SPP1,-0.4375446884670054
P10643,Tam_2020,24.1615,NP,Young,C7,-1.3427471063021805
P10915,Tam_2020,35.6584,NP,Young,HAPLN1,1.935433579428212
P11047,Tam_2020,23.77316666666667,NP,Young,LAMC1,-1.4534749401494464
P12107,Tam_2020,32.98833333333334,NP,Young,COL11A1,1.17410130931373
P12109,Tam_2020,35.71363333333333,NP,Young,COL6A1,1.9511825940792762
P12110,Tam_2020,35.0525,NP,Young,COL6A2,1.7626696450211945
P12111,Tam_2020,37.16753333333333,NP,Young,COL6A3,2.365741901282386
P12645,Tam_2020,26.572099999999995,NP,Young,BMP3,-0.6553981373608426
P13497,Tam_2020,25.2623,NP,Young,BMP1,-1.028869339351784
P13611,Tam_2020,36.75593333333333,NP,Young,VCAN,2.2483799019393778
P13674,Tam_2020,27.42785,NP,Young,P4HA1,-0.41139296015535276
P13942,Tam_2020,35.951933333333336,NP,Young,COL11A2,2.019130515467614
P14543,Tam_2020,24.5208,NP,Young,NID1,-1.24029772252195
P16035,Tam_2020,28.4164,NP,Young,TIMP2,-0.1295217151346272
P16112,Tam_2020,39.572633333333336,NP,Young,ACAN,3.0515226219331857
P17931,Tam_2020,29.30783333333333,NP,Young,LGALS3,0.12465806688918714
P17936,Tam_2020,28.213766666666668,NP,Young,IGFBP3,-0.18729978397218297
P19823,Tam_2020,22.6081,NP,Young,ITIH2,-1.7856774507614341
P19827,Tam_2020,23.0091,NP,Young,ITIH1,-1.6713378935783771
P20073,Tam_2020,26.2971,NP,Young,ANXA7,-0.7338105518878753
P20774,Tam_2020,34.57826666666667,NP,Young,OGN,1.6274486242362118
P20849,Tam_2020,30.240566666666663,NP,Young,COL9A1,0.39061396789469777
P20908,Tam_2020,31.82463333333333,NP,Young,COL5A1,0.8422884846406029
P21246,Tam_2020,29.4964,NP,Young,PTN,0.17842522191699803
P21741,Tam_2020,28.5718,NP,Young,MDK,-0.08521157252553226
P21810,Tam_2020,36.3287,NP,Young,BGN,2.1265602756371966
P21980,Tam_2020,26.6997,NP,Young,TGM2,-0.6190147770202975
P22105,Tam_2020,34.99536666666666,NP,Young,TNXB,1.746378871869758
P23142,Tam_2020,29.5146,NP,Young,FBLN1,0.18361469807842362
P23297,Tam_2020,28.753966666666667,NP,Young,S100A1,-0.03326928823580588
P23352,Tam_2020,29.26193333333333,NP,Young,KAL1,0.1115703220644932
P24593,Tam_2020,29.109933333333338,NP,Young,IGFBP5,0.06822964203500702
P24821,Tam_2020,35.097,NP,Young,TNC,1.7753581993719325
P26447,Tam_2020,28.341700000000003,NP,Young,S100A4,-0.1508213782806969
P27658,Tam_2020,28.0307,NP,Young,COL8A1,-0.2394986907094528
P28300,Tam_2020,29.182133333333336,NP,Young,LOX,0.0888164650490134
P29279,Tam_2020,29.28453333333333,NP,Young,CTGF,0.11801439685835044
P29622,Tam_2020,22.8172,NP,Young,SERPINA4,-1.7260555021156059
P30740,Tam_2020,25.0524,NP,Young,SERPINB1,-1.0887193968398732
P31949,Tam_2020,26.6686,NP,Young,S100A11,-0.6278825082631726
P35052,Tam_2020,27.6895,NP,Young,GPC1,-0.33678711193354033
P35442,Tam_2020,29.6529,NP,Young,THBS2,0.22304901418420037
P35443,Tam_2020,30.1654,NP,Young,THBS4,0.3691812412573101
P35555,Tam_2020,31.69586666666667,NP,Young,FBN1,0.8055724655717644
P35625,Tam_2020,29.901666666666667,NP,Young,TIMP3,0.2939813595921106
P35858,Tam_2020,24.525,NP,Young,IGFALS,-1.2391001511000832
P36955,Tam_2020,25.695933333333333,NP,Young,SERPINF1,-0.9052248423115191
P39059,Tam_2020,31.57743333333333,NP,Young,COL15A1,0.7718028523821201
P39060,Tam_2020,27.961366666666667,NP,Young,COL18A1,-0.2592681237053594
P43026,Tam_2020,26.5171,NP,Young,GDF5,-0.6710806202662484
P48061,Tam_2020,29.9129,NP,Young,CXCL12,0.2971843879188512
P48745,Tam_2020,27.2758,NP,Young,NOV,-0.4547478969874817
P49746,Tam_2020,30.31233333333333,NP,Young,THBS3,0.4110772319524807
P49747,Tam_2020,38.51446666666666,NP,Young,COMP,2.7498011553682495
P50454,Tam_2020,27.07075,NP,Young,SERPINH1,-0.5132150446193665
P50995,Tam_2020,27.0125,NP,Young,ANXA11,-0.5298242196964568
P51884,Tam_2020,36.44286666666667,NP,Young,LUM,2.159113308334784
P51888,Tam_2020,36.1587,NP,Young,PRELP,2.07808714665685
P55001,Tam_2020,28.4046,NP,Young,MFAP2,-0.13288632055796928
P55268,Tam_2020,23.8566,NP,Young,LAMB2,-1.4296850888086994
P55774,Tam_2020,30.4312,NP,Young,CCL18,0.4449704040983485
P58215,Tam_2020,30.16603333333333,NP,Young,LOXL3,0.36936182742409857
P60903,Tam_2020,27.3359,NP,Young,S100A10,-0.43761122021266485
P78539,Tam_2020,27.934966666666668,NP,Young,SRPX,-0.26679571549995434
P83110,Tam_2020,29.146866666666668,NP,Young,HTRA3,0.07876066691936413
P98066,Tam_2020,26.181300000000004,NP,Young,TNFAIP6,-0.7668293068050763
P98095,Tam_2020,26.71336666666667,NP,Young,FBLN2,-0.6151179176316806
P98160,Tam_2020,34.7215,NP,Young,HSPG2,1.6682896115359271
Q02388,Tam_2020,27.5986,NP,Young,COL7A1,-0.36270597913538477
Q02809,Tam_2020,30.3628,NP,Young,PLOD1,0.4254670980850788
Q05707,Tam_2020,31.169733333333337,NP,Young,COL14A1,0.6555528836451332
Q06033,Tam_2020,25.38375,NP,Young,ITIH3,-0.9942395657361177
Q06828,Tam_2020,35.65206666666666,NP,Young,FMOD,1.9336277177603154
Q07092,Tam_2020,25.6566,NP,Young,COL16A1,-0.9164401937226581
Q07507,Tam_2020,31.1627,NP,Young,DPT,0.6535474267402592
Q08431,Tam_2020,33.0965,NP,Young,MFGE8,1.2049435256943621
Q12805,Tam_2020,29.346666666666668,NP,Young,EFEMP1,0.13573085027391463
Q12841,Tam_2020,28.23273333333333,NP,Young,FSTL1,-0.18189170350359296
Q13214,Tam_2020,28.010500000000004,NP,Young,SEMA3B,-0.2452584389765282
Q13444,Tam_2020,26.8484,NP,Young,ADAM15,-0.5766150459651336
Q14055,Tam_2020,27.305333333333333,NP,Young,COL9A2,-0.446326878894033
Q14112,Tam_2020,31.204966666666667,NP,Young,NID2,0.665599177239687
Q14563,Tam_2020,25.9716,NP,Young,SEMA3A,-0.8266223370826016
Q14624,Tam_2020,22.8431,NP,Young,ITIH4,-1.7186704783474234
Q14767,Tam_2020,30.91326666666667,NP,Young,LTBP2,0.5824249906304662
Q15063;CON__Q2KJC7,Tam_2020,25.7434,NP,Young,POSTN,-0.8916903843373978
Q15113,Tam_2020,33.17366666666666,NP,Young,PCOLCE,1.2269465244374018
Q15582,Tam_2020,33.4622,NP,Young,TGFBI,1.3092177802126774
Q16270,Tam_2020,30.859566666666662,NP,Young,IGFBP7,0.5671131845937307
Q16363,Tam_2020,24.969966666666664,NP,Young,LAMA4,-1.1122241121277954
Q16610,Tam_2020,27.249233333333333,NP,Young,ECM1,-0.46232301145754817
Q16627,Tam_2020,27.35536666666667,NP,Young,CCL14,-0.4320605717176594
Q32P28,Tam_2020,26.0517,NP,Young,LEPRE1,-0.8037829392512722
Q32P28,Tam_2020,26.0517,NP,Young,P3H1,-0.8037829392512722
Q4ZHG4,Tam_2020,32.4489,NP,Young,FNDC1,1.0202894178845185
Q53RD9,Tam_2020,28.5582,NP,Young,FBLN7,-0.0890894228439602
Q5VT79;P13928,Tam_2020,24.7996,NP,Young,ANXA8L2;ANXA8,-1.1608017909941786
Q6FHJ7,Tam_2020,27.5031,NP,Young,SFRP4,-0.38993647218022787
Q6KF10,Tam_2020,27.4452,NP,Young,GDF6,-0.40644584963882885
Q6NUI6,Tam_2020,28.2596,NP,Young,CHADL,-0.17423104821767804
Q6PCB0,Tam_2020,27.466733333333337,NP,Young,VWA1,-0.4003059199679835
Q6UVK1,Tam_2020,32.5724,NP,Young,CSPG4,1.0555037204084774
Q6UX71,Tam_2020,27.745066666666663,NP,Young,PLXDC2,-0.3209430519315331
Q6UXH9,Tam_2020,26.0868,NP,Young,PAMR1,-0.7937746637970945
Q6UXI7,Tam_2020,30.971166666666665,NP,Young,VIT,0.5989343680890661
Q6UXX5,Tam_2020,26.88655,NP,Young,ITIH6,-0.5657371055498382
Q6WN34,Tam_2020,31.29153333333333,NP,Young,CHRDL2,0.6902824548792867
Q6YHK3,Tam_2020,33.07456666666667,NP,Young,CD109,1.1986895416023888
Q6ZMI3,Tam_2020,27.2395,NP,Young,GLDN,-0.4650983357050504
Q7Z7G0,Tam_2020,37.01626666666667,NP,Young,ABI3BP,2.3226103210249707
Q86UX2,Tam_2020,31.43326666666667,NP,Young,ITIH5,0.7306957380997667
Q86XS5,Tam_2020,24.91775,NP,Young,ANGPTL5,-1.1271129663528365
Q8IUL8,Tam_2020,35.37266666666667,NP,Young,CILP2,1.8539607046008502
Q8IUX7,Tam_2020,32.71423333333333,NP,Young,AEBP1,1.0959455172342378
Q8IWY4,Tam_2020,29.086766666666666,NP,Young,SCUBE1,0.06162399014454629
Q8IX30,Tam_2020,27.00713333333333,NP,Young,SCUBE3,-0.5313544498466218
Q8IXL6,Tam_2020,25.7695,NP,Young,FAM20C,-0.8842483333586504
Q8N2S1,Tam_2020,27.6581,NP,Young,LTBP4,-0.34574038399226287
Q8TAD2,Tam_2020,24.4684,NP,Young,IL17D,-1.2552388516900108
Q8TB73,Tam_2020,26.3588,NP,Young,NDNF,-0.7162176574285376
Q8TE57,Tam_2020,23.4342,NP,Young,ADAMTS16,-1.5501265575222236
Q92626,Tam_2020,28.550700000000003,NP,Young,PXDN,-0.09122794324015111
Q92743,Tam_2020,32.395500000000006,NP,Young,HTRA1,1.0050631526636336
Q92765,Tam_2020,31.20363333333333,NP,Young,FRZB,0.665218995835918
Q92954,Tam_2020,33.348333333333336,NP,Young,PRG4,1.2767502883309383
Q96CG8,Tam_2020,26.507800000000003,NP,Young,CTHRC1,-0.6737323855575251
Q96GW7,Tam_2020,32.23886666666667,NP,Young,BCAN,0.9604013422560522
Q96JB6,Tam_2020,24.8742,NP,Young,LOXL4,-1.1395306414533914
Q96QV1,Tam_2020,27.528133333333333,NP,Young,HHIP,-0.38279856632449427
Q96RW7,Tam_2020,25.4602,NP,Young,HMCN1,-0.9724409144976018
Q96S86,Tam_2020,30.7955,NP,Young,HAPLN3,0.5488454681427067
Q99584,Tam_2020,27.08615,NP,Young,S100A13,-0.5088239494058527
Q99645,Tam_2020,25.27615,NP,Young,EPYC,-1.0249202050201494
Q99715,Tam_2020,32.619233333333334,NP,Young,COL12A1,1.0688575922158083
Q99983,Tam_2020,29.6828,NP,Young,OMD,0.23157458216368557
Q99985,Tam_2020,29.8348,NP,Young,SEMA3C,0.27491526219317375
Q9BUD6,Tam_2020,26.8005,NP,Young,SPON2,-0.5902730628954793
Q9BXN1,Tam_2020,30.8394,NP,Young,ASPN,0.5613629408617499
Q9BYJ0,Tam_2020,33.3459,NP,Young,FGFBP2,1.2760564572690618
Q9GZM7,Tam_2020,25.4746,NP,Young,TINAGL1,-0.9683349553369139
Q9H2X0,Tam_2020,27.41893333333333,NP,Young,CHRD,-0.41393542329304783
Q9H336,Tam_2020,27.21986666666667,NP,Young,CRISPLD1,-0.47069650687552433
Q9H3U7,Tam_2020,30.8684,NP,Young,SMOC2,0.5696318863936916
Q9H4F8,Tam_2020,30.955,NP,Young,SMOC1,0.5943246685683858
Q9H8L6,Tam_2020,25.8531,NP,Young,MMRN2,-0.8604109593424318
Q9HCB6,Tam_2020,26.05185,NP,Young,SPON1,-0.803740168843348
Q9NR99,Tam_2020,31.5453,NP,Young,MXRA5,0.7626404805513256
Q9NRA1,Tam_2020,28.487266666666667,NP,Young,PDGFC,-0.1093150735243877
Q9NS15,Tam_2020,26.8162,NP,Young,LTBP3,-0.5857964268661181
Q9NT22,Tam_2020,30.2742,NP,Young,EMILIN3,0.4002040438047327
Q9UBR2,Tam_2020,25.3822,NP,Young,CTSZ,-0.9946815266179968
Q9UBX1,Tam_2020,27.1284,NP,Young,CTSF,-0.4967769511739723
Q9UHF5,Tam_2020,31.785066666666665,NP,Young,IL17B,0.8310066014838045
Q9UKU9,Tam_2020,30.5482,NP,Young,ANGPTL2,0.47833132227894143
Q9UKZ9,Tam_2020,32.47983333333334,NP,Young,PCOLCE2,1.0291096264519242
Q9Y240,Tam_2020,30.3616,NP,Young,CLEC11A,0.4251249348216879
Q9Y4K0,Tam_2020,30.1329,NP,Young,LOXL2,0.35991431954047814
Q9Y6C2,Tam_2020,31.05643333333333,NP,Young,EMILIN1,0.6232469688599934
CON__P07477;Q8NHM4;P07478;P07477,Tam_2020,29.94843333333333,NP,Old,PRSS3P2;PRSS2;PRSS1,0.30731622232925243
O00187,Tam_2020,26.4357,NP,Old,MASP2,-0.6942906949662501
O00292;O75610,Tam_2020,26.187,NP,Old,LEFTY2;LEFTY1,-0.7652040313039712
O00339,Tam_2020,28.2688,NP,Old,MATN2,-0.17160779653168276
O00468,Tam_2020,25.3422,NP,Old,AGRN,-1.0060869687310208
O00469,Tam_2020,28.42685,NP,Old,PLOD2,-0.12654204338259925
O00622,Tam_2020,25.0902,NP,Old,CYR61,-1.0779412540430662
O14786,Tam_2020,26.0013,NP,Old,NRP1,-0.8181537963136813
O15041,Tam_2020,25.3606,NP,Old,SEMA3E,-1.000840465359029
O15230,Tam_2020,25.610366666666668,NP,Old,LAMA5,-0.929622983898294
O15232,Tam_2020,26.742266666666666,NP,Old,MATN3,-0.6068774857050223
O15335,Tam_2020,35.295633333333335,NP,Old,CHAD,1.8319957239981866
O15460,Tam_2020,25.8652,NP,Old,P4HA2,-0.8569608131032422
O15467,Tam_2020,25.0857,NP,Old,CCL16,-1.0792243662807812
O43827,Tam_2020,25.2393,NP,Old,ANGPTL7,-1.0354274685667721
O43854,Tam_2020,30.880433333333333,NP,Old,EDIL3,0.5730630235626921
O60568,Tam_2020,24.8588,NP,Old,PLOD3,-1.1439217366669052
O60687,Tam_2020,31.416833333333333,NP,Old,SRPX2,0.7260100022983326
O60938,Tam_2020,25.1216,NP,Old,KERA,-1.0689879819843426
O75094,Tam_2020,23.9619,NP,Old,SLIT3,-1.399660262446166
O75339,Tam_2020,36.2164,NP,Old,CILP,2.0945394969048845
O75462,Tam_2020,28.3933,NP,Old,CRLF1,-0.1361083579548979
O75596,Tam_2020,28.667,NP,Old,CLEC3A,-0.058066620296536635
O75636,Tam_2020,29.0801,NP,Old,FCN3,0.05972308312570982
O76076,Tam_2020,26.43885,NP,Old,WISP2,-0.69339251639985
O94769,Tam_2020,27.12933333333333,NP,Old,ECM2,-0.49651082419133535
O95025,Tam_2020,25.5509,NP,Old,SEMA3D,-0.9465790745063224
O95389,Tam_2020,26.6595,NP,Old,WISP3,-0.6304772463438854
O95460,Tam_2020,27.439733333333333,NP,Old,MATN4,-0.4080045933942754
O95631,Tam_2020,26.31635,NP,Old,NTN1,-0.728321682870983
O95967,Tam_2020,28.3856,NP,Old,EFEMP2,-0.1383039055616548
P00488,Tam_2020,30.04426666666667,NP,Old,F13A1,0.33464176072503854
P00734,Tam_2020,31.50356666666667,NP,Old,F2,0.7507408026134058
P00740,Tam_2020,28.57455,NP,Old,F9,-0.08442744838026223
P00742,Tam_2020,28.4878,NP,Old,F10,-0.10916300096288074
P00747,Tam_2020,33.201933333333336,NP,Old,PLG,1.2350063701972736
P00748,Tam_2020,29.583233333333336,NP,Old,F12,0.2031845358373528
P01008,Tam_2020,33.965333333333334,NP,Old,SERPINC1,1.4526792329243192
P01009,Tam_2020,36.69133333333334,NP,Old,SERPINA1,2.229960112926848
P01011,Tam_2020,34.48693333333333,NP,Old,SERPINA3,1.6014061980781409
P01019,Tam_2020,31.169633333333337,NP,Old,AGT,0.6555243700398508
P01023,Tam_2020,36.5472,NP,Old,A2M,2.188862503179585
P01033,Tam_2020,32.005500000000005,NP,Old,TIMP1,0.8938600920616578
P01034,Tam_2020,29.2903,NP,Old,CST3,0.1196586814296455
P01042,Tam_2020,32.86723333333333,NP,Old,KNG1,1.139571333316551
P01137,Tam_2020,27.19526666666667,NP,Old,TGFB1,-0.47771085377503447
P01344,Tam_2020,26.3296,NP,Old,IGF2,-0.7245436301710443
P02452,Tam_2020,30.997,NP,Old,COL1A1,0.6063003827870606
P02458,Tam_2020,33.6944,NP,Old,COL2A1,1.3754263716787762
P02461,Tam_2020,28.780166666666663,NP,Old,COL3A1,-0.025798723651776934
P02671,Tam_2020,33.96096666666667,NP,Old,FGA,1.4514341388269822
P02675,Tam_2020,34.63126666666667,NP,Old,FGB,1.6425608350359666
P02679,Tam_2020,35.119566666666664,NP,Old,FGG,1.7817927696306952
P02745,Tam_2020,28.15075,NP,Old,C1QA,-0.20526810756774233
P02746,Tam_2020,28.20375,NP,Old,C1QB,-0.19015589676798644
P02747,Tam_2020,27.8803,NP,Old,C1QC,-0.28238315305442013
P02750,Tam_2020,29.589866666666666,NP,Old,LRG1,0.20507593832109475
P02751,Tam_2020,40.56423333333333,NP,Old,FN1,3.3342635319150267
P02760,Tam_2020,31.1215,NP,Old,AMBP,0.6417998213638454
P02776;P10720,Tam_2020,24.0695,NP,Old,PF4;PF4V1,-1.3689796231621334
P02790,Tam_2020,34.51286666666667,NP,Old,HPX,1.608800726381418
P03973,Tam_2020,30.93235,NP,Old,SLPI,0.5878663369718868
P04004,Tam_2020,32.962633333333336,NP,Old,VTN,1.1667733127561126
P04083,Tam_2020,30.2411,NP,Old,ANXA1,0.3907660404562057
P04196,Tam_2020,31.9107,NP,Old,HRG,0.8668291942537912
P04275,Tam_2020,28.4925,NP,Old,VWF,-0.1078228615146006
P05121,Tam_2020,29.6301,NP,Old,SERPINE1,0.21654791217977715
P05154,Tam_2020,32.548300000000005,NP,Old,SERPINA5,1.0486319415353818
P05155,Tam_2020,32.53796666666666,NP,Old,SERPING1,1.0456855356561816
P05160,Tam_2020,29.88015,NP,Old,F13B,0.28784618218881347
P05452,Tam_2020,29.765,NP,Old,CLEC3B,0.25501276570594816
P05543,Tam_2020,28.92585,NP,Old,SERPINA7,0.01574084697736403
P05546,Tam_2020,31.430333333333337,NP,Old,SERPIND1,0.729859339011479
P05997,Tam_2020,28.8164,NP,Old,COL5A2,-0.015467294004395225
P06702,Tam_2020,25.22245,NP,Old,S100A9,-1.0402320110568837
P06703,Tam_2020,28.6554,NP,Old,S100A6,-0.06137419850931374
P07093,Tam_2020,33.09846666666667,NP,Old,SERPINE2,1.2055042932649196
P07339,Tam_2020,27.593333333333337,NP,Old,CTSD,-0.36420769568026534
P07355;A6NMY6,Tam_2020,30.744033333333338,NP,Old,ANXA2;ANXA2P2,0.5341704659572848
P07585,Tam_2020,35.638866666666665,NP,Old,DCN,1.9298639218630185
P07858,Tam_2020,25.337166666666665,NP,Old,CTSB,-1.0075221535302428
P07942,Tam_2020,24.3121,NP,Old,LAMB1,-1.2998056167466483
P07996,Tam_2020,31.46,NP,Old,THBS1,0.7383183752453036
P08123,Tam_2020,35.2062,NP,Old,COL1A2,1.806495056340486
P08133,Tam_2020,27.125433333333337,NP,Old,ANXA6,-0.4976228547973535
P08185,Tam_2020,29.578833333333336,NP,Old,SERPINA6,0.20192993720492014
P08253,Tam_2020,28.563166666666664,NP,Old,MMP2,-0.08767324711492709
P08254,Tam_2020,29.070933333333333,NP,Old,MMP3,0.05710933597480802
P08476,Tam_2020,30.72496666666667,NP,Old,INHBA,0.5287338718834103
P08572,Tam_2020,24.5631,NP,Old,COL4A2,-1.2282364674874287
P08697,Tam_2020,31.25533333333333,NP,Old,SERPINF2,0.6799605297670005
P08709,Tam_2020,24.3582,NP,Old,F7,-1.2866608447113894
P08758,Tam_2020,30.4645,NP,Old,ANXA5,0.45446543465744044
P09382,Tam_2020,25.4727,NP,Old,LGALS1,-0.9688767138372824
P09486,Tam_2020,29.78236666666667,NP,Old,SPARC,0.25996462849002033
P09525,Tam_2020,27.646600000000003,NP,Old,ANXA4,-0.3490194485997565
P10451,Tam_2020,26.23743333333333,NP,Old,SPP1,-0.7508236697064696
P10643,Tam_2020,31.8284,NP,Old,C7,0.8433624971062461
P10915,Tam_2020,33.732733333333336,NP,Old,HAPLN1,1.3863565870370904
P11047,Tam_2020,25.639433333333333,NP,Old,LAMC1,-0.9213350292961643
P11226,Tam_2020,25.8391,NP,Old,MBL2,-0.8644028640819907
P12107,Tam_2020,30.2182,NP,Old,COL11A1,0.3842364248465
P12109,Tam_2020,33.52243333333333,NP,Old,COL6A1,1.3263924751278702
P12110,Tam_2020,32.2166,NP,Old,COL6A2,0.954052312813136
P12111,Tam_2020,34.8638,NP,Old,COL6A3,1.7088644718530066
P13497,Tam_2020,25.4014,NP,Old,BMP1,-0.9892069144037463
P13611,Tam_2020,34.44336666666667,NP,Old,VCAN,1.5889837707100407
P13674,Tam_2020,25.4716,NP,Old,P4HA1,-0.9691903634953908
P13942,Tam_2020,30.995733333333337,NP,Old,COL11A2,0.6059392104534828
P14543,Tam_2020,25.36306666666667,NP,Old,NID1,-1.0001371297620594
