Protein_ID,Study_ID,Abundance_Corrected,Tissue_Compartment,Age_Group,Gene_Symbol,Zscore
P01019,Randles_2021,11.65482682172656,Tubulointerstitial,Old,AGT,-0.613741786257775
P01023,Randles_2021,13.593965691420347,Tubulointerstitial,Old,A2M,0.04652369056346423
P01024,Randles_2021,18.451599873079083,Tubulointerstitial,Old,C3,1.7005198015704754
P01031,Randles_2021,19.707612408679314,Tubulointerstitial,Old,C5,2.128184745361993
P01033,Randles_2021,11.526465128156614,Tubulointerstitial,Old,TIMP1,-0.6574481943624848
P01034,Randles_2021,13.488904480008175,Tubulointerstitial,Old,CST3,0.010750960754057121
P01040,Randles_2021,13.00527957634186,Tubulointerstitial,Old,CSTA,-0.15392049863053583
P01042,Randles_2021,14.697341658728122,Tubulointerstitial,Old,KNG1,0.4222167729689581
P01112,Randles_2021,14.378512904333189,Tubulointerstitial,Old,HRAS,0.3136574413837297
P01133,Randles_2021,17.483919412010437,Tubulointerstitial,Old,EGF,1.371030247715583
P01591,Randles_2021,15.95268801751932,Tubulointerstitial,Old,JCHAIN,0.8496548874418856
P01615,Randles_2021,12.350945425976324,Tubulointerstitial,Old,IGKV2D-28,-0.37671746100576997
P01700,Randles_2021,11.29064431859397,Tubulointerstitial,Old,IGLV1-47,-0.7377438048026169
P01766,Randles_2021,12.210841185934154,Tubulointerstitial,Old,1,-0.42442213770627296
P01833,Randles_2021,17.69049087236576,Tubulointerstitial,Old,PIGR,1.4413666253215383
P01834,Randles_2021,11.066004096087122,Tubulointerstitial,Old,IGKC,-0.8142324905511187
P01860,Randles_2021,10.57324156999221,Tubulointerstitial,Old,IGHG3,-0.9820152570855614
P01876,Randles_2021,17.443961450141426,Tubulointerstitial,Old,IGHA1,1.3574247947185971
P01877,Randles_2021,10.93125103924731,Tubulointerstitial,Old,IGHA2,-0.8601151205772535
P01911,Randles_2021,13.02511015686518,Tubulointerstitial,Old,HLA-DRB1,-0.1471683016066373
P02042,Randles_2021,9.174928160040006,Tubulointerstitial,Old,HBD,-1.458132818750146
P02452,Randles_2021,22.620764542712312,Tubulointerstitial,Old,COL1A1,3.1200960586212876
P02458,Randles_2021,21.96311731613235,Tubulointerstitial,Old,COL2A1,2.896171013115623
P02461,Randles_2021,23.040986066695048,Tubulointerstitial,Old,COL3A1,3.263179036967662
P02462,Randles_2021,22.90350897153967,Tubulointerstitial,Old,COL4A1,3.2163688877806162
P02489,Randles_2021,12.10572142562817,Tubulointerstitial,Old,CRYAA,-0.4602148030725883
P02511,Randles_2021,17.769194147380905,Tubulointerstitial,Old,CRYAB,1.4681646314970698
P02533,Randles_2021,18.487445930483695,Tubulointerstitial,Old,KRT14,1.7127251750763735
P02545,Randles_2021,17.520673515089882,Tubulointerstitial,Old,LMNA,1.3835448054783899
P02647,Randles_2021,13.068054236896243,Tubulointerstitial,Old,APOA1,-0.13254609278936122
P02649,Randles_2021,17.57913848314568,Tubulointerstitial,Old,APOE,1.4034517861562594
P02655,Randles_2021,15.140547618702318,Tubulointerstitial,Old,APC2,0.5731258177340642
P02671,Randles_2021,16.430446698896844,Tubulointerstitial,Old,FGA,1.0123289323466895
P02675,Randles_2021,17.781701275070617,Tubulointerstitial,Old,FGB,1.4724232355386753
P02679,Randles_2021,18.145029043633055,Tubulointerstitial,Old,FGG,1.5961342219468622
P02743,Randles_2021,16.344258201780193,Tubulointerstitial,Old,APCS,0.9829822516965211
P02747,Randles_2021,16.01139590803617,Tubulointerstitial,Old,C1QC,0.8696445818011138
P02748,Randles_2021,18.8906880821361,Tubulointerstitial,Old,C9,1.850026776161417
P02749,Randles_2021,12.697992673794992,Tubulointerstitial,Old,APOH,-0.25854989696912295
P02750,Randles_2021,10.859858279290084,Tubulointerstitial,Old,LRG1,-0.8844239390076667
P02751,Randles_2021,19.07886593031432,Tubulointerstitial,Old,FN1,1.9141002360855148
P02760,Randles_2021,15.87320397883223,Tubulointerstitial,Old,AMBP,0.822591035789169
P02763,Randles_2021,10.362512075008508,Tubulointerstitial,Old,ORM1,-1.053767421234426
P02765,Randles_2021,13.810472468957016,Tubulointerstitial,Old,AHSG,0.12024298573073214
P02768,Randles_2021,19.34840761999362,Tubulointerstitial,Old,ALB,2.0058776095582096
P02774,Randles_2021,14.30005338039,Tubulointerstitial,Old,GC,0.28694243102673705
P02787,Randles_2021,15.732833737308798,Tubulointerstitial,Old,TF,0.7747957871355146
P02788,Randles_2021,17.813246140098,Tubulointerstitial,Old,LTF,1.4831640781230202
P02790,Randles_2021,17.949845800933353,Tubulointerstitial,Old,HPX,1.529675466040956
P02792,Randles_2021,13.111850689854908,Tubulointerstitial,Old,FTL,-0.11763365596094667
P03886,Randles_2021,10.67039876933911,Tubulointerstitial,Old,MT-ND1,-0.9489337972912313
P03950,Randles_2021,11.973120762202331,Tubulointerstitial,Old,ANG,-0.5053645556931933
P03973,Randles_2021,20.21308089229,Tubulointerstitial,Old,SLPI,2.3002938163343165
P04003,Randles_2021,16.280428615331743,Tubulointerstitial,Old,C4BPA,0.961248649740338
P04004,Randles_2021,15.228877244769263,Tubulointerstitial,Old,VTN,0.60320154030557
P04040,Randles_2021,14.508724260339385,Tubulointerstitial,Old,CAT,0.3579936487614651
P04080,Randles_2021,11.815667282850471,Tubulointerstitial,Old,CSTB,-0.5589765472045777
P04083,Randles_2021,12.703849197672811,Tubulointerstitial,Old,ANXA1,-0.25655578474171253
P04114,Randles_2021,17.29107179516395,Tubulointerstitial,Old,APOB,1.3053667587922284
P04181,Randles_2021,13.376179344926586,Tubulointerstitial,Old,OAT,-0.02763129037174159
P04196,Randles_2021,14.694640875504014,Tubulointerstitial,Old,HRG,0.42129717203107453
P04217,Randles_2021,9.559677674104394,Tubulointerstitial,Old,A1BG,-1.3271278529218973
P04264,Randles_2021,20.754517596373756,Tubulointerstitial,Old,KRT1,2.484649856624939
P04275,Randles_2021,18.103684709367553,Tubulointerstitial,Old,VWF,1.5820567172336595
P04406,Randles_2021,18.221871047927895,Tubulointerstitial,Old,GAPDH,1.6222984762963424
P04430,Randles_2021,11.081487369782677,Tubulointerstitial,Old,1,-0.8089605261502588
P04792,Randles_2021,15.65563320256615,Tubulointerstitial,Old,HSPB1,0.7485094552593667
P04843,Randles_2021,19.47170413894997,Tubulointerstitial,Old,RPN1,2.047859355245134
P04844,Randles_2021,14.03893308053157,Tubulointerstitial,Old,RPN2,0.19803249167775355
P04899,Randles_2021,13.522151207804434,Tubulointerstitial,Old,GNAI2,0.022071277686598046
P04908,Randles_2021,12.155249269688012,Tubulointerstitial,Old,HIST1H2AB,-0.4433508609974839
P04920,Randles_2021,14.67081630292415,Tubulointerstitial,Old,SLC4A2,0.4131850440033433
P05023,Randles_2021,16.0897394294886,Tubulointerstitial,Old,ATP1A1,0.8963200939864844
P05026,Randles_2021,15.78132454095806,Tubulointerstitial,Old,ATP1B1,0.7913066229984359
P05062,Randles_2021,17.0015522902341,Tubulointerstitial,Old,ALDOB,1.2067870557296287
P05089,Randles_2021,13.845453161336238,Tubulointerstitial,Old,ARG1,0.1321537074919596
P05091,Randles_2021,16.513668761216877,Tubulointerstitial,Old,ALDH2,1.040665559247712
P05093,Randles_2021,13.25076189058614,Tubulointerstitial,Old,CYP17A1,-0.07033520218847308
P05109,Randles_2021,16.089060778535117,Tubulointerstitial,Old,S100A8,0.8960890172944542
P05141,Randles_2021,17.650445443641388,Tubulointerstitial,Old,SLC25A5,1.4277313903703746
P05154,Randles_2021,20.28736861603907,Tubulointerstitial,Old,SERPINA5,2.3255883530535404
P05155,Randles_2021,11.91206684591602,Tubulointerstitial,Old,SERPING1,-0.5261530581458059
P05156,Randles_2021,10.130029959693866,Tubulointerstitial,Old,CFI,-1.1329262257530894
P05162,Randles_2021,12.459704382791344,Tubulointerstitial,Old,LGALS2,-0.3396856704505173
P05164,Randles_2021,16.198686709278427,Tubulointerstitial,Old,MPO,0.9334160074164322
P05165,Randles_2021,16.431513999776733,Tubulointerstitial,Old,PCCA,1.012692342072205
P05387,Randles_2021,9.987464132701543,Tubulointerstitial,Old,RPLP2,-1.1814690584550942
P05388,Randles_2021,14.216601415277664,Tubulointerstitial,Old,RPLP0,0.25852752356563935
P05455,Randles_2021,10.405926493653729,Tubulointerstitial,Old,SSB,-1.0389850648618626
P05546,Randles_2021,8.060481875185792,Tubulointerstitial,Old,SERPIND1,-1.837595279722383
P05556,Randles_2021,11.43273327168264,Tubulointerstitial,Old,ITGB1,-0.6893633448838611
P05771,Randles_2021,15.48005003956674,Tubulointerstitial,Old,PRKCB,0.6887244121913092
P05783,Randles_2021,18.774099414772454,Tubulointerstitial,Old,KRT18,1.810329014824207
P05787,Randles_2021,18.69516922739621,Tubulointerstitial,Old,KRT8,1.7834537463129863
P05937,Randles_2021,12.744116498043764,Tubulointerstitial,Old,CALB1,-0.242845003788758
P05997,Randles_2021,17.01585923330854,Tubulointerstitial,Old,COL5A2,1.2116584864139057
P06400,Randles_2021,14.69662954664598,Tubulointerstitial,Old,RB1,0.42197430295775135
P06576,Randles_2021,15.247268377300871,Tubulointerstitial,Old,ATP5B,0.6094636136825956
P06702,Randles_2021,15.6127325266888,Tubulointerstitial,Old,S100A9,0.7339020253033136
P06727,Randles_2021,15.072909115546926,Tubulointerstitial,Old,APOA4,0.5500953018512993
P06730,Randles_2021,10.312142896098996,Tubulointerstitial,Old,EIF4E,-1.070917832919503
P06733,Randles_2021,15.97047188462218,Tubulointerstitial,Old,ENO1,0.8557101904817601
P06748,Randles_2021,13.292208096226988,Tubulointerstitial,Old,NPM1,-0.05622301086604017
P06753,Randles_2021,16.054110113332985,Tubulointerstitial,Old,TPM3,0.8841885196119189
P06756,Randles_2021,10.659247544629398,Tubulointerstitial,Old,ITGAV,-0.9527307242752494
P07099,Randles_2021,16.98009259467098,Tubulointerstitial,Old,EPHX1,1.19948015453505
P07148,Randles_2021,15.42205902851243,Tubulointerstitial,Old,FABP1,0.6689788111085124
P07195,Randles_2021,15.432061005733969,Tubulointerstitial,Old,LDHB,0.6723844260247752
P07196,Randles_2021,10.45553509044509,Tubulointerstitial,Old,NEFL,-1.0220936269525942
P07205,Randles_2021,7.225278166832396,Tubulointerstitial,Old,PGK2,-2.1219772718310264
P07237,Randles_2021,12.705504201182997,Tubulointerstitial,Old,P4HB,-0.2559922656978361
P07305,Randles_2021,20.99354828486432,Tubulointerstitial,Old,H1F0,2.566038412121253
P07357,Randles_2021,15.347669514559042,Tubulointerstitial,Old,C8A,0.6436496154183191
P07360,Randles_2021,16.240548217388156,Tubulointerstitial,Old,C8G,0.9476696068076358
P07384,Randles_2021,12.311752873886045,Tubulointerstitial,Old,CAPN1,-0.3900622964366723
P07451,Randles_2021,18.126186115786233,Tubulointerstitial,Old,CA3,1.589718314899702
P07585,Randles_2021,17.25079400814765,Tubulointerstitial,Old,DCN,1.291652407197687
P07602,Randles_2021,13.512338167796624,Tubulointerstitial,Old,PSAP,0.01872999478980088
P07737,Randles_2021,15.227769175970788,Tubulointerstitial,Old,PFN1,0.6028242493415189
P07741,Randles_2021,11.079639354951489,Tubulointerstitial,Old,APRT,-0.8095897644233689
P07814,Randles_2021,13.344528882620766,Tubulointerstitial,Old,EPRS,-0.03840808821359212
P07858,Randles_2021,15.438868926249429,Tubulointerstitial,Old,CTSB,0.6747024832591242
P07900,Randles_2021,14.646030493554964,Tubulointerstitial,Old,HSP90AA1,0.4047456204544097
P07911,Randles_2021,21.531034522502523,Tubulointerstitial,Old,UMOD,2.749049341624761
P07942,Randles_2021,19.5208007054597,Tubulointerstitial,Old,LAMB1,2.064576449829469
P07954,Randles_2021,13.239884195842173,Tubulointerstitial,Old,FH,-0.07403899381427657
P08133,Randles_2021,11.58550778651658,Tubulointerstitial,Old,ANXA6,-0.6373445135049132
P08237,Randles_2021,10.832192237568158,Tubulointerstitial,Old,PFKM,-0.8938440648763044
P08238,Randles_2021,14.730090744391331,Tubulointerstitial,Old,HSP90AB1,0.43336764565725233
P08246,Randles_2021,14.517595623878778,Tubulointerstitial,Old,ELANE,0.36101429631226023
P08263,Randles_2021,11.480423531652235,Tubulointerstitial,Old,GSTA1,-0.6731250894754044
P08294,Randles_2021,11.763110997717206,Tubulointerstitial,Old,SOD3,-0.5768716558044833
P08311,Randles_2021,15.742859865944371,Tubulointerstitial,Old,CTSG,0.7782096254674146
P08473,Randles_2021,15.829653549560962,Tubulointerstitial,Old,MME,0.8077623685915981
P08493,Randles_2021,13.673747248230155,Tubulointerstitial,Old,MGP,0.0736888454019554
P08559,Randles_2021,13.209037844149798,Tubulointerstitial,Old,PDHA1,-0.0845419966815121
P08571,Randles_2021,7.310309947024261,Tubulointerstitial,Old,CD14,-2.0930244465482213
P08572,Randles_2021,23.67793680544677,Tubulointerstitial,Old,COL4A2,3.48005704906174
P08574,Randles_2021,17.439119812754967,Tubulointerstitial,Old,CYC1,1.3557762454230684
P08579,Randles_2021,10.856218553627988,Tubulointerstitial,Old,SNRPB2,-0.8856632443701349
P08582,Randles_2021,14.37541179279773,Tubulointerstitial,Old,MFI2,0.3126015309903915
P08603,Randles_2021,12.872641600949835,Tubulointerstitial,Old,CFH,-0.1990829557580379
P08651,Randles_2021,11.907658207454968,Tubulointerstitial,Old,NFIC,-0.5276541738323157
P08670,Randles_2021,20.698810092371996,Tubulointerstitial,Old,VIM,2.4656817763770036
P08697,Randles_2021,11.770919657732934,Tubulointerstitial,Old,SERPINF2,-0.5742128526062195
P08727,Randles_2021,16.459474338959005,Tubulointerstitial,Old,KRT19,1.0222126745098614
P08729,Randles_2021,14.799612349017766,Tubulointerstitial,Old,KRT7,0.4570393466093862
P08754,Randles_2021,10.725628632860651,Tubulointerstitial,Old,GNAI3,-0.9301283508413951
P08758,Randles_2021,11.856078157092258,Tubulointerstitial,Old,ANXA5,-0.5452168801858719
P08779,Randles_2021,17.570684991671754,Tubulointerstitial,Old,KRT16,1.4005734216068875
P09110,Randles_2021,10.329157351875336,Tubulointerstitial,Old,ACAA1,-1.0651245099493987
P09211,Randles_2021,12.394117853781909,Tubulointerstitial,Old,GSTP1,-0.36201750110290526
P09327,Randles_2021,14.569606086259498,Tubulointerstitial,Old,VIL1,0.3787235554479516
P09382,Randles_2021,15.964475857441483,Tubulointerstitial,Old,LGALS1,0.8536685781932494
P09467,Randles_2021,14.61059941850279,Tubulointerstitial,Old,FBP1,0.3926815460195001
P09543,Randles_2021,15.006573418428095,Tubulointerstitial,Old,CNP,0.5275083838265214
P09630,Randles_2021,10.319488867182944,Tubulointerstitial,Old,HOXC6,-1.068416572604287
P09661,Randles_2021,11.72628202555118,Tubulointerstitial,Old,SNRPA1,-0.5894117060546632
P09669,Randles_2021,12.944846209730178,Tubulointerstitial,Old,COX6C,-0.17449770753774288
P09874,Randles_2021,15.489568818016116,Tubulointerstitial,Old,PARP1,0.6919655007434795
P0C7M6,Randles_2021,11.210690530805024,Tubulointerstitial,Old,IQCF3,-0.7649676032851197
P0C7M7,Randles_2021,11.346025612851278,Tubulointerstitial,Old,ACSM4,-0.7188867970703374
P0C7P0,Randles_2021,11.036790027257256,Tubulointerstitial,Old,CISD3,-0.8241797106225135
P0C7V5,Randles_2021,14.835313189481472,Tubulointerstitial,Old,ZNF812,0.46919527459375493
P0CG04,Randles_2021,16.018419636830625,Tubulointerstitial,Old,IGLC1,0.8720361204959499
P0DJD4,Randles_2021,11.912689110068106,Tubulointerstitial,Old,RBMY1C,-0.5259411808308248
P0DJG4,Randles_2021,11.314082257176628,Tubulointerstitial,Old,THEGL,-0.729763323396234
P0DJI8,Randles_2021,16.467280056740073,Tubulointerstitial,Old,SAA1,1.0248704758943814
P0DKV0,Randles_2021,13.5405041918471,Tubulointerstitial,Old,SPATA31C1,0.028320361725606102
P0DP23,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP24,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP25,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP26,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP27,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP28,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP29,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP30,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP31,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP33,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP34,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P0DP35,Randles_2021,15.234049507718952,Tubulointerstitial,Old,CALM1,0.6049626656772976
P10155,Randles_2021,9.387924670364235,Tubulointerstitial,Old,TROVE2,-1.38560874909819
P10301,Randles_2021,12.70700212920575,Tubulointerstitial,Old,RRAS,-0.25548222994142705
P10321,Randles_2021,10.658523136962446,Tubulointerstitial,Old,HLA-C,-0.9529773808613808
P10515,Randles_2021,15.5635595584063,Tubulointerstitial,Old,DLAT,0.7171589163608956
P10599,Randles_2021,14.750734091004874,Tubulointerstitial,Old,TXN,0.4403965847951334
P10606,Randles_2021,14.764583996633432,Tubulointerstitial,Old,COX5B,0.4451123968943528
P10620,Randles_2021,13.079444455214617,Tubulointerstitial,Old,MGST1,-0.12866778987531227
P10643,Randles_2021,16.914192273746217,Tubulointerstitial,Old,C7,1.1770414795654054
P10809,Randles_2021,18.372832693762543,Tubulointerstitial,Old,HSPD1,1.673700036352984
P10909,Randles_2021,15.355753220466823,Tubulointerstitial,Old,CLU,0.6464020701388656
P11021,Randles_2021,16.388608379568556,Tubulointerstitial,Old,HSPA5,0.9980832286003385
P11047,Randles_2021,20.674670157522115,Tubulointerstitial,Old,LAMC1,2.4574622693354025
P11137,Randles_2021,15.079543794971595,Tubulointerstitial,Old,MAP2,0.5523543715045094
P11142,Randles_2021,16.532618867507274,Tubulointerstitial,Old,HSPA8,1.047117959929886
P11150,Randles_2021,11.564048648657678,Tubulointerstitial,Old,LIPC,-0.644651224804459
P11168,Randles_2021,12.87829374228394,Tubulointerstitial,Old,SLC2A2,-0.19715843459488205
P11171,Randles_2021,12.355593054259565,Tubulointerstitial,Old,EPB41,-0.37513497067850093
P11172,Randles_2021,10.04598629941313,Tubulointerstitial,Old,UMPS,-1.1615426019684891
P11177,Randles_2021,14.569194827517002,Tubulointerstitial,Old,PDHB,0.3785835242444341
P11182,Randles_2021,15.85449264089184,Tubulointerstitial,Old,DBT,0.8162199343377676
P11216,Randles_2021,13.782599305440788,Tubulointerstitial,Old,PYGB,0.11075233609898884
P11233,Randles_2021,10.54760165802867,Tubulointerstitial,Old,RALA,-0.9907454975870754
P11277,Randles_2021,15.493833874108724,Tubulointerstitial,Old,SPTB,0.6934177274708515
P11310,Randles_2021,16.747298109546502,Tubulointerstitial,Old,ACADM,1.1202149899177571
P11387,Randles_2021,16.197950938192903,Tubulointerstitial,Old,TOP1,0.9331654816525445
P11388,Randles_2021,20.01347412269729,Tubulointerstitial,Old,TOP2A,2.232328875317642
P11498,Randles_2021,19.18141494936301,Tubulointerstitial,Old,PC,1.949017579045293
P11678,Randles_2021,10.5941018136469,Tubulointerstitial,Old,EPX,-0.9749124657700295
P11766,Randles_2021,13.659500858342168,Tubulointerstitial,Old,ADH5,0.06883803272454347
P12104,Randles_2021,12.522722274117385,Tubulointerstitial,Old,FABP2,-0.3182284459500214
P12107,Randles_2021,19.476094783106895,Tubulointerstitial,Old,COL11A1,2.0493543439760247
P12110,Randles_2021,19.37841317781189,Tubulointerstitial,Old,COL6A2,2.016094327014498
P12111,Randles_2021,15.382679717221436,Tubulointerstitial,Old,COL6A3,0.655570385258874
P12235,Randles_2021,14.015275302912825,Tubulointerstitial,Old,SLC25A4,0.189977156361599
P12273,Randles_2021,14.769800351078084,Tubulointerstitial,Old,PIP,0.446888535162991
P12277,Randles_2021,13.264183792168009,Tubulointerstitial,Old,CKB,-0.06576512297119702
P12955,Randles_2021,13.012641424238296,Tubulointerstitial,Old,PEPD,-0.1514138323532547
P12956,Randles_2021,16.92189866402049,Tubulointerstitial,Old,XRCC6,1.1796654605131014
P13010,Randles_2021,16.44831469051159,Tubulointerstitial,Old,XRCC5,1.0184128792922797
P13073,Randles_2021,14.627171266893797,Tubulointerstitial,Old,COX4I1,0.39832416375601365
P13489,Randles_2021,12.7142218863356,Tubulointerstitial,Old,RNH1,-0.2530239447415498
P13611,Randles_2021,14.120892619961571,Tubulointerstitial,Old,VCAN,0.22593923689726633
P13639,Randles_2021,15.624301218914091,Tubulointerstitial,Old,EEF2,0.737841097541877
P13645,Randles_2021,21.496815954412032,Tubulointerstitial,Old,KRT10,2.7373981187394314
P13646,Randles_2021,14.098430645873185,Tubulointerstitial,Old,KRT13,0.21829106570973456
P13647,Randles_2021,16.287818166296272,Tubulointerstitial,Old,KRT5,0.9637647487507508
P13671,Randles_2021,17.15063211711436,Tubulointerstitial,Old,C6,1.2575478674063432
P13716,Randles_2021,8.568999178805523,Tubulointerstitial,Old,ALAD,-1.6644481033165215
P13727,Randles_2021,14.62012704234163,Tubulointerstitial,Old,PRG2,0.39592564637520017
P13796,Randles_2021,13.632516634505224,Tubulointerstitial,Old,LCP1,0.05965006186964307
P13804,Randles_2021,14.394775933964102,Tubulointerstitial,Old,ETFA,0.3191949081333434
P13807,Randles_2021,13.568605036759534,Tubulointerstitial,Old,GYS1,0.03788853554500747
P14384,Randles_2021,7.868708988912986,Tubulointerstitial,Old,CPM,-1.9028928291528135
P14543,Randles_2021,19.52093861437966,Tubulointerstitial,Old,NID1,2.064623407012484
P14550,Randles_2021,16.545225944530436,Tubulointerstitial,Old,AKR1A1,1.051410596136665
P14555,Randles_2021,14.482173031891008,Tubulointerstitial,Old,PLA2G2A,0.3489531103113101
P14618,Randles_2021,16.77161125084792,Tubulointerstitial,Old,PKM,1.1284934727460327
P14625,Randles_2021,14.67024936030421,Tubulointerstitial,Old,HSP90B1,0.4129920033474442
P14649,Randles_2021,12.506578505443269,Tubulointerstitial,Old,MYL6B,-0.32372530503932956
P14678,Randles_2021,17.140318479389926,Tubulointerstitial,Old,SNRPB,1.2540361339063284
P14780,Randles_2021,11.73158980106781,Tubulointerstitial,Old,MMP9,-0.5876044394441489
P14854,Randles_2021,14.377760113252076,Tubulointerstitial,Old,COX6B1,0.3134011204105981
P14866,Randles_2021,14.397927479380428,Tubulointerstitial,Old,HNRNPL,0.3202679909690059
P14868,Randles_2021,15.816614443644244,Tubulointerstitial,Old,DARS,0.8033226290659891
P14920,Randles_2021,12.836598897910289,Tubulointerstitial,Old,DAO,-0.21135528595586978
P14923,Randles_2021,17.355116798696898,Tubulointerstitial,Old,JUP,1.3271737090094535
P14927,Randles_2021,13.2568310868793,Tubulointerstitial,Old,UQCRB,-0.06826867624386268
P15088,Randles_2021,13.160163626752649,Tubulointerstitial,Old,CPA3,-0.10118338268966798
P15090,Randles_2021,11.972550034004984,Tubulointerstitial,Old,FABP4,-0.5055588853161236
P15121,Randles_2021,10.988458420194426,Tubulointerstitial,Old,AKR1B1,-0.8406363409761277
P15144,Randles_2021,14.97474705909924,Tubulointerstitial,Old,ANPEP,0.5166716940740907
P15259,Randles_2021,14.704497540006422,Tubulointerstitial,Old,PGAM2,0.42465330881388114
P15880,Randles_2021,11.83576668062781,Tubulointerstitial,Old,RPS2,-0.5521328194733247
P15924,Randles_2021,18.395836549440062,Tubulointerstitial,Old,DSP,1.681532715061571
P16104,Randles_2021,9.903802312953324,Tubulointerstitial,Old,H2AFX,-1.2099554201959186
P16112,Randles_2021,13.45831103935206,Tubulointerstitial,Old,ACAN,0.0003340726197883782
P16152,Randles_2021,12.327711922490282,Tubulointerstitial,Old,CBR1,-0.3846283334539416
P16219,Randles_2021,14.199171354282566,Tubulointerstitial,Old,ACADS,0.25259268944219726
P16401,Randles_2021,15.681769576277464,Tubulointerstitial,Old,HIST1H1B,0.7574087380908247
P16402,Randles_2021,11.462896729697617,Tubulointerstitial,Old,HIST1H1D,-0.6790928633314073
P16444,Randles_2021,16.330075412283932,Tubulointerstitial,Old,DPEP1,0.9781530945815992
P16455,Randles_2021,9.453176633797376,Tubulointerstitial,Old,MGMT,-1.3633908360734728
P16615,Randles_2021,17.222129896463333,Tubulointerstitial,Old,ATP2A2,1.2818924443272135
P16662,Randles_2021,10.702805700728463,Tubulointerstitial,Old,UGT2B7,-0.9378994261378732
P17010,Randles_2021,12.512047886464176,Tubulointerstitial,Old,ZFX,-0.32186301269702994
P17066,Randles_2021,19.39104306496753,Tubulointerstitial,Old,HSPA6,2.0203947299383658
P17096,Randles_2021,14.510808303085382,Tubulointerstitial,Old,HMGA1,0.3587032531631441
P17252,Randles_2021,13.900556450082226,Tubulointerstitial,Old,PRKCA,0.1509160559688551
P17568,Randles_2021,11.677537188792115,Tubulointerstitial,Old,NDUFB7,-0.6060090387100494
P17655,Randles_2021,13.253625488988616,Tubulointerstitial,Old,CAPN2,-0.06936016363183084
P17661,Randles_2021,14.262755173219928,Tubulointerstitial,Old,DES,0.27424260899407654
P17676,Randles_2021,13.321466854178762,Tubulointerstitial,Old,CEBPB,-0.04626057440924511
P17844,Randles_2021,13.38477958044947,Tubulointerstitial,Old,DDX5,-0.02470296032945389
P17858,Randles_2021,16.219791958462903,Tubulointerstitial,Old,PFKL,0.9406022216860784
P17931,Randles_2021,13.551285346863068,Tubulointerstitial,Old,LGALS3,0.03199128213700796
P17948,Randles_2021,14.903126415639647,Tubulointerstitial,Old,FLT1,0.4922852826400508
P17980,Randles_2021,14.112623451702314,Tubulointerstitial,Old,PSMC3,0.22312363332758703
P17987,Randles_2021,13.920118363971502,Tubulointerstitial,Old,TCP1,0.15757677357062175
P18031,Randles_2021,15.462268826994,Tubulointerstitial,Old,PTPN1,0.6826700130034608
P18077,Randles_2021,13.244376742452534,Tubulointerstitial,Old,RPL35A,-0.07250930789224651
P18085,Randles_2021,12.971431832056718,Tubulointerstitial,Old,ARF4,-0.16544545817264514
P18124,Randles_2021,16.576211203697177,Tubulointerstitial,Old,RPL7,1.0619608961888674
P18206,Randles_2021,16.78601020545068,Tubulointerstitial,Old,VCL,1.1333962328191267
P18428,Randles_2021,11.837531629327856,Tubulointerstitial,Old,LBP,-0.5515318647334586
P18583,Randles_2021,14.284866201926288,Tubulointerstitial,Old,SON,0.28177128532560647
P18669,Randles_2021,12.93701115082511,Tubulointerstitial,Old,PGAM1,-0.1771654994038787
P18827,Randles_2021,16.68766466925008,Tubulointerstitial,Old,SDC1,1.0999101512560339
P18887,Randles_2021,13.324992157958052,Tubulointerstitial,Old,XRCC1,-0.04506022903060812
P19012,Randles_2021,12.280730563959226,Tubulointerstitial,Old,KRT15,-0.4006252120566153
P19013,Randles_2021,15.703191167616078,Tubulointerstitial,Old,KRT4,0.7647026650191694
P19022,Randles_2021,16.083588004946126,Tubulointerstitial,Old,CDH2,0.8942255698025061
P19338,Randles_2021,15.55651701562189,Tubulointerstitial,Old,NCL,0.7147609716121957
P19367,Randles_2021,12.154051465055549,Tubulointerstitial,Old,HK1,-0.4437587064897033
P19404,Randles_2021,13.05376742979368,Tubulointerstitial,Old,NDUFV2,-0.13741066729263868
P19474,Randles_2021,6.951918651050996,Tubulointerstitial,Old,TRIM21,-2.2150545928273973
P19525,Randles_2021,7.656508604978222,Tubulointerstitial,Old,EIF2AK2,-1.9751458224118583
P19652,Randles_2021,14.667367598251266,Tubulointerstitial,Old,ORM2,0.41201078017374093
P19784,Randles_2021,13.013316850086351,Tubulointerstitial,Old,CSNK2A2,-0.15118385379081492
