Tissue,TGFb_Activity,Collagen_Accumulation,N_Collagens
Intervertebral_disc_NP,0.723159468265492,0.833269265501988,5
Intervertebral_disc_IAF,0.8046309850555581,0.7611474100645803,6
Intervertebral_disc_OAF,1.1704279224954042,1.1769868863066957,6
Intervertebral_disc_Nucleus_pulposus,-0.0763652449735489,-0.0763652449735489,1
Heart_Native_Tissue,-0.40617611057576536,-1.0190254174492754,6
Skin dermis,1.1218857542252514,1.7028570578236593,6
Kidney_Glomerular,-0.2138887817133402,-0.3022286409320568,7
Kidney_Tubulointerstitial,0.3860869440352773,0.17110023926159076,7
Ovary_Cortex,-0.19444644228989777,-0.3809413985351106,6
