gene,degree_centrality,strength,betweenness_centrality,closeness_centrality,harmonic_centrality,eigenvector_centrality,pagerank,clustering_coefficient,core_number
Anxa3,0.14606741573033707,69.29665490144971,0.001951674331136712,0.23995753232551859,212.72684825721652,0.0003173404200159155,0.0017232760411340815,0.4756350698689848,77
Anxa4,0.1601123595505618,74.40078527506594,0.0006479242718753457,0.24479090849896307,215.87746059163732,0.00033550326266343014,0.0018236648083260706,0.4554197578720773,77
Anxa5,0.1292134831460674,52.50639819088304,0.0008217576131101946,0.22983914188538937,195.48958671559996,0.0001893725302334745,0.0014548460886449667,0.35402209903064624,66
Anxa6,0.05196629213483146,23.229735679168066,0.0004938447194171843,0.2508284892909145,198.7565139468517,0.00016939801842416984,0.0008230168507541893,0.2546857202549714,26
Anxa7,0.06179775280898876,28.642205024113668,0.0005847121477899461,0.23570102043226657,193.9199158771574,6.97367056149245e-05,0.0010111673068333871,0.2771565822726458,26
Aspn,0.07865168539325842,34.945813375852,0.01883326221969374,0.26741494072801536,210.91408166465914,0.00029550927207848773,0.0012352595464138688,0.24525231815281348,26
BC048546,0.1853932584269663,103.59826712167924,4.991297465560007e-05,0.27179076196036295,248.66066753331884,0.0006879741054075986,0.0022174211190711043,0.6135786963555543,77
BCAN,0.2794943820224719,152.6745948522695,0.0001004774854511734,0.3013367771710823,291.59825292035487,0.09453898357559516,0.0022951665629540935,0.550207712662559,100
BGN,0.2303370786516854,105.97247134672308,0.0002311193286872422,0.2779977380632387,248.0282871802691,0.05646352269023462,0.0017401135148349771,0.42452507590476757,100
BMP1,0.28230337078651685,153.7850680482871,6.449033081091104e-05,0.30012891533733294,291.2627189142547,0.09482412192887332,0.002313217163986584,0.5437029983345532,100
BMP3,0.2794943820224719,152.6745948522695,0.0001004774854511734,0.3013367771710823,291.59825292035487,0.09453898357559519,0.0022951665629540935,0.550207712662559,100
BMP6,0.21348314606741572,104.65247912337233,0.00032703953021119857,0.2662375856059099,247.51723637906542,0.06318257884537656,0.001720344735990871,0.5008964959721351,100
Bcan,0.1853932584269663,103.59826712167924,4.991297465560007e-05,0.27179076196036295,248.66066753331884,0.0006879741054076021,0.0022174211190711043,0.6135786963555547,77
Bdnf,0.1853932584269663,103.59826712167924,4.991297465560007e-05,0.27179076196036295,248.66066753331884,0.000687974105407609,0.0022174211190711043,0.6135786963555546,77
Bgn,0.2191011235955056,91.30212465772536,0.034272823527552586,0.3456609739166997,267.29166603106637,0.01683053764666765,0.0018586657942735397,0.25126488832002764,77
Brinp2,0.1853932584269663,103.59826712167924,4.991297465560007e-05,0.27179076196036295,248.66066753331884,0.0006879741054076038,0.0022174211190711043,0.6135786963555544,77
C17orf58,0.08707865168539325,40.30858581291556,0.00014587964366408597,0.2477488374845285,213.8679095327427,0.013827783877554874,0.0008883361931965808,0.396773164888348,48
C1QA,0.10252808988764045,48.15740627044729,0.000608416694321971,0.253322162618524,217.12804596186453,0.007737738290143942,0.0011795280418507546,0.28807974226247185,46
C1QB,0.09550561797752809,41.70221250341457,0.001050901562919768,0.24058656444594778,205.52526529116116,0.006070024076412326,0.0010718956160305812,0.2451996863205314,46
C1QC,0.13061797752808987,59.69858785859331,0.0038480380536986994,0.27030485702508783,226.4729491485279,0.009997916635600387,0.0013435460957323536,0.2481230599329323,49
C1QTNF5,0.0898876404494382,43.061462327481635,0.002184769038701623,0.2470145984817931,210.87641616845835,0.004233422409106384,0.0011538951515286289,0.3289592455915906,46
C1QTNF7,0.08707865168539325,40.30858581291556,0.00014587964366408597,0.2477488374845285,213.8679095327427,0.01382778387755487,0.0008883361931965808,0.396773164888348,48
C1qa,0.17134831460674158,86.5448963846917,0.00150128794702824,0.23881756879342989,220.40627849894187,0.0004119671042266578,0.0019317264259099936,0.5605474956838735,77
C1qb,0.1292134831460674,59.98886787276662,0.0026983675468954947,0.25793712330413887,214.7204777831474,0.00038866403452491113,0.0014453822751557318,0.522880808829568,75
C1qc,0.12219101123595505,62.27763978572269,0.0015407955245816147,0.23231965386702677,207.09000375347742,0.00030452193413024487,0.001465269776029015,0.6062805584203855,75
C1ql3,0.1853932584269663,103.59826712167924,5.329306740183325e-05,0.27179076196036295,248.66066753331884,0.0006879741054076021,0.0022174211190711043,0.6135786963555544,77
C1qtnf4,0.1853932584269663,103.59826712167924,5.329306740183325e-05,0.27179076196036295,248.66066753331884,0.0006879741054076073,0.0022174211190711043,0.6135786963555546,77
C1qtnf9,0.0351123595505618,15.597573863051418,0.0003555681979803726,0.22125605569808401,175.96253961092825,2.5849854729454063e-05,0.0007633640853674431,0.2310397153247401,21
CCL14,0.2794943820224719,152.898259182805,0.00010929637049676878,0.3012766959325508,291.7861959865419,0.09465068725210335,0.0022983385234726476,0.5506658260489061,100
CCL16,0.27668539325842695,133.8404598264625,0.024679844957899287,0.29096730481124494,267.99327523975364,0.06882183670533248,0.0022854116454918633,0.3867325818216147,100
CCL18,0.25140449438202245,132.19873842471253,0.0002772115024995127,0.3211231105502278,286.50121021684816,0.07786901571878732,0.0020709865405538,0.5111089312443949,100
CCL21,0.0898876404494382,42.80307159270435,0.0010943598982284801,0.25721930718303565,215.5256643020099,0.007741860701828945,0.0010745352898852223,0.28593285365265836,46
CCN1,0.21348314606741572,117.17658816309395,0.001119381364012284,0.28018990346569234,266.8761277375994,0.07356903995499472,0.001833944353220088,0.5979744774425026,100
CCN2,0.28230337078651685,153.40698238366738,5.741460060707313e-05,0.2993013440470852,290.4435324374638,0.09462283148649679,0.002307968539670636,0.5427843473852466,100
CCN3,0.28230337078651685,153.40698238366738,5.741460060707313e-05,0.2993013440470852,290.4435324374638,0.09462283148649674,0.002307968539670636,0.5427843473852467,100
CCN5,0.13623595505617977,62.463382412639504,0.003302833483462128,0.2585720749652517,223.24503516808943,0.008912818490979304,0.0014014649651318397,0.2723146065937618,49
CCN6,0.28230337078651685,153.7850680482871,6.449033081091104e-05,0.30012891533733294,291.2627189142547,0.0948241219288733,0.002313217163986584,0.5437029983345534,100
CD109,0.21067415730337077,100.80908142878735,0.0008829943583179256,0.32267340025394803,269.27705186099763,0.0551692244530163,0.0016862851381854523,0.46408499834218836,100
CD209,0.21348314606741572,104.65247912337233,0.00032703953021119857,0.2662375856059099,247.51723637906542,0.06318257884537658,0.001720344735990871,0.500896495972135,100
CHAD,0.2794943820224719,152.14215373121868,5.544681934047234e-05,0.2992285246555369,290.0096154110152,0.0942557131963147,0.0022877133030317,0.548815444924626,100
CHADL,0.2794943820224719,152.6745948522695,9.612152177221156e-05,0.3013367771710823,291.59825292035487,0.09453898357559516,0.0022951665629540935,0.550207712662559,100
CHRD,0.28230337078651685,153.7850680482871,6.25149519332423e-05,0.30012891533733294,291.2627189142547,0.0948241219288733,0.002313217163986584,0.5437029983345534,100
CHRDL2,0.2794943820224719,152.6745948522695,9.612152177221156e-05,0.3013367771710823,291.59825292035487,0.0945389835755952,0.0022951665629540935,0.550207712662559,100
CILP,0.21207865168539325,105.8044198914231,0.0009936155754673747,0.2834679470300368,256.3859716397761,0.05949092370911329,0.0017476559570327624,0.4884417135945875,100
CILP2,0.2794943820224719,152.14215373121868,5.9891421815226994e-05,0.2992285246555369,290.0096154110152,0.0942557131963147,0.0022877133030317,0.5488154449246262,100
CLEC11A,0.05898876404494382,27.492805687677727,0.00056939513729395,0.22365022848118457,195.520262241532,0.005243109234334171,0.0008309899025756432,0.29192198408083336,32
CLEC14A,0.0800561797752809,35.91010331156546,0.000169717968573039,0.2318611947932389,204.9190942169048,0.010243237715210752,0.0008495426475200961,0.3123403742576992,46
CLEC18B,0.0547752808988764,27.50346967996351,2.592684776940217e-05,0.2393899924400441,196.81415282207686,0.00338063086543682,0.0008296075898678102,0.4561431698269708,33
CLEC3A,0.2794943820224719,152.2923839022835,0.0001630469042643698,0.3000714167566485,290.61769883922494,0.09434489419768775,0.002289705928177295,0.5493391649584931,100
CLEC3B,0.19662921348314605,92.59272505938799,0.0002844545583842981,0.28271991324868395,246.2983900379141,0.05854933773181289,0.0014874833914451672,0.5563208006863457,100
CLEC5A,0.0547752808988764,27.50346967996351,2.592684776940217e-05,0.2393899924400441,196.81415282207686,0.0033806308654368194,0.0008296075898678102,0.4561431698269708,33
COL10A1,0.10814606741573034,49.383810462018786,0.0009363295880149813,0.25020556103071506,215.91300159886336,0.012991078454313208,0.0010479084604570065,0.335108863306947,51
COL11A1,0.21348314606741572,105.2023277041477,0.0011417689912925299,0.2908408912303415,258.4443460092771,0.05837436178422607,0.0017252473597220688,0.4743031744818573,100
COL11A2,0.24297752808988762,122.47125642333195,0.03304413786564263,0.3290250832759918,282.40967132185745,0.07127697482688344,0.0019455525523110917,0.4889274837998112,100
COL12A1,0.21067415730337077,96.902235922146,0.00026470076960761075,0.27713757755014573,244.46722760519822,0.05176126899607238,0.0016063135486904636,0.44022398398758505,100
COL14A1,0.22331460674157302,103.88325547895131,0.00048199244615117177,0.28982771468791163,252.95144727672238,0.055304116554881745,0.0017012602896009647,0.44458096629144966,100
COL15A1,0.2050561797752809,96.91496832303902,0.0007269394269820952,0.3123121020676811,261.50433778811436,0.05460849546827135,0.001607588890276427,0.48950459695873494,100
COL16A1,0.11095505617977527,48.32846484733798,0.02336478136506582,0.32646702399140376,248.4445558676058,0.012429576359137252,0.0011168113872454225,0.2537415250133658,51
COL18A1,0.0702247191011236,28.931282415825997,0.00033581440920368524,0.23568788095303686,195.13686856778932,0.0043450640309113135,0.0007460032656574851,0.33445573230819786,41
COL1A1,0.10674157303370786,47.974206014119076,0.0001817348567455238,0.30711577633827436,239.46407482665066,0.01623053258407172,0.0010164286987679122,0.34799995683040147,55
COL1A2,0.1151685393258427,52.18921888971792,0.00013037500592613663,0.31007658217987477,243.16676000933427,0.020174381765615458,0.0010473475983389844,0.36411822276318917,60
COL21A1,0.08848314606741572,39.10833561399272,0.006155280582815784,0.29044925183878,228.4340121030188,0.00799964994702955,0.0008929156647482492,0.2983872254277069,51
COL22A1,0.0449438202247191,21.96165808216736,3.160606204269979e-05,0.23070167351845527,191.79014082473057,0.0031077944625427737,0.0006951337534112246,0.4385442939701528,31
COL28A1,0.05056179775280899,23.95486255808168,0.0007723731411684761,0.22505278217964514,192.00492780743573,0.0021761692139820907,0.0007978523993541452,0.27419770797812576,28
COL2A1,0.2050561797752809,86.73415707453789,0.0017324072757154822,0.30828576794377954,249.94226895387575,0.04374945978352735,0.0015259202015149406,0.369143680058271,100
COL3A1,0.20365168539325842,86.54108896696388,3.160606204269979e-05,0.3177294674962199,253.99315656153212,0.04625895498013867,0.0014968354529724239,0.43136899874891915,100
COL4A1,0.1853932584269663,78.18456017582986,0.000600515178811296,0.27335199037134855,231.0980815364972,0.04019110998573369,0.001381261010255368,0.3695113439487999,91
COL4A2,0.1151685393258427,49.39979998178279,0.0004977954771725216,0.26684251693166267,219.78154394724763,0.008246248314782028,0.001153176228411012,0.2766774972076274,48
COL4A3,0.1348314606741573,66.74813122124067,8.023173765363118e-05,0.2541170255296372,226.2662666072046,0.014264357026787185,0.0013406650185288612,0.413674921611447,59
COL4A4,0.13623595505617977,67.13921432722239,5.6627527826503776e-05,0.25414962168632016,226.1850286706633,0.014242446710135201,0.0013496652737005628,0.4083082289101483,59
COL4A5,0.11938202247191011,58.668962368944015,7.86859252938047e-05,0.2559189184949344,224.45656566336243,0.014272207385980236,0.001177463125275018,0.4296997154921019,59
COL4A6,0.08146067415730338,42.17618606800235,0.00036149433461337885,0.26818869320943167,222.5278829124662,0.007485900523230044,0.00094834641385922,0.48717926410759116,50
COL5A1,0.18679775280898875,80.37542436579815,0.005531060857472463,0.31794721725159336,252.72535500442808,0.04479002956683283,0.0014041008743921897,0.4310879967099286,100
COL5A2,0.15589887640449437,68.00249683012477,0.00018963637225619874,0.27003263526997523,227.59519239974685,0.0425895983657726,0.0011745975391592549,0.5425114043530591,98
COL5A3,0.06039325842696629,27.34072932134356,0.0005491553279919089,0.22359219636885516,193.1019512122969,0.005643671813426482,0.0007568754515783251,0.30810350647255297,33
COL6A1,0.21629213483146068,98.09831378874728,1.975378877668737e-05,0.2753676311552534,242.93587800571095,0.05161809537187923,0.0016327240644620695,0.4186049881944688,100
COL6A2,0.25,122.10904169547536,0.0017896932631678755,0.2974504752847239,267.07348520702595,0.06637812645593603,0.0019501530089579538,0.45161618055165337,100
COL6A3,0.21348314606741572,98.02034174532137,8.296591286208695e-05,0.27663858697956556,244.32893946141857,0.052292976403436546,0.0016203542925213761,0.43708229803376153,100
COL6A6,0.09550561797752809,43.157366835980994,0.0003160606204269979,0.2535266395744782,213.846759210822,0.010287328539303961,0.0009409762543662239,0.3466723960616647,50
COL7A1,0.06601123595505617,29.344279443806084,0.0006874318494287205,0.23266941046578335,197.53313386549556,0.006319430007491163,0.0007788763834628835,0.2669289900010611,34
COL8A1,0.15870786516853932,68.18855092123894,0.003927053208805449,0.3045219582049487,244.5765915119565,0.03312398812465191,0.0012569967134839935,0.3683860270959843,83
COL8A2,0.05898876404494382,27.779826419329833,0.0017067273503057886,0.2534773720259549,207.41533818497282,0.004775503060539389,0.0007901657443606182,0.35812662654303706,33
COL9A1,0.28230337078651685,153.7850680482871,5.658881530023609e-05,0.30012891533733294,291.2627189142547,0.09482412192887336,0.002313217163986584,0.5437029983345534,100
COL9A2,0.28230337078651685,141.69517433210393,0.00811683180834084,0.2860525665036793,272.81207590318513,0.07715144438003088,0.0022360568573200007,0.43295513653280066,100
COL9A3,0.2050561797752809,101.34317541482149,0.000846828654039577,0.27251429356550405,248.40045803798697,0.06305716592888837,0.001657064570798291,0.5360397921174868,100
COMP,0.28230337078651685,153.40698238366738,4.556232734106071e-05,0.2993013440470852,290.4435324374638,0.09462283148649679,0.002307968539670636,0.5427843473852465,100
CPAMD8,0.06741573033707865,38.846570925598904,1.3843901579793001e-05,0.23850700418535847,214.07619437799448,0.0026070265308591406,0.00106518490176998,0.6501916826766577,46
CPN2,0.06179775280898876,27.027361004924952,0.0003911250177784099,0.21820857785831704,187.25299935900307,0.005690247364428782,0.000744454480222308,0.29376819728631076,33
CRISPLD1,0.2794943820224719,152.29238390228346,0.00011168705344498261,0.3000714167566485,290.61769883922494,0.09434489419768775,0.002289705928177295,0.5493391649584923,100
CRLF1,0.28230337078651685,153.7850680482871,5.658881530023609e-05,0.30012891533733294,291.2627189142547,0.09482412192887332,0.002313217163986584,0.5437029983345534,100
CSPG4,0.21067415730337077,100.80908142878735,0.0008829943583179256,0.32267340025394803,269.27705186099763,0.05516922445301631,0.0016862851381854523,0.4640849983421886,100
CST3,0.2443820224719101,120.96316646698985,0.0010894214510343083,0.26942815718646906,257.4111243335267,0.06703551217944718,0.0019378482235783995,0.4525108116044093,100
CSTA,0.11095505617977527,52.83485870009703,0.0033186365144834778,0.27762590548723826,229.6198786731402,0.011275500768404088,0.0011032587211962925,0.38450470404462206,56
CSTB,0.10112359550561797,46.85910749972634,0.0006992841226947328,0.26936903765410164,222.43335003427572,0.010896595854785664,0.001001949229906928,0.3664984338063827,53
CTHRC1,0.24297752808988762,124.62608260424325,0.001061679927196678,0.3179418422216843,279.69351952940735,0.07033966365317265,0.0019982577340022347,0.4918828989227011,100
CTSA,0.21348314606741572,104.65247912337233,0.00032177185320408187,0.2662375856059099,247.51723637906542,0.06318257884537658,0.001720344735990871,0.5008964959721353,100
CTSB,0.10814606741573034,47.44818985325099,0.0008217576131101946,0.24245211631232946,209.88142578920417,0.010997480207445724,0.001043138289842303,0.2880885035460059,51
CTSC,0.0646067415730337,30.24989389657155,0.0019852557720570806,0.2359678828118498,199.11974582249857,0.004621187968635886,0.0008468248527534923,0.308131908466742,33
CTSD,0.19382022471910113,85.38323321324383,0.00034766668246969767,0.28866329493589943,243.10731353538768,0.04553816132911773,0.001460079991192135,0.4352145795556474,100
CTSF,0.06741573033707865,38.846570925598904,1.3843901579793001e-05,0.23850700418535847,214.07619437799448,0.0026070265308591398,0.00106518490176998,0.6501916826766578,46
CTSG,0.09550561797752809,42.529106625208,0.0008020038243335072,0.24361309894467703,208.35861187378728,0.0060615878464809056,0.0009980839081440253,0.3232229803619588,48
CTSZ,0.05056179775280899,21.45356539773178,0.0021294584301268984,0.2705765833790207,208.70308965948732,0.003874975027881759,0.0006260536775066871,0.2644128045138449,31
CXCL10,0.22191011235955055,101.9106608466114,0.016458856808735916,0.3364816475175564,272.3126094515726,0.04965281071580162,0.0017707909071584828,0.38894159641678494,100
CXCL12,0.22612359550561797,109.52123970574695,0.0007111363959607452,0.2748622452701112,253.2272380096666,0.05969924984419724,0.001788179398200588,0.44145058041028945,100
CXCL14,0.23595505617977527,104.1802085319834,0.0023171194235054285,0.26302987923251836,240.8700637870788,0.04641576653692469,0.0018604198605543462,0.31534663347992886,100
Cbln4,0.1853932584269663,103.36843623598463,9.265378150099026e-05,0.27225659725659157,248.68739994538174,0.0006890398676835837,0.0022170780137921254,0.6085956110033576,77
Ccl21c,0.05758426966292135,25.9905204203334,0.0030223296828331674,0.21522607247147743,181.35847302332684,5.481923847933742e-05,0.0010183646335221747,0.28728181180493856,25
Cd109,0.08286516853932584,33.07737578270671,0.0006163182098326459,0.21358696495274498,179.63137218509334,0.0001482164350122377,0.0009481768391736775,0.4194227251734453,48
Chad,0.0449438202247191,20.619721111507843,0.00021334091878822358,0.2444510796700844,192.03427498255945,0.00016628064987692163,0.0008342020671374949,0.3619969610921982,26
Chadl,0.1853932584269663,103.36843623598463,9.265378150099026e-05,0.27225659725659157,248.68739994538174,0.0006890398676835959,0.0022170780137921254,0.6085956110033576,77
Chrdl1,0.12219101123595505,68.07406952783894,4.1482956431043475e-05,0.23157772564272583,213.06062333699083,0.0003350288220312012,0.0015365188076090007,0.6894516284392732,75
Cilp,0.04073033707865169,18.57953860505875,7.111363959607453e-05,0.207666106323153,170.11672243041,1.0792431546792742e-05,0.0008937413046847767,0.30461684560309166,23
Cilp2,0.0547752808988764,25.293283061099515,0.0009560833767916687,0.22073265950683463,180.7460674871514,2.622425242256808e-05,0.0010725418335429534,0.2809014232573064,26
Clec10a,0.046348314606741575,20.72375413657412,0.0005926136633006211,0.23949290445647517,189.90406514866737,6.948510463889049e-05,0.0008659911215506956,0.23778994574468368,25
Clec1a,0.05758426966292135,26.441732877390386,0.000496709018789804,0.21410015552318418,183.42099846699136,3.305587627984832e-05,0.0010222414556207947,0.23689395053167656,26
Clec2l,0.1853932584269663,103.36843623598463,9.265378150099026e-05,0.27225659725659157,248.68739994538174,0.0006890398676835872,0.0022170780137921254,0.6085956110033577,77
Col11a1,0.033707865168539325,14.64550648133787,0.00075064397351412,0.23522609150888105,182.59951864710084,6.767679099318673e-05,0.0006925018454314259,0.2586446385389547,21
Col11a2,0.0351123595505618,15.051580127698742,0.00023704546532024842,0.20422331892040083,164.8892095338964,9.253666528310412e-06,0.0007856611056524714,0.23156035977378295,20
Col12a1,0.11376404494382023,43.58602635479015,0.0007387917002481076,0.23123880061583132,189.1140494295541,0.0002230870505258503,0.0011811962277933114,0.43566251745237133,66
Col14a1,0.08567415730337079,40.129573633762625,0.005132034324183379,0.30020727291828486,231.54508363722286,0.0024522057525233265,0.0013337696087459647,0.3043854858980799,26
Col15a1,0.06320224719101124,30.28451372774074,0.0021729167654356107,0.2631212611248921,208.02297665634106,0.00045578909623179457,0.0011355330925731954,0.33415396477700304,26
Col18a1,0.04073033707865169,17.379082025023536,0.0005452045702365714,0.20759393182581554,164.66099847819459,1.2816805013068615e-05,0.0009448664810246864,0.24050698360393571,22
Col1a1,0.05196629213483146,22.632155307530088,0.0006202689675879834,0.22864523997087305,184.91105339745786,5.1934077153935816e-05,0.0008989753108107661,0.22015159299399614,26
Col1a2,0.10533707865168539,42.003156535771616,0.0008889204949509316,0.2232806108379696,186.86358374536078,0.00015670496320728145,0.0012073414677975292,0.3638946327395253,56
Col25a1,0.03932584269662921,19.333110943140777,5.9360135273945556e-05,0.21636650126217274,171.62803331481936,2.751756749856253e-05,0.0010355023419237803,0.3918491650315324,22
Col2a1,0.03230337078651685,14.459976471751183,0.0002567992540969358,0.21925417312650108,175.4634043897421,1.9229181864788696e-05,0.0007202333308806222,0.2362185545234818,20
Col3a1,0.046348314606741575,18.37152944982804,0.0005649583590132587,0.22094968028105047,175.7371473125089,2.7967918813539848e-05,0.0008231643155445853,0.2099088751409955,26
Col4a1,0.0898876404494382,39.698584910248115,0.001515115599171921,0.30412206362266075,231.92520523622096,0.005317008859526581,0.0011479904654068023,0.28544974713992044,40
Col4a2,0.10112359550561797,43.27471462439049,0.019526620205755463,0.30768749918660127,234.44821694014016,0.005279154228650772,0.0011652797968967849,0.2186510106264014,51
Col4a3,0.047752808988764044,21.589332179531453,0.0016928996981621074,0.23388185278146725,185.90070271289324,6.609639028343544e-05,0.0009337919573797964,0.298906174896775,26
Col4a4,0.05898876404494382,29.294273178982294,5.186638015064507e-05,0.21985500873504404,186.30231007140702,3.4676928245866116e-05,0.001137501742644995,0.43564752307317095,26
Col4a5,0.06179775280898876,27.433059460501372,0.00028840531613963556,0.2231452107907537,186.27147993919843,6.981525208327244e-05,0.0009679453521571966,0.2628505787364462,26
Col5a1,0.042134831460674156,17.571271162762915,7.901515510674947e-06,0.19237685754169448,159.4806671805665,1.5921501595379885e-05,0.0007464694030038777,0.39616424378557125,26
Col5a2,0.05056179775280899,21.772563886485575,0.00032396213593767286,0.21062847542954127,173.2282001137947,1.899055217694147e-05,0.0009483026052248914,0.3183419773328254,26
Col6a1,0.14747191011235955,61.17403996531415,0.00673999273060573,0.28278426799677897,224.74889724317026,0.0008330362410766558,0.0014999137852280693,0.41842886700049353,77
Col6a2,0.04915730337078651,20.907586409693963,0.003950757755337474,0.27076784579035756,206.52178512315984,0.0005105172362397484,0.0007721563167853335,0.23445909523105546,26
Col6a3,0.15730337078651685,80.26312163931105,0.0007743485200461448,0.25088569745988454,225.35826877606354,0.00039059882917396633,0.0018660227437999482,0.5528858650573815,77
Col6a4,0.04915730337078651,22.371769943065654,0.0001307700817016704,0.2023203226767882,174.0381867914137,2.4496414364187108e-05,0.0009185126137882378,0.2778932872099448,25
Col6a5,0.0449438202247191,20.758688660603223,0.0007261492754310277,0.2144239678968219,177.7171586688507,2.2404485943728305e-05,0.0009079097824665432,0.2627265729534152,23
Col6a6,0.0351123595505618,15.006385822612335,0.00034766668246969767,0.21164154414121222,169.07824715667576,2.04114293480059e-05,0.0007104212064586097,0.24009081298723117,22
Colec12,0.0702247191011236,32.26058463713523,0.001524992493560265,0.23826275522477244,197.06192949931236,8.98289853479091e-05,0.0011162581905089205,0.28784912274480856,27
Comp,0.06601123595505617,31.84628679183599,0.0033048088623397966,0.27258404040581663,213.76596653319746,0.0004972974062467651,0.0011358436735394266,0.3600561929554291,26
Cpn2,0.04073033707865169,18.410022405629118,0.000525450781459884,0.21435360081655166,173.34892769125457,2.5609661175632048e-05,0.0008691151160870796,0.22995328527776307,22
Creld1,0.14185393258426965,67.3015171928594,0.0002785284217512919,0.23002352115983096,207.17691636606304,0.0002873959909733106,0.001631012375397186,0.5075319772667536,75
Creld2,0.14185393258426965,67.3015171928594,0.0002785284217512919,0.23002352115983096,207.17691636606304,0.0002873959909733054,0.001631012375397186,0.5075319772667535,75
Crlf3,0.14606741573033707,72.41185404135688,0.0012642424817079917,0.23327438674899303,212.96058241323664,0.0003221393869250163,0.0017544084558583156,0.5036263325765512,77
Cspg4,0.18820224719101122,80.64109390284854,0.0023744054109578216,0.27561433620880244,229.65401981134548,0.0006928516084548235,0.002039088697814064,0.35036936017355386,77
Cspg5,0.1853932584269663,103.36843623598463,9.426447504739705e-05,0.27225659725659157,248.68739994538174,0.000689039867683589,0.0022170780137921254,0.6085956110033577,77
Cst3,0.03932584269662921,16.25970815171861,0.0016948750770397762,0.24317640646376107,186.82301145750787,0.00021307693784088596,0.0006461797293580655,0.2471022516240806,26
Cstb,0.15308988764044942,62.08947976122575,0.001066704593941118,0.236160901075678,202.38153367512734,0.00027922169230678624,0.0015958739753114003,0.41745541550242626,77
Ctsa,0.03651685393258427,16.295565671043292,0.00048660166353239886,0.20448849584174614,167.12928045113938,1.111899039375877e-05,0.0008243558787012675,0.2324199002828306,22
Ctsb,0.06601123595505617,27.739831975906913,0.010829027007380015,0.2706581607086665,207.36146776729487,0.0005273453403593329,0.0010955396750919027,0.2180983618773795,26
Ctsc,0.043539325842696625,18.745083821693495,0.000525450781459884,0.21312585481914187,173.4736614882505,3.335858663412631e-05,0.0008063503847619653,0.22946550966827595,23
Ctsd,0.1404494382022472,61.65168404399563,0.019619463013005895,0.33528127100457117,256.20467013697356,0.016706374534661127,0.0014480509902289277,0.26766741100138564,59
Ctsf,0.0351123595505618,15.365366149104023,0.00265885996934212,0.25758340041763245,195.3490699620423,0.00014825119337745228,0.0007448417482702114,0.24527377257348074,22
Ctsh,0.17556179775280897,72.14560410264554,0.0013788144566127783,0.2368866581678842,206.14874917027782,0.0003099549255223657,0.0018715846566285017,0.35055833792230684,77
Ctsl,0.05898876404494382,24.522490186313902,0.0008178068553548571,0.23425747983307355,187.07238750000138,9.973172384213342e-05,0.0009584040156953022,0.18839940631567068,26
Ctss,0.1404494382022472,55.658276518061285,0.0009718864078130185,0.26123241174399775,209.30105859026548,0.0005810235012945242,0.0013619255299296491,0.4557934876221439,77
Ctsz,0.12359550561797752,51.649530936428114,0.00035161744022503517,0.21110301139021742,184.39423824060148,0.00024192273642452414,0.0012872699642675703,0.5341273056342191,75
Cx3cl1,0.03932584269662921,19.333110943140777,6.633980730837509e-05,0.21636650126217274,171.62803331481936,2.751756749856332e-05,0.0010355023419237803,0.3918491650315324,22
Cxcl12,0.05898876404494382,29.294273178982294,4.4952554078804484e-05,0.21985500873504404,186.30231007140702,3.4676928245864706e-05,0.001137501742644995,0.43564752307317084,26
DCN,0.21348314606741572,94.09508914642856,0.0005432291913589027,0.273131066871806,239.02905942534602,0.04730955455380789,0.0015941256187160348,0.3949790732271819,100
DPT,0.11095505617977527,51.60929921112877,0.00022914394980957348,0.2756778035684741,228.25350892661936,0.019194148799789854,0.0010541192761576697,0.3915428641750723,55
DSPP,0.1404494382022472,58.49056872895989,0.0025403372366819958,0.27257934183344307,223.6424623420567,0.023008816527097204,0.0012111337638606107,0.28642202841992803,67
Dcn,0.08286516853932584,35.27044104465309,0.0013235038480380536,0.23751854880666104,194.5504266912404,0.00013687194778497466,0.0011613303797563678,0.20980796590619713,30
Dpt,0.05196629213483146,21.692750616957294,0.00034766668246969767,0.22066760662461518,177.99412361197957,2.7657876662007364e-05,0.0008954540515587439,0.3026934859047626,26
Dspp,0.14185393258426965,68.47183804656122,0.0005412538124812339,0.2477331463062987,215.33934301329214,0.00034710467001022096,0.0015837172410942439,0.5804004158086838,75
EBI3,0.1348314606741573,66.74813122124067,8.023173765363118e-05,0.2541170255296372,226.2662666072046,0.014264357026787177,0.0013406650185288612,0.41367492161144703,59
ECM1,0.21207865168539325,99.38933119424091,0.0016474659839757265,0.28482806856476056,249.72346535134093,0.05533335841197138,0.0016772155355916215,0.44492252264011284,100
ECM2,0.2584269662921348,138.05962973717473,0.000220583974673009,0.32275553080788116,290.8315035259346,0.08200760298207543,0.0021435892633371394,0.5159848949754064,100
EDIL3,0.2794943820224719,152.67459485226954,9.751316731120455e-05,0.3013367771710823,291.59825292035487,0.09453898357559513,0.0022951665629540935,0.550207712662559,100
EFEMP1,0.1741573033707865,71.6088314049452,0.001359060667836091,0.27647929672645627,229.0175682711071,0.03783889144694403,0.001304535161097285,0.40266881248745734,96
EFEMP2,0.22191011235955055,120.2871634966103,0.00027107764118490025,0.2877895115670431,271.20445328454707,0.0719370722884203,0.0019020201885161451,0.548735741547119,100
