protein_a,protein_b,spearman_rho,abs_rho,sign,p_value
PAMR1,IGFBP7,0.7624880476320279,0.7624880476320279,1,0.0002340533488419093
PAMR1,ITIH3,-0.5546714501749362,0.5546714501749362,-1,0.01689174151543
PAMR1,KNG1,-0.5876790683235773,0.5876790683235773,-1,0.010325307987977
PAMR1,LAMA5,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PAMR1,LGALS1,0.570240520302106,0.570240520302106,1,0.013474333803366349
PAMR1,LGALS3,0.5423388434677523,0.5423388434677523,1,0.020057378313335483
PAMR1,LOX,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PAMR1,LPA,-0.5910525255126745,0.5910525255126745,-1,0.009790656870840785
PAMR1,LRG1,-0.605260377226722,0.605260377226722,-1,0.007777240716941925
PAMR1,LTBP1,-0.6305548407526148,0.6305548407526148,-1,0.005024428955449677
PAMR1,LUM,0.552801972280635,0.552801972280635,1,0.01734435194251983
PAMR1,MASP2,-0.7738402270012393,0.7738402270012393,-1,0.00016446849717672137
PAMR1,MATN2,0.728119200066773,0.728119200066773,1,0.0006124736920758162
PAMR1,MFAP2,0.69437497141676,0.69437497141676,1,0.0013866424324276688
PAMR1,MFGE8,0.6269413459632016,0.6269413459632016,1,0.005360044269667309
PAMR1,MGP,0.5166468454378161,0.5166468454378161,1,0.028142101119175228
PAMR1,MXRA5,0.7698949871069155,0.7698949871069155,1,0.0001863351515832709
PAMR1,P3H1,0.7820063146899241,0.7820063146899241,1,0.00012601916981910501
PAMR1,P4HA1,0.7739651186519814,0.7739651186519814,1,0.00016381336536774868
PAMR1,P4HA2,0.6051000018551854,0.6051000018551854,1,0.007797933334145607
PAMR1,PCOLCE,0.7960670546572921,0.7960670546572921,1,7.754633779583208e-05
PAMR1,PCOLCE2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PAMR1,PDGFC,1.0,1.0,1,0.0
PAMR1,PLG,-0.7097489044738752,0.7097489044738752,-1,0.0009688404443205997
PAMR1,PLOD1,0.7297385404432967,0.7297385404432967,1,0.000587204150960671
PAMR1,PLOD2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PAMR1,POSTN,-0.6051176163450482,0.6051176163450482,-1,0.0077956584350527556
PAMR1,PPBP,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PAMR1,PRELP,0.6051176163450482,0.6051176163450482,1,0.0077956584350527556
PAMR1,PRG4,-0.8789452685668184,0.8789452685668184,-1,1.575580881730919e-06
PAMR1,PRSS2,0.6412853840259275,0.6412853840259275,1,0.004127203287957969
PAMR1,PTN,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PAMR1,REG1A,0.8347786272741218,0.8347786272741218,1,1.6396129606970152e-05
PAMR1,REG3A,0.7358849919872921,0.7358849919872921,1,0.0004990807874855409
PAMR1,S100A1,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PAMR1,S100A10,0.7284315095243941,0.7284315095243941,1,0.0006075306060720955
PAMR1,S100A13,0.6603184333091259,0.6603184333091259,1,0.0028585660678484026
PAMR1,S100A4,0.8222122948796374,0.8222122948796374,1,2.826002701689307e-05
PAMR1,S100B,0.8920313023420069,0.8920313023420069,1,6.584427834920114e-07
PAMR1,SCUBE1,1.0,1.0,1,0.0
PAMR1,SDC2,0.6292235899690133,0.6292235899690133,1,0.005146023023739592
PAMR1,SEMA3A,-0.9853300733496333,0.9853300733496333,-1,1.0301039190004303e-13
PAMR1,SERPINA1,-0.5144371666333984,0.5144371666333984,-1,0.028940687896706348
PAMR1,SERPINA10,-0.756808953331727,0.756808953331727,-1,0.0002772752541410832
PAMR1,SERPINA3,-0.5144371666333984,0.5144371666333984,-1,0.028940687896706348
PAMR1,SERPINA4,-0.6594627990679209,0.6594627990679209,-1,0.0029077016445143195
PAMR1,SERPINA6,-0.7015943543104973,0.7015943543104973,-1,0.0011749400681079869
PAMR1,SERPINC1,-0.5772159395106945,0.5772159395106945,-1,0.012134062020285207
PAMR1,SERPIND1,-0.6713840988266387,0.6713840988266387,-1,0.002282191104419374
PAMR1,SERPINE2,0.8181916968606661,0.8181916968606661,1,3.3343218847397285e-05
PAMR1,SERPINF1,-0.615580745157931,0.615580745157931,-1,0.006535804107436476
PAMR1,SERPINF2,-0.6713840988266387,0.6713840988266387,-1,0.002282191104419374
PAMR1,SERPING1,0.6190684547622253,0.6190684547622253,1,0.006154576023108565
PAMR1,SLIT3,0.8789452685668184,0.8789452685668184,1,1.575580881730919e-06
PAMR1,SMOC2,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PAMR1,SNED1,0.726161369193154,0.726161369193154,1,0.0006442342923896142
PAMR1,SPARC,0.7538621285571248,0.7538621285571248,1,0.0003022307769562208
PAMR1,SPP1,1.0,1.0,1,0.0
PAMR1,SRPX,0.7739651186519815,0.7739651186519815,1,0.0001638133653677481
PAMR1,SRPX2,0.8091530884324806,0.8091530884324806,1,4.768322541419762e-05
PAMR1,SULF2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PAMR1,TGFB1,0.7742569983653116,0.7742569983653116,1,0.00016229087751722725
PAMR1,TGFBI,0.615580745157931,0.615580745157931,1,0.006535804107436476
PAMR1,TGM2,0.6305548407526148,0.6305548407526148,1,0.005024428955449677
PAMR1,THBS2,0.7611709645901231,0.7611709645901231,1,0.00024353340578918596
PAMR1,THBS3,0.8876692910836107,0.8876692910836107,1,8.911519117161944e-07
PAMR1,THBS4,0.8181916968606661,0.8181916968606661,1,3.3343218847397285e-05
PAMR1,TIMP2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PAMR1,TNC,0.6955977469620537,0.6955977469620537,1,0.0013487134568479597
PAMR1,TNFAIP6,-0.9853300733496333,0.9853300733496333,-1,1.0301039190004303e-13
PAMR1,TNXB,0.69437497141676,0.69437497141676,1,0.0013866424324276688
PAMR1,TSKU,0.8405958999380528,0.8405958999380528,1,1.2549418612277444e-05
PAMR1,VCAN,0.5458265530720464,0.5458265530720464,1,0.0191183622108666
PAMR1,VIT,0.8876692910836107,0.8876692910836107,1,8.911519117161944e-07
PAMR1,VTN,-0.5214125858419869,0.5214125858419869,-1,0.026478046579929953
PAMR1,VWA1,0.5655119345431759,0.5655119345431759,1,0.01444804194187217
PAMR1,VWF,-0.728119200066773,0.728119200066773,-1,0.0006124736920758162
PCOLCE2,ABI3BP,0.7738402270012393,0.7738402270012393,1,0.00016446849717672137
PCOLCE2,ANGPTL3,0.791149082294638,0.791149082294638,1,9.227854481994555e-05
PCOLCE2,ANXA1,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PCOLCE2,ANXA2,0.6330192931794022,0.6330192931794022,1,0.0048055043539046655
PCOLCE2,ANXA3,-0.6324916324674376,0.6324916324674376,-1,0.0048517115495410506
PCOLCE2,ANXA4,0.6399947123879905,0.6399947123879905,1,0.0042276279833441755
PCOLCE2,ANXA5,0.5597773914892235,0.5597773914892235,1,0.015703018532726366
PCOLCE2,ANXA6,0.5737282299064003,0.5737282299064003,1,0.012790207955634122
PCOLCE2,ASPN,0.6522358094890944,0.6522358094890944,1,0.003351054300507139
PCOLCE2,BGN,0.6539455508051675,0.6539455508051675,1,0.003241470147822699
PCOLCE2,BMP6,0.791149082294638,0.791149082294638,1,9.227854481994555e-05
PCOLCE2,CCL16,0.7300677193233608,0.7300677193233608,1,0.0005821756254265924
PCOLCE2,CCL18,0.8353251559828572,0.8353251559828572,1,1.5996361573226797e-05
PCOLCE2,CCN1,-0.8876692910836107,0.8876692910836107,-1,8.911519117161944e-07
PCOLCE2,CD109,0.6292235899690134,0.6292235899690134,1,0.005146023023739587
PCOLCE2,CD209,0.791149082294638,0.791149082294638,1,9.227854481994555e-05
PCOLCE2,CILP,0.7136561483674114,0.7136561483674114,1,0.000881329633720445
PCOLCE2,CLEC3B,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PCOLCE2,COL11A1,0.7397836888936052,0.7397836888936052,1,0.00044915326107965463
PCOLCE2,COL11A2,0.8222122948796373,0.8222122948796373,1,2.826002701689318e-05
PCOLCE2,COL12A1,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PCOLCE2,COL2A1,0.5438309658066964,0.5438309658066964,1,0.019651305840012526
PCOLCE2,COL4A1,-0.565511934543176,0.565511934543176,-1,0.014448041941872132
PCOLCE2,COL5A1,0.5737282299064003,0.5737282299064003,1,0.012790207955634122
PCOLCE2,COL5A2,0.570240520302106,0.570240520302106,1,0.013474333803366349
PCOLCE2,COL6A1,0.6190684547622253,0.6190684547622253,1,0.006154576023108565
PCOLCE2,COL6A3,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PCOLCE2,COL9A2,0.8101505008227233,0.8101505008227233,1,4.58797261662757e-05
PCOLCE2,COL9A3,0.7795145369667756,0.7795145369667756,1,0.00013684523088757847
PCOLCE2,CSPG4,0.6292235899690134,0.6292235899690134,1,0.005146023023739587
PCOLCE2,CST3,0.7624880476320279,0.7624880476320279,1,0.0002340533488419093
PCOLCE2,CTHRC1,0.7698949871069155,0.7698949871069155,1,0.0001863351515832709
PCOLCE2,CTSA,-0.791149082294638,0.791149082294638,-1,9.227854481994555e-05
PCOLCE2,CXCL12,0.6883707573832271,0.6883707573832271,1,0.0015859683427253935
PCOLCE2,DCN,0.5562896818849292,0.5562896818849292,1,0.0165075472489202
PCOLCE2,ECM2,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PCOLCE2,EMILIN1,0.6399947123879905,0.6399947123879905,1,0.0042276279833441755
PCOLCE2,F12,-0.5243762099869224,0.5243762099869224,-1,0.02548254346051459
PCOLCE2,F13A1,-0.5329904814384566,0.5329904814384566,-1,0.022753912812288717
PCOLCE2,F2,-0.576416287983702,0.576416287983702,-1,0.012282072267264046
PCOLCE2,FBLN2,0.697573756291526,0.697573756291526,1,0.0012892418172831765
PCOLCE2,FCN2,-0.697573756291526,0.697573756291526,-1,0.0012892418172831765
PCOLCE2,FGA,-0.6330192931794022,0.6330192931794022,-1,0.0048055043539046655
PCOLCE2,FGB,-0.570240520302106,0.570240520302106,-1,0.013474333803366349
PCOLCE2,FNDC1,0.6603184333091259,0.6603184333091259,1,0.0028585660678484026
PCOLCE2,FSTL3,0.7358849919872921,0.7358849919872921,1,0.0004990807874855409
PCOLCE2,HAPLN1,0.8920313023420068,0.8920313023420068,1,6.584427834920149e-07
PCOLCE2,HTRA1,-0.5581488189862239,0.5581488189862239,-1,0.016074729487848705
PCOLCE2,IGFALS,-0.5293769866490434,0.5293769866490434,-1,0.02386916480277296
PCOLCE2,IGFBP3,0.8920313023420068,0.8920313023420068,1,6.584427834920149e-07
PCOLCE2,IGFBP7,0.7624880476320279,0.7624880476320279,1,0.0002340533488419093
PCOLCE2,ITIH3,-0.5221499970702169,0.5221499970702169,-1,0.026227562213027914
PCOLCE2,KNG1,-0.5632651010935177,0.5632651010935177,-1,0.014929885101896145
PCOLCE2,LAMA5,0.6190684547622253,0.6190684547622253,1,0.006154576023108565
PCOLCE2,LGALS1,0.5772159395106945,0.5772159395106945,1,0.012134062020285207
PCOLCE2,LGALS3,0.5458265530720464,0.5458265530720464,1,0.0191183622108666
PCOLCE2,LOX,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PCOLCE2,LPA,-0.5539754298163074,0.5539754298163074,-1,0.017059146982171352
PCOLCE2,LRG1,-0.5799659137008292,0.5799659137008292,-1,0.01163589368526328
PCOLCE2,LTBP1,-0.619714356384375,0.619714356384375,-1,0.006085995778589019
PCOLCE2,LUM,0.5562896818849292,0.5562896818849292,1,0.0165075472489202
PCOLCE2,MASP2,-0.7624880476320279,0.7624880476320279,-1,0.0002340533488419093
PCOLCE2,MATN2,0.728119200066773,0.728119200066773,1,0.0006124736920758162
PCOLCE2,MFAP2,0.6868068518372856,0.6868068518372856,1,0.0016416091163328572
PCOLCE2,MFGE8,0.6486223146996811,0.6486223146996811,1,0.0035926649220888863
PCOLCE2,MXRA5,0.756808953331727,0.756808953331727,1,0.0002772752541410832
PCOLCE2,P3H1,0.7659239226140386,0.7659239226140386,1,0.00021077541936493507
PCOLCE2,P4HA1,0.7699445206330099,0.7699445206330099,1,0.00018604611804684675
PCOLCE2,P4HA2,0.5930382077982714,0.5930382077982714,1,0.00948649277565151
PCOLCE2,PCOLCE,0.8004290659156884,0.8004290659156884,1,6.620032448471211e-05
PCOLCE2,PDGFC,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PCOLCE2,PLG,-0.6992857756609924,0.6992857756609924,-1,0.00123949161515871
PCOLCE2,PLOD1,0.745820932519182,0.745820932519182,1,0.00038013766718796423
PCOLCE2,PLOD2,1.0,1.0,1,0.0
PCOLCE2,POSTN,-0.6260438739708137,0.6260438739708137,-1,0.005446163635873882
PCOLCE2,PPBP,1.0,1.0,1,0.0
PCOLCE2,PRELP,0.6260438739708137,0.6260438739708137,1,0.005446163635873882
PCOLCE2,PRG4,-0.8789452685668184,0.8789452685668184,-1,1.575580881730919e-06
PCOLCE2,PRSS2,0.6211823939310708,0.6211823939310708,1,0.005932426648448734
PCOLCE2,PTN,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PCOLCE2,REG1A,0.791149082294638,0.791149082294638,1,9.227854481994555e-05
PCOLCE2,REG3A,0.8405958999380528,0.8405958999380528,1,1.2549418612277444e-05
PCOLCE2,S100A1,0.7136561483674113,0.7136561483674113,1,0.0008813296337204467
PCOLCE2,S100A10,0.7246474497346568,0.7246474497346568,1,0.00066972768980102
PCOLCE2,S100A13,0.6603184333091259,0.6603184333091259,1,0.0028585660678484026
PCOLCE2,S100A4,0.8101505008227233,0.8101505008227233,1,4.58797261662757e-05
PCOLCE2,S100B,0.8789452685668184,0.8789452685668184,1,1.575580881730919e-06
PCOLCE2,SCUBE1,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PCOLCE2,SDC2,0.5930382077982714,0.5930382077982714,1,0.00948649277565151
PCOLCE2,SEMA3A,-0.9853300733496333,0.9853300733496333,-1,1.0301039190004303e-13
PCOLCE2,SERPINA1,-0.5144371666333984,0.5144371666333984,-1,0.028940687896706348
PCOLCE2,SERPINA10,-0.7698949871069155,0.7698949871069155,-1,0.0001863351515832709
PCOLCE2,SERPINA3,-0.5144371666333984,0.5144371666333984,-1,0.028940687896706348
PCOLCE2,SERPINA4,-0.6630762938573342,0.6630762938573342,-1,0.0027048140939969286
PCOLCE2,SERPINA6,-0.7015943543104973,0.7015943543104973,-1,0.0011749400681079869
PCOLCE2,SERPINC1,-0.5737282299064003,0.5737282299064003,-1,0.012790207955634122
PCOLCE2,SERPIND1,-0.6678963892223444,0.6678963892223444,-1,0.002452437574534354
PCOLCE2,SERPINE2,0.8181916968606661,0.8181916968606661,1,3.3343218847397285e-05
PCOLCE2,SERPINF1,-0.6051176163450482,0.6051176163450482,-1,0.0077956584350527556
PCOLCE2,SERPINF2,-0.6678963892223444,0.6678963892223444,-1,0.002452437574534354
PCOLCE2,SERPING1,0.6086053259493426,0.6086053259493426,1,0.007355654578167329
PCOLCE2,SLIT3,0.8789452685668184,0.8789452685668184,1,1.575580881730919e-06
PCOLCE2,SMOC2,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PCOLCE2,SNED1,0.6772616136919316,0.6772616136919316,1,0.0020173762941602677
PCOLCE2,SPARC,0.745820932519182,0.745820932519182,1,0.00038013766718796423
PCOLCE2,SPP1,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PCOLCE2,SRPX,0.76994452063301,0.76994452063301,1,0.00018604611804684572
PCOLCE2,SRPX2,0.8135150996908767,0.8135150996908767,1,4.0217686981961055e-05
PCOLCE2,SULF2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PCOLCE2,TGFB1,0.7611709645901231,0.7611709645901231,1,0.00024353340578918596
PCOLCE2,TGFBI,0.615580745157931,0.615580745157931,1,0.006535804107436476
PCOLCE2,TGM2,0.6305548407526148,0.6305548407526148,1,0.005024428955449677
PCOLCE2,THBS2,0.7742569983653116,0.7742569983653116,1,0.00016229087751722725
PCOLCE2,THBS3,0.8745832573084222,0.8745832573084222,1,2.061696919446094e-06
PCOLCE2,THBS4,0.8181916968606661,0.8181916968606661,1,3.3343218847397285e-05
PCOLCE2,TIMP2,1.0,1.0,1,0.0
PCOLCE2,TNC,0.6919842521726404,0.6919842521726404,1,0.001463358448543768
PCOLCE2,TNFAIP6,-0.9853300733496333,0.9853300733496333,-1,1.0301039190004303e-13
PCOLCE2,TNXB,0.6868068518372856,0.6868068518372856,1,0.0016416091163328572
PCOLCE2,TSKU,0.7795145369667755,0.7795145369667755,1,0.000136845230887579
PCOLCE2,VCAN,0.5597773914892233,0.5597773914892233,1,0.015703018532726404
PCOLCE2,VIT,0.8745832573084222,0.8745832573084222,1,2.061696919446094e-06
PCOLCE2,VTN,-0.5109494570291042,0.5109494570291042,-1,0.030236808561858602
PCOLCE2,VWA1,0.5799659137008291,0.5799659137008291,1,0.011635893685263314
PCOLCE2,VWF,-0.728119200066773,0.728119200066773,-1,0.0006124736920758162
PDGFC,ABI3BP,0.7624880476320279,0.7624880476320279,1,0.0002340533488419093
PDGFC,ANGPTL3,0.8347786272741218,0.8347786272741218,1,1.6396129606970152e-05
PDGFC,ANXA1,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PDGFC,ANXA2,0.6399947123879905,0.6399947123879905,1,0.0042276279833441755
PDGFC,ANXA3,-0.6608447056470125,0.6608447056470125,-1,0.002828684759104447
PDGFC,ANXA4,0.6365070027836963,0.6365070027836963,1,0.004509020151290924
PDGFC,ANXA5,0.5458265530720464,0.5458265530720464,1,0.0191183622108666
PDGFC,ANXA6,0.5772159395106945,0.5772159395106945,1,0.012134062020285207
PDGFC,ASPN,0.6703032834361607,0.6703032834361607,1,0.002333873294845199
PDGFC,BGN,0.6399947123879905,0.6399947123879905,1,0.0042276279833441755
PDGFC,BMP6,0.8347786272741218,0.8347786272741218,1,1.6396129606970152e-05
PDGFC,CCL16,0.791149082294638,0.791149082294638,1,9.227854481994555e-05
PDGFC,CCL18,0.8396871672412535,0.8396871672412535,1,1.3093648778550234e-05
PDGFC,CCN1,-0.8876692910836107,0.8876692910836107,-1,8.911519117161944e-07
PDGFC,CD109,0.625202991950042,0.625202991950042,1,0.00552787000321261
PDGFC,CD209,0.8347786272741218,0.8347786272741218,1,1.6396129606970152e-05
PDGFC,CILP,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PDGFC,CLEC3B,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PDGFC,COL11A1,0.7208633899449196,0.7208633899449196,1,0.0007371611575243404
PDGFC,COL11A2,0.8101505008227233,0.8101505008227233,1,4.58797261662757e-05
PDGFC,COL12A1,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PDGFC,COL2A1,0.5221499970702169,0.5221499970702169,1,0.026227562213027914
PDGFC,COL4A1,-0.5944198928584822,0.5944198928584822,-1,0.009279362491204982
PDGFC,COL5A1,0.5772159395106945,0.5772159395106945,1,0.012134062020285207
PDGFC,COL5A2,0.5841913587192831,0.5841913587192831,1,0.010902419643827299
PDGFC,COL6A1,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PDGFC,COL6A3,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PDGFC,COL8A1,0.5004690283337372,0.5004690283337372,1,0.03440338780616093
PDGFC,COL9A2,0.8222122948796373,0.8222122948796373,1,2.826002701689318e-05
PDGFC,COL9A3,0.8405958999380528,0.8405958999380528,1,1.2549418612277444e-05
PDGFC,CSPG4,0.625202991950042,0.625202991950042,1,0.00552787000321261
PDGFC,CST3,0.7624880476320279,0.7624880476320279,1,0.0002340533488419093
PDGFC,CTHRC1,0.756808953331727,0.756808953331727,1,0.0002772752541410832
PDGFC,CTSA,-0.8347786272741218,0.8347786272741218,-1,1.6396129606970152e-05
PDGFC,CXCL12,0.7028247365408802,0.7028247365408802,1,0.0011416945363272593
PDGFC,DCN,0.552801972280635,0.552801972280635,1,0.01734435194251983
PDGFC,DSPP,0.5287086394947301,0.5287086394947301,1,0.02408004160130312
PDGFC,ECM2,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PDGFC,EMILIN1,0.6365070027836963,0.6365070027836963,1,0.004509020151290924
PDGFC,F12,-0.5311642515401511,0.5311642515401511,-1,0.023312333757756695
PDGFC,F13A1,-0.5329904814384566,0.5329904814384566,-1,0.022753912812288717
PDGFC,F2,-0.5923834981771564,0.5923834981771564,-1,0.009585929470835083
PDGFC,FBLN2,0.697573756291526,0.697573756291526,1,0.0012892418172831765
PDGFC,FCN2,-0.7096355503484402,0.7096355503484402,-1,0.0009714834141732655
PDGFC,FGA,-0.6399947123879905,0.6399947123879905,-1,0.0042276279833441755
PDGFC,FGB,-0.5737282299064003,0.5737282299064003,-1,0.012790207955634122
PDGFC,FNDC1,0.6603184333091259,0.6603184333091259,1,0.0028585660678484026
PDGFC,FSTL3,0.7795145369667756,0.7795145369667756,1,0.00013684523088757847
PDGFC,HAPLN1,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PDGFC,HTRA1,-0.5581488189862239,0.5581488189862239,-1,0.016074729487848705
PDGFC,IGFALS,-0.5293769866490434,0.5293769866490434,-1,0.02386916480277296
PDGFC,IGFBP3,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PDGFC,IGFBP7,0.7624880476320279,0.7624880476320279,1,0.0002340533488419093
PDGFC,ITIH3,-0.5546714501749362,0.5546714501749362,-1,0.01689174151543
PDGFC,KNG1,-0.5876790683235773,0.5876790683235773,-1,0.010325307987977
PDGFC,LAMA5,0.6086053259493425,0.6086053259493425,1,0.007355654578167341
PDGFC,LGALS1,0.570240520302106,0.570240520302106,1,0.013474333803366349
PDGFC,LGALS3,0.5423388434677523,0.5423388434677523,1,0.020057378313335483
PDGFC,LOX,0.8789452685668185,0.8789452685668185,1,1.5755808817309132e-06
PDGFC,LPA,-0.5910525255126745,0.5910525255126745,-1,0.009790656870840785
PDGFC,LRG1,-0.605260377226722,0.605260377226722,-1,0.007777240716941925
PDGFC,LTBP1,-0.6305548407526148,0.6305548407526148,-1,0.005024428955449677
PDGFC,LUM,0.552801972280635,0.552801972280635,1,0.01734435194251983
PDGFC,MASP2,-0.7738402270012393,0.7738402270012393,-1,0.00016446849717672137
PDGFC,MATN2,0.728119200066773,0.728119200066773,1,0.0006124736920758162
PDGFC,MFAP2,0.69437497141676,0.69437497141676,1,0.0013866424324276688
PDGFC,MFGE8,0.6269413459632016,0.6269413459632016,1,0.005360044269667309
PDGFC,MGP,0.5166468454378161,0.5166468454378161,1,0.028142101119175228
PDGFC,MXRA5,0.7698949871069155,0.7698949871069155,1,0.0001863351515832709
PDGFC,P3H1,0.7820063146899241,0.7820063146899241,1,0.00012601916981910501
PDGFC,P4HA1,0.7739651186519814,0.7739651186519814,1,0.00016381336536774868
PDGFC,P4HA2,0.6051000018551854,0.6051000018551854,1,0.007797933334145607
PDGFC,PCOLCE,0.7960670546572921,0.7960670546572921,1,7.754633779583208e-05
PDGFC,PLG,-0.7097489044738752,0.7097489044738752,-1,0.0009688404443205997
PDGFC,PLOD1,0.7297385404432967,0.7297385404432967,1,0.000587204150960671
PDGFC,PLOD2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PDGFC,POSTN,-0.6051176163450482,0.6051176163450482,-1,0.0077956584350527556
PDGFC,PPBP,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PDGFC,PRELP,0.6051176163450482,0.6051176163450482,1,0.0077956584350527556
PDGFC,PRG4,-0.8789452685668184,0.8789452685668184,-1,1.575580881730919e-06
PDGFC,PRSS2,0.6412853840259275,0.6412853840259275,1,0.004127203287957969
PDGFC,PTN,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PDGFC,REG1A,0.8347786272741218,0.8347786272741218,1,1.6396129606970152e-05
PDGFC,REG3A,0.7358849919872921,0.7358849919872921,1,0.0004990807874855409
PDGFC,S100A1,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PDGFC,S100A10,0.7284315095243941,0.7284315095243941,1,0.0006075306060720955
PDGFC,S100A13,0.6603184333091259,0.6603184333091259,1,0.0028585660678484026
PDGFC,S100A4,0.8222122948796374,0.8222122948796374,1,2.826002701689307e-05
PDGFC,S100B,0.8920313023420069,0.8920313023420069,1,6.584427834920114e-07
PDGFC,SCUBE1,1.0,1.0,1,0.0
PDGFC,SDC2,0.6292235899690133,0.6292235899690133,1,0.005146023023739592
PDGFC,SEMA3A,-0.9853300733496333,0.9853300733496333,-1,1.0301039190004303e-13
PDGFC,SERPINA1,-0.5144371666333984,0.5144371666333984,-1,0.028940687896706348
PDGFC,SERPINA10,-0.756808953331727,0.756808953331727,-1,0.0002772752541410832
PDGFC,SERPINA3,-0.5144371666333984,0.5144371666333984,-1,0.028940687896706348
PDGFC,SERPINA4,-0.6594627990679209,0.6594627990679209,-1,0.0029077016445143195
PDGFC,SERPINA6,-0.7015943543104973,0.7015943543104973,-1,0.0011749400681079869
PDGFC,SERPINC1,-0.5772159395106945,0.5772159395106945,-1,0.012134062020285207
PDGFC,SERPIND1,-0.6713840988266387,0.6713840988266387,-1,0.002282191104419374
PDGFC,SERPINE2,0.8181916968606661,0.8181916968606661,1,3.3343218847397285e-05
PDGFC,SERPINF1,-0.615580745157931,0.615580745157931,-1,0.006535804107436476
PDGFC,SERPINF2,-0.6713840988266387,0.6713840988266387,-1,0.002282191104419374
PDGFC,SERPING1,0.6190684547622253,0.6190684547622253,1,0.006154576023108565
PDGFC,SLIT3,0.8789452685668184,0.8789452685668184,1,1.575580881730919e-06
PDGFC,SMOC2,0.7015943543104973,0.7015943543104973,1,0.0011749400681079869
PDGFC,SNED1,0.726161369193154,0.726161369193154,1,0.0006442342923896142
PDGFC,SPARC,0.7538621285571248,0.7538621285571248,1,0.0003022307769562208
PDGFC,SPP1,1.0,1.0,1,0.0
PDGFC,SRPX,0.7739651186519815,0.7739651186519815,1,0.0001638133653677481
PDGFC,SRPX2,0.8091530884324806,0.8091530884324806,1,4.768322541419762e-05
PDGFC,SULF2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PDGFC,TGFB1,0.7742569983653116,0.7742569983653116,1,0.00016229087751722725
PDGFC,TGFBI,0.615580745157931,0.615580745157931,1,0.006535804107436476
PDGFC,TGM2,0.6305548407526148,0.6305548407526148,1,0.005024428955449677
PDGFC,THBS2,0.7611709645901231,0.7611709645901231,1,0.00024353340578918596
PDGFC,THBS3,0.8876692910836107,0.8876692910836107,1,8.911519117161944e-07
PDGFC,THBS4,0.8181916968606661,0.8181916968606661,1,3.3343218847397285e-05
PDGFC,TIMP2,0.9853300733496333,0.9853300733496333,1,1.0301039190004303e-13
PDGFC,TNC,0.6955977469620537,0.6955977469620537,1,0.0013487134568479597
PDGFC,TNFAIP6,-0.9853300733496333,0.9853300733496333,-1,1.0301039190004303e-13
PDGFC,TNXB,0.69437497141676,0.69437497141676,1,0.0013866424324276688
PDGFC,TSKU,0.8405958999380528,0.8405958999380528,1,1.2549418612277444e-05
PDGFC,VCAN,0.5458265530720464,0.5458265530720464,1,0.0191183622108666
PDGFC,VIT,0.8876692910836107,0.8876692910836107,1,8.911519117161944e-07
PDGFC,VTN,-0.5214125858419869,0.5214125858419869,-1,0.026478046579929953
PDGFC,VWA1,0.5655119345431759,0.5655119345431759,1,0.01444804194187217
PDGFC,VWF,-0.728119200066773,0.728119200066773,-1,0.0006124736920758162
PLOD1,AGT,-0.5720937246652912,0.5720937246652912,-1,0.013107287104177037
PLOD1,AMBP,-0.5663584492300502,0.5663584492300502,-1,0.01426974131633001
