Quant_file	Uploaded_file	File_descriptor	Quant_stats_proteins	Quant_stats_proteins_url_params	DA_proteins	DA_proteins_url_params
quant/ConditionSetup.tsv	cking/MassIVE_Dipali_et_al_Ovarian_Aging_Proteomics/Spectronaut_Search/210823_SD7_Native_Ovary_v7_directDIA/20210823_173457_210823_SD7_Native_Ovary_v7_directDIA/ConditionSetup.tsv	f.MSV000091790/quant/ConditionSetup.tsv	0	view=view_quant_list#%7B"table_sort_history"%3A"main.Quant_stats_proteins_dsc"%7D	0	view=view_quant_list#%7B"table_sort_history"%3A"main.DA_proteins_dsc"%7D
quant/ConditionSetup.tsv	cking/MassIVE_Dipali_et_al_Ovarian_Aging_Proteomics/Spectronaut_Search/210915_SD7_Decellularized_Ovary_v8_directDIA/20210915_115857_210915_SD7_Decellularized_Ovary_v8_directDIA/ConditionSetup.tsv	f.MSV000091790/quant/ConditionSetup.tsv	0	view=view_quant_list#%7B"table_sort_history"%3A"main.Quant_stats_proteins_dsc"%7D	0	view=view_quant_list#%7B"table_sort_history"%3A"main.DA_proteins_dsc"%7D
