Gene_Symbol,Gradient_Magnitude,Mean_Zscore,Zscore_Range,Quartile
Sulf2,4.2348936857283803e-16,0.439998828700591,0.0,Q4_Late_Change
Hgfac,4.073889663114283e-16,-0.3268236161434991,0.0,Q4_Late_Change
SPON1;MKIAA0762,4.0196795544900077e-16,0.31936714541527966,0.0,Q4_Late_Change
PXDNL,3.944327503502265e-16,-0.6883990663493175,0.0,Q4_Late_Change
CHRDL1,3.853254521013483e-16,0.3529116202209064,0.0,Q4_Late_Change
TCHH,3.789286592836838e-16,-0.38881187633777414,0.0,Q4_Late_Change
S100G,3.7507974157136026e-16,-0.2729016734355758,0.0,Q4_Late_Change
KNG2,3.490046793230839e-16,0.39665729147426787,0.0,Q4_Late_Change
Pcolce2,3.430415673744136e-16,0.5691566944528422,0.0,Q4_Late_Change
LGALSL,3.418218399303674e-16,0.1801126523978208,0.0,Q4_Late_Change
Colec11,3.33663218582414e-16,-0.4173253527712981,0.0,Q4_Late_Change
FGF12,3.185928083848655e-16,-0.3038607743808616,0.0,Q4_Late_Change
VWA3B,3.016792544940916e-16,0.26630929394050623,0.0,Q4_Late_Change
ANGPT1,2.865546341879188e-16,0.46388020866022467,0.0,Q4_Late_Change
Tgm1,2.8067283740218496e-16,-0.1744977161228228,0.0,Q4_Late_Change
SERPINA1D,2.802120514788786e-16,0.38408171408649755,0.0,Q4_Late_Change
Habp2,2.7316473735772284e-16,-0.3739186108496426,0.0,Q4_Late_Change
SCYL1,2.719179048593645e-16,-0.3527100492115523,0.0,Q4_Late_Change
S100A14,2.706168622523819e-16,-0.35791080057623675,0.0,Q4_Late_Change
Ltbp2,2.688821387764051e-16,-0.26334110349886786,0.0,Q4_Late_Change
Mgp,2.677979366039196e-16,-0.3235875362466016,0.0,Q4_Late_Change
SERPINA3M,2.6552111204170004e-16,0.2352336795932439,0.0,Q4_Late_Change
CXCL15,2.638405986743475e-16,-0.2453706509933871,0.0,Q4_Late_Change
Angpt1,2.601001011792725e-16,0.36539993317374164,0.0,Q4_Late_Change
SERPINB5,2.579316968343015e-16,-0.3644518987450332,0.0,Q4_Late_Change
Ccl21c,2.5169753434250985e-16,-0.24169804621553795,0.0,Q4_Late_Change
TNFSFM13;TNFSF13,2.4340338772299575e-16,-0.3136886273650513,0.0,Q4_Late_Change
Egfl7,2.343502995827418e-16,0.2808691384996202,0.0,Q4_Late_Change
FAM132A,2.336455681706262e-16,0.18652297798597262,0.0,Q4_Late_Change
Fgf2,2.309079576851003e-16,0.18040821106821794,0.0,Q4_Late_Change
Efemp2,2.2562247209423347e-16,-0.30717032211383744,0.0,Q4_Late_Change
Loxl1,2.1689464460572516e-16,0.4028619786970333,0.0,Q4_Late_Change
Igfals,1.822543851948133e-16,-0.34850645801430163,0.0,Q4_Late_Change
Srpx2,1.7978782525240877e-16,0.21467072834174192,0.0,Q4_Late_Change
HYAL2,1.7976072019809664e-16,0.1360706979075703,0.0,Q4_Late_Change
CLGN,1.7845967759111403e-16,-0.268456142878811,0.0,Q4_Late_Change
EGFL7,1.7737547541862853e-16,0.20345593075570886,0.0,Q4_Late_Change
S100A1;S100A1,1.7406865879254774e-16,0.2522960276655074,0.0,Q4_Late_Change
Clec10a,1.708702623837155e-16,0.20011412048762886,0.0,Q4_Late_Change
SFTPD,1.6924395912498724e-16,0.3222888273345589,0.0,Q4_Late_Change
SERPINA3G,1.679971266266289e-16,-0.20140048797141577,0.0,Q4_Late_Change
Fcn1,1.6620819304202783e-16,-0.2856495675189273,0.0,Q4_Late_Change
Masp1,1.6360610782806262e-16,-0.33076791720419074,0.0,Q4_Late_Change
CLEC1A,1.5628774316378546e-16,0.16254552547752926,0.0,Q4_Late_Change
SFTPC,1.5239816786999372e-16,-0.08780146455516612,0.0,Q4_Late_Change
Igfbp4,1.4929463915125396e-16,0.211211845581345,0.0,Q4_Late_Change
PAPPA,1.371515748194163e-16,-0.19059011943043963,0.0,Q4_Late_Change
CLC,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
SLIT2,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
CELA3A;CELA3B,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
PCSK6,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
TNN,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
C1QTNF1,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
ANGPTL1,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
BMP8A;BMP8B,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
NRP2,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
MMP1,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
ISM1,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
WNT11,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
NGF,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
LGI4,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
IHH,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
ADAM12,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
HGF,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
ADAMTS1,1.364197383529886e-16,-0.1382253936339486,0.0,Q4_Late_Change
Col4a5,1.32164244825983e-16,0.12924196843214,0.0,Q4_Late_Change
SERPINB6;SERPINB6A,1.2145774837268863e-16,0.08757214972917977,0.0,Q4_Late_Change
Gas6,1.1606384256457325e-16,-0.09539921853142369,0.0,Q4_Late_Change
CRLF3,1.0565550170871241e-16,0.09423166415082511,0.0,Q4_Late_Change
Clec1a,9.25366554216378e-17,-0.17090831720358204,0.0,Q4_Late_Change
PCSK5,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
LEP,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
MATN1,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
REG4,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
WFIKKN2,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
PODNL1,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
ADAMTS2,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
SULF1,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
IBSP,7.882149793969617e-17,-0.11758347781042217,0.0,Q4_Late_Change
Adamtsl1,7.799479378317598e-17,-0.06614713694560101,0.0,Q4_Late_Change
PLAU,7.655822590463268e-17,-0.0893816418185518,0.0,Q4_Late_Change
IL16,7.045281242082369e-17,-0.043035262152530986,0.0,Q4_Late_Change
SEMA3F,7.022919572274855e-17,0.16407357883813262,0.0,Q4_Late_Change
ANXA9,6.642093559189322e-17,-0.05516229964002129,0.0,Q4_Late_Change
CCL21C;CCL21B;CCL21A,6.293793611278353e-17,-0.06552809788602879,0.0,Q4_Late_Change
EMID1,6.127097527258707e-17,0.0757208202537943,0.0,Q4_Late_Change
MMP8,5.670377362099188e-17,0.06430980058877453,0.0,Q4_Late_Change
TNFSF12,4.8768768971113596e-17,-0.0535519453802884,0.0,Q4_Late_Change
ADAMTS16,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
ANXA8L2;ANXA8,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
CXCL10,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
S100A7L2,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
C1QTNF8,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
COL27A1,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
GLDN,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
IGFBP4,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
IL17D,4.4777549723651333e-17,-0.13421454462996313,0.0,Q4_Late_Change
Masp2,3.413881590613732e-17,0.0240257747308919,0.0,Q4_Late_Change
Kcp,3.3528952184114225e-17,-0.045293696633987406,0.0,Q4_Late_Change
PLXNB2;MKIAA0315,2.8382379996597096e-17,-0.026233533594194794,0.0,Q4_Late_Change
TGFB2,1.630707830053979e-17,0.0165355003227706,0.0,Q4_Late_Change
WNT9A,1.630707830053979e-17,0.0165355003227706,0.0,Q4_Late_Change
SERPINB9B,1.630707830053979e-17,0.0165355003227706,0.0,Q4_Late_Change
HCFC2,9.869627901407108e-18,0.013734526388888306,0.0,Q4_Late_Change
WNT3A,2.946827623497711e-18,0.003844701676208499,0.0,Q4_Late_Change
Sfrp1,1.2290448064659898e-18,-0.0028655348489034995,0.0,Q4_Late_Change
