Gene_Symbol,Gradient_Magnitude,Mean_Zscore,Zscore_Range,Quartile
Col2a1,35.6583919123176,-0.5850626297593393,5.215684556648821,Q1_Early_Change
Fbn2,26.947809613667058,-2.9486391958463933,4.843974217310353,Q1_Early_Change
Fgg,24.09089398289655,1.0614769218094162,5.066200848706552,Q1_Early_Change
Tnc,23.420697138759685,-1.9335045201807284,3.435137348670097,Q1_Early_Change
TIMP3,21.91058976628882,1.7148699697838687,5.749772622166653,Q1_Early_Change
MFAP2,20.681491623248892,-0.5751153961183821,6.802270359558495,Q1_Early_Change
Cilp2,20.353112391228162,-0.842379776770277,4.596180034216589,Q1_Early_Change
PRG3,19.875398938821554,-1.169238750050156,4.937252955031612,Q1_Early_Change
Col12a1,19.075316371104915,0.8359873866377499,4.313132160292984,Q1_Early_Change
Aspn,18.631216351500434,0.973534321049843,3.4741601287124904,Q1_Early_Change
S100A16,18.01254620059464,0.3010319254367666,4.997663665512244,Q1_Early_Change
Col5a2,17.153522174674915,-0.29670737387553675,3.8575387553940526,Q1_Early_Change
CXCL12,16.914622786153014,1.2643021169849216,3.9634535556858923,Q1_Early_Change
Col1a1,16.574789243207942,0.3512146540253703,3.3260890715152547,Q1_Early_Change
Ctsf,16.384632926747265,1.6454273659240608,3.9270148740889175,Q1_Early_Change
Col1a2,15.738260660048157,0.7539988250577376,4.427944856504938,Q1_Early_Change
CILP,15.542539128300865,-0.5261403738679249,8.837569580707846,Q1_Early_Change
C1qc,15.471829482199247,0.3323413893188459,2.1382548422682763,Q1_Early_Change
CPN2,15.410278896902007,0.9291043357246818,3.6399300570024806,Q1_Early_Change
EMILIN2,15.1004593693126,0.08782698264775242,3.8072224908120864,Q1_Early_Change
Cstb,15.025376603533454,0.3628950577891755,2.1670932255595132,Q1_Early_Change
COL10A1,14.977399620184253,-0.848825858859868,4.39394010313973,Q1_Early_Change
Sparc,14.927802123277152,-1.139361791545018,3.277515199482338,Q1_Early_Change
Col6a1,14.553711964391393,0.7432008282281684,3.692647041512052,Q1_Early_Change
INHBC,14.543843875571788,0.0867543445672897,3.82306440343892,Q1_Early_Change
SDC2,14.53856299643808,-0.043873939916451554,4.022385476902036,Q1_Early_Change
HCFC1,14.289465613259907,0.39411226306153235,3.510729405047514,Q1_Early_Change
Prelp,14.221863103421645,0.4146699684740414,2.187117738953263,Q1_Early_Change
MMRN2,14.111207212201649,0.41617525079112416,3.3710113226510265,Q1_Early_Change
SERPINA6,13.946590477534286,0.8178507373825542,4.090400298960557,Q1_Early_Change
CLEC14A,13.925771010699897,0.012360289158852678,3.784064059401732,Q1_Early_Change
Serpinf1,13.834829705385694,-1.4499632776971163,3.708761981292552,Q1_Early_Change
ANXA3,13.75584517724046,0.16474177507229232,3.5204018639877668,Q1_Early_Change
GAS6,13.338262665340597,1.4810549299132132,3.4646862314574682,Q1_Early_Change
HPX,13.319777877209642,1.3604883518719773,4.085078996336494,Q1_Early_Change
FGL1,13.163186692481295,1.8942117915349648,3.5433176232260974,Q1_Early_Change
MFAP4,13.068969349312372,0.8236732633767531,5.810445653085694,Q1_Early_Change
Col3a1,13.064706024071164,-0.3553490577387437,2.7214022234004207,Q1_Early_Change
FGL2,13.0261464686061,0.44459496162600554,3.7872142663299178,Q1_Early_Change
SERPINE2,12.966086662499434,0.47955922147630015,4.953599424552324,Q1_Early_Change
SDC1,12.798487164893247,0.7505958095877677,3.9955153969606734,Q1_Early_Change
Lama5,12.651930596648457,0.5869156718837572,2.169504224731792,Q1_Early_Change
Fbln5,12.605523164825845,-1.4062834397925694,2.2342677517236207,Q1_Early_Change
ADAM10,12.442393791274498,0.8509785952072273,3.258187844200229,Q1_Early_Change
Anxa1,12.406200377880783,-0.23925184491463142,1.9017166377346681,Q1_Early_Change
THSD4,12.330014965214101,0.8557885767501524,3.1468807323900565,Q1_Early_Change
Serpinh1,12.31525727588132,-1.572345785846149,2.943509579217252,Q1_Early_Change
Col6a6,12.287579669387485,0.24951793245008738,2.8069570099582557,Q1_Early_Change
COL8A1,11.921887224123866,-0.38621187059980544,4.112654001581088,Q1_Early_Change
CAP2,11.82353491578769,0.8243974320088205,3.2128212861992944,Q1_Early_Change
Fmod,11.752227780917487,0.5430033889851553,2.5746437137600022,Q1_Early_Change
VWA5A,11.674308083944538,0.7119830945815613,2.9660516271101973,Q1_Early_Change
Serpina1d,11.663772002480364,0.18005266925637212,2.4769998835040665,Q1_Early_Change
Hmcn2,11.595077043211706,-0.1540730344520653,2.2876443562425037,Q1_Early_Change
Fgb,11.511194641284874,0.1350431326627917,2.0939546265114357,Q1_Early_Change
PAPLN,11.37471372317499,-0.43995792514238513,2.986165510417823,Q1_Early_Change
Pcolce,11.267958433395918,-2.2227044391922304,4.075523378953391,Q1_Early_Change
TGM3,11.249616753322531,-0.664894790574696,3.443034137908616,Q1_Early_Change
FLG2,11.089526748994384,-1.2673915565562535,2.567756983104398,Q1_Early_Change
Nid2,11.025214401049356,0.020897672687348212,1.8853989876920396,Q1_Early_Change
KNG1,10.95103259305051,1.3103018579999135,4.16571497686537,Q1_Early_Change
Tinagl1,10.9227719725556,0.4798733202490717,2.417512970095654,Q1_Early_Change
Postn,10.877299195196782,-0.9743272906875085,4.475834093328855,Q1_Early_Change
MPI,10.864447960922138,-0.6342997587103564,4.256672601919609,Q1_Early_Change
Itih5,10.760309556401204,0.03390239277361633,1.9411718454304219,Q1_Early_Change
COL5A3,10.738787146274229,-0.1253366681639775,2.747758295211544,Q1_Early_Change
Thbs4,10.592556536194785,0.3647463308271066,1.8631258176974599,Q1_Early_Change
Lama2,10.524084914258319,0.3572003327853466,1.7886356377243922,Q1_Early_Change
Htra1,10.391185000970433,1.793743646697743,2.819952160563649,Q1_Early_Change
