effect_type,S100,CALM,CAMK,Target,total_effect,direct_effect,indirect_effect,mediated_pct,p_value
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,TGM1,-0.006758044399053684,-0.012239217841594766,0.0008967226725750479,-13.268966873029338,0.9922
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,TGM1,-0.006758044399053684,-0.002904109476473714,0.01153116765895105,-170.62876444797755,1.0498
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,TGM1,-0.006758044399053684,-0.005959792823599764,-0.00048086297069163187,7.115415973872059,1.0514
S100→CALM→Target,S100A12,CALM1,,TGM2,-0.22090794014480672,-0.23351831013524096,0.01261036999044233,-5.708427674521859,0.9702
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,TGM2,-0.22090794014480672,-0.22334574564046383,-0.002338032052488021,1.0583739321254928,1.0156
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,TGM2,-0.22090794014480672,-0.37440444191567473,-0.038425430915729954,17.39431859739483,0.9988
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,TGM2,-0.22090794014480672,-0.19685777465604104,0.011691816054910134,-5.292619200218003,1.0106
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,TGM2,-0.22090794014480672,-0.2796415730180249,-0.043785442275224934,19.820673827533437,1.0632
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,TGM2,-0.22090794014480672,-0.18211089356745963,-0.0027191153325261566,1.2308816653415704,0.9628
S100→CALM→Target,S100A12,CALM1,,TGM3,-1.5422654552892974,-1.5442649528280252,0.0019994975387293084,-0.12964678239222077,1.0538
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK1,TGM3,-1.5422654552892974,-1.5666722074258717,0.0051500169386860944,-0.3339254549872581,1.0606
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2A,TGM3,-1.5422654552892974,-1.5652019496506104,-0.005710378408592791,0.37025911389045807,1.0716
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2B,TGM3,-1.5422654552892974,-1.5425091042002415,0.0005599770682010433,-0.036308734419263966,1.0232
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2D,TGM3,-1.5422654552892974,-1.52244670121202,0.020712363717768377,-1.342983054359028,1.066
S100→CALM→CAMK→Target,S100A12,CALM1,CAMK2G,TGM3,-1.5422654552892974,-1.5426067338518843,-8.770891329987233e-05,0.005687017951356496,1.053
S100→CALM→Target,S100A12,CALM2,,LOX,-0.13670164735131873,-0.11455877706565881,-0.02214287028565992,16.197954241731612,0.5768
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,LOX,-0.13670164735131873,-0.11578311592022242,0.044520973184671284,-32.56798586358938,0.5246
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,LOX,-0.13670164735131873,-0.12745003742063685,-0.002475573674159798,1.8109318520483186,0.9988
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,LOX,-0.13670164735131873,-0.13507309955264996,-0.03344383883491993,24.464839658420768,0.38
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,LOX,-0.13670164735131873,-0.11236873038880064,0.0020576690660259168,-1.5052262396939335,1.006
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,LOX,-0.13670164735131873,-0.1343318505357275,-0.08375133135752706,61.265780610740485,0.356
S100→CALM→Target,S100A12,CALM2,,LOXL2,-0.23987728629725896,-0.1959114300981889,-0.04396585619906995,18.328478230567818,0.321
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,LOXL2,-0.23987728629725896,-0.19807215437377745,0.07857101583796172,-32.754670961466324,0.346
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,LOXL2,-0.23987728629725896,-0.20170758746686462,-0.001113065301457516,0.464014462827544,0.9644
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,LOXL2,-0.23987728629725896,-0.22485042228945443,-0.04717830635174055,19.66768387286014,0.3222
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,LOXL2,-0.23987728629725896,-0.18991313263557072,0.005635729716663832,-2.3494219914093764,0.842
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,LOXL2,-0.23987728629725896,-0.22426039801505357,-0.12007560732747372,50.05709760226089,0.297
S100→CALM→Target,S100A12,CALM2,,LOXL3,-0.2403107015306644,-0.22874732583606097,-0.011563375694603317,4.811843842554716,0.5672
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,LOXL3,-0.2403107015306644,-0.22936812933963202,0.022574449902011327,-9.393859598520942,0.6382
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,LOXL3,-0.2403107015306644,-0.23035722251684337,-0.00030915657052285497,0.12864869044685703,1.0626
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,LOXL3,-0.2403107015306644,-0.23890055167058624,-0.01655247686974442,6.887948295399683,0.4628
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,LOXL3,-0.2403107015306644,-0.22662113088063746,0.001997676868874671,-0.8312891836070652,0.9196
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,LOXL3,-0.2403107015306644,-0.23517167404957237,-0.02721113218945948,11.323312701489181,0.4476
S100→CALM→Target,S100A12,CALM2,,LOXL4,-0.12102540955441587,-0.11343346471652392,-0.007591944837891898,6.273017266244723,0.6414
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,LOXL4,-0.12102540955441587,-0.11366190770666831,0.008306935780509919,-6.863794810605392,0.8534
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,LOXL4,-0.12102540955441587,-0.11592255030688126,-0.0004779916463202532,0.39495148009008546,0.9924
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,LOXL4,-0.12102540955441587,-0.11816696647901097,-0.007716875376693878,6.376243968192638,0.5506
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,LOXL4,-0.12102540955441587,-0.11285048021885842,0.0005477459359633734,-0.45258754998642986,1.0108
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,LOXL4,-0.12102540955441587,-0.11636143243868942,-0.012401774325798368,10.247248384829666,0.5402
S100→CALM→Target,S100A12,CALM2,,TGM1,-0.006758044399053684,0.021474767635559135,-0.028232812034612715,417.7660040020764,0.6132
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,TGM1,-0.006758044399053684,0.020689434530269165,0.02855728542088574,-422.5672951317775,0.5668
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,TGM1,-0.006758044399053684,0.05924501454676306,0.007253210806791663,-107.32706650769144,1.0118
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,TGM1,-0.006758044399053684,0.01920856897658,-0.0036945106408882034,54.66833928178304,0.9624
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,TGM1,-0.006758044399053684,0.030550165037078032,0.00852683401332233,-126.17309845606115,0.8926
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,TGM1,-0.006758044399053684,0.03463010028449863,0.055721060535563395,-500.0,0.7478
S100→CALM→Target,S100A12,CALM2,,TGM2,-0.22090794014480672,-0.19147200396734881,-0.02943593617745784,13.324978793502115,0.7294
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,TGM2,-0.22090794014480672,-0.1949454719605265,0.12630667956479857,-57.17616102074179,0.3218
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,TGM2,-0.22090794014480672,-0.20433422420499628,-0.0024699969541201352,1.1181114415810651,0.7756
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,TGM2,-0.22090794014480672,-0.2457283049569974,-0.08845229898415558,40.04034392162385,0.3182
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,TGM2,-0.22090794014480672,-0.18095418574247002,0.00988206755230731,-4.473387215429896,0.9538
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,TGM2,-0.22090794014480672,-0.2327410050398583,-0.17480002736296585,79.12799659821336,0.3022
S100→CALM→Target,S100A12,CALM2,,TGM3,-1.5422654552892974,-1.5574574375697574,0.015191982280460314,-0.9850432834606031,0.782
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK1,TGM3,-1.5422654552892974,-1.5583166997281435,0.031245588073531595,-2.0259539605437484,1.0468
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2A,TGM3,-1.5422654552892974,-1.560824538344193,-0.0006466013256969636,0.041925423634394665,0.9266
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2B,TGM3,-1.5422654552892974,-1.5680431924377902,-0.017257615013945172,1.118978250777717,1.037
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2D,TGM3,-1.5422654552892974,-1.5554985119712466,0.001840518126528809,-0.11933860803382682,0.9688
S100→CALM→CAMK→Target,S100A12,CALM2,CAMK2G,TGM3,-1.5422654552892974,-1.5703981218968255,-0.0548118906607992,3.5539855005387264,0.6184
S100→CALM→Target,S100A11,CALM1,,LOX,0.413411633417875,0.41143415393565447,0.00197747948222031,0.47833184225405695,0.911
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,LOX,0.413411633417875,0.40371908204655393,-0.006295912548331327,-1.5229161541197949,0.8116
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,LOX,0.413411633417875,0.29778747963126795,-0.031702890433261306,-7.66860143028828,0.8942
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,LOX,0.413411633417875,0.23464043192132925,0.015046550693308463,3.6396050514861695,0.8272
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,LOX,0.413411633417875,0.41149604721928584,0.0002217403857388484,0.05363670681098468,0.8876
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,LOX,0.413411633417875,0.2723058669529472,-0.005522413482874583,-1.3358147271323995,0.853
S100→CALM→Target,S100A11,CALM1,,LOXL2,0.11025708473352497,0.10032298592712041,0.009934098806404607,9.009941474884677,0.9198
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,LOXL2,0.11025708473352497,0.0752931563478699,-0.020425683700131095,-18.525506773099384,0.7762
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,LOXL2,0.11025708473352497,-0.06289468719194972,-0.045531222443048504,-41.29550727111162,0.7892
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,LOXL2,0.11025708473352497,-0.37931416063505685,0.04082093276794554,37.02341021132899,0.797
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,LOXL2,0.11025708473352497,0.13305593098725196,0.1172698463905278,106.36037282679081,0.8306
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,LOXL2,0.11025708473352497,-0.30089475691242934,-0.015925519681709507,-14.443987631451646,0.8462
S100→CALM→Target,S100A11,CALM1,,LOXL3,0.126332052370075,0.1202704985801094,0.006061553789965594,4.798112336692655,0.9972
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,LOXL3,0.126332052370075,0.10544014913219012,-0.01210236074626425,-9.579802211090339,0.7964
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,LOXL3,0.126332052370075,0.10232735598198156,-0.005005421296299961,-3.962115078790269,0.9622
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,LOXL3,0.126332052370075,0.0036264825078726106,0.009927332718068933,7.858126684262177,0.8274
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,LOXL3,0.126332052370075,0.11924070111346732,-0.0036893774912288716,-2.920381187524185,0.8788
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,LOXL3,0.126332052370075,0.020584131573125403,-0.003956846944335462,-3.132100579466833,0.8612
S100→CALM→Target,S100A11,CALM1,,LOXL4,0.07072936241746051,0.06924070931082316,0.0014886531066373204,2.104717271238721,0.9692
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,LOXL4,0.07072936241746051,0.059967222499493204,-0.007567662728422373,-10.699464083609769,0.803
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,LOXL4,0.07072936241746051,0.049053020789822085,-0.0056315601067914445,-7.962124801228544,0.9624
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,LOXL4,0.07072936241746051,0.004824338276378185,0.0054823450810668915,7.7511586329717845,0.8724
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,LOXL4,0.07072936241746051,0.06402084183803608,-0.01870082437092577,-26.439973063166217,0.9616
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,LOXL4,0.07072936241746051,0.01611756486410846,-0.0021086148295759227,-2.981243938168715,0.8988
S100→CALM→Target,S100A11,CALM1,,TGM1,0.0641851224717781,0.03440280027031864,0.02978232220145973,46.400662730767365,0.7994
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,TGM1,0.0641851224717781,-0.005971744319766318,-0.032947794339636995,-51.33244756855295,0.8764
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,TGM1,0.0641851224717781,0.30093431610283383,0.07435166488741701,115.83940642959605,0.8304
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,TGM1,0.0641851224717781,-0.0008023391728540464,0.0029962371359191675,4.668117813807396,0.7756
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,TGM1,0.0641851224717781,0.046974624681309016,0.04504012440118748,70.17221852461435,0.9012
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,TGM1,0.0641851224717781,-0.03519585217703421,-0.002762576504035699,-4.3040760812607175,0.93
S100→CALM→Target,S100A11,CALM1,,TGM2,0.8193939485004537,0.7830656234261648,0.03632832507428891,4.433560333313689,0.7362
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,TGM2,0.8193939485004537,0.773775196406673,-0.00758148684700486,-0.9252554111339844,0.7094
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,TGM2,0.8193939485004537,0.4554724597218098,-0.091385429790828,-11.152807505848623,0.759
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,TGM2,0.8193939485004537,0.44452919874606894,0.028812140032142785,3.5162744470923846,0.772
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,TGM2,0.8193939485004537,0.7625577070280103,-0.07347216088815692,-8.966646754301266,0.9286
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,TGM2,0.8193939485004537,0.5342423893844465,-0.00987653059147659,-1.205345805830188,0.8364
S100→CALM→Target,S100A11,CALM1,,TGM3,-0.1235464712559726,-0.11953684120709958,-0.0040096300488729605,3.2454427942061708,0.9014
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK1,TGM3,-0.1235464712559726,-0.1428064462515261,-0.018989246049802736,15.370124178180234,0.8424
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2A,TGM3,-0.1235464712559726,0.1611557100057488,0.07830202908269338,-63.37860425042939,0.7558
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2B,TGM3,-0.1235464712559726,-0.33376186018767173,0.01823225152533956,-14.757403704039957,0.9386
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2D,TGM3,-0.1235464712559726,-0.029147782063206507,0.32383004528664533,-262.11193407192553,0.7342
S100→CALM→CAMK→Target,S100A11,CALM1,CAMK2G,TGM3,-0.1235464712559726,-0.3562758527290469,-0.00939687203446771,7.6059412615667386,0.9332
S100→CALM→Target,S100A11,CALM2,,LOX,0.413411633417875,0.3770238465303938,0.03638778688748061,8.80182944699574,0.5878
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,LOX,0.413411633417875,0.31798452674145306,-0.06343565436410387,-15.344428950789426,0.7036
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,LOX,0.413411633417875,0.3609461569778916,0.0011430607994580304,0.27649458966787915,0.9472
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,LOX,0.413411633417875,0.2555459728177868,0.03969505194255909,9.601822671118564,0.6714
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,LOX,0.413411633417875,0.37011967436856147,-0.0030019920285197653,-0.7261508351133802,0.8438
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,LOX,0.413411633417875,0.21942843898781075,0.1204562099922648,29.137111840901703,0.6138
S100→CALM→Target,S100A11,CALM2,,LOXL2,0.11025708473352497,-0.0015166776111420898,0.11177376234466645,101.37558290681008,0.5094
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,LOXL2,0.11025708473352497,-0.1933175844525125,-0.20608326919427117,-186.9115891213194,0.5338
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,LOXL2,0.11025708473352497,-0.009186160311281503,0.0005452702017925574,0.49454436702221427,0.8028
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,LOXL2,0.11025708473352497,-0.3235350194427223,0.10522521027740663,95.43623480678848,0.5232
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,LOXL2,0.11025708473352497,-0.03531773949350203,-0.014696985525259193,-13.329742538340849,0.6844
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,LOXL2,0.11025708473352497,-0.41228316126159537,0.3139645665056172,284.7568183617616,0.504
S100→CALM→Target,S100A11,CALM2,,LOXL3,0.126332052370075,0.0885685591176883,0.03776349325238648,29.89225025946918,0.5236
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,LOXL3,0.126332052370075,0.04602325052188075,-0.045713424554108456,-36.18513567736264,0.7512
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,LOXL3,0.126332052370075,0.09770394836223686,-0.0006494904195738815,-0.5141137244183093,0.9184
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,LOXL3,0.126332052370075,0.016557531986283815,0.023530881592319704,18.626216507105205,0.7074
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,LOXL3,0.126332052370075,0.07654432417371493,-0.005228238318042755,-4.1384891798696035,0.8208
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,LOXL3,0.126332052370075,0.043462161918620616,0.034476548128709227,27.29042035010577,0.7464
S100→CALM→Target,S100A11,CALM2,,LOXL4,0.07072936241746051,0.048142122200923315,0.022587240216537057,31.934743145600713,0.5448
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,LOXL4,0.07072936241746051,0.03467662992011385,-0.014468193692295222,-20.455710609832316,0.9186
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,LOXL4,0.07072936241746051,0.048093087544781025,3.486172131153358e-06,0.004928889519146504,0.9956
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,LOXL4,0.07072936241746051,0.017194519395252784,0.010112678657638444,14.29770934163262,0.8126
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,LOXL4,0.07072936241746051,0.04476203090135193,-0.0014696920788095412,-2.077909412126593,0.894
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,LOXL4,0.07072936241746051,0.031133487538281504,0.013000351346223769,18.380416423794106,0.8756
S100→CALM→Target,S100A11,CALM2,,TGM1,0.0641851224717781,0.0037558352981566243,0.06042928717362118,94.14843322950993,0.8716
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,TGM1,0.0641851224717781,-0.06585960783981368,-0.07479932365567682,-116.53685585560069,0.7242
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,TGM1,0.0641851224717781,0.10901715672218268,-0.00748366796274064,-11.659505621464186,0.9548
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,TGM1,0.0641851224717781,-0.023853253868108437,0.009021760054299515,14.055843016060834,0.9832
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,TGM1,0.0641851224717781,-0.044465615848849324,-0.02096709186182064,-32.66659165609565,0.874
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,TGM1,0.0641851224717781,0.201900532713652,-0.15144958633572705,-235.95746257603344,0.8994
S100→CALM→Target,S100A11,CALM2,,TGM2,0.8193939485004537,0.7838610056618373,0.03553294283861583,4.336490756814047,0.6424
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,TGM2,0.8193939485004537,0.5781631011415533,-0.22101510012679038,-26.972996387301002,0.501
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,TGM2,0.8193939485004537,0.7875116543540541,-0.00025954683345749105,-0.03167546379033911,0.7642
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,TGM2,0.8193939485004537,0.3903914984581094,0.1285731471001549,15.691249286799405,0.5174
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,TGM2,0.8193939485004537,0.7380662366052426,-0.019911950112685192,-2.4300826420704484,0.6866
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,TGM2,0.8193939485004537,0.4494478859975669,0.255604764089101,31.194368051762524,0.5636
S100→CALM→Target,S100A11,CALM2,,TGM3,-0.1235464712559726,-0.21950191856189058,0.09595544730591758,-77.66749331683467,0.577
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK1,TGM3,-0.1235464712559726,-0.3170278743555391,-0.104788179223114,84.81681278132679,0.9044
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2A,TGM3,-0.1235464712559726,-0.1688196740135809,-0.0036033092181892165,2.916561826135542,0.7986
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2B,TGM3,-0.1235464712559726,-0.25882185153607434,0.012848486181777738,-10.399719272562068,0.9736
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2D,TGM3,-0.1235464712559726,-0.24719378145440402,-0.012040654507103852,9.745850597510913,0.9294
S100→CALM→CAMK→Target,S100A11,CALM2,CAMK2G,TGM3,-0.1235464712559726,-0.34598849641116514,0.09667853917950181,-78.2527725775317,0.9566
S100→CALM→Target,S100A16,CALM1,,LOX,-0.07451960889672236,-0.07383701448446084,-0.0006825944122619398,0.9159930149498714,0.767
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,LOX,-0.07451960889672236,-0.07194334424130519,0.0011629882899650767,-1.560647334551737,0.9984
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,LOX,-0.07451960889672236,-0.06849454334415923,0.006896899500647768,-9.255147205893504,0.9142
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,LOX,-0.07451960889672236,-0.06092513542763299,-0.003037922131946016,4.076674820121921,0.8472
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,LOX,-0.07451960889672236,-0.07359064561039162,0.0027375391707141292,-3.673582311077502,0.9672
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,LOX,-0.07451960889672236,-0.06236155572236073,0.0008163915579272682,-1.0955392413005216,0.7768
S100→CALM→Target,S100A16,CALM1,,LOXL2,-0.05986559599914916,-0.058461776446136815,-0.001403819553013432,2.344952104098962,0.8948
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,LOXL2,-0.05986559599914916,-0.053898754787761405,0.0028023573664568576,-4.681081545561972,0.9552
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,LOXL2,-0.05986559599914916,-0.05426032234962708,0.005423895777671438,-9.060121572578222,0.9158
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,LOXL2,-0.05986559599914916,-0.03759905634252356,-0.004908605390154174,8.199376132869265,0.8364
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,LOXL2,-0.05986559599914916,-0.05987683120236573,-0.01572344655352368,26.264578663423226,0.8532
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,LOXL2,-0.05986559599914916,-0.038363863977426416,0.001429813518707086,-2.388372645162352,0.7638
S100→CALM→Target,S100A16,CALM1,,LOXL3,-0.11423129434246293,-0.11347262052670826,-0.0007586738157551702,0.6641558428644629,0.942
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,LOXL3,-0.11423129434246293,-0.11098236344934771,0.001529379167487442,-1.3388442950689123,0.9048
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,LOXL3,-0.11423129434246293,-0.11248426692372536,0.0012759218144305071,-1.1169634571462714,0.955
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,LOXL3,-0.11423129434246293,-0.1079451115718052,-0.0013005188257050426,1.1384960953047731,0.8632
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,LOXL3,-0.11423129434246293,-0.11338692957263957,0.0009521590104490723,-0.833536042754204,0.9478
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,LOXL3,-0.11423129434246293,-0.10816157939349712,0.0003778401574042719,-0.3307676408458748,0.7888
S100→CALM→Target,S100A16,CALM1,,LOXL4,-0.05786047070269812,-0.05768780482829808,-0.00017266587440015378,0.29841768015914555,1.0224
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,LOXL4,-0.05786047070269812,-0.056086647219043925,0.0009833430908477495,-1.6995075893876106,0.9228
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,LOXL4,-0.05786047070269812,-0.05688087652822974,0.0010417095841319824,-1.800382146015632,0.9948
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,LOXL4,-0.05786047070269812,-0.05454066247883412,-0.0007404633635230716,1.2797396124337832,0.868
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,LOXL4,-0.05786047070269812,-0.057429166140755494,0.0028738757721910426,-4.966907004538125,1.0266
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,LOXL4,-0.05786047070269812,-0.054762063735393635,0.00020814421265812503,-0.3597347379485092,0.8548
S100→CALM→Target,S100A16,CALM1,,TGM1,0.09418114353088486,0.0986527523615905,-0.004471608830709012,-4.747881224485914,0.7776
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,TGM1,0.09418114353088486,0.10657599728918737,0.004866022002840659,5.166662688954231,0.9558
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,TGM1,0.09418114353088486,0.09325181748298762,-0.006972373661743868,-7.403152478667255,0.8034
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,TGM1,0.09418114353088486,0.10165870859274999,-0.0007072449271024182,-0.7509411126129416,0.7628
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,TGM1,0.09418114353088486,0.09815013501419056,-0.005584855966822606,-5.929908851649441,0.8218
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,TGM1,0.09418114353088486,0.1034146290412456,0.00033877128590279723,0.35970181843428545,0.9616
S100→CALM→Target,S100A16,CALM1,,TGM2,-0.11645088057828,-0.1104955418680078,-0.005955338710276253,5.114034931039432,0.9778
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,TGM2,-0.11645088057828,-0.10776108786583498,0.0016793515108919543,-1.4421114744281127,0.8788
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2A,TGM2,-0.11645088057828,-0.09778492184142586,0.016408861482276417,-14.090800688489546,0.9024
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2B,TGM2,-0.11645088057828,-0.08552675646198854,-0.005874685276938807,5.044775314506752,0.8152
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2D,TGM2,-0.11645088057828,-0.10909506761492956,0.015561434616539437,-13.363088831328168,0.9838
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK2G,TGM2,-0.11645088057828,-0.08913456406632937,0.0015196710046971906,-1.304988847787755,0.7614
S100→CALM→Target,S100A16,CALM1,,TGM3,-0.6001214437347987,-0.602250514249666,0.0021290705148690353,-0.35477327749179693,0.8206
S100→CALM→CAMK→Target,S100A16,CALM1,CAMK1,TGM3,-0.6001214437347987,-0.600693440220217,0.0009562693765736639,-0.15934597681136212,0.792
