Gene_Symbol,N_Measurements,N_Studies,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Std_Zscore_Delta,Direction_Consistency,Dominant_Direction,Cumulative_Effect,Combined_P_Value,Is_Weak_Signal
PLOD1,4,2,0.10890747088501046,0.10890747088501046,0.1705550077236157,0.75,increase,0.43562988354004184,0.608426573545698,False
COL14A1,8,5,-0.3807757585407655,0.3807757585407655,0.33197322440338256,0.875,decrease,-3.046206068326124,0.3636501023034313,False
ITIH3,5,3,0.4564250217936337,0.4564250217936337,0.465776931673617,0.8,increase,2.2821251089681684,0.2818651727335086,False
FMOD,6,4,-0.3198289781519718,0.3198289781519718,0.3701803882754635,0.6666666666666666,decrease,-1.918973868911831,0.41710530270730783,False
COL16A1,7,4,-0.13422573477741304,0.13422573477741304,0.21210123184592555,0.5714285714285714,decrease,-0.9395801434418913,0.6465468779582586,False
DPT,8,5,0.009547146217448718,0.009547146217448718,0.2495526429156084,0.5,decrease,0.07637716973958975,0.7911103988230186,False
MFGE8,7,4,-0.0055643955264057755,0.0055643955264057755,0.20902060388847657,0.5714285714285714,decrease,-0.03895076868484043,0.7649865634059034,False
EFEMP1,8,5,0.29506366333491474,0.29506366333491474,0.2520623986400081,0.875,increase,2.360509306679318,0.4763160899829424,False
FSTL1,4,2,-0.194296005335588,0.194296005335588,0.06398690800109436,1.0,decrease,-0.777184021342352,0.5480349411294768,False
SEMA3B,5,2,-0.03677307846462818,0.03677307846462818,0.39336549791484354,0.6,decrease,-0.1838653923231409,0.6546219481076294,False
COL9A2,5,2,-0.20120650622796296,0.20120650622796296,0.18809322347268587,1.0,decrease,-1.0060325311398148,0.5521702869041752,False
NID2,8,5,-0.2573734230501411,0.2573734230501411,0.49023378154987435,0.625,decrease,-2.058987384401129,0.4527704689598262,False
SEMA3A,3,1,0.7766243461598726,0.7766243461598726,0.25043415061553703,1.0,increase,2.329873038479618,0.15913160278367003,False
ITIH4,10,5,0.5912591915744232,0.5912591915744232,1.1042976503720319,0.5,decrease,5.9125919157442315,0.9369567112010067,False
LTBP2,4,2,0.10613808308582119,0.10613808308582119,0.07722855616967997,0.75,increase,0.42455233234328477,0.617318567495234,False
POSTN,8,5,0.30232196370101705,0.30232196370101705,0.811716504463735,0.5,decrease,2.4185757096081364,0.8350480806392059,False
PCOLCE,4,2,-0.28687092978059164,0.28687092978059164,0.40580809120460837,0.75,decrease,-1.1474837191223666,0.42746508189060894,False
TGFBI,10,5,-0.09712594604797922,0.09712594604797922,0.21867190356393135,0.7,decrease,-0.9712594604797923,0.7292731181981233,False
IGFBP7,6,3,-0.06067927335963357,0.06067927335963357,0.4433238220423926,0.6666666666666666,decrease,-0.3640756401578014,0.6475751276783119,False
LAMA4,8,5,-0.1450781770162956,0.1450781770162956,0.22824166244647967,0.75,decrease,-1.1606254161303649,0.6484199716000876,False
ECM1,7,4,0.5230263321353391,0.5230263321353391,0.5041496502924575,0.8571428571428571,increase,3.6611843249473734,0.20120636324149965,False
CCL14,3,1,0.16469924360879287,0.16469924360879287,0.11730895119740735,1.0,increase,0.4940977308263786,0.5402352820266065,False
P3H1,5,3,-0.5164161189550107,0.5164161189550107,0.6351908750716037,0.6,decrease,-2.5820805947750536,0.19803716008883634,False
FNDC1,5,2,0.02169980373666231,0.02169980373666231,0.8282897654341492,0.8,decrease,0.10849901868331155,0.569070414870058,False
FBLN7,3,1,-0.008508612556035225,0.008508612556035225,0.223970410946472,0.6666666666666666,increase,-0.025525837668105678,0.6479299180872597,False
SFRP4,3,1,0.15200410944741996,0.15200410944741996,0.16542224782567883,1.0,increase,0.4560123283422599,0.5454907608934607,False
GDF6,3,1,-0.04749830280771674,0.04749830280771674,0.1708348375505958,0.6666666666666666,decrease,-0.1424949084231502,0.616369406051847,False
CHADL,3,1,-0.130614334346791,0.130614334346791,0.2146966950842154,0.6666666666666666,decrease,-0.391843003040373,0.5555373821558045,False
VWA1,7,4,-0.30425662999667724,0.30425662999667724,0.2146920335516399,1.0,decrease,-2.129796409976741,0.4679249666586448,False
CSPG4,5,3,-0.2667594842421436,0.2667594842421436,0.2962493275539427,0.8,decrease,-1.333797421210718,0.47675742839304347,False
PLXDC2,3,1,0.17504197831317672,0.17504197831317672,0.12850971538086362,1.0,increase,0.5251259349395302,0.5323087461127629,False
PAMR1,3,1,-0.046667785527908096,0.046667785527908096,0.16173316643801208,0.6666666666666666,increase,-0.1400033565837243,0.6782813854788168,False
VIT,4,2,-0.9767647112103883,0.9767647112103883,0.7346798012666104,1.0,decrease,-3.9070588448415533,0.03980380075279524,False
ITIH6,3,1,0.18192102139412494,0.18192102139412494,0.23028511785707145,1.0,increase,0.5457630641823749,0.5180332008048611,False
CHRDL2,3,1,-0.5723148487450705,0.5723148487450705,0.4414428504557287,1.0,decrease,-1.7169445462352115,0.23795866551174583,False
CD109,5,3,-0.5215845234201113,0.5215845234201113,0.42411196931664347,1.0,decrease,-2.6079226171005567,0.2422553550214096,False
ABI3BP,6,4,-0.03943086323048154,0.03943086323048154,0.39002674614441757,0.6666666666666666,decrease,-0.23658517938288925,0.6816041194036521,False
ITIH5,6,3,-0.2880071297414567,0.2880071297414567,0.1589393199106141,1.0,decrease,-1.7280427784487402,0.48603905022013083,False
ANGPTL5,3,1,-0.08083664715925713,0.08083664715925713,0.1959753246226834,0.6666666666666666,increase,-0.2425099414777714,0.69636894239155,False
CILP2,3,1,0.0632938628081539,0.0632938628081539,0.04264177662097923,1.0,increase,0.1898815884244617,0.6129236802872615,False
AEBP1,8,5,-0.1801707367762912,0.1801707367762912,0.45688001311575155,0.5,decrease,-1.4413658942103296,0.5443868426196801,False
SCUBE1,3,1,-0.6981558880442552,0.6981558880442552,0.2943699973710343,1.0,decrease,-2.0944676641327655,0.19120448134410278,False
FAM20C,2,1,0.08871697254349539,0.08871697254349539,0.2219672638691674,0.5,decrease,0.17743394508699079,0.6339073660607248,False
LTBP4,6,3,-0.11229399272914999,0.11229399272914999,0.3413228995568468,0.5,decrease,-0.6737639563748999,0.6240853628825282,False
PXDN,8,4,0.04964033702233864,0.04964033702233864,0.36825595708560344,0.75,increase,0.3971226961787091,0.7151721680766022,False
HTRA1,6,3,0.449299675319099,0.449299675319099,0.3468119025307679,0.8333333333333334,increase,2.695798051914594,0.3044101503766239,False
FRZB,3,1,-0.5243683442964379,0.5243683442964379,0.422986928037995,1.0,decrease,-1.5731050328893135,0.2671231413567683,False
PRG4,3,1,0.9799352703394154,0.9799352703394154,0.17785201779227877,1.0,increase,2.939805811018246,0.0902755442926822,False
CTHRC1,4,2,-0.019953335375555978,0.019953335375555978,0.16980594897743326,0.5,decrease,-0.07981334150222391,0.6754195242671698,False
BCAN,3,1,-0.08641446358761873,0.08641446358761873,0.3034516427120919,0.6666666666666666,increase,-0.2592433907628562,0.6865868813635495,False
HHIP,2,1,-0.300210634212834,0.300210634212834,0.023442469746093597,1.0,decrease,-0.600421268425668,0.4266840181030207,False
HMCN1,4,2,-0.2636704084857344,0.2636704084857344,0.724845705491719,0.5,decrease,-1.0546816339429377,0.3512365639583616,False
HAPLN3,3,1,-0.42901151081988337,0.42901151081988337,0.2530077464641909,1.0,decrease,-1.2870345324596502,0.3474761632200941,False
S100A13,5,3,-0.1836507250872749,0.1836507250872749,0.2175533003865918,0.8,decrease,-0.9182536254363745,0.5639270539216241,False
EPYC,3,1,0.8760482804297104,0.8760482804297104,0.3936557571810544,1.0,increase,2.628144841289131,0.11191407162545207,False
COL12A1,10,5,-0.21271594336702204,0.21271594336702204,0.3554681765197415,0.8,decrease,-2.1271594336702204,0.5614009898749355,False
OMD,4,2,0.21073914086328185,0.21073914086328185,0.28828864810016375,0.75,increase,0.8429565634531274,0.5121411103426339,False
SEMA3C,4,2,0.05338921741330199,0.05338921741330199,0.2253871971686033,0.5,decrease,0.21355686965320797,0.7211036390086929,False
SPON2,3,1,0.14520812386599793,0.14520812386599793,0.10555474396804516,1.0,increase,0.43562437159799383,0.5544521013904167,False
ASPN,7,4,-0.16071872356593267,0.16071872356593267,0.24897145372758617,0.7142857142857143,decrease,-1.1250310649615287,0.6139938315746034,False
FGFBP2,3,1,-0.1680870853236082,0.1680870853236082,0.1219370070585917,1.0,decrease,-0.5042612559708246,0.5376330242210987,False
CHRD,3,1,-0.15864118685903442,0.15864118685903442,0.13911548278405084,1.0,decrease,-0.4759235605771033,0.5429829722148363,False
CRISPLD1,2,1,-0.35310448663214344,0.35310448663214344,0.26533996759511574,1.0,decrease,-0.7062089732642869,0.38429396122641163,False
SMOC2,5,2,-0.044480239963431104,0.044480239963431104,0.15401810990275305,0.6,decrease,-0.2224011998171555,0.6901988174774848,False
SMOC1,3,1,0.1615638362717971,0.1615638362717971,0.2265053973794008,0.6666666666666666,increase,0.4846915088153913,0.5326206549582764,False
MMRN2,6,4,-0.10955719663493735,0.10955719663493735,0.19268936245205764,0.6666666666666666,decrease,-0.6573431798096241,0.65446654934018,False
SPON1,4,2,0.14653726475401618,0.14653726475401618,0.6459526756209638,0.75,decrease,0.5861490590160647,0.69482230850783,False
MXRA5,4,2,-0.26811690618860373,0.26811690618860373,0.4531973832038086,0.75,decrease,-1.072467624754415,0.43185428403887977,False
PDGFC,3,1,0.20294891524298872,0.20294891524298872,0.0687111674415436,1.0,increase,0.6088467457289661,0.5158637310380363,False
LTBP3,3,1,-0.07593105762701348,0.07593105762701348,0.2757709746225662,0.6666666666666666,decrease,-0.22779317288104045,0.5854475821821536,False
EMILIN3,5,3,-0.7878585169964121,0.7878585169964121,0.4072032906794558,1.0,decrease,-3.93929258498206,0.09962400606967507,False
CTSF,2,1,0.07610451412869046,0.07610451412869046,0.46662298460095286,0.5,decrease,0.15220902825738092,0.5908010843451578,False
IL17B,3,1,-1.4218260127551459,1.4218260127551459,0.28912455341953963,1.0,decrease,-4.265478038265438,0.016353785037584313,False
ANGPTL2,4,2,0.49579426681827665,0.49579426681827665,0.1192426356131325,1.0,increase,1.9831770672731066,0.30887930410792025,False
PCOLCE2,3,1,-0.011253735584990368,0.011253735584990368,0.07527859380494292,0.6666666666666666,increase,-0.0337612067549711,0.6609807000490282,False
CLEC11A,3,1,0.2272398453138574,0.2272398453138574,0.1111343138466002,1.0,increase,0.6817195359415722,0.4969047089965194,False
LOXL2,3,1,-0.2710444761232375,0.2710444761232375,0.16051997040560448,1.0,decrease,-0.8131334283697125,0.4630556206760038,False
EMILIN1,8,5,-0.1258040036203068,0.1258040036203068,0.23006229652310226,0.625,decrease,-1.0064320289624544,0.6683588390022672,False
CCL21,2,1,0.2518597660059456,0.2518597660059456,0.09609365610153855,1.0,increase,0.5037195320118912,0.45219355232414715,False
KERA,2,1,-0.19371578322474844,0.19371578322474844,0.2571112745404016,0.5,decrease,-0.3874315664494969,0.4734772321501475,False
CCN5,5,3,0.2974546749132226,0.2974546749132226,0.3365807204615515,0.8,increase,1.4872733745661129,0.4423528980739685,False
C1QC,6,4,0.12993291100059914,0.12993291100059914,0.21626841742579977,0.6666666666666666,increase,0.7795974660035948,0.6326903603216343,False
PPBP,2,1,-0.25023012215668183,0.25023012215668183,0.16847765925314426,1.0,decrease,-0.5004602443133637,0.4492682172209822,False
S100B,2,1,0.09911267055447555,0.09911267055447555,0.11400368499590434,0.5,decrease,0.1982253411089511,0.6473955903969568,False
VWF,6,4,0.07895957721354792,0.07895957721354792,0.5957298212262438,0.5,decrease,0.47375746328128754,0.7146913475887151,False
SERPINA7,3,2,0.3637666045159409,0.3637666045159409,0.5909174257117737,0.6666666666666666,increase,1.0912998135478227,0.3325656991497186,False
SERPIND1,7,5,0.6416155630658318,0.6416155630658318,0.7959688932956546,0.8571428571428571,increase,4.491308941460822,0.07512372698680041,False
MGP,4,2,-0.05336135752981025,0.05336135752981025,0.5736741649685554,0.75,decrease,-0.213445430119241,0.5713987617093399,False
COL4A2,7,5,-0.029880851256382433,0.029880851256382433,0.3972158315296053,0.5714285714285714,decrease,-0.20916595879467703,0.7035135315770207,False
MBL2,2,1,-0.05929735442904294,0.05929735442904294,0.22744684311092545,0.5,decrease,-0.11859470885808587,0.5522385887474761,False
VEGFA,2,1,-0.10623913736796428,0.10623913736796428,0.5259488176363811,0.5,decrease,-0.21247827473592856,0.47948965789524056,False
MDK,2,1,0.05734040098229695,0.05734040098229695,0.3359162593021515,0.5,decrease,0.1146808019645939,0.6032242113262491,False
CPN2,5,3,0.17286787935759046,0.17286787935759046,0.6234234043833979,0.6,increase,0.8643393967879522,0.4661292345874746,False
LAMA2,6,4,-0.1478338002284711,0.1478338002284711,0.24919190075721687,0.6666666666666666,decrease,-0.8870028013708265,0.6099690321300761,False
IGFBP6,2,1,-0.09932665715568889,0.09932665715568889,0.1934439587786519,0.5,decrease,-0.19865331431137778,0.5328011685941818,False
SERPINB6,5,4,-0.11178659055506883,0.11178659055506883,0.6195776567099909,0.6,decrease,-0.5589329527753442,0.5245018069630216,False
MASP1,2,1,0.5202177878722383,0.5202177878722383,0.12249125105136532,1.0,increase,1.0404355757444765,0.30642473244044555,False
CCN3,2,1,-0.3364983272440799,0.3364983272440799,0.06687579732891816,1.0,decrease,-0.6729966544881598,0.40569575745507924,False
SRPX,4,3,0.06704858255811784,0.06704858255811784,0.8258901795010226,0.75,decrease,0.26819433023247136,0.5730130764634143,False
CPAMD8,2,1,0.25342864493153283,0.25342864493153283,0.1616361058570114,1.0,increase,0.5068572898630657,0.4479186624020738,False
SFRP1,2,1,0.3353492499187324,0.3353492499187324,0.35283704505800656,0.5,decrease,0.6706984998374648,0.7397612197666699,False
LOXL4,2,1,-0.1159330987546089,0.1159330987546089,0.044313935686730296,1.0,decrease,-0.2318661975092178,0.5310048062972843,False
ANGPTL4,2,1,0.3316414169098383,0.3316414169098383,0.2737460584616252,1.0,increase,0.6632828338196766,0.39510812802769374,False
CTSZ,4,3,0.3718366432846391,0.3718366432846391,0.2082372637195049,1.0,increase,1.4873465731385564,0.3947125634290016,False
FBLN5,7,5,-0.1341880647517857,0.1341880647517857,0.4258310460670738,0.5714285714285714,decrease,-0.9393164532624999,0.5930000549117517,False
CCN1,2,2,-0.013414028657248722,0.013414028657248722,0.6631481970753941,0.5,decrease,-0.026828057314497444,0.49721721357073523,False
F9,6,5,-0.02105923186588807,0.02105923186588807,0.272036127939117,0.6666666666666666,increase,-0.12635539119532843,0.7532725026043683,False
F10,7,7,0.15318295554184885,0.15318295554184885,0.2063130192687557,0.7142857142857143,increase,1.072280688792942,0.6284113232672264,False
COL4A1,6,5,0.047400373923812134,0.047400373923812134,0.19737491076641128,0.5,decrease,0.2844022435428728,0.7838191737724329,False
C1QA,3,3,-0.1174171882929,0.1174171882929,0.17097824533578582,0.6666666666666666,decrease,-0.3522515648787,0.5690291225244262,False
LRG1,4,3,0.6621244494612865,0.6621244494612865,0.5464769697699131,1.0,increase,2.648497797845146,0.15706411258907663,False
CSTB,5,4,0.5237034207287398,0.5237034207287398,0.7187432407756575,0.8,increase,2.6185171036436987,0.17215286176598604,False
S100A8,6,5,0.016216805507629734,0.016216805507629734,0.4486416826661052,0.5,decrease,0.09730083304577841,0.7079778449999421,False
CTSG,5,4,0.10296662821103983,0.10296662821103983,0.2551034811913847,0.6,increase,0.5148331410551992,0.6286005426138428,False
PRG2,4,3,1.2800359514387322e-05,1.2800359514387322e-05,0.2220812368781745,0.5,decrease,5.120143805754929e-05,0.6840342870832721,False
MMP9,4,3,0.019369865064413176,0.019369865064413176,0.1634371677141689,0.75,increase,0.0774794602576527,0.6766198791869269,False
DSPP,4,3,-0.2166400898539064,0.2166400898539064,0.2541863730607637,0.75,decrease,-0.8665603594156256,0.5123334908071819,False
SDC2,4,3,0.10950540745080965,0.10950540745080965,0.26151637140802814,0.75,increase,0.4380216298032386,0.5967960550553697,False
FBN2,4,3,-0.04859887542057986,0.04859887542057986,0.22872637342168187,0.5,decrease,-0.19439550168231945,0.6474559215376878,False
LMAN1,5,4,0.004943893402808086,0.004943893402808086,0.37069121763577956,0.6,increase,0.02471946701404043,0.6868470718716431,False
CTSC,3,2,0.030199971941038278,0.030199971941038278,0.15298894134401989,0.6666666666666666,decrease,0.09059991582311483,0.6685585732224123,False
MFAP2,4,3,-0.04790476849141549,0.04790476849141549,0.27033628452392555,0.5,decrease,-0.19161907396566197,0.6420412511775611,False
MFAP4,5,4,-0.04023334539436835,0.04023334539436835,0.9518628458260817,0.6,increase,-0.20116672697184174,0.5089427199125285,False
LTBP1,4,3,0.2513254655091098,0.2513254655091098,0.2210483061334382,1.0,increase,1.0053018620364391,0.48891536044894846,False
ADIPOQ,2,2,0.4268784384430349,0.4268784384430349,0.19501751538471118,1.0,increase,0.8537568768860698,0.3506423638080982,False
COL28A1,3,3,-0.1146388882790393,0.1146388882790393,0.5918414754415053,0.6666666666666666,decrease,-0.3439166648371179,0.4938044571432715,False
ADAMTSL4,3,2,0.28436006551304005,0.28436006551304005,0.5207463968045046,0.6666666666666666,increase,0.8530801965391202,0.39843619477913883,False
PODN,2,2,0.25969911617445274,0.25969911617445274,0.7332788919414369,0.5,decrease,0.5193982323489055,0.6194713076295489,False
SBSPON,4,3,-0.15024060082850466,0.15024060082850466,0.2660935659445603,0.5,decrease,-0.6009624033140186,0.5636289637808702,False
SFRP2,2,2,0.23403416885320089,0.23403416885320089,0.1319130737343327,1.0,increase,0.46806833770640177,0.46062716985805563,False
C1QTNF5,3,2,0.0958173793117354,0.0958173793117354,0.15482301588269073,0.6666666666666666,increase,0.2874521379352062,0.585114894352261,False
TINAGL1,8,4,0.052739257206934696,0.052739257206934696,0.3957287177633907,0.625,increase,0.42191405765547757,0.704626270826805,False
SERPINA10,2,2,0.9728885696047098,0.9728885696047098,0.01569106659923658,1.0,increase,1.9457771392094196,0.12567629695384297,False
Fn1,12,6,-0.15823022522173855,0.15823022522173855,0.1822535708146776,0.75,decrease,-1.8987627026608624,0.6893521523193851,False
Hrg,4,4,0.43404007909942166,0.43404007909942166,0.3699009044713148,1.0,increase,1.7361603163976866,0.3238862489118815,False
Serpina1c,4,3,0.09052095985066781,0.09052095985066781,0.10778451202526201,0.75,increase,0.36208383940267125,0.627683673349764,False
Tgfbi,9,6,0.07045155113204142,0.07045155113204142,0.1874610432241426,0.5555555555555556,decrease,0.6340639601883727,0.8630103688992655,False
Srpx,2,2,0.45259696461881926,0.45259696461881926,0.32443634116818343,1.0,increase,0.9051939292376385,0.3259585771663306,False
Col6a5,3,3,0.24683398592755842,0.24683398592755842,0.41311858812536134,0.6666666666666666,increase,0.7405019577826752,0.44398141932727186,False
Mmrn2,7,5,-0.11093507459275198,0.11093507459275198,0.09448028594328033,0.7142857142857143,decrease,-0.7765455221492639,0.6828722757647157,False
Aspn,8,5,0.4126795693589933,0.4126795693589933,0.5650091714453893,0.75,increase,3.3014365548719464,0.2621024964714019,False
Creld1,4,3,-0.05744768256530662,0.05744768256530662,0.07126698901703377,0.75,decrease,-0.22979073026122648,0.6546865888991111,False
Fbln1,8,5,-0.09746959695703306,0.09746959695703306,0.11894885557565558,0.75,decrease,-0.7797567756562644,0.7119177710060958,False
Mmrn1,3,3,0.2654502395691259,0.2654502395691259,0.27025690763775057,1.0,increase,0.7963507187073777,0.4550549380524588,False
Plxnb2,6,5,-0.10543440114765527,0.10543440114765527,0.11920863897579868,0.8333333333333334,decrease,-0.6326064068859316,0.6661276880269171,False
Col14a1,7,4,-1.1321262958691234,1.1321262958691234,0.37136114427191913,1.0,decrease,-7.924884071083864,0.009021139624215434,False
Hmcn1,2,2,-0.2428333189060464,0.2428333189060464,0.012246821627540788,1.0,decrease,-0.4856666378120928,0.45914257059953545,False
Mfap5,3,3,-0.11924546643454853,0.11924546643454853,0.5012350666648419,0.6666666666666666,increase,-0.3577363993036456,0.6688049394863342,False
Fga,10,6,-0.0734823590717257,0.0734823590717257,0.18516446776036422,0.5,decrease,-0.7348235907172571,0.7594203771587296,False
Itih4,8,5,0.18521850792353833,0.18521850792353833,0.14609389779668908,0.75,increase,1.4817480633883067,0.6174847909009735,False
Col6a3,4,3,0.008023712363903073,0.008023712363903073,0.07254653731829089,0.5,decrease,0.03209484945561229,0.7022106877665752,False
Hspg2,7,5,0.028346594279217863,0.028346594279217863,0.09264727301724716,0.5714285714285714,increase,0.19842615995452503,0.7575360342805355,False
Ltbp4,6,5,-0.4602445238722049,0.4602445238722049,0.31328210712313453,1.0,decrease,-2.7614671432332294,0.29991287320943516,False
Col18a1,9,6,0.08143449363388573,0.08143449363388573,0.1008472414329377,0.7777777777777778,increase,0.7329104427049716,0.7455836206349991,False
Matn4,3,2,-0.2386269867270674,0.2386269867270674,0.10706303686355646,1.0,decrease,-0.7158809601812022,0.4891662214962951,False
Lamc1,7,5,0.06345058319046808,0.06345058319046808,0.19387856097142453,0.5714285714285714,increase,0.4441540823332766,0.7165720663973243,False
Anxa6,9,5,-0.06515602512342758,0.06515602512342758,0.11911776581076029,0.8888888888888888,decrease,-0.5864042261108482,0.759930905486064,False
Itih1,9,6,0.29094298646440936,0.29094298646440936,0.3319954122356654,0.7777777777777778,increase,2.6184868781796844,0.46528419389559583,False
Serpina3n,6,5,0.2602453639514771,0.2602453639514771,0.2542868691442035,0.8333333333333334,increase,1.5614721837088628,0.49921366209950957,False
Tinagl1,10,6,0.057000514412854156,0.057000514412854156,0.2097149477174946,0.6,increase,0.5700051441285415,0.7714876030521549,False
Cxcl12,2,2,0.5657850903935682,0.5657850903935682,0.14867839057407828,1.0,increase,1.1315701807871363,0.28290686437805423,False
Agrn,8,6,-0.030282967587935476,0.030282967587935476,0.1806135935428255,0.75,increase,-0.2422637407034838,0.8175419059653843,False
Angpt1,2,2,0.22365470991707495,0.22365470991707495,0.023022829802591654,1.0,increase,0.4473094198341499,0.4699583353714346,False
Lgals9,5,5,-0.2686754309316589,0.2686754309316589,0.13348343199535803,1.0,decrease,-1.3433771546582944,0.497107922890626,False
Kng1,10,6,0.11256351849967099,0.11256351849967099,0.11360134977445606,0.8,increase,1.12563518499671,0.7273590435113162,False
Serpinb9,4,3,-0.031319020348995155,0.031319020348995155,0.02692871456657653,0.75,decrease,-0.12527608139598062,0.6752725153263444,False
Serpinb8,9,5,-0.007852222170197135,0.007852222170197135,0.14456422440272326,0.6666666666666666,decrease,-0.07066999953177422,0.8087150513388617,False
Serpinb6b,2,2,-0.09102559966664735,0.09102559966664735,0.023173211836735846,1.0,decrease,-0.1820511993332947,0.5454424752893696,False
Ltbp2,2,2,-0.3369861601184021,0.3369861601184021,0.2387369766113614,1.0,decrease,-0.6739723202368042,0.39553351077855436,False
Ntn1,3,3,-0.02365010823982357,0.02365010823982357,0.07079592050096033,0.6666666666666666,decrease,-0.07095032471947071,0.6384686232835974,False
Col15a1,8,5,-0.25581050475262623,0.25581050475262623,0.21016899790718746,0.875,decrease,-2.04648403802101,0.5288367269433044,False
Tnxb,2,2,0.08266950738535989,0.08266950738535989,0.1759600785189534,0.5,decrease,0.16533901477071977,0.6347032068788122,False
Adam10,7,5,0.0043083407159129105,0.0043083407159129105,0.08933410898146049,0.8571428571428571,increase,0.03015838501139037,0.7775648673017195,False
Anxa3,5,4,-0.07594432923141455,0.07594432923141455,0.10272613519911149,0.8,decrease,-0.3797216461570727,0.668732738728028,False
Il16,4,4,-0.20685301309653076,0.20685301309653076,0.23102441643896163,0.75,decrease,-0.827412052386123,0.5232128316187983,False
Col5a1,7,5,-0.1276405469101776,0.1276405469101776,0.44574544690308177,0.5714285714285714,decrease,-0.8934838283712431,0.5951588438339439,False
Nid2,10,6,-0.11713774042993925,0.11713774042993925,0.17365416386537008,0.7,decrease,-1.1713774042993925,0.7153019231997098,False
Col4a1,10,6,0.27143571270801725,0.27143571270801725,0.2124900930528406,0.8,increase,2.7143571270801727,0.522445560483521,False
Lamb1,10,6,-0.24690420130987328,0.24690420130987328,0.23680626539822186,0.9,decrease,-2.4690420130987327,0.5489327294601936,False
Ctsl,9,5,-0.06713035391521234,0.06713035391521234,0.24532732788063724,0.6666666666666666,decrease,-0.6041731852369111,0.7402427117388373,False
S100a4,4,3,0.05155303209049945,0.05155303209049945,0.16221374887383955,0.75,increase,0.2062121283619978,0.6530378484068358,False
Anxa2,10,6,-0.19745574963717077,0.19745574963717077,0.20422054416211566,0.8,decrease,-1.9745574963717076,0.6170184206780058,False
Serpina1a,6,3,0.23883278804817995,0.23883278804817995,0.2241583260656022,0.8333333333333334,increase,1.4329967282890796,0.5260470610854078,False
Col3a1,10,6,-0.23311206576227192,0.23311206576227192,0.38512542713774484,0.6,decrease,-2.3311206576227192,0.5233418524466841,False
Col4a2,10,6,0.18556267998988407,0.18556267998988407,0.17857283525179052,0.9,increase,1.8556267998988407,0.6355831322182621,False
S100a10,6,5,-0.041437857063096,0.041437857063096,0.19257413143378763,0.6666666666666666,decrease,-0.24862714237857603,0.7144065919716849,False
Anxa1,10,6,-0.09980327501913704,0.09980327501913704,0.23034341346718734,0.6,decrease,-0.9980327501913704,0.7242983546923164,False
Nid1,10,6,-0.007680441364159135,0.007680441364159135,0.18335621920287834,0.6,decrease,-0.07680441364159135,0.8205828426917001,False
Ctsb,10,6,0.29944733092727577,0.29944733092727577,0.3308570700314553,0.8,increase,2.994473309272758,0.45700495551581677,False
Col1a1,10,6,-0.059684066908149425,0.059684066908149425,0.4171781928336102,0.6,decrease,-0.5968406690814942,0.7174811385802042,False
S100a6,6,5,0.2158892192116991,0.2158892192116991,0.09343305767460042,1.0,increase,1.2953353152701945,0.5631998648643588,False
Fgf2,3,3,-0.08681714936851737,0.08681714936851737,0.1709223980187882,0.6666666666666666,decrease,-0.2604514481055521,0.589821330885246,False
Lgals1,10,6,0.07305267456999591,0.07305267456999591,0.15830637161565292,0.7,increase,0.7305267456999591,0.7631466363304462,False
Lgals3,3,3,0.21783895184111568,0.21783895184111568,0.2165182057229564,1.0,increase,0.653516855523347,0.49464330795772227,False
Ctsd,10,6,0.3406239855236033,0.3406239855236033,0.3263231545734895,0.9,increase,3.406239855236033,0.40699459673263616,False
Sdc1,2,2,0.10702264354707165,0.10702264354707165,0.02927394713640845,1.0,increase,0.2140452870941433,0.5363034411792358,False
Lama1,4,3,0.018822660864926025,0.018822660864926025,0.1027464968902308,0.75,increase,0.0752906434597041,0.6815813533882906,False
Serpinh1,10,6,-0.5734625551659357,0.5734625551659357,0.45342423383598557,1.0,decrease,-5.734625551659357,0.14110954327994976,False
Cst3,9,5,-0.07728091958508464,0.07728091958508464,0.2074944150548063,0.7777777777777778,decrease,-0.6955282762657617,0.7373598102982448,False
Mfge8,10,6,0.4329152409585449,0.4329152409585449,0.42147611308447197,0.9,increase,4.329152409585449,0.2721431767063736,False
Tgm2,10,6,-0.08158615364115437,0.08158615364115437,0.19740776575138438,0.5,decrease,-0.8158615364115438,0.749050134933097,False
Dcn,10,6,-0.0689222858644474,0.0689222858644474,0.17655671726704736,0.5,decrease,-0.6892228586444741,0.765126185466515,False
Vtn,8,5,0.2537413164355531,0.2537413164355531,0.20832727195422704,0.875,increase,2.0299305314844247,0.5315385044849108,False
S100a9,6,4,0.03203235223217935,0.03203235223217935,0.1482063222786119,0.5,decrease,0.1921941133930761,0.7775096514367612,False
Serpinc1,10,6,0.14856839188312582,0.14856839188312582,0.1409484715209256,0.8,increase,1.4856839188312583,0.684578819142901,False
Fbln2,7,4,-0.09575555645214666,0.09575555645214666,0.19237758691720483,0.5714285714285714,decrease,-0.6702888951650267,0.6870167749515466,False
Mbl1,4,4,0.1652780335318328,0.1652780335318328,0.2567642216077091,0.5,decrease,0.6611121341273312,0.7874792084204686,False
Igfbp6,3,2,-0.014002450174827633,0.014002450174827633,0.08226484948139626,0.6666666666666666,increase,-0.0420073505244829,0.6624697975201279,False
