Gene_Symbol,N_Measurements,N_Studies,Mean_Zscore_Delta,Abs_Mean_Zscore_Delta,Std_Zscore_Delta,Direction_Consistency,Dominant_Direction,Cumulative_Effect,Combined_P_Value,Is_Weak_Signal
CXCL10,6,3,0.8861453129831608,0.8861453129831608,0.7101215718932158,0.8333333333333334,increase,5.316871877898965,0.03240199524576669,False
HAPLN1,4,2,0.07003082493605253,0.07003082493605253,0.37397945830085666,0.5,decrease,0.28012329974421013,0.7094256352570909,False
LAMC1,8,5,0.028977399988155537,0.028977399988155537,0.3874174439924273,0.625,decrease,0.2318191999052443,0.779697567565126,False
COL11A1,5,2,-0.3995032134135438,0.3995032134135438,0.1583458918630514,1.0,decrease,-1.9975160670677188,0.3782773230749726,False
COL6A1,9,6,-0.10579852024084985,0.10579852024084985,0.3910187318223491,0.7777777777777778,decrease,-0.9521866821676487,0.669631109632925,False
COL6A2,8,5,-0.15430161122764258,0.15430161122764258,0.29094385930037364,0.75,decrease,-1.2344128898211406,0.6261265513675293,False
COL6A3,8,5,-0.28103339061754185,0.28103339061754185,0.2951478149122305,1.0,decrease,-2.2482671249403348,0.48149733152908536,False
BMP1,2,1,-0.24181520521047228,0.24181520521047228,0.2434033965262603,0.5,decrease,-0.48363041042094457,0.4478334582475474,False
VCAN,10,5,-0.17802976312669835,0.17802976312669835,0.26270828503450744,0.8,decrease,-1.7802976312669836,0.6291306878914644,False
P4HA1,5,3,-0.27815130749453176,0.27815130749453176,0.24606900463266104,0.8,decrease,-1.390756537472659,0.47507944734307583,False
COL11A2,5,2,-0.5354841120873555,0.5354841120873555,0.6406678644585595,0.8,decrease,-2.6774205604367776,0.19223599992320928,False
NID1,8,5,-0.1411687651239464,0.1411687651239464,0.29971141941820045,0.625,decrease,-1.1293501209915713,0.6370411346081497,False
TIMP2,3,1,-0.04418391496097246,0.04418391496097246,0.06726619095923786,0.6666666666666666,decrease,-0.13255174488291738,0.6250100987818128,False
ACAN,5,2,0.04174398552878804,0.04174398552878804,0.11032180755619035,0.6,increase,0.2087199276439402,0.6959597744603022,False
LGALS3,8,5,-0.23868391246755374,0.23868391246755374,0.5611606439676673,0.75,decrease,-1.90947129974043,0.4456878011368726,False
IGFBP3,4,2,0.09365598338169633,0.09365598338169633,0.05211307398292932,1.0,increase,0.3746239335267853,0.6278933869769181,False
ITIH2,5,3,0.9440918080613498,0.9440918080613498,1.3569078640053631,0.8,increase,4.720459040306749,0.006772913460338337,False
ITIH1,8,5,0.6863276009367996,0.6863276009367996,0.9890919286002606,0.875,increase,5.4906208074943965,0.0283963007904765,False
ANXA7,8,5,-0.2543352587880978,0.2543352587880978,0.4667676903228362,0.75,decrease,-2.0346820703047825,0.4614868156043992,False
OGN,8,5,0.1754071308006204,0.1754071308006204,0.2604588440993576,0.875,increase,1.4032570464049632,0.610479118143314,False
COL9A1,3,1,-0.8655147365797496,0.8655147365797496,0.14134654211683073,1.0,decrease,-2.596544209739249,0.12867618653192356,False
COL5A1,8,5,-0.39481216312967704,0.39481216312967704,0.2993160149804073,0.875,decrease,-3.1584973050374163,0.3561828914279243,True
PTN,3,1,-0.17059357445175224,0.17059357445175224,0.393949432984636,0.6666666666666666,decrease,-0.5117807233552567,0.5003426608762882,False
BGN,8,5,0.06494913831333936,0.06494913831333936,0.3121881689801803,0.625,decrease,0.5195931065067149,0.825510709731871,False
TGM2,7,4,-0.10744887936230975,0.10744887936230975,0.15537818738280004,0.7142857142857143,decrease,-0.7521421555361683,0.6807237842094551,False
TNXB,6,4,-0.8810209782365742,0.8810209782365742,0.504954574911001,1.0,decrease,-5.286125869419445,0.04754809628064488,False
FBLN1,9,4,0.0837734078718199,0.0837734078718199,0.25357476959234826,0.5555555555555556,increase,0.7539606708463791,0.7224895831862451,False
S100A1,4,2,-0.19408738246277257,0.19408738246277257,0.18102588406691483,0.75,decrease,-0.7763495298510903,0.539915977358161,False
IGFBP5,3,1,-0.21486714605610127,0.21486714605610127,0.15912740229933628,1.0,decrease,-0.6446014381683038,0.5022338820830463,False
TNC,7,4,-0.2598270242198434,0.2598270242198434,0.3166505211439472,0.7142857142857143,decrease,-1.8187891695389038,0.4949533135905163,False
S100A4,4,2,-0.038305191757887005,0.038305191757887005,0.17794792617485797,0.75,decrease,-0.15322076703154802,0.6612104744141603,False
COL8A1,6,3,-0.04241899405885193,0.04241899405885193,0.7468650034159598,0.8333333333333334,decrease,-0.2545139643531116,0.5613350858993627,False
LOX,4,2,-0.3298183974804678,0.3298183974804678,0.30166980201052873,0.75,decrease,-1.3192735899218713,0.4150853772593,False
CCN2,3,1,-0.03305653944382437,0.03305653944382437,0.09148439837920352,0.6666666666666666,decrease,-0.0991696183314731,0.6314035350180078,False
SERPINA4,7,4,0.7310964947436301,0.7310964947436301,0.8708467702478612,0.7142857142857143,increase,5.117675463205411,0.03846140805410304,False
SERPINB1,8,5,-0.022516802025168814,0.022516802025168814,0.3572856140361447,0.5,decrease,-0.1801344162013505,0.7414083528210448,False
S100A11,7,4,-0.17955150035647158,0.17955150035647158,0.32615156585801014,0.7142857142857143,decrease,-1.256860502495301,0.5785636072744751,False
GPC1,5,3,-0.30287485203922204,0.30287485203922204,0.12859442866938375,1.0,decrease,-1.51437426019611,0.46653709501604157,False
THBS2,4,2,-0.02916411866017604,0.02916411866017604,0.2736401984054283,0.75,increase,-0.11665647464070417,0.6982025855136408,False
THBS4,4,2,-0.06547726530266973,0.06547726530266973,0.26415681258362533,0.75,decrease,-0.2619090612106789,0.6304369358118641,False
FBN1,10,5,-0.10195928985589076,0.10195928985589076,0.3722836188189583,0.6,decrease,-1.0195928985589076,0.6884903842749093,False
TIMP3,7,4,0.9380965928302631,0.9380965928302631,1.0592180652440781,0.8571428571428571,increase,6.566676149811842,0.005865474640144238,False
IGFALS,6,3,0.6169740643275367,0.6169740643275367,0.7258976118245082,0.6666666666666666,increase,3.70184438596522,0.11140484950917462,False
SERPINF1,10,5,0.2940033802248792,0.2940033802248792,0.8471564791765347,0.6,decrease,2.940033802248792,0.8599519879960983,False
COL15A1,7,4,-0.3339225021624553,0.3339225021624553,0.37114804751539215,0.7142857142857143,decrease,-2.337457515137187,0.4044099115636819,False
COL18A1,12,5,0.12836395254627464,0.12836395254627464,0.7234705508324938,0.5,decrease,1.5403674305552957,0.8177135445542224,False
GDF5,3,1,0.1518947261098848,0.1518947261098848,0.2150776287464079,0.6666666666666666,increase,0.4556841783296544,0.540618162164074,False
CXCL12,7,4,0.4352467442360715,0.4352467442360715,0.8459381025956634,0.5714285714285714,increase,3.0467272096525004,0.15784589972453492,False
THBS3,4,2,0.023289531905083205,0.023289531905083205,0.9551369168426725,0.75,decrease,0.09315812762033282,0.49403680295312347,False
COMP,3,1,0.2967765920416349,0.2967765920416349,0.10251708320892255,1.0,increase,0.8903297761249047,0.4488368461944001,False
SERPINH1,8,5,-0.3356702643667253,0.3356702643667253,0.7122688548980451,0.625,decrease,-2.6853621149338025,0.2671693926859224,False
ANXA11,8,5,-0.2023888586022872,0.2023888586022872,0.3521412072370997,0.5,decrease,-1.6191108688182976,0.5556169699810666,False
LUM,8,5,-0.13042318426503624,0.13042318426503624,0.438636587777704,0.5,decrease,-1.04338547412029,0.6071013665516611,False
PRELP,8,5,0.051389483790773995,0.051389483790773995,0.23627361972018673,0.75,increase,0.41111587032619196,0.7410765132610889,False
LAMB2,8,5,-0.20265053950050493,0.20265053950050493,0.26861178908954103,0.625,decrease,-1.6212043160040395,0.5774209275179983,False
CCL18,3,1,-0.14343041251542296,0.14343041251542296,0.3163737548066993,0.6666666666666666,decrease,-0.4302912375462689,0.5334863617237657,False
LOXL3,3,1,-0.16475832088285222,0.16475832088285222,0.13948534761695325,1.0,decrease,-0.4942749626485567,0.5387230572192168,False
S100A10,6,4,-0.048906274071570055,0.048906274071570055,0.5804947301442315,0.5,decrease,-0.29343764442942033,0.6087343593846619,False
HTRA3,3,1,0.4403139319156351,0.4403139319156351,0.12220935584393582,1.0,increase,1.3209417957469054,0.3507925961797924,False
TNFAIP6,3,1,0.9239561415399553,0.9239561415399553,0.3789392313835395,1.0,increase,2.771868424619866,0.09795535263675693,False
FBLN2,5,3,-0.2498762109792548,0.2498762109792548,0.47288233118625994,0.6,decrease,-1.249381054896274,0.44929843893087207,False
HSPG2,8,5,-0.09075654025186997,0.09075654025186997,0.16388725629385237,0.625,decrease,-0.7260523220149597,0.7136031995698897,False
COL7A1,6,3,-0.0115021284978013,0.0115021284978013,0.5819489925930145,0.5,decrease,-0.0690127709868078,0.6360742106990653,False
