dataset_id,sample_id,tissue,phase,velocity,is_control,ATP,Lactate,Lactate/Pyruvate,NAD+,NADH,Pyruvate,COL1A1,COL3A1,COL4A1,COL5A1,ELN,FN1,LAMC1,LOX,MMP2,MMP9,PLOD1,TGM2
ST001329,JW42-LF,Heart_Native_Tissue,Phase I,1.6346478411541698,False,0.2532409064114624,-6.503122879068236,-99.61825547238432,-13.82244078523381,21.562218203269577,-64.36450616442676,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JW42-NP,Heart_Native_Tissue,Phase I,1.6346478411541698,False,-32.622751384187346,0.5660275731932316,-99.47944036194392,-1.5546347180611448,-23.045556451594763,-68.64531689254606,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JW43-RB,Heart_Native_Tissue,Phase I,1.6346478411541698,False,18.197109405976494,3.8532440948436673,-99.73299661063275,-3.717364799026432,-17.0768999424382,-40.06443306452419,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JW48-NP,Heart_Native_Tissue,Phase I,1.6346478411541698,False,-4.440798893348648,8.781403339832082,-99.2473889792993,1.9903803673262555,-11.806925201891708,-65.4023267584206,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JW49-LB,Heart_Native_Tissue,Phase I,1.6346478411541698,False,33.150036389049234,7.828575561746952,-99.93554303089871,55.367200315806734,3.4071874070826915,164.6053339142391,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JW49-RF,Heart_Native_Tissue,Phase I,1.6346478411541698,False,-5.780407648073738,2.8364098923012193,-99.77360411285122,7.085216977785282,24.86026269653857,-17.020299663629245,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY1-LB,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.7447169686905,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY1-LF,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.86764004669818,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY1-RB,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.85745077699076,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY1-RF,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.88301481601845,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY2-LB,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.81097768415374,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY2-LF,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.82965593466878,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY2-RB,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.83829673479453,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY2-RF,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.93551817032736,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY4-LB,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.66874683397226,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY4-LF,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.01885151086658,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY4-RB,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-99.93632537279883,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST001329,JWY4-RF,Heart_Native_Tissue,Phase I,1.6346478411541698,True,0.0,0.0,-98.28296566718988,0.0,0.0,0.0,-1.338262750794401,-0.3441444660360284,-0.0339959488116695,0.1268989751409802,3.945081831498672,0.9682505202800582,-0.7694194672625025,0.0,0.0,-0.3546009504496286,-0.1517013643822191,-0.2353143263570894
ST002058,4T1-15_R11+,Skeletal_muscle_TA,Transition,1.9552397727644704,False,,,,94.33257314765392,309.5682613768962,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,4T1-15_R11-,Skeletal_muscle_TA,Transition,1.9552397727644704,False,2687.19723183391,-48.5207100591716,794.5891608391609,59.134358775292334,,-51.30443904352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,4T1-1_R7+,Skeletal_muscle_TA,Transition,1.9552397727644704,False,,,,42.364986171090294,544.1073512252043,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,4T1-1_R7-,Skeletal_muscle_TA,Transition,1.9552397727644704,False,517.6470588235294,20.93195266272189,526.892112125163,79.04798874278227,,-19.058297185953748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,CTL-1_R23+,Skeletal_muscle_TA,Transition,1.9552397727644704,True,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,CTL-1_R23-,Skeletal_muscle_TA,Transition,1.9552397727644704,True,0.0,0.0,5380.449927431059,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,CTL-5_R2+,Skeletal_muscle_TA,Transition,1.9552397727644704,True,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,CTL-5_R2-,Skeletal_muscle_TA,Transition,1.9552397727644704,True,0.0,0.0,1377.4372236958443,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,CTL-9_R1+,Skeletal_muscle_TA,Transition,1.9552397727644704,True,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST002058,CTL-9_R1-,Skeletal_muscle_TA,Transition,1.9552397727644704,True,0.0,0.0,2730.866274928775,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
