sample_id,metabolite,value,Age,Genotype,Treatment
104_Old_Liver_28c,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,cis-aconitate + 3,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,cis-aconitate + 3,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,cis-aconitate + 3,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,cis-aconitate + 3,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,cis-aconitate + 3,54096.69116,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,cis-aconitate + 3,0.0,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,cis-aconitate + 3,0.0,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,cis-aconitate + 3,32926.39123,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,cis-aconitate + 3,26974.97229,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,cis-aconitate + 3,25864.35528,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,cis-aconitate + 3,0.0,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,cis-aconitate + 3,50558.01223,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,cis-aconitate + 3,21181.59929,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,cis-aconitate + 3,99898.38183,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,cis-aconitate + 3,124032.7455,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,cis-aconitate + 3,77855.09458,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,cis-aconitate + 3,59839.32382,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,cis-aconitate + 3,0.0,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,cis-aconitate + 3,23471.95598,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,cis-aconitate + 3,52333.0213,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,cis-aconitate + 3,0.0,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,cis-aconitate + 3,86070.62114,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,cis-aconitate + 3,0.0,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,cis-aconitate + 3,124610.682,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,cis-aconitate + 3,50777.93695,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,cis-aconitate + 3,24001.46907,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,cis-aconitate + 3,56899.07554,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,cis-aconitate + 3,0.0,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,cis-aconitate + 4,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,cis-aconitate + 4,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,cis-aconitate + 4,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,cis-aconitate + 4,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,cis-aconitate + 4,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,cis-aconitate + 4,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,cis-aconitate + 4,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,cis-aconitate + 4,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,cis-aconitate + 4,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,cis-aconitate + 4,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,cis-aconitate + 4,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,cis-aconitate + 4,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,cis-aconitate + 4,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,cis-aconitate + 4,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,cis-aconitate + 4,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,cis-aconitate + 4,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,cis-aconitate + 4,0.0,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,cis-aconitate + 4,23727.83664,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,cis-aconitate + 4,0.0,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,cis-aconitate + 4,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,cis-aconitate + 4,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,cis-aconitate + 4,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,cis-aconitate + 4,0.0,Old,Wild-type,N/A
91_Old_Liver_24b,cis-aconitate + 4,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,cis-aconitate + 4,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,cis-aconitate + 4,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,cis-aconitate + 4,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,cis-aconitate + 4,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,cis-aconitate + 4,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,cis-aconitate + 4,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,cis-aconitate + 4,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,cis-aconitate + 4,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,cis-aconitate + 4,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,cis-aconitate + 4,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,cis-aconitate + 4,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,cis-aconitate + 4,0.0,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,cis-aconitate + 4,0.0,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,cis-aconitate + 5,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,cis-aconitate + 5,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,cis-aconitate + 5,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,cis-aconitate + 5,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,cis-aconitate + 5,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,cis-aconitate + 5,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,cis-aconitate + 5,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,cis-aconitate + 5,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,cis-aconitate + 5,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,cis-aconitate + 5,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,cis-aconitate + 5,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,cis-aconitate + 5,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,cis-aconitate + 5,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,cis-aconitate + 5,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,cis-aconitate + 5,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,cis-aconitate + 5,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
47_Young_Liver_12c,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
49_Young_Liver_13a,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
50_Young_Liver_13b,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
51_Young_Liver_13c,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
53_Young_Liver_14a,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
54_Young_Liver_14b,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
55_Young_Liver_14c,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
57_Young_Liver_15a,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
58_Young_Liver_15b,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
59_Young_Liver_15c,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
61_Young_Liver_16a,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
62_Young_Liver_16b,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
63_Young_Liver_16c,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
65_Young_Liver_17a,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
66_Young_Liver_17b,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
67_Young_Liver_17c,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
69_Young_Liver_18a,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
70_Young_Liver_18b,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
71_Young_Liver_18c,cis-aconitate + 5,0.0,Young,SIRT6-tg,[U-13C]Lactate
73_Young_Liver_19a,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
74_Young_Liver_19b,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
75_Young_Liver_19c,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
77_Young_Liver_20a,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
78_Young_Liver_20b,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
79_Young_Liver_20c,cis-aconitate + 5,0.0,Young,Wild-type,[U-13C]Lactate
81_Old_Liver_21a,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
82_Old_Liver_21b,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
83_Old_Liver_21c,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
84_Old_Liver_22a,cis-aconitate + 5,0.0,Old,Wild-type,N/A
85_Old_Liver_22b,cis-aconitate + 5,0.0,Old,Wild-type,N/A
86_Old_Liver_22c,cis-aconitate + 5,0.0,Old,Wild-type,N/A
87_Old_Liver_23a,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
88_Old_Liver_23b,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
89_Old_Liver_23c,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
90_Old_Liver_24a,cis-aconitate + 5,25925.08333,Old,Wild-type,N/A
91_Old_Liver_24b,cis-aconitate + 5,0.0,Old,Wild-type,N/A
92_Old_Liver_24c,cis-aconitate + 5,0.0,Old,Wild-type,N/A
93_Old_Liver_25a,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
94_Old_Liver_25b,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
95_Old_Liver_25c,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
96_Old_Liver_26a,cis-aconitate + 5,0.0,Old,Wild-type,N/A
97_Old_Liver_26b,cis-aconitate + 5,0.0,Old,Wild-type,N/A
98_Old_Liver_26c,cis-aconitate + 5,0.0,Old,Wild-type,N/A
99_Old_Liver_27a,cis-aconitate + 5,0.0,Old,Wild-type,N/A
100_Old_Liver_27b,cis-aconitate + 5,0.0,Old,Wild-type,N/A
101_Old_Liver_27c,cis-aconitate + 5,0.0,Old,Wild-type,N/A
102_Old_Liver_28a,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
103_Old_Liver_28b,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
104_Old_Liver_28c,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
105_Old_Liver_29a,cis-aconitate + 5,0.0,Old,Wild-type,N/A
106_Old_Liver_29b,cis-aconitate + 5,0.0,Old,Wild-type,N/A
107_Old_Liver_29c,cis-aconitate + 5,0.0,Old,Wild-type,N/A
108_Old_Liver_30a,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
109_Old_Liver_30b,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
110_Old_Liver_30c,cis-aconitate + 5,0.0,Old,SIRT6-tg,N/A
111_Old_Liver_31a,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
112_Old_Liver_31b,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
113_Old_Liver_31c,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
114_Old_Liver_32a,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
115_Old_Liver_32b,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
116_Old_Liver_32c,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
117_Old_Liver_33a,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
118_Old_Liver_33b,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
119_Old_Liver_33c,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
120_Old_Liver_34a,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
121_Old_Liver_34b,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
122_Old_Liver_34c,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
123_Old_Liver_35a,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
124_Old_Liver_35b,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
125_Old_Liver_35c,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
126_Old_Liver_36a,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
127_Old_Liver_36b,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
128_Old_Liver_36c,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
129_Old_Liver_37a,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
130_Old_Liver_37b,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
131_Old_Liver_37c,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
132_Old_Liver_38a,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
133_Old_Liver_38b,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
134_Old_Liver_38c,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
135_Old_Liver_39a,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
136_Old_Liver_39b,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
137_Old_Liver_39c,cis-aconitate + 5,0.0,Old,SIRT6-tg,[U-13C]Lactate
138_Old_Liver_40a,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
139_Old_Liver_40b,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
140_Old_Liver_40c,cis-aconitate + 5,0.0,Old,Wild-type,[U-13C]Lactate
01_Young_Liver_1a,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
02_Young_Liver_1b,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
03_Young_Liver_1c,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
05_Young_Liver_2a,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
06_Young_Liver_2b,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
07_Young_Liver_2c,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
09_Young_Liver_3a,cis-aconitate + 6,0.0,Young,Wild-type,N/A
10_Young_Liver_3b,cis-aconitate + 6,0.0,Young,Wild-type,N/A
11_Young_Liver_3c,cis-aconitate + 6,0.0,Young,Wild-type,N/A
13_Young_Liver_4a,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
14_Young_Liver_4b,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
15_Young_Liver_4c,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
17_Young_Liver_5a,cis-aconitate + 6,0.0,Young,Wild-type,N/A
18_Young_Liver_5b,cis-aconitate + 6,0.0,Young,Wild-type,N/A
19_Young_Liver_5c,cis-aconitate + 6,0.0,Young,Wild-type,N/A
21_Young_Liver_6a,cis-aconitate + 6,0.0,Young,Wild-type,N/A
22_Young_Liver_6b,cis-aconitate + 6,0.0,Young,Wild-type,N/A
23_Young_Liver_6c,cis-aconitate + 6,0.0,Young,Wild-type,N/A
25_Young_Liver_7a,cis-aconitate + 6,0.0,Young,Wild-type,N/A
26_Young_Liver_7b,cis-aconitate + 6,0.0,Young,Wild-type,N/A
27_Young_Liver_7c,cis-aconitate + 6,0.0,Young,Wild-type,N/A
29_Young_Liver_8a,cis-aconitate + 6,0.0,Young,Wild-type,N/A
30_Young_Liver_8b,cis-aconitate + 6,0.0,Young,Wild-type,N/A
31_Young_Liver_8c,cis-aconitate + 6,0.0,Young,Wild-type,N/A
33_Young_Liver_9a,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
34_Young_Liver_9b,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
37_Young_Liver_10a,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
38_Young_Liver_10b,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
39_Young_Liver_10c,cis-aconitate + 6,0.0,Young,SIRT6-tg,N/A
41_Young_Liver_11a,cis-aconitate + 6,0.0,Young,Wild-type,[U-13C]Lactate
42_Young_Liver_11b,cis-aconitate + 6,0.0,Young,Wild-type,[U-13C]Lactate
43_Young_Liver_11c,cis-aconitate + 6,0.0,Young,Wild-type,[U-13C]Lactate
45_Young_Liver_12a,cis-aconitate + 6,0.0,Young,Wild-type,[U-13C]Lactate
46_Young_Liver_12b,cis-aconitate + 6,0.0,Young,Wild-type,[U-13C]Lactate
