Tissue,Gene_Symbol,gradient,abs_gradient
Heart_Decellularized_Tissue,Serpina1c,1.1084431387390148,1.1084431387390148
Lung,MASP2,1.1037163910970846,1.1037163910970846
Heart_Decellularized_Tissue,Vwf,1.097954982521478,1.097954982521478
Heart_Decellularized_Tissue,Mbp,1.0958897844364675,1.0958897844364675
Kidney_Tubulointerstitial,LMAN1,-1.0881247870535575,1.0881247870535575
Heart_Decellularized_Tissue,C1qc,1.087416802062565,1.087416802062565
Lung,MME,-1.0650613318361009,1.0650613318361009
Skeletal_muscle_EDL,Vtn,1.0650067174251945,1.0650067174251945
Heart_Decellularized_Tissue,Anxa11,1.0608422178864734,1.0608422178864734
Heart_Decellularized_Tissue,S100a13,1.0570144330283067,1.0570144330283067
Ovary,HPX,1.0382056204417724,1.0382056204417724
Kidney_Glomerular,LRG1,1.0263224703779867,1.0263224703779867
Kidney_Tubulointerstitial,PLXDC2,1.0239972553262435,1.0239972553262435
Kidney_Tubulointerstitial,COLEC12,-1.0150523073998199,1.0150523073998199
Heart_Decellularized_Tissue,M6pr,1.0145809059627386,1.0145809059627386
Heart_Decellularized_Tissue,Hcfc1,1.0059595290588905,1.0059595290588905
Lung,FCN2,1.0049968020347895,1.0049968020347895
Heart_Decellularized_Tissue,Egln1,-0.9917145982176336,0.9917145982176336
Heart_Decellularized_Tissue,Anxa6,0.9894750550318989,0.9894750550318989
Kidney_Tubulointerstitial,FGF2,-0.986343547780896,0.986343547780896
Heart_Decellularized_Tissue,Nell2,0.9855745900078898,0.9855745900078898
Heart_Decellularized_Tissue,Pik3ip1,-0.9822324797224996,0.9822324797224996
Heart_Decellularized_Tissue,Edil3,0.9711540501293285,0.9711540501293285
Kidney_Tubulointerstitial,LGALS9,0.9655374039196242,0.9655374039196242
Ovary_Cortex,EFEMP2,-0.9645706777074637,0.9645706777074637
Ovary,BGN,0.9494799971903675,0.9494799971903675
Heart_Decellularized_Tissue,Htra1,-0.9490968948971252,0.9490968948971252
Lung,LTBP1,0.9478777494686179,0.9478777494686179
Heart_Decellularized_Tissue,Bcan,0.9426890851489924,0.9426890851489924
Lung,ANXA1,-0.9407169886112685,0.9407169886112685
Skeletal_muscle_EDL,Lum,0.9293774257883534,0.9293774257883534
Lung,TIMP1,-0.9277500875717841,0.9277500875717841
Kidney_Glomerular,CXCL12,0.926968980615916,0.926968980615916
Skeletal_muscle_TA,Dcn,0.9261091036907622,0.9261091036907622
Lung,EBI3,0.9205090681476756,0.9205090681476756
Kidney_Tubulointerstitial,COL15A1,-0.9081005390539946,0.9081005390539946
Kidney_Tubulointerstitial,SERPINB1A,0.9038301854359195,0.9038301854359195
Lung,GPC4,0.9020672375289795,0.9020672375289795
Intervertebral_disc_NP,F9,0.8985354233163431,0.8985354233163431
Heart_Decellularized_Tissue,P4ha1,-0.8961815144210589,0.8961815144210589
Lung,MMP13,-0.8944582842388832,0.8944582842388832
Heart_Decellularized_Tissue,Slit1,0.8734427991764715,0.8734427991764715
Ovary_Cortex,LAMC3,-0.8632011860011715,0.8632011860011715
Heart_Decellularized_Tissue,Timp2,0.8552775009362293,0.8552775009362293
Heart_Decellularized_Tissue,Ctsh,0.8395309707507289,0.8395309707507289
Heart_Decellularized_Tissue,Adam22,0.8381538689222162,0.8381538689222162
Ovary,LAMA5,-0.8264448970440862,0.8264448970440862
Kidney_Glomerular,SERPINF1,0.8113670755259977,0.8113670755259977
Kidney_Glomerular,COL8A1,0.8090493475911256,0.8090493475911256
Intervertebral_disc_NP,MMRN2,-0.8076982383819656,0.8076982383819656
Heart_Native_Tissue,PRG3,0.8069117313741282,0.8069117313741282
Intervertebral_disc_NP,DSP,-0.7980573785973937,0.7980573785973937
Kidney_Tubulointerstitial,COL18A1,0.7842936295766632,0.7842936295766632
Heart_Decellularized_Tissue,Adam23,-0.7821688751572853,0.7821688751572853
Kidney_Tubulointerstitial,SERPINB6B,0.7736111194624231,0.7736111194624231
Ovary,COL6A2,0.7630553897762049,0.7630553897762049
Intervertebral_disc_NP,SDC2,-0.7606022724371705,0.7606022724371705
Heart_Decellularized_Tissue,Vcan,0.7584927715930179,0.7584927715930179
Heart_Decellularized_Tissue,Elfn2,0.7552146459970926,0.7552146459970926
Heart_Native_Tissue,ELANE,-0.7433678494017438,0.7433678494017438
Heart_Decellularized_Tissue,Try4,-0.7391410087477744,0.7391410087477744
Kidney_Glomerular,C1QC,0.7376881024306788,0.7376881024306788
Ovary,FBN1,0.7157656689117989,0.7157656689117989
Brain_Cortex,F10,-0.7114253480437279,0.7114253480437279
Heart_Decellularized_Tissue,Brinp2,0.7076990205877454,0.7076990205877454
Heart_Decellularized_Tissue,Lama1,-0.6951518326834573,0.6951518326834573
Heart_Decellularized_Tissue,Sema4a,0.6874486058706029,0.6874486058706029
Ovary,LGALS3,0.6804228493823162,0.6804228493823162
Heart_Decellularized_Tissue,Adam11,0.6787683326003864,0.6787683326003864
Lung,TGM1,-0.6688194581154269,0.6688194581154269
Heart_Native_Tissue,MPI,0.6634868538904631,0.6634868538904631
Lung,SERPIND1,0.6626418916125905,0.6626418916125905
Ovary_Cortex,F12,-0.6602533884997785,0.6602533884997785
Heart_Decellularized_Tissue,Sdc2,-0.6574671229518078,0.6574671229518078
Lung,CTSC,-0.6545085491083841,0.6545085491083841
Heart_Decellularized_Tissue,Cspg5,-0.6511475085910966,0.6511475085910966
Lung,ECM1,-0.6470167929320538,0.6470167929320538
Heart_Decellularized_Tissue,S100a16,0.6367730688669185,0.6367730688669185
Heart_Decellularized_Tissue,Creld2,0.6364144259567798,0.6364144259567798
Kidney_Tubulointerstitial,NID1,0.6264914489274138,0.6264914489274138
Kidney_Glomerular,CTSZ,0.6244268825796817,0.6244268825796817
Heart_Decellularized_Tissue,Fstl1,-0.6209398390801989,0.6209398390801989
Skeletal_muscle_EDL,Serping1,-0.6199604863134434,0.6199604863134434
Intervertebral_disc_NP,ITIH3,0.6181178923527426,0.6181178923527426
Lung,ADAM19,0.6178507718210791,0.6178507718210791
Intervertebral_disc_NP,CTSG,0.6177351001943047,0.6177351001943047
Intervertebral_disc_NP,C1QA,0.6049898450329027,0.6049898450329027
Lung,SBSPON,-0.5986632051675065,0.5986632051675065
Ovary,ANXA2,0.5903748063075205,0.5903748063075205
Lung,COL10A1,0.5886906377924358,0.5886906377924358
Lung,ADAMTSL5,0.5734489799180663,0.5734489799180663
Heart_Native_Tissue,INHBC,0.5706552280632536,0.5706552280632536
Kidney_Glomerular,SERPINB9,-0.5645186879425246,0.5645186879425246
Ovary_Cortex,MATN2,0.561800678475317,0.561800678475317
Ovary_Cortex,LTBP4,-0.5607127862038832,0.5607127862038832
Lung,S100A7A,-0.5603483573104038,0.5603483573104038
Heart_Decellularized_Tissue,Cabp1,0.5565070428016791,0.5565070428016791
Kidney_Glomerular,A2M,0.5543556534493187,0.5543556534493187
Heart_Decellularized_Tissue,Tnr,0.5503874511038602,0.5503874511038602
Lung,F13A1,0.5439664652920017,0.5439664652920017
Kidney_Tubulointerstitial,IGFBP7,0.5434300866472426,0.5434300866472426
Ovary,EMILIN1,0.5419714329134797,0.5419714329134797
Ovary_Cortex,SPON1,-0.5315738291279681,0.5315738291279681
Lung,SMAP2,-0.525687505883522,0.525687505883522
Heart_Decellularized_Tissue,Cspg4,0.4942769136377309,0.4942769136377309
Lung,CPN2,0.4861515943030334,0.4861515943030334
Brain_Hippocampus,Ltbp4,-0.4848901993040538,0.4848901993040538
Kidney_Tubulointerstitial,S100A11,0.4848354500944016,0.4848354500944016
Kidney_Glomerular,SRPX,0.48448273137555914,0.48448273137555914
Lung,LGALS1,-0.4643688795987703,0.4643688795987703
Heart_Native_Tissue,TGM3,-0.4641360716227216,0.4641360716227216
Lung,ACAN,0.4607245589137724,0.4607245589137724
Lung,ADAMTSL4,0.455826977048346,0.455826977048346
Kidney_Glomerular,VWF,-0.45383089783369773,0.45383089783369773
Ovary_Cortex,NGLY1,-0.44992481360850634,0.44992481360850634
Kidney_Glomerular,ADAM10,-0.44668774852632703,0.44668774852632703
Lung,FGL2,0.44524094123761604,0.44524094123761604
Lung,INHBE,0.4428287246403965,0.4428287246403965
Heart_Decellularized_Tissue,Ntng1,-0.4412370225839989,0.4412370225839989
Kidney_Glomerular,ABI3BP,0.4394061328583276,0.4394061328583276
Heart_Decellularized_Tissue,Fga,-0.4389126916407155,0.4389126916407155
Intervertebral_disc_NP,COL28A1,-0.4388569126808022,0.4388569126808022
Intervertebral_disc_NP,C1QTNF5,0.4366456227712605,0.4366456227712605
Heart_Decellularized_Tissue,Creld1,0.4364631138154678,0.4364631138154678
Lung,FLG2,-0.4352742750722666,0.4352742750722666
Lung,KCP,0.4284939860531098,0.4284939860531098
Heart_Decellularized_Tissue,Plxnc1,0.4236449165569937,0.4236449165569937
Heart_Native_Tissue,COL5A3,0.4206072339028577,0.4206072339028577
Heart_Decellularized_Tissue,Serpinb9b,0.41717146314161346,0.41717146314161346
Lung,FBN2,0.41686938970518456,0.41686938970518456
Heart_Native_Tissue,PAPLN,0.40742571470720057,0.40742571470720057
Lung,COL4A6,0.3991274462686177,0.3991274462686177
Heart_Decellularized_Tissue,Plxnd1,-0.3978263106242392,0.3978263106242392
Kidney_Glomerular,EMILIN2,-0.39675391805029786,0.39675391805029786
Lung,ANGPTL6,0.3942977836305532,0.3942977836305532
Lung,ADAM15,-0.39188445626588014,0.39188445626588014
Kidney_Tubulointerstitial,LAMA4,0.3906537979445792,0.3906537979445792
Lung,GDF15,-0.38697628246918064,0.38697628246918064
Lung,CLEC18B,0.3820466603419083,0.3820466603419083
Lung,ARG1,-0.3800089595313644,0.3800089595313644
Kidney_Tubulointerstitial,PLXNA1,-0.3799257588382287,0.3799257588382287
Skeletal_muscle_EDL,Fgf1,0.3743615600245872,0.3743615600245872
Lung,PDF,0.37404515137630007,0.37404515137630007
Kidney_Glomerular,LOXL1,0.3726282436014433,0.3726282436014433
Intervertebral_disc_OAF,PLXNB2,-0.3691075261512355,0.3691075261512355
Heart_Decellularized_Tissue,Sema4f,0.35366961720678897,0.35366961720678897
Heart_Native_Tissue,COL8A2,-0.3531991409340959,0.3531991409340959
Kidney_Glomerular,SPARCL1,-0.352075731975776,0.352075731975776
Heart_Decellularized_Tissue,Elfn1,0.33968238909464815,0.33968238909464815
Brain_Hippocampus,F13b,0.33901815520003176,0.33901815520003176
Kidney_Glomerular,FBLN2,-0.335865672316954,0.335865672316954
Intervertebral_disc_NP,SERPINA7,0.3336565152532254,0.3336565152532254
Kidney_Glomerular,LAMB2,-0.32994328752212154,0.32994328752212154
Kidney_Glomerular,CSPG4,-0.32395693364132505,0.32395693364132505
Kidney_Tubulointerstitial,LAMA2,-0.32059537846803915,0.32059537846803915
Intervertebral_disc_OAF,SERPINB6,0.31769368172799917,0.31769368172799917
Heart_Decellularized_Tissue,Sdc3,0.3166669533371096,0.3166669533371096
Ovary_Cortex,C1QB,0.3088970451331717,0.3088970451331717
Lung,COL22A1,0.3043541657859079,0.3043541657859079
Kidney_Glomerular,ANGPTL2,0.3041929395459113,0.3041929395459113
Lung,CSTA,0.29885624701109337,0.29885624701109337
Brain_Hippocampus,Eln,-0.2954021923620845,0.2954021923620845
Kidney_Glomerular,ADIPOQ,0.2944724594254181,0.2944724594254181
Lung,SERPINB12,-0.28745221236192464,0.28745221236192464
Lung,WISP2,-0.2862539146483041,0.2862539146483041
Heart_Native_Tissue,THSD4,0.2831426910654708,0.2831426910654708
Lung,CLEC5A,0.27781319664743925,0.27781319664743925
Kidney_Glomerular,LGALS8,-0.27723384718537253,0.27723384718537253
Lung,NTN3,-0.27691753645211414,0.27691753645211414
Lung,LAMB4,0.27497808509060473,0.27497808509060473
Lung,CXCL14,0.27414799445620386,0.27414799445620386
Intervertebral_disc_NP,VIT,-0.2728804443370866,0.2728804443370866
Ovary_Cortex,TGFB1,0.26976490756047106,0.26976490756047106
Heart_Decellularized_Tissue,Anxa4,0.2630557001153998,0.2630557001153998
Heart_Native_Tissue,SERPINA4,0.26086758102751256,0.26086758102751256
Intervertebral_disc_NP,KAL1,-0.25430821343786575,0.25430821343786575
Ovary,COL16A1,0.25286645198011176,0.25286645198011176
Lung,PRSS2,-0.25217662364222526,0.25217662364222526
Kidney_Glomerular,MMP9,-0.248357670223398,0.248357670223398
Heart_Decellularized_Tissue,Bdnf,0.23866646126995852,0.23866646126995852
Heart_Decellularized_Tissue,Hapln4,0.2330783109411854,0.2330783109411854
Kidney_Glomerular,LTBP2,0.22474630501418602,0.22474630501418602
Heart_Decellularized_Tissue,Plxnb1,0.22307177649463342,0.22307177649463342
Lung,SLPI,0.2171146476423928,0.2171146476423928
Lung,PRG2,-0.21593362927011864,0.21593362927011864
Heart_Native_Tissue,MGP,-0.21028235636590986,0.21028235636590986
Brain_Hippocampus,Emilin2,-0.2086504664417321,0.2086504664417321
Lung,HRNR,-0.20358392802485328,0.20358392802485328
Intervertebral_disc_OAF,SERPINA10,-0.20104940536485763,0.20104940536485763
Heart_Decellularized_Tissue,Cbln4,0.1976123165778233,0.1976123165778233
Kidney_Glomerular,FGF1,-0.19619997657056196,0.19619997657056196
Heart_Decellularized_Tissue,Grip1,0.19370399709804598,0.19370399709804598
Lung,FRAS1,0.18840373297361493,0.18840373297361493
Lung,COL11A2,-0.18827904584940428,0.18827904584940428
Heart_Decellularized_Tissue,Anxa3,0.18666617829066867,0.18666617829066867
Skeletal_muscle_EDL,Aebp1,0.1862454124738893,0.1862454124738893
Heart_Decellularized_Tissue,S100a1,0.185175012203291,0.185175012203291
Intervertebral_disc_NP,VEGFA,-0.18380018453828045,0.18380018453828045
Intervertebral_disc_NP,SLIT3,-0.17923660589857057,0.17923660589857057
Heart_Decellularized_Tissue,Sema4b,-0.17869476515958693,0.17869476515958693
Heart_Decellularized_Tissue,Spon1,0.17586423643974922,0.17586423643974922
Kidney_Glomerular,SEMA3C,-0.17283532714821734,0.17283532714821734
Ovary_Cortex,LAMA3,0.16882803131145815,0.16882803131145815
Kidney_Glomerular,SERPINB8,-0.1687688819051082,0.1687688819051082
Lung,EGF,-0.16730809472509056,0.16730809472509056
Lung,FREM1,-0.16500734702726194,0.16500734702726194
Intervertebral_disc_NP,HABP2,0.16285492771293264,0.16285492771293264
Intervertebral_disc_NP,KERA,0.16275945316126872,0.16275945316126872
Heart_Decellularized_Tissue,Crlf3,0.16099953133686248,0.16099953133686248
Intervertebral_disc_NP,ANGPTL4,0.1603827635314706,0.1603827635314706
Heart_Decellularized_Tissue,C1qb,0.1570074246745323,0.1570074246745323
Heart_Native_Tissue,COL9A2,-0.15598019138476052,0.15598019138476052
Lung,FNDC1,-0.150601301447272,0.150601301447272
Lung,IGFALS,-0.149045526682614,0.149045526682614
Intervertebral_disc_NP,IGFBP6,0.14534750179753192,0.14534750179753192
Intervertebral_disc_NP,MMP2,-0.1409752896054912,0.1409752896054912
Lung,SERPINA5,-0.14056053860622378,0.14056053860622378
Kidney_Glomerular,EGFLAM,-0.13996313781422656,0.13996313781422656
Intervertebral_disc_NP,TNFAIP6,0.13960549256706214,0.13960549256706214
Intervertebral_disc_NP,MBL2,0.13549262204991808,0.13549262204991808
Intervertebral_disc_OAF,SERPINE1,0.1326108081915997,0.1326108081915997
Brain_Hippocampus,Ltbp1,-0.13140956210577,0.13140956210577
Lung,SEMA3B,-0.12973022558238725,0.12973022558238725
Intervertebral_disc_NP,INHBA,-0.12600325144497276,0.12600325144497276
Intervertebral_disc_NP,MMP3,0.1253100875674348,0.1253100875674348
Intervertebral_disc_NP,HMCN1,-0.12454001767639615,0.12454001767639615
Intervertebral_disc_OAF,CYR61,0.12103953139279315,0.12103953139279315
Intervertebral_disc_OAF,S100A1,-0.12029128749856857,0.12029128749856857
Intervertebral_disc_NP,CLEC3A,0.11753518939098796,0.11753518939098796
Heart_Decellularized_Tissue,S100a6,0.11710454093990307,0.11710454093990307
Intervertebral_disc_NP,PPBP,0.11632138826569617,0.11632138826569617
Lung,LGALS2,0.11509624643268775,0.11509624643268775
Intervertebral_disc_NP,SCUBE1,-0.11266278765979335,0.11266278765979335
Intervertebral_disc_NP,MXRA5,-0.11002074689677818,0.11002074689677818
Intervertebral_disc_NP,GDF10,-0.10726588753529719,0.10726588753529719
Lung,FREM2,-0.10607044291357352,0.10607044291357352
Intervertebral_disc_NP,THBS3,-0.10495327508650852,0.10495327508650852
Intervertebral_disc_NP,CCL18,-0.10489833299525188,0.10489833299525188
Lung,C7,0.10471426677233071,0.10471426677233071
Intervertebral_disc_NP,FAM20C,0.10447891082340924,0.10447891082340924
Lung,COL4A5,0.10338852516542281,0.10338852516542281
Intervertebral_disc_NP,SFRP1,-0.10304870174410768,0.10304870174410768
Intervertebral_disc_NP,MASP1,0.10274423550165894,0.10274423550165894
Intervertebral_disc_NP,OMD,0.10068899504114245,0.10068899504114245
Intervertebral_disc_NP,MDK,-0.09959676110945788,0.09959676110945788
Intervertebral_disc_NP,FGFBP2,0.0992836008939212,0.0992836008939212
Intervertebral_disc_NP,CHAD,0.09896548256896902,0.09896548256896902
Intervertebral_disc_NP,MIF,-0.0973446344198094,0.0973446344198094
Intervertebral_disc_NP,LTBP3,-0.09694102220426123,0.09694102220426123
Intervertebral_disc_NP,SPP1,-0.09687501954312695,0.09687501954312695
Intervertebral_disc_NP,HGFAC,0.09685155271490378,0.09685155271490378
Intervertebral_disc_NP,SPON2,0.09458539930364455,0.09458539930364455
Intervertebral_disc_NP,PRSS3P2;PRSS2;PRSS1,-0.09433094389799825,0.09433094389799825
Kidney_Glomerular,CRELD1,-0.09426727822146906,0.09426727822146906
Intervertebral_disc_NP,SMOC1,-0.092166646379464,0.092166646379464
Intervertebral_disc_NP,CLEC11A,0.09201019699668166,0.09201019699668166
Intervertebral_disc_NP,EPYC,0.09190387608069105,0.09190387608069105
Intervertebral_disc_NP,BMP1,-0.09039883613817373,0.09039883613817373
Lung,TINAG,0.08921013373046545,0.08921013373046545
Lung,SEMA3G,0.08912346539679136,0.08912346539679136
Intervertebral_disc_NP,SEMA3E,-0.08857594388592996,0.08857594388592996
Intervertebral_disc_NP,LOXL3,0.08690098361110418,0.08690098361110418
Intervertebral_disc_NP,SRPX2,0.08601146781627945,0.08601146781627945
Intervertebral_disc_OAF,CLEC3B,-0.08591051550991431,0.08591051550991431
Intervertebral_disc_NP,SEMA3A,0.08427948118845859,0.08427948118845859
Heart_Decellularized_Tissue,Lgi3,-0.08414897728328824,0.08414897728328824
Lung,MUC1,0.08410161507513804,0.08410161507513804
Intervertebral_disc_NP,P4HA2,-0.08409869704760173,0.08409869704760173
Intervertebral_disc_NP,HYAL1,-0.0827138267459222,0.0827138267459222
Intervertebral_disc_NP,LEFTY2;LEFTY1,-0.08168552986331412,0.08168552986331412
Intervertebral_disc_NP,SNED1,-0.07889776456348872,0.07889776456348872
Intervertebral_disc_NP,NRP1,-0.07859307669495363,0.07859307669495363
Intervertebral_disc_NP,HTRA3,0.07730497594387026,0.07730497594387026
Lung,ADAMTS5,0.07683782356644155,0.07683782356644155
Intervertebral_disc_NP,SCUBE3,-0.07478022013743164,0.07478022013743164
Intervertebral_disc_NP,MATN3,-0.07376483869536077,0.07376483869536077
Intervertebral_disc_NP,CTSF,-0.07352141626770005,0.07352141626770005
Intervertebral_disc_NP,THBS2,0.07210103204529147,0.07210103204529147
Lung,NTN4,-0.06881585838968121,0.06881585838968121
Intervertebral_disc_NP,NTN1,-0.06754043061899782,0.06754043061899782
Intervertebral_disc_NP,GPC1,0.0672316365916207,0.0672316365916207
Intervertebral_disc_NP,CD209,0.06702296835352776,0.06702296835352776
Brain_Hippocampus,Col4a3,-0.06666605165825712,0.06666605165825712
Intervertebral_disc_NP,SEMA3D,0.0660844828648452,0.0660844828648452
Lung,NPNT,0.06507119485051656,0.06507119485051656
Intervertebral_disc_NP,LPA,-0.06505342511721467,0.06505342511721467
Intervertebral_disc_NP,ITIH6,-0.06500776131970891,0.06500776131970891
Lung,MFAP5,-0.06434010095447606,0.06434010095447606
Intervertebral_disc_NP,LEPRE1,-0.06429504666758568,0.06429504666758568
Intervertebral_disc_NP,ANGPTL5,0.06409028268149149,0.06409028268149149
Intervertebral_disc_OAF,P4HA1,-0.06366218136435822,0.06366218136435822
