Gene_Symbol,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,reconstruction_error
Plxna4,0.13768053,0.23707652,-1.76252,-0.817194,0.27510017,-0.26132655,0.9472926,-0.060903803,0.013356629
Plxnb1,0.13575244,0.27562538,-1.4444208,-0.6183084,0.30090907,-0.2322518,0.6379336,-0.011999264,0.011114762
Plxnb2,-0.0763713,0.7768819,-1.777701,-1.3585266,0.1551569,-0.30300504,0.96311986,0.4444161,0.06469997
Plxnc1,0.13612643,0.25184906,-1.5591173,-0.6808249,0.29321083,-0.25084004,0.7569795,-0.042561278,0.009776962
Plxnd1,-0.03608887,0.51244575,-1.7220315,-1.1440046,0.14432387,-0.23230466,1.005303,0.29385445,0.03601107
Podn,-0.19552627,1.1841822,-1.7165247,-1.0219452,0.9169819,-0.37577996,0.079529226,0.11689681,0.07766431
Postn,-0.82727814,5.2395735,-9.096311,-7.877487,5.520215,-1.1112338,0.26430625,0.64642763,2.2297657
Prelp,1.1147171,0.37964064,1.0008076,-1.5972703,-0.17461315,0.040882222,-3.0460145,2.056555,0.80040157
Ptn,0.1442334,0.15749116,-2.421346,-1.2586613,0.22147362,-0.27114543,1.5580356,-0.100163355,0.04240895
Pxdn,-1.1152796,3.7339935,-5.1053963,-4.49952,1.9474707,-0.38137528,0.9592882,2.0690486,0.99377924
Pzp,0.25157914,0.85794294,-1.5949308,0.08559352,0.95324826,-0.9878631,-0.37942332,0.009971827,0.268219
REG1A;REG1B,0.10175178,0.540696,-0.9836434,-0.3781113,0.31639105,-0.09587929,-0.25574672,-0.05729197,0.01065058
REG3A,0.10620529,0.5356871,-0.97505677,-0.37419692,0.30487612,-0.063755006,-0.26793078,-0.031718224,0.009656521
REG4,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
Rif1,-0.0447155,1.1074659,-1.5788577,-1.5372095,0.31880647,-0.46506482,0.45233262,0.5614179,0.24896276
S100A1,1.3352845,3.1056151,-2.8578472,-0.9400016,0.34814015,-3.2872577,0.16070057,0.09081359,1.4600034
S100A10,0.37132794,1.0212874,-1.6328689,-2.6661878,-0.41772598,-1.3725263,-1.2967638,-1.0523579,0.21874337
S100A11,0.7748634,0.9994552,-2.6540208,-0.99854517,-0.05277093,-0.46251798,-0.97376716,0.5225962,0.16999462
S100A12,1.6476923,0.625959,-2.2018445,-2.6300056,1.4943839,-0.908267,0.24717568,1.4627259,0.3032128
S100A13,-1.2865494,-0.4731595,-3.3352618,-2.5152168,1.5975019,1.4351908,-0.65621144,3.0058398,0.8596371
S100A14,0.33031082,0.6800728,-0.903144,-0.48957705,0.29271758,-0.9007071,0.030114822,0.21107732,0.022292497
S100A16,0.26568222,0.5734065,-3.1778233,-4.7975473,1.779693,-1.0919465,0.84130913,3.471205,2.099742
S100A1;S100A1,0.09680838,0.08842615,-0.88413465,-0.52624357,0.63848525,0.05104915,-0.19050048,0.15889618,0.004715941
S100A2,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
S100A3,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
S100A4,1.4461782,1.7789629,-4.544312,-1.3583308,2.8628643,4.374515,-0.8292494,0.39851096,0.14322913
S100A6,0.12585455,0.011501294,-3.1512923,-3.3904424,1.8679534,1.3905549,-0.54681516,2.0085895,0.42698577
S100A7,0.11157168,0.6090712,-0.9430094,-0.26063493,0.3300014,-0.9046781,0.1572261,0.64502,0.024779508
S100A7A,0.06367615,1.1465207,-0.6364579,-0.17617272,0.7893775,0.1566256,0.4035021,-0.103929624,0.18603227
S100A7L2,0.23455662,0.5309705,-0.9875921,-0.5688675,0.33609027,-0.089057,-0.21641387,0.15619174,0.00611806
S100A8,-0.23237044,0.44708574,-5.3886476,-0.122627735,3.1708941,-5.3107734,1.350183,4.073256,0.90449286
S100A9,1.838269,1.1946108,-7.52667,-1.0845906,2.6120737,-3.1047106,-1.2597243,3.0282207,0.42807078
S100B,0.28035572,0.8877559,-3.1506588,-1.9604589,2.1254957,2.9970145,-0.96970975,0.3823946,0.06682873
S100G,0.30606222,0.8177744,-1.0595232,-0.600862,0.28654233,-0.6281935,-0.021036737,0.18963034,0.01323996
S100P,0.3541621,0.51837677,-1.1352975,-0.35009062,0.55510944,-0.5590268,-0.1589032,0.005121082,0.0281899
S100a1,0.4065303,1.1587777,-0.5435631,-0.7335122,0.9136803,-0.49037468,-1.3642257,0.77697605,0.017303152
S100a10,0.08608248,1.1028291,-0.083769664,-1.1824374,0.7562577,0.012449838,-1.4551971,1.0935373,0.4309754
S100a11,0.1170151,0.6176791,-0.29345194,-0.77341485,0.4906861,0.124279596,-0.9219364,0.65042335,0.09302603
S100a13,0.13304192,0.53679127,-0.58667874,-0.68302083,0.43479195,-0.015624374,-0.45569158,0.4717108,0.0340368
S100a16,0.22734115,0.5071287,-0.9375812,-0.54594964,0.45969468,-0.2826818,-0.18223451,0.17627105,0.007938022
S100a4,0.92457783,2.7908344,-0.5683738,-1.2999977,1.792476,-1.144342,-3.3328385,1.7625214,0.04477148
S100a5,0.85365915,2.9888754,-0.27134216,-1.5396123,1.9628565,-1.0898489,-3.9847553,1.7671034,1.6906111
S100a6,1.1968375,3.1723123,-1.127793,-0.91960764,2.0935683,-2.139691,-3.2359514,1.7408252,0.13809203
S100a9,0.5245168,0.6069451,-0.80128026,-0.92332363,0.5501418,-0.39700317,-1.4351963,0.55720735,0.35866848
S100b,0.49243546,1.3929367,-0.50520056,-0.7474201,1.0619291,-0.65510815,-1.65726,0.8993063,0.038386013
SBSPON,-0.23941633,1.0709887,-1.0224916,0.17126334,0.66802716,-0.12709546,0.25996268,-0.53760767,0.20883355
SCUBE1,0.19770601,1.0522802,-1.6755958,-0.869004,-0.34266195,0.94948024,-1.3321167,-0.24967076,0.054232646
SCUBE3,0.3049156,0.6082138,-1.1138371,-0.75528556,0.18835793,0.14280364,-0.35501188,0.24228522,0.010455362
SCYL1,0.12481288,0.49374872,-0.82641685,-0.6824297,0.3351067,-0.016335972,-0.11035692,0.26656324,0.009293668
SDC1,-1.3060201,-0.0075616986,-5.840486,-1.6764451,0.93500274,-1.6361449,-1.9192778,-0.6206625,0.52447295
SDC2,1.0902635,2.1063545,-5.2864575,-2.9172719,-0.6747326,0.22837946,-2.3041313,0.7307219,0.91652757
SDC4,-0.13500482,-0.92695504,-1.8802705,-1.0769681,1.8132844,0.47146627,-0.4792958,0.9861369,0.49022317
SEMA3A,0.4923554,0.7794428,-1.1301254,-0.64616287,1.2612816,-1.8053719,0.8350118,0.5932735,0.0916351
SEMA3B,0.30573887,0.21898094,-2.05106,-0.8387035,0.49413413,-0.5201892,-0.6800335,0.36128524,0.060769867
SEMA3C,0.15254068,0.25112724,-1.034177,-0.66971564,0.4666755,0.6064352,-0.45959562,0.3200307,0.028153058
SEMA3D,0.061038844,0.50409263,-0.9388981,-0.29482514,0.3484794,-0.13386473,-0.23213732,-0.08218311,0.01264286
SEMA3E,0.33025753,0.4335455,-1.0845611,-0.84799397,0.24080141,0.49150154,-0.47910613,0.3159358,0.017401151
SEMA3F,0.13980713,0.22128156,-0.8973037,-0.5355047,0.56458,-0.04514861,-0.16302136,0.14896262,0.0035439709
SEMA3G,0.3116875,1.6071367,-0.48501945,-0.53469205,0.93704885,-0.14732522,0.7417193,0.24975471,0.044792194
SEMA7A,0.0073203743,-0.28370574,-1.087213,-0.6477783,0.8951397,0.28380683,-0.33003592,0.35426718,0.045947317
SERPINA1,1.3825489,1.8642082,-1.2408212,-0.41751766,2.3994875,-1.9970568,1.0107802,-0.6405116,0.63722014
SERPINA10,1.2839552,0.61020005,-2.1368845,-0.64719903,2.3087847,-2.9513335,0.47103274,0.3662816,0.33694944
SERPINA12,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
SERPINA1A,0.03952594,-0.11829843,-0.974066,-0.5814669,0.7617315,0.19035164,-0.26754695,0.22145751,0.015923565
SERPINA1B,0.03452573,-0.14366361,-0.98382676,-0.59275305,0.7717266,0.20596555,-0.2810023,0.2370071,0.018627528
SERPINA1C,0.03177493,-0.15761828,-0.98919666,-0.5989621,0.7772254,0.2145555,-0.28840476,0.24556164,0.02026863
SERPINA1D,0.05744838,-0.027380466,-0.93907976,-0.5410132,0.72590566,0.13438576,-0.21931814,0.16572225,0.009189578
SERPINA1E,-0.20361912,-1.2795502,-2.3012269,-1.3322071,2.3294494,0.5455072,-0.5730924,1.3133053,0.9449889
SERPINA3,1.2759573,1.7315462,-1.378901,-1.1728195,1.8485777,-1.3203527,0.68412507,-1.3974053,0.17261659
SERPINA3G,0.40630814,0.733072,-1.1656786,-0.24069032,0.6022151,-0.090022594,0.05961714,0.24239956,0.0059613767
SERPINA3K,0.8146406,1.213272,-1.7090844,0.08745521,0.97223306,0.03601203,0.30851275,0.49464858,0.01336224
SERPINA3M,0.10445041,0.11088638,-0.8829311,-0.52979445,0.6236775,0.035638906,-0.1833959,0.15535617,0.0042888736
SERPINA3N,-0.036738593,-0.23240805,-0.9961655,-0.6669191,0.79793805,0.16056162,-0.3156492,0.24756296,0.023392394
SERPINA4,0.7688999,2.1359084,-0.71825004,-0.64094555,3.8368776,-3.008124,2.560596,0.6819409,0.1414194
SERPINA5,0.12656939,2.083831,-1.8481601,-1.5777746,1.8366401,3.5787175,-0.6827979,-0.087425485,0.19916841
SERPINA6,1.5852692,1.3957306,-3.2159963,-0.26070336,3.2404916,-4.5588207,0.395198,0.33322364,0.7616434
SERPINA7,0.2133824,0.80842614,-2.31891,0.15738004,2.1973083,-2.250067,0.21731912,-0.3357699,0.21468382
SERPINB1,1.3994541,1.1401578,-1.58559,-2.1672206,0.14316191,-0.9589039,-0.37669712,-1.1276488,0.37494507
SERPINB12,0.17337692,1.5649143,-0.6662137,-0.9266423,1.1782633,1.321478,0.33563238,0.38453257,0.16316476
SERPINB1A,0.17354879,0.17466232,-0.9193996,-0.42324966,0.6656711,0.13197556,-0.14149383,0.16965047,0.0053599025
SERPINB2,-1.9690071,2.4964433,-4.478433,1.5880361,2.0770917,0.69166833,-0.54552794,-3.5813186,0.37619752
SERPINB3,0.1466732,0.45121244,-1.6160494,-1.1483597,1.0399604,1.3026348,-0.5257257,0.37632525,0.046108592
SERPINB4,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
SERPINB5,0.33387348,0.6849051,-0.9043063,-0.49121657,0.29191276,-0.9106452,0.034484096,0.21332254,0.023152368
SERPINB6,1.1592901,0.8964202,-1.4132466,-2.0051322,1.5286833,-1.6430317,0.08961792,-1.2117345,0.81958187
SERPINB6;SERPINB6A,0.17902917,0.34577614,-0.91949594,-0.5384805,0.5019709,-0.137742,-0.14433493,0.14499883,0.003526934
SERPINB6B,0.5214729,0.9685642,-1.3610599,-0.08466713,0.6900073,-0.10913812,0.20921406,0.32422727,0.011897389
SERPINB7,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
SERPINB8,0.16226718,0.6299459,-0.62986547,-0.6634557,0.09751159,-0.7063629,0.107901484,0.32908675,0.054148898
SERPINB9,-1.6555594,0.59661126,-2.1047099,0.2526507,0.98127145,1.9280866,-1.4141563,-1.9936379,0.45802793
SERPINB9B,0.21544942,0.46137765,-0.94010293,-0.5412438,0.44383413,-0.22372109,-0.12698337,0.14131823,0.0044723274
SERPINC1,-0.39646453,0.34509516,-3.217382,-0.69570184,4.5667977,-7.103274,3.2107346,3.6913664,0.5329432
SERPIND1,0.97360843,0.5955473,-2.391714,-1.5400273,6.0745325,-7.506267,4.1842237,2.3622005,1.2152815
SERPINE1,-0.27503002,0.47152987,-0.68724525,-0.43643904,0.3452825,-0.015694588,-0.07020543,0.09974114,0.08319574
SERPINE2,3.1680725,3.113274,-6.680013,-0.7073797,4.388847,4.095677,-0.20192593,1.0910525,0.3781684
SERPINF1,0.4751321,1.1388758,-2.413524,0.2711564,3.4683213,-4.8927026,1.9499435,1.8767143,0.31741172
SERPINF2,1.6570436,-0.2538492,-1.0167502,-1.5988184,2.569337,-2.4475148,0.62915856,-0.24576525,0.15816952
SERPING1,1.6553118,0.6529333,-3.4919083,-2.0622714,0.9243175,-2.2157478,-0.9350271,-1.6821351,0.40797207
SERPINH1,0.5609382,3.8582973,-1.3205479,1.050356,1.9531488,-0.4091879,2.682584,1.8303081,0.33087936
SERPINI2,0.28488132,1.6573238,-0.4792538,-0.46025747,1.0912209,-0.0026780516,0.79294455,0.20103733,0.033386797
SFRP1,-0.15350607,-0.17067173,-1.0283349,-2.1763995,0.24110082,-1.2933942,-0.37767166,0.50434905,0.061289232
SFRP2,0.33175027,0.65742403,-0.8905759,-0.5022536,0.29272088,-0.88990057,0.021648552,0.22701128,0.021232119
SFRP4,-0.23362702,-0.056212634,-1.0294446,-1.7334296,0.12303905,-0.8784636,-0.5663065,0.21555662,0.03220605
SFTPA1,0.05113598,-0.05940219,-0.95140207,-0.5552612,0.73852366,0.1540972,-0.23630455,0.18535249,0.011033647
SFTPB,0.17732584,0.74109787,-1.0415262,-0.42571145,0.3095412,-0.4512872,-0.11329617,0.028468043,0.013819618
SFTPC,0.25216144,0.5991601,-0.9742739,-0.55417794,0.37529504,-0.3684263,-0.09127417,0.14734836,0.006880519
SFTPD,0.075496055,0.017327808,-0.9080342,-0.52827203,0.68980986,0.10258498,-0.21360445,0.15700008,0.0068691303
SLIT2,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
SLIT3,0.49592245,1.7773571,-3.587391,-2.475934,1.5252748,4.261483,-1.9460574,0.7134841,0.09713246
SLPI,0.27666005,1.0671551,-1.1271839,-0.62967503,-0.3428463,0.26406547,-0.73234165,-0.25823677,0.08195312
SMAP,0.08558201,0.5199243,-0.8099221,-0.7283841,0.30163422,0.049523793,-0.1193726,0.33711523,0.017718006
SMAP2,0.038352408,1.0320454,-0.63989854,-0.18600516,0.6953951,0.14213732,0.31632137,-0.11108734,0.16836016
SMOC1,0.35263577,0.62736976,-1.1487144,-0.8450891,0.14340948,0.22611707,-0.39381903,0.3183865,0.01470682
SMOC2,0.14684007,0.6763046,-1.1484888,-0.6104835,0.019119624,0.37313628,-0.6330879,-0.010541424,0.0178263
SNED1,0.33677483,1.0739053,-3.2072954,-2.050244,2.0666826,3.30673,-1.1328818,0.4439301,0.077815674
SPARC,0.17913473,1.7217948,-2.0150554,0.54699683,0.50859123,-0.26613718,-0.038874984,0.03887792,0.046415247
SPARCL1,1.152406,0.76897717,-2.1746333,-2.775425,1.883202,-0.008709781,0.55281854,1.905003,0.15002906
SPON1,0.28796926,0.9590465,-2.9793012,-3.1293674,2.0849237,2.46467,-0.81921065,1.455394,0.27406192
SPON1;MKIAA0762,0.07608288,0.01966102,-0.90646446,-0.5276867,0.6879517,0.1007861,-0.21282226,0.15757452,0.006772431
SPON2,-0.008055363,0.45511615,-0.92428505,-0.21344747,0.43517995,-0.22552195,-0.18332374,-0.13027985,0.017368335
SPP1,0.120977364,0.8739651,-1.4338902,-0.75799143,-0.23761687,0.70009446,-1.0687937,-0.16943695,0.041142374
SRPX,0.43435913,1.2161245,-2.2096734,-0.2689465,-0.20237596,-0.15524825,-1.0204965,-0.105149195,0.59712493
SRPX2,0.0059856586,0.9273819,-1.2439462,-0.20028341,0.057881813,-0.18435362,-0.31098926,-0.34849584,0.020666081
STFA2L1;STFA2,0.038246274,-0.12478981,-0.97656393,-0.58435524,0.76428944,0.1943475,-0.27099043,0.22543693,0.016581276
SULF1,0.24246496,0.54108006,-1.0058917,-0.59773064,0.3416734,-0.111887716,-0.20817755,0.14551944,0.006199285
SULF2,0.15969351,0.5860853,-1.0578038,-0.50504285,0.19982347,0.10794187,-0.36648804,0.043415815,0.008952346
SVEP1,0.23266354,0.49677956,-0.9920311,-0.5906891,0.36348534,-0.05273378,-0.22415277,0.14046563,0.0057184957
Sdc2,0.13466576,0.153314,-1.9000103,-0.9088198,0.25869453,-0.23803991,1.086307,-0.05210361,0.02123489
Sdc3,0.13677529,0.18656835,-1.8966126,-0.90678954,0.26152128,-0.25038067,1.0775042,-0.0602123,0.006631884
Sdc4,0.22943747,0.5116477,-0.94821024,-0.5530542,0.48576722,-0.32737932,-0.21113296,0.21089761,0.028305748
Sema3b,0.027602255,0.76270187,-1.1001115,-1.0457301,0.29294637,-0.12728377,0.10610813,0.4479801,0.04125634
Sema3c,3.0050383,-0.8952127,0.04230997,-0.5006582,-1.0647523,-0.6172637,-1.5542887,1.8365664,0.45024747
Sema4a,0.13804513,0.18627624,-1.9689054,-0.95529497,0.25629228,-0.25464252,1.143068,-0.06665616,0.0070018345
Sema4b,0.07505085,0.26657718,-1.5295534,-0.79644096,0.20070434,-0.17180595,0.7634223,0.07602994,0.013458557
Sema4d,0.14721596,0.3009399,-1.6630942,-0.75096595,0.30213228,-0.25519657,0.82402855,-0.04399319,0.04364971
Sema4f,0.13702616,0.1830957,-1.9233943,-0.92473376,0.2593229,-0.25069022,1.1023723,-0.061748132,0.0065989895
Sema5b,0.2868262,0.72686064,-0.77135146,-0.5430126,0.70439285,-0.45324335,-0.76929295,0.46186644,0.04147139
Sema6d,0.14942026,0.3190644,-1.5109924,-0.64904666,0.32229084,-0.24017677,0.67147875,-0.022261843,0.030810276
Sema7a,0.032806687,0.35094965,-1.8126874,-1.0841026,0.12784801,-0.14073531,1.0572855,0.16232213,0.056697834
Serpina10,0.33936292,0.451894,-1.0295749,-0.41030538,0.4844431,-0.4349938,-0.186347,0.05715935,0.019811664
Serpina1a,1.4086282,-0.28235546,-0.8687203,-0.13558345,-0.2514851,-0.6126757,-1.1127431,1.0072876,0.6320434
Serpina1b,1.4367074,0.1507271,-0.5217716,-0.7037493,-0.05076612,-1.2532039,-2.0740197,1.510552,0.6400482
Serpina1c,0.5179634,1.5249996,-0.55912304,-0.91185796,1.0911702,-0.6007682,-1.7663043,1.017982,0.04906619
Serpina1d,0.3631102,2.254373,-1.2292187,-1.0337323,1.9609663,-0.13028492,-1.6790321,1.1292086,0.8969826
Serpina1e,-0.9872564,2.0940185,-7.9862013,-5.3931856,1.8060477,-1.2966617,4.3661203,0.3486994,0.53559196
Serpina3k,0.25595522,-0.6153087,-1.6560979,-0.115171954,0.32495582,0.25117704,0.768753,-0.2793268,0.59132546
Serpina3m,1.9467378,-0.7900674,-0.33253425,-0.46928853,-0.58842295,-0.36543748,-1.306355,1.2659296,0.04040264
Serpina3n,1.0967258,3.2179193,-1.2541316,-0.93628347,2.1705544,-2.0643644,-3.6380491,1.6144891,0.6016078
Serpina6,1.0612383,-0.30950484,-0.29128823,-0.49335405,-0.1942927,-0.39457527,-0.49813992,1.00994,0.31018403
Serpinb1a,0.4055036,2.1562245,-1.163488,-1.2956127,1.697337,-0.24595058,-1.957957,1.1881874,0.62289286
Serpinb5,0.034647755,2.376784,-3.0812826,-1.4710069,1.2552117,-0.8979102,0.38413954,0.5875065,0.879032
Serpinb6,0.24918017,0.47797722,-1.0478013,-0.29081994,0.5870028,-0.47038627,-0.43879712,0.23781174,0.25907302
Serpinb6a,4.3081884,-1.6563389,0.025161535,-0.8179214,-1.4422978,-0.946457,-2.836598,2.7485194,0.22443381
Serpinb8,0.93764687,-0.41595325,-1.3932577,-0.7813879,0.042223856,0.048366167,-0.097941294,0.37030643,0.34284902
Serpinb9,0.18661302,0.36071205,-1.3479898,-0.5907755,0.3147405,-0.23670846,0.46299845,0.03835526,0.0432852
Serpinb9b,0.51536393,1.4250534,-0.61346865,-0.7878152,1.070184,-0.72019804,-1.5782454,0.90041995,0.021801503
Serpinc1,2.2393336,-0.8948531,-0.541565,-0.4783859,-0.551674,-0.25543875,-1.3050957,1.2706587,0.37155408
Serpind1,0.39439413,0.27561677,-0.7529304,-0.23581375,0.17933913,-0.37250233,-0.104690984,0.20931374,0.03526514
Serpine2,2.470242,-0.8446488,-0.22164631,-0.45671046,-0.5887192,-0.6374969,-1.2469518,1.493342,0.33957794
Serpinf1,-2.166844,7.760453,-14.636076,-10.916841,7.565607,-2.8160765,2.6564753,1.4706683,1.378683
Serpinf2,1.217347,-0.35745102,-0.30942878,-0.39916313,-0.28799862,-0.3489563,-0.5705764,0.9592587,0.79182106
Serping1,-0.05961773,1.44163,-1.7960255,-1.1730257,0.96304977,-0.6030902,0.16716616,0.34047383,0.08740935
Serpinh1,-2.4958806,7.895738,-14.30713,-11.320674,6.8250794,-2.812972,3.3460407,2.1049888,0.71604824
Serpini1,0.14362597,0.2771572,-1.7923846,-0.837536,0.28190398,-0.26876917,0.9587724,-0.06429432,0.050615292
Sfrp1,0.22307402,0.48809496,-0.94365776,-0.5431585,0.42948744,-0.24164727,-0.12271037,0.14136407,0.0047625955
Shh,0.41440064,1.0522816,-0.8004024,-0.7013756,0.8720573,-0.61947,-1.0789187,0.63734925,0.105624236
Slit1,0.14920098,0.05163834,-2.939923,-1.5772487,0.19922413,-0.2706186,2.070067,-0.11216886,0.042462792
Slit2,0.15280601,-0.023343861,-3.0727484,-1.5991857,0.23819475,-0.26912117,2.2589767,-0.08660649,0.21828343
Slit3,0.15417102,0.3387865,-1.582561,-0.69721854,0.32323715,-0.24452797,0.72614926,-0.026318878,0.062417634
Smoc2,7.8381567,-2.330465,0.4227632,-0.6909449,-2.7524235,-1.267211,-3.6391182,4.2158794,6.163118
Sparc,-1.0902058,5.6052203,-8.336722,-5.7226677,4.197076,-1.6123527,1.0369972,1.9125619,1.8232719
Sparcl1,-0.7416016,1.9941305,-3.65973,-3.1864333,1.5780317,-0.41700783,0.8577582,0.74995935,0.510939
Spock1,0.14193219,0.23695785,-2.0014186,-0.977491,0.25788614,-0.2757301,1.1638088,-0.08241244,0.050312843
Spock2,0.13949311,0.19836801,-2.005861,-0.9801824,0.25456974,-0.26143968,1.1744769,-0.07304786,0.01349382
Spon1,0.026848517,0.2907618,-1.8009076,-1.0450274,0.12619415,-0.16547173,1.0974362,0.1351273,0.03269772
Srpx,0.32498348,0.46931767,-1.4433993,0.18907183,0.6820042,-0.8335736,-0.5911387,0.09809545,0.5830317
Srpx2,0.24958035,0.413699,-0.91842294,-0.34445348,0.49145353,-0.28243944,-0.29574782,0.07265937,0.014298479
Sulf2,0.3559106,0.51907796,-1.1381449,-0.34836587,0.5569899,-0.5620126,-0.1594729,0.0042051226,0.028619464
TCHH,0.34714136,0.702901,-0.90863466,-0.4973224,0.28891546,-0.9476561,0.050755925,0.221684,0.026542472
TGFB1,0.03645973,0.39384055,-0.9146689,-1.1234729,-0.06338464,-0.7228138,-0.40501368,0.026714593,0.015382763
TGFB2,0.21544942,0.46137765,-0.94010293,-0.5412438,0.44383413,-0.22372109,-0.12698337,0.14131823,0.0044723274
TGFBI,0.33286425,0.70088035,-2.4817302,-2.4929266,0.06547329,-1.4211289,-1.0588758,-1.1273401,0.1502014
TGM1,0.019492231,0.5438291,-1.4115708,-0.658664,0.9600611,1.0947427,-0.33409476,-0.031259015,0.3066842
TGM2,0.58941406,1.1151879,-3.7960827,-2.032402,-0.035526026,-1.3371058,-1.3530502,0.606706,0.11766222
TGM3,-1.1486037,2.277222,-2.4759784,0.8257282,1.706261,0.6823608,-0.014774103,-2.263594,0.28339347
TGM5,0.3271313,0.67576015,-0.90210664,-0.4881138,0.29343584,-0.8918376,0.026215281,0.20907356,0.021543097
THBS1,1.5016159,4.739713,-5.7703543,1.2431139,3.0817978,-0.012665808,1.2094456,4.4432364,0.32980716
THBS2,0.17933142,0.83184177,-1.0426223,-0.32060087,0.17972808,-0.62829494,-0.08443688,-0.069044575,0.019752495
THBS3,0.446213,1.2035787,-1.5816057,-0.87241435,-0.58490425,0.15062279,-1.0413643,-0.18015529,0.03544912
THBS4,2.1127336,2.8025794,-5.8288255,-0.9185597,3.59519,4.7712436,-0.66025776,0.65528107,0.15693466
THSD4,2.3757248,1.0450586,-5.610955,-4.6999793,2.8928244,-0.8535491,-0.15083462,3.565493,0.22997382
TIMP1,0.044387497,0.124279186,-1.8390273,-0.49757773,0.45270655,-0.31023186,-0.6216043,0.15136251,0.6313558
TIMP2,0.05739995,0.65268403,-1.106551,-0.44567946,0.07358459,0.26182842,-0.55409825,-0.1171812,0.013085394
TIMP3,2.8880937,0.0026624277,-9.894003,-2.9608183,3.7616398,-6.5241785,-2.650229,1.85194,1.2054076
TINAG,0.7652093,3.117146,-0.7602885,-0.6516224,1.7164922,-0.3176599,1.757875,0.44397306,0.17819819
TINAGL1,0.5613778,1.8179789,-0.8284503,-0.55777067,0.5207062,0.52055264,0.76978314,0.5687113,0.23124775
TNC,0.35930908,1.3239762,-4.114139,-3.0365796,-0.77515525,-1.4649658,-1.9333416,0.45818627,0.26498353
TNFAIP6,0.40978095,-0.033197366,-0.8908961,-0.768772,1.5709585,-1.8644143,0.8159375,0.5638126,0.0499343
TNFSF10,0.033508033,0.25924546,-0.89634144,-0.36429977,0.5133393,-0.037226908,-0.21092032,-0.018678233,0.0066791824
TNFSF12,0.24364752,0.5606789,-0.96223414,-0.54806143,0.39424178,-0.3170428,-0.10515094,0.14295842,0.0060610455
TNFSF13,-1.8639312,2.3296885,-4.207684,1.4646571,1.953368,0.68475163,-0.5354945,-3.349254,0.3134396
TNFSFM13;TNFSF13,0.3208674,0.86989737,-1.0857995,-0.6162076,0.2720506,-0.67877626,-0.0073265433,0.2058358,0.015027453
TNN,0.106771834,0.49179196,-0.9377949,-0.36985844,0.39638996,-0.21018445,-0.1760155,-0.026082233,0.008460732
TNXB,0.11718293,0.81218076,-1.8241116,-2.2730916,-1.0238767,-0.037827447,-1.7230752,1.1993796,0.49790943
TRY10,1.4903802,1.8947986,-2.4664376,0.4413227,1.4860938,0.12982836,0.55544883,0.8860087,0.038354382
TSKU,0.17138824,0.5606375,-1.0241638,-0.5064339,0.28779247,-0.042314403,-0.27383107,0.03914982,0.009309621
TSPEAR,0.31077263,0.65357214,-0.89677,-0.48058558,0.29713136,-0.84620506,0.006153021,0.19876434,0.017956287
Tgfbi,1.2309098,-0.3989463,-1.4164412,-1.076172,0.3226829,-0.23080936,-0.55949724,0.53736556,0.39726225
Tgm1,0.16269138,0.5661349,-1.0150869,-0.75460464,0.39951763,-0.2414231,0.01580827,0.2043317,0.022380807
Tgm2,0.37249452,2.5084133,-1.2902485,-1.8360256,1.9479544,-0.33828846,-2.0390317,1.1673893,0.36211327
Thbs1,0.6213604,0.95121616,-2.4239395,0.6336615,1.1885697,-1.660746,-0.82116014,0.08389996,1.6099923
Thbs2,1.5453694,-0.723516,-1.091143,-1.4364891,-0.15413548,0.4351115,-1.8054063,1.0696815,0.57940793
Thbs3,-0.037082806,1.0917113,-1.5554733,-1.5106777,0.3204771,-0.45867273,0.44192606,0.55366296,0.23715131
Thbs4,0.8756552,0.32314605,-0.99337506,-1.2714024,0.5483396,-0.11547354,-1.8305718,0.72394806,0.48506293
Timp2,0.13700631,0.23089486,-1.7473302,-0.8069552,0.2757141,-0.2580757,0.93459094,-0.057970062,0.009697098
Tinagl1,0.8530451,3.8106225,-1.7960516,-1.1758354,2.7893174,-1.5293005,-2.910986,1.666593,0.4263525
Tnc,-0.38322768,1.4269054,-9.112053,-6.205379,1.6849093,-1.8938451,5.222266,0.119028725,1.7398541
Tnr,0.13715988,0.19791847,-1.8766388,-0.89347255,0.263841,-0.25345474,1.0574499,-0.061283663,0.0065927547
Try4,0.18234861,0.3541582,-1.0290022,-0.56285787,0.37785804,-0.2022546,0.12660585,0.06852804,0.016711347
