Protein_ID,Gene_Symbol,Mean_Delta_Percentile,SD_Delta_Percentile,N_Studies,T_Statistic,P_value,Significant,Direction,FDR_Pvalue,FDR_Significant
P58022,LOXL2,-5.551125301374977,7.360996858851618,4,-1.5082536802606388,0.22861201552366262,False,Decrease,0.6680661139880035,False
P61148,FGF1,-0.21755270563584084,1.7233088918580128,4,-0.25248254293086475,0.8169787309478576,False,Decrease,0.91147249459024,False
P70206,PLXNA1,0.3092281662781815,1.2856545998417819,4,0.4810439231753792,0.6633901003215117,False,Increase,0.844785830878175,False
P70663,SPARCL1,-0.21181857326126424,4.26566430189985,5,-0.11103563130794308,0.9169364847477897,False,Decrease,0.9489564889770776,False
P97290,SERPING1,1.7868246875564182,6.974117318119064,3,0.4437652826724737,0.7006043763938061,False,Increase,0.861362084706044,False
P97298,SERPINF1,-6.367748791171836,12.452636095516278,4,-1.0227149885901863,0.3817159122505094,False,Decrease,0.7031023435188959,False
P97352,S100A13,-0.2474530357615047,1.8234419351459386,3,-0.2350506600539389,0.8360432609235646,False,Decrease,0.9260633555706782,False
P97384,ANXA11,-1.07059525299031,1.5684956158964123,5,-1.5262546721922234,0.2016483945942691,False,Decrease,0.6658687858288392,False
P97429,ANXA4,3.2829454362182324,5.659506771636512,5,1.2970899157850047,0.26435745001365785,False,Increase,0.6680661139880035,False
P97821,CTSC,-0.7277487978804715,5.122627155833604,4,-0.2841310818616644,0.7947923635462426,False,Decrease,0.8996608004030385,False
P97927,LAMA4,-0.34429487279906723,4.934012023835099,7,-0.18462026575948867,0.8596090289661262,False,Decrease,0.926988650632906,False
Q00897,SERPINA1D,-0.8941238433331987,6.822602315515259,5,-0.29304385651348214,0.7840625038684239,False,Decrease,0.8987909549460481,False
Q00898,SERPINA1E,13.223288988138563,35.35922384575344,4,0.7479400026325322,0.5087893739135483,False,Increase,0.7631926428603472,False
Q01149,COL1A2,1.1251354831844054,13.997948274928673,6,0.19688655588460796,0.8516692989819252,False,Increase,0.9260633555706782,False
Q02788,COL6A2,10.77251161448603,13.997632509456066,6,1.8851156926623416,0.11809830472463734,False,Increase,0.6281414293649948,False
Q03734,SERPINA3M,7.706506142242368,2.7392082887519242,3,4.872962834559483,0.039626465213518536,True,Increase,0.5594408843831523,False
Q04857,COL6A1,9.80196670485443,13.247894092672263,6,1.8123497013705423,0.12967962472565198,False,Increase,0.6302405842712994,False
Q07076,ANXA7,-0.6110868238426178,1.2037598904258617,5,-1.135136408127971,0.31972385190617625,False,Decrease,0.6985141528709135,False
Q07456,AMBP,14.259980214111522,4.350572444025277,5,7.329215988655794,0.0018444073929917426,True,Increase,0.20042560337176935,False
Q07968,F13b,0.4337569994592858,1.8628827217421997,3,0.4032938587242306,0.7257612018600135,False,Increase,0.8661423881489965,False
Q3U962,COL5A2,-1.629386860152072,4.807488045727811,5,-0.757863513396089,0.4907287132142657,False,Decrease,0.7631926428603472,False
Q3UQ28,PXDN,-11.314144288778262,10.874789138502518,5,-2.3264079344193114,0.08056858622520058,False,Decrease,0.6088329127612317,False
Q60675,LAMA2,2.8925739818060037,9.65384059307934,6,0.7339390194359169,0.49593766367780256,False,Increase,0.7631926428603472,False
Q60847,COL12A1,-0.15136762914132618,12.900992635442927,4,-0.023466043802780497,0.9827520998180332,False,Decrease,0.9847866243569976,False
Q60854,SERPINB6;SERPINB6A,6.885656793580203,7.723749024723261,6,2.183699345254726,0.08073543370343161,False,Increase,0.6088329127612317,False
Q61001,LAMA5,4.270473942101004,5.988787492710671,6,1.7466777925801111,0.14112523934107535,False,Increase,0.6479834933125431,False
Q61191,HCFC1,-0.39301851845197566,3.87429204699834,4,-0.20288533424137298,0.8522055419362069,False,Decrease,0.9260633555706782,False
Q61247,SERPINF2,6.184883099047013,2.897677330153974,4,4.268855634604676,0.02359204981437668,True,Increase,0.5378219671191371,False
Q61292,LAMB2,4.801410841754858,4.568366222536791,6,2.574444787229786,0.049766213641446067,True,Increase,0.5594408843831523,False
Q61398,PCOLCE,-10.119396610519134,20.620356948400556,5,-1.097345636112128,0.33411329034910064,False,Decrease,0.6985141528709135,False
Q61508,ECM1,0.5348982588142706,9.299257952819605,4,0.11504106274460003,0.9156804452949703,False,Increase,0.9489564889770776,False
Q61554,FBN1,-1.1345460881002736,3.8835005058476377,5,-0.6532565588130269,0.5492371063814985,False,Decrease,0.7853127047384584,False
Q61703,ITIH2,2.4524581537126107,3.2830891218107174,4,1.4939942613315413,0.23203040649900553,False,Increase,0.6680661139880035,False
Q61789,LAMA3,-0.10381580913614474,1.7873297610943575,4,-0.11616861241383879,0.914858913598936,False,Decrease,0.9489564889770776,False
Q61838,A2M,7.62332879969092,6.284806022120895,5,2.7123003241376527,0.05341008877032882,False,Increase,0.5740919502471157,False
Q62000,OGN,5.698945625222899,5.959044797651266,5,2.1384685382959594,0.09925844945543338,False,Increase,0.6105331041975713,False
Q62009,POSTN,-2.4157216469729894,11.039577459092822,5,-0.4893047616510171,0.6502448904602014,False,Decrease,0.8411898186112129,False
Q62059,VCAN,3.5998048377713956,3.2592889985732696,3,1.913007677159541,0.19587436680555692,False,Increase,0.6658687858288392,False
Q62426,CSTB,2.2306775817173894,3.555201019868783,5,1.402999909352249,0.2332718484581593,False,Increase,0.6680661139880035,False
Q640N1,AEBP1,9.942322498884693,13.12216030012939,4,1.5153484291434325,0.22693185413038997,False,Increase,0.6680661139880035,False
Q80YX1,TNC,-13.977566077043793,21.125044225387143,5,-1.4795134899980171,0.21309708036019592,False,Decrease,0.6680661139880035,False
Q8BJD1,ITIH5,0.6213703076800604,2.998103129111602,6,0.5076677250870107,0.6332811449375066,False,Increase,0.8291983446533597,False
Q8BPB5,EFEMP1,-3.1118471595019486,9.697039023471625,5,-0.7175697413812052,0.5126968981178406,False,Decrease,0.7631926428603472,False
Q8C6K9,COL6A6,10.119760933907124,31.029657133887646,4,0.652263793327918,0.5607506299873943,False,Increase,0.7879513162753903,False
Q8CG19,LTBP1,-0.4771942791506431,2.6670471298082887,5,-0.4000824862557074,0.7095411758915824,False,Decrease,0.861362084706044,False
Q8CJH3,PLXNB1,2.356551472730366,1.305558742116064,4,3.6100274874048814,0.03650293516116632,True,Increase,0.5594408843831523,False
Q8K0E8,FGB,5.416631035096202,14.105337568789487,6,0.9406355641049593,0.3900786728159398,False,Increase,0.7104226108267953,False
Q8K482,EMILIN2,-4.325311803518071,1.9365740791748587,4,-4.466972732962545,0.02089985498053859,True,Decrease,0.5378219671191371,False
Q8K4Q8,COLEC12,0.5025135032285402,1.8599274909589047,4,0.5403581652201551,0.6264874212232336,False,Increase,0.8291983446533597,False
Q8R2Z5,VWA1,2.924975708604561,6.332465597476247,6,1.1314231219783117,0.30920535716231523,False,Increase,0.6985141528709135,False
Q8VCC9,SPON1;MKIAA0762,1.1136289145489942,3.406151405599302,4,0.6538927851053964,0.5598327063486392,False,Increase,0.7879513162753903,False
Q8VCM7,FGG,6.6766132697631715,10.273444698891826,5,1.4531991525956227,0.21982987199258663,False,Increase,0.6680661139880035,False
Q8VED9,LGALSL,1.3979539375084273,2.4062679764734916,3,1.0062583511393197,0.4202484175083723,False,Increase,0.7287286388709009,False
Q8VHY0,CSPG4,-3.375649259776976,5.354994534924579,4,-1.2607479756557844,0.2965335635659161,False,Decrease,0.6900908676440103,False
Q91X72,HPX,10.345993320974221,3.2956151509850073,4,6.278641678098833,0.008157739378717332,True,Increase,0.5378219671191371,False
Q99K41,EMILIN1,-3.0838116208732216,3.557553653032268,5,-1.9383017338892088,0.12462031270822216,False,Decrease,0.6281414293649948,False
Q99KC8,VWA5A,-1.969755645107456,5.440791056209192,5,-0.8095343996894842,0.46361329618073643,False,Decrease,0.7617573679982538,False
Q9D0F3,LMAN1,-0.7318009192023158,2.259361673858259,4,-0.6477943993381426,0.5632749477221686,False,Decrease,0.7881014290018324,False
Q9D154,SERPINB1A,0.48532366560302326,2.032161556214086,6,0.5849905669110592,0.5839567728580186,False,Increase,0.809794928256154,False
Q9D1H9,MFAP4,0.5665944462287991,2.3813537181700797,4,0.47585912324204505,0.6666802086752575,False,Increase,0.8456330868448148,False
Q9DC11,PLXDC2,1.776816074106285,2.876509892317345,3,1.0698853232789893,0.3966757881988259,False,Increase,0.7144547345459515,False
Q9EPX2,PAPLN,3.1870543988527635,1.3992279206712226,4,4.555447117327253,0.019826111246834532,True,Increase,0.5378219671191371,False
Q9JI78,NGLY1,-0.34921987717318925,2.406094960427473,5,-0.3245422135436605,0.7617908532359636,False,Decrease,0.8825819895779867,False
Q9JL15,LGALS8,0.1043367299067377,2.4966934560782574,3,0.07238234107359169,0.9488848626490969,False,Increase,0.9636650006965907,False
Q9QUR8,SEMA7A,6.366894874981848,11.870804369879284,3,0.9289838385257291,0.4509692709242392,False,Increase,0.7462740219355432,False
Q9QZS0,COL4A3,16.28365424689506,11.599695031494894,3,2.4314532763084378,0.13558210543582416,False,Increase,0.6314252338868382,False
Q9QZZ6,DPT,1.56074210512095,7.598692459347992,5,0.45927973280498063,0.6698842727782748,False,Increase,0.8456330868448148,False
Q9R045,ANGPTL2,20.158964261135093,11.45194033601977,4,3.5206198547383507,0.03889995386279055,True,Increase,0.5594408843831523,False
Q9R0E1,PLOD3,-1.2020360421710363,1.8052435163014675,3,-1.1533000832124622,0.3680050395462149,False,Decrease,0.7015768590179302,False
Q9R118,HTRA1,7.162313078877673,7.260931197946009,5,2.2056976555619716,0.09206621035355567,False,Increase,0.6105331041975713,False
Q9WVH9,FBLN5,-8.910820887891342,6.027844103776,6,-3.6210233690342037,0.015203175389795653,True,Decrease,0.5378219671191371,False
Q9Z0F8,ADAM17,0.5485184559665205,0.23157174843382247,3,4.102667277199187,0.05459156582104474,False,Increase,0.5740919502471157,False
O88947,F10,4.867320042112939,8.915274530793862,4,1.0919058129507826,0.35471734715490677,False,Increase,0.7015768590179302,False
P02468,LAMC1,7.875721854974698,14.087038678889462,4,1.1181515199183896,0.34497171353440814,False,Increase,0.6985141528709135,False
P07214,SPARC,-8.624632076393135,8.09560984644428,3,-1.845234792220417,0.20629677106967104,False,Decrease,0.6658687858288392,False
P07759,SERPINA3K,13.075412650638677,20.15217717190771,3,1.1238130177024006,0.3778595059445746,False,Increase,0.7031023435188959,False
P14106,C1QB,3.381698626456518,1.4590746504090584,4,4.635401794566773,0.018916538221811274,True,Increase,0.5378219671191371,False
P20918,PLG,3.7866328403250495,4.9596190308938075,4,1.5269853659072818,0.22420539539028717,False,Increase,0.6680661139880035,False
P28481,COL2A1,-2.346095314772817,12.544370509823393,3,-0.32393465111730235,0.7767259755696871,False,Decrease,0.894744410020205,False
P28653,BGN,6.053118293298726,1.6425093348169166,5,8.24055224086271,0.0011826291366199282,True,Increase,0.1927685492690483,False
P35441,THBS1,15.89632473033671,31.12346568711557,3,0.8846457641751306,0.46967248763082514,False,Increase,0.7617573679982538,False
P41317,MBL2,2.1410090036253786,8.811674750366773,4,0.4859482593899105,0.6602872981503349,False,Increase,0.8441319968510164,False
P82198,TGFBI,4.593221453695507,3.866366514450792,5,2.656436053795198,0.05660032815049054,False,Increase,0.5766158430331224,False
Q05793,HSPG2,6.141795034752694,3.8225042356728545,3,2.782966451832693,0.10850435293393224,False,Increase,0.6191295434007577,False
Q61555,FBN2,-31.87747261959999,36.78667724692816,3,-1.5009075656226463,0.27218605546063834,False,Decrease,0.6711896538309453,False
Q80YC5,F12,0.8708185505051329,1.2215433786722827,3,1.2347510534482817,0.34230602904658314,False,Increase,0.6985141528709135,False
Q8BH61,F13A1,-0.49042963215878355,5.168068788681838,4,-0.18979222305741483,0.8615876108643268,False,Decrease,0.926988650632906,False
Q99JR5,TINAGL1,4.511371334510497,10.853226794100692,5,0.9294685504215793,0.4052590280908217,False,Increase,0.7219368478557807,False
Q99MQ4,ASPN,7.481429024182479,10.300482675366936,4,1.4526365918898,0.24226552173968074,False,Increase,0.6680661139880035,False
Q9JK53,PRELP,-1.5689022001280761,9.100645878629704,5,-0.38548604311407264,0.7195001722125633,False,Decrease,0.8647927723937683,False
Q9QZF2,GPC1,3.465234036030077,3.5991777265827976,5,2.1528525266425063,0.09766857324330358,False,Increase,0.6105331041975713,False
Q9R013,CTSF,27.833484042293616,30.414643256066782,5,2.046302560422427,0.11015188195473602,False,Increase,0.6191295434007577,False
Q9WUU7,CTSZ,3.699889874719412,5.263658878901741,4,1.4058243362044738,0.2544461683584063,False,Increase,0.6680661139880035,False
Q9Z1T2,THBS4,-0.6832152415076698,4.612378371594989,4,-0.29625290315087904,0.7863615648421693,False,Decrease,0.8987909549460481,False
Q80X19,Col14a1,-20.923877610310754,18.484212574396643,4,-2.2639728391019918,0.10852700083460709,False,Decrease,0.6191295434007577,False
Q61704,Itih3,14.925122869406966,7.380017565794791,4,4.044739117853198,0.02720374954862881,True,Increase,0.5378219671191371,False
P54320,Eln,-16.139313333278057,21.748840688151553,3,-1.285314978087103,0.3274228211872441,False,Decrease,0.6985141528709135,False
Q61702,Itih1,11.208709423535936,8.337003356713156,4,2.688906059875918,0.07448327316969472,False,Increase,0.6088329127612317,False
A2AJ76,Hmcn2,-3.4058514628657144,7.141675123811412,3,-0.8260117793719984,0.4956489452526336,False,Decrease,0.7631926428603472,False
Q8K4G1,Ltbp4,-13.956164651983242,15.33473734745659,3,-1.5763417206517123,0.2556516105245632,False,Decrease,0.6680661139880035,False
P11276,Fn1,-1.0542663363939866,9.952677521996304,4,-0.2118558215242007,0.8457963740298293,False,Decrease,0.9260633555706782,False
A6X935,Itih4,10.344568581063243,7.823428389368897,3,2.290213123076542,0.14914722103418931,False,Increase,0.6503008986127164,False
Q08879,Fbln1,-1.3016686763313885,0.6892145242902807,3,-3.2711967066401044,0.0821063730366427,False,Decrease,0.6088329127612317,False
Q07235,Serpine2,10.055090183094956,9.421604453440677,3,1.8485096840854303,0.20577639362068578,False,Increase,0.6658687858288392,False
P39061,Col18a1,6.179257147038354,7.088069889614461,3,1.5099720372940186,0.27012879322001204,False,Increase,0.6711896538309453,False
P22599,Serpina1b,2.016238575629208,1.4246475722962386,4,2.8305085620290584,0.06616191720224807,False,Increase,0.6088329127612317,False
Q61072,Adam9,1.3483735878952607,1.5367191377752984,3,1.5197647406145758,0.26792831931310235,False,Increase,0.6711896538309453,False
P70377,Fgf13,0.747392914193422,1.8866203486195894,4,0.7923087596720535,0.4860524185834394,False,Increase,0.7631926428603472,False
O08746,Matn2,-8.788006595539823,9.850566365142894,4,-1.7842642280218457,0.17237804062309237,False,Decrease,0.6503008986127164,False
E9Q557,Dsp,1.968795470809572,4.5797090597413685,3,0.7446005282585012,0.5341175598550332,False,Increase,0.7808175987118422,False
Q3UH93,Plxnd1,-0.6361471483809211,2.547817730897825,3,-0.4324638959544158,0.7075692887344522,False,Decrease,0.861362084706044,False
Q91YE3,Egln1,-0.37655569809425654,7.833534924538229,3,-0.0832591680846136,0.9412286416208475,False,Decrease,0.9588766786512384,False
Q9CYT6,Cap2,-0.43067382208269106,1.028843725150601,3,-0.7250361965593062,0.543783758548146,False,Decrease,0.7825239741155462,False
Q15063,POSTN,7.519392691709708,17.27533365153075,4,0.8705351622593317,0.4480675796202924,False,Increase,0.7452552599806905,False
P31151,S100A7,19.70045022840054,22.08773316598053,3,1.544847561818907,0.2623949315992653,False,Increase,0.6680661139880035,False
P07355,ANXA2,-0.4020835387295089,7.948888893778272,3,-0.08761339191842327,0.9381665229017584,False,Decrease,0.958753249109634,False
P20930,FLG,-9.386743720659512,13.173806091000433,3,-1.2341396958102424,0.3424908700125582,False,Decrease,0.6985141528709135,False
Q96P44,COL21A1,-14.892217951559624,14.746773530080198,3,-1.749133671638497,0.22237440309949208,False,Decrease,0.6680661139880035,False
