Metric,Truly_Universal,Quasi_Universal,Difference,Percent_Change
N_Tissues,6.666666666666667,2.5706095353047678,4.096057131361899,159.34186328598818
N_Measurements,6.666666666666667,2.6934218467109234,3.9732448199557435,147.5166181193517
Direction_Consistency,0.9333333333333332,0.7774865079934483,0.15584682533988492,20.044955602136085
Abs_Mean_Zscore_Delta,1.40200378531216,0.2778072494223381,1.124196535889822,404.66781850633265
Strong_Effect_Rate,0.8666666666666667,0.14929804571476266,0.717368620951904,480.4943142540883
Predominant_UP_%,66.66666666666666,28.394689197344597,38.27197746932206,134.785688983351
