Threshold,N_Above,N_Below,Effect_Above,Effect_Below,Effect_Diff,Strong_Above,Strong_Below,Direction_Above,Direction_Below,Tissues_Above,Tissues_Below,Mann_Whitney_p,Separation_Score
0.68,21,3296,1.0447141379697296,0.27394424728282785,0.7707698906869017,0.626984126984127,0.14690748083496868,0.9415154950869238,0.7765832712662202,7.0476190476190474,2.5458131067961167,1.0193666263395142e-11,2.2962124582636703
0.7,9,3308,1.2927118182598987,0.27606554703060027,1.0166462712292983,0.7466931216931216,0.14832330272173078,0.9428571428571428,0.7771779241851794,6.888888888888889,2.5625755743651752,6.624883814813643e-07,2.815235575886103
0.72,3,3314,1.40200378531216,0.2778072494223381,1.124196535889822,0.8666666666666667,0.14929804571476266,0.9333333333333332,0.7774865079934483,6.666666666666667,2.5706095353047678,0.0029941691585124194,3.912388359687517
0.73,2,3315,1.4866359881501743,0.2780953134133528,1.2085406747368215,0.8,0.14955466772208853,0.9,0.7775536312187896,7.0,2.5716440422322777,0.015303454503470476,3.3809645881723887
0.74,1,3316,1.7847414333738034,0.2783698716852205,1.5063715616885829,1.0,0.149690507689603,1.0,0.7775604003287959,4.0,2.5738841978287095,0.08495151625767688,
0.75,0,3317,,0.27882400842374583,,,0.14994685664718826,,0.7776274608050309,,2.574314139282484,,
