Tissue,Delta_TGFb_Activity,Old_Score,Young_Score
Intervertebral_disc_Nucleus_pulposus,0.92227724212821,-0.0763652449735489,-0.998642487101759
Intervertebral_disc_OAF,0.019354246095300454,1.1704279224954042,1.1510736764001037
Skin dermis,-0.08366088122930515,1.1218857542252514,1.2055466354545565
Heart_Native_Tissue,-0.09194295170837641,-0.40617611057576536,-0.31423315886738895
Kidney_Tubulointerstitial,-0.11079195978036682,0.3860869440352773,0.49687890381564415
Kidney_Glomerular,-0.11617088456268289,-0.2138887817133402,-0.0977178971506573
Intervertebral_disc_IAF,-0.2266073153993563,0.8046309850555581,1.0312383004549144
Intervertebral_disc_NP,-0.2877869879092656,0.723159468265492,1.0109464561747576
Ovary_Cortex,-0.4500014086182092,-0.19444644228989777,0.25555496632831143
