Protein_A,Protein_B,Raw_Correlation,Latent_Similarity,Difference
MST1;MST1L,S100a16,0.00749299669564694,0.9773207,0.969827674385896
MMP8,S100a16,0.006655553166956812,0.97163814,0.9649825898956348
S100a16,TGFB2,0.006655553166956813,0.9698713,0.9632157294105579
S100a16,WNT9A,0.006655553166956813,0.9698712,0.9632156698059131
S100a16,SERPINB9B,0.006655553166956813,0.9698712,0.9632156698059131
CTSA,S100a16,0.01064654626145203,0.97354525,0.962898707015373
EMID1,S100a16,0.006655553166956819,0.96885973,0.9622041789840746
HCFC2,S100a16,0.00665555316695682,0.96879,0.9621344415496874
S100a16,SERPINB6;SERPINB6A,0.006655553166956815,0.96461904,0.95796348732224
S100a16,WNT3A,0.00665555316695681,0.9640343,0.9573787657569934
S100a16,Sfrp1,0.006655553166956822,0.9628549,0.9561993686508227
CRLF3,S100a16,0.006655553166956817,0.9608285,0.954172929937749
S100a16,SVEP1,0.004117388739734735,0.9560774,0.9519600081299247
Masp2,SVEP1,0.038664974913134906,0.98717195,0.9485069730429503
Masp2,S100a16,0.006655553166956809,0.9534758,0.9468202201675464
SVEP1,Sfrp1,0.038664974913134864,0.98507774,0.9464127638487669
GDF5,PDGFC,0.0014867310910584386,0.9453037,0.9438169474215148
CTSA,MMP8,0.042692840605942535,0.98596907,0.9432762260139305
CTSA,EMID1,0.04269284060594253,0.9851788,0.9424859876334983
CTSA,SERPINB6;SERPINB6A,0.042692840605942535,0.9828625,0.9401696319282371
CTSH,Masp2,0.025655320746264428,0.96572757,0.9400722469264651
Kcp,S100a16,0.006655553166956803,0.94527566,0.938620111162572
CRLF3,CTSA,0.042692840605942535,0.98045635,0.9377635116279441
Sfrp1,WNT3A,0.0625,0.9998572,0.9373571872711182
PLXNB2;MKIAA0315,S100a16,0.0066555531669568145,0.94307,0.9364144412826587
HCFC2,Sfrp1,0.06249999999999996,0.99865127,0.9361512660980225
Masp2,WNT3A,0.06250000000000001,0.9982949,0.9357948899269104
Sfrp1,WNT9A,0.06250000000000004,0.99808276,0.9355827569961548
Sfrp1,TGFB2,0.06250000000000004,0.9980827,0.93558269739151
SERPINB9B,Sfrp1,0.06250000000000004,0.9980827,0.93558269739151
HCFC2,Masp2,0.062499999999999944,0.99746484,0.9349648356437683
CTSH,Sfrp1,0.025655320746264445,0.96026295,0.9346076334888125
Masp2,SERPINB9B,0.062499999999999944,0.9970062,0.9345061779022217
Masp2,WNT9A,0.062499999999999944,0.9970062,0.9345061779022217
Masp2,TGFB2,0.062499999999999944,0.9970062,0.9345061779022217
PLXNB2;MKIAA0315,Sfrp1,0.06249999999999999,0.9955196,0.9330195784568787
CTSA,TGFB2,0.042692840605942514,0.97563237,0.9329395289123376
CTSA,SERPINB9B,0.042692840605942514,0.97563237,0.9329395289123376
CTSA,WNT9A,0.042692840605942514,0.9756323,0.9329394693076928
CTSH,Mstn,0.02641675443849013,0.95910585,0.9326890948275621
CTSA,HCFC2,0.042692840605942514,0.97409713,0.9314042920768578
CTSH,WIF1,0.0096349140203155,0.94003767,0.9304027537309968
Masp2,PLXNB2;MKIAA0315,0.0625,0.9926677,0.9301676750183105
Kcp,PLXNB2;MKIAA0315,0.06249999999999995,0.98975265,0.9272526502609253
Kcp,Sfrp1,0.06249999999999993,0.98967683,0.9271768331527711
BMPER,CCL14,0.01483462174411309,0.94131505,0.9264804331493806
IL16,REG4,0.06250000000000003,0.9887093,0.9262092709541321
IL16,SULF1,0.06250000000000003,0.9887093,0.9262092709541321
IL16,PCSK5,0.06250000000000003,0.9887093,0.9262092709541321
IL16,PODNL1,0.06250000000000003,0.9887093,0.9262092709541321
IL16,MATN1,0.06250000000000003,0.9887093,0.9262092709541321
ADAMTS2,IL16,0.06250000000000003,0.9887093,0.9262092709541321
IL16,WFIKKN2,0.06250000000000003,0.9887092,0.9262092113494873
IL16,LEP,0.06250000000000003,0.9887092,0.9262092113494873
IBSP,IL16,0.06250000000000003,0.9887092,0.9262092113494873
Adamtsl1,S100a16,0.006655553166956819,0.9326808,0.9260252324890185
SULF1,TNFSF12,0.06249999999999999,0.98821425,0.9257142543792725
TNFSF12,WFIKKN2,0.06249999999999999,0.98821425,0.9257142543792725
LEP,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
PODNL1,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
ADAMTS2,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
IBSP,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
REG4,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
PCSK5,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
MATN1,TNFSF12,0.06249999999999999,0.9882142,0.9257141947746277
IL16,Sfrp1,0.06250000000000003,0.9881702,0.9256702065467834
Kcp,WNT3A,0.06250000000000001,0.9880986,0.9255986213684082
ADAMTS2,ANXA9,0.062499999999999986,0.9879987,0.9254987239837646
ANXA9,WFIKKN2,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,PODNL1,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,IBSP,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,REG4,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,LEP,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,MATN1,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,PCSK5,0.062499999999999986,0.98799866,0.9254986643791199
ANXA9,SULF1,0.062499999999999986,0.98799866,0.9254986643791199
CTSA,WNT3A,0.04269284060594253,0.96767133,0.9249784941375572
IBSP,PLXNB2;MKIAA0315,0.06250000000000001,0.9865946,0.9240946173667908
PLXNB2;MKIAA0315,SULF1,0.06250000000000001,0.9865946,0.9240946173667908
PCSK5,PLXNB2;MKIAA0315,0.06250000000000001,0.9865946,0.9240946173667908
LEP,PLXNB2;MKIAA0315,0.06250000000000001,0.9865946,0.9240946173667908
PLXNB2;MKIAA0315,WFIKKN2,0.06250000000000001,0.9865946,0.9240946173667908
MATN1,PLXNB2;MKIAA0315,0.06250000000000001,0.9865946,0.9240946173667908
ADAMTS2,PLXNB2;MKIAA0315,0.06250000000000001,0.9865946,0.9240946173667908
PLXNB2;MKIAA0315,PODNL1,0.06250000000000001,0.9865946,0.9240946173667908
PLXNB2;MKIAA0315,REG4,0.06250000000000001,0.9865946,0.9240946173667908
CCL21C;CCL21B;CCL21A,MATN1,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,SULF1,0.0625,0.9859779,0.9234778881072998
ADAMTS2,CCL21C;CCL21B;CCL21A,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,WFIKKN2,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,PCSK5,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,PODNL1,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,LEP,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,REG4,0.0625,0.9859779,0.9234778881072998
CCL21C;CCL21B;CCL21A,IBSP,0.0625,0.9859779,0.9234778881072998
HGFAC,Mstn,0.011204902720209724,0.9344806,0.9232757047894034
Kcp,SVEP1,0.038664974913134906,0.9618496,0.9231845953612181
IL16,Masp2,0.06250000000000001,0.9852448,0.9227448105812073
IL16,Kcp,0.06250000000000001,0.98508024,0.9225802421569824
CTSH,Kcp,0.02565532074626441,0.9481853,0.9225300039226199
HCFC2,Kcp,0.06249999999999997,0.9847183,0.9222183227539062
COL9A3,FSTL3,0.005031373492573048,0.9268457,0.9218143558584706
S100A7L2,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
COL27A1,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
IGFBP4,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
ANXA8L2;ANXA8,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
GLDN,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
CXCL10,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
ADAMTS16,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
IL17D,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
C1QTNF8,SVEP1,0.03866497491313492,0.9602348,0.921569845929608
Kcp,WNT9A,0.062499999999999986,0.9835774,0.9210773706436157
Kcp,TGFB2,0.062499999999999986,0.9835774,0.9210773706436157
Kcp,SERPINB9B,0.062499999999999986,0.9835774,0.9210773706436157
Kcp,Masp2,0.06250000000000001,0.98232573,0.9198257327079773
IL16,S100a16,0.006655553166956816,0.9263528,0.9196972457717945
Mstn,S100a16,0.006853085775176429,0.926252,0.9193989217092596
Sfrp1,TNFSF12,0.062499999999999965,0.9818512,0.9193512201309204
S100a16,WFIKKN2,0.006655553166956819,0.92560244,0.918946882898717
REG4,S100a16,0.00665555316695682,0.9256024,0.9189468232940722
S100a16,SULF1,0.006655553166956819,0.9256023,0.9189467636894274
IBSP,S100a16,0.00665555316695682,0.9256023,0.9189467636894274
ADAMTS2,S100a16,0.00665555316695682,0.9256023,0.9189467636894274
MATN1,S100a16,0.00665555316695682,0.9256023,0.9189467636894274
LEP,S100a16,0.00665555316695682,0.9256023,0.9189467636894274
PODNL1,S100a16,0.00665555316695682,0.9256023,0.9189467636894274
PCSK5,S100a16,0.00665555316695682,0.9256023,0.9189467636894274
ANXA9,Sfrp1,0.06249999999999998,0.98075,0.9182500243186951
Kcp,TNFSF12,0.06249999999999996,0.98055893,0.9180589318275452
ANXA9,Kcp,0.06250000000000001,0.9797537,0.9172536730766296
Fgf2,LEFTY2;LEFTY1,0.02219193909806315,0.9392816,0.9170896437342733
Adamtsl1,PLXNB2;MKIAA0315,0.06250000000000006,0.9793037,0.9168037176132202
Masp2,TNFSF12,0.062499999999999986,0.9789301,0.9164301156997681
IBSP,SFTPC,0.0625,0.97883433,0.916334331035614
PODNL1,SFTPC,0.0625,0.97883433,0.916334331035614
PCSK5,SFTPC,0.0625,0.97883433,0.916334331035614
SFTPC,WFIKKN2,0.0625,0.97883433,0.916334331035614
SFTPC,SULF1,0.0625,0.97883433,0.916334331035614
ADAMTS2,SFTPC,0.0625,0.97883433,0.916334331035614
LEP,SFTPC,0.0625,0.97883433,0.916334331035614
MATN1,SFTPC,0.0625,0.97883433,0.916334331035614
REG4,SFTPC,0.0625,0.9788343,0.9163342714309692
MMP8,Masp2,0.06249999999999997,0.97876513,0.9162651300430298
MATN1,PLAU,0.06249999999999999,0.9782196,0.9157196283340454
PLAU,SULF1,0.062499999999999986,0.9782196,0.9157196283340454
PLAU,PODNL1,0.062499999999999986,0.9782196,0.9157196283340454
PLAU,REG4,0.062499999999999986,0.9782196,0.9157196283340454
LEP,PLAU,0.06249999999999999,0.9782196,0.9157196283340454
IBSP,PLAU,0.06249999999999999,0.9782196,0.9157196283340454
ADAMTS2,PLAU,0.06249999999999999,0.9782196,0.9157196283340454
PCSK5,PLAU,0.06249999999999999,0.9782196,0.9157196283340454
PLAU,WFIKKN2,0.062499999999999986,0.9782196,0.9157196283340454
IBSP,Masp2,0.06250000000000001,0.978188,0.9156879782676697
Masp2,REG4,0.06250000000000001,0.978188,0.9156879782676697
Masp2,SULF1,0.06250000000000001,0.978188,0.9156879782676697
Masp2,WFIKKN2,0.06250000000000001,0.978188,0.9156879782676697
LEP,Masp2,0.06250000000000001,0.978188,0.9156879782676697
ADAMTS2,Masp2,0.06250000000000001,0.978188,0.9156879782676697
MATN1,Masp2,0.06250000000000001,0.9781879,0.9156879186630249
Masp2,PCSK5,0.06250000000000001,0.9781879,0.9156879186630249
Masp2,PODNL1,0.06250000000000001,0.9781879,0.9156879186630249
Adamtsl1,HGFAC,0.010881933807842222,0.9264499,0.9155679610972481
GREM1,S100a16,0.006655553166956813,0.9221648,0.9155092446159412
ANXA9,Masp2,0.062499999999999944,0.9778245,0.9153245091438293
SULF1,Sfrp1,0.0625,0.97781104,0.9153110384941101
MATN1,Sfrp1,0.0625,0.97781104,0.9153110384941101
REG4,Sfrp1,0.0625,0.97781104,0.9153110384941101
Sfrp1,WFIKKN2,0.06249999999999999,0.97781104,0.9153110384941101
PCSK5,Sfrp1,0.0625,0.97781104,0.9153110384941101
PODNL1,Sfrp1,0.0625,0.97781104,0.9153110384941101
IBSP,Sfrp1,0.0625,0.97781104,0.9153110384941101
ADAMTS2,Sfrp1,0.0625,0.97781104,0.9153110384941101
LEP,Sfrp1,0.0625,0.97781104,0.9153110384941101
Adamtsl1,Sfrp1,0.06250000000000004,0.97765154,0.9151515364646912
MMP8,Sfrp1,0.06250000000000001,0.9770566,0.914556622505188
MST1;MST1L,SERPINB9B,0.07036414280378514,0.98480856,0.9144444213823111
MST1;MST1L,TGFB2,0.07036414280378514,0.98480856,0.9144444213823111
MST1;MST1L,WNT9A,0.07036414280378514,0.98480856,0.9144444213823111
Mstn,WIF1,0.024168651681151957,0.9383602,0.9141915625522464
MMP8,MST1;MST1L,0.07036414280378517,0.9845133,0.9141491399720938
WFIKKN2,WNT3A,0.06249999999999999,0.9762267,0.9137266874313354
PCSK5,WNT3A,0.06249999999999999,0.9762266,0.9137266278266907
MATN1,WNT3A,0.06249999999999999,0.9762266,0.9137266278266907
PODNL1,WNT3A,0.06249999999999999,0.9762266,0.9137266278266907
ADAMTS2,WNT3A,0.06249999999999999,0.9762266,0.9137266278266907
IBSP,WNT3A,0.06249999999999999,0.97622657,0.9137265682220459
SULF1,WNT3A,0.06249999999999999,0.97622657,0.9137265682220459
REG4,WNT3A,0.06249999999999999,0.97622657,0.9137265682220459
LEP,WNT3A,0.06249999999999999,0.97622657,0.9137265682220459
HCFC2,MST1;MST1L,0.07036414280378517,0.98396915,0.9136050091699393
HGFAC,Kcp,0.010881933807842201,0.924463,0.9135810402636605
FSTL3,TSKU,0.01073480384980552,0.9241936,0.9134588168319572
Adamtsl1,IL16,0.06250000000000006,0.97549784,0.912997841835022
Adamtsl1,WNT3A,0.06250000000000006,0.97541285,0.9129128456115723
CTSH,S100a16,0.002732005619873489,0.9152995,0.9125674695731502
CCL21C;CCL21B;CCL21A,Kcp,0.0625,0.97422916,0.9117291569709778
CCL21C;CCL21B;CCL21A,Sfrp1,0.06249999999999996,0.97343934,0.9109393358230591
Gas6,S100a16,0.006655553166956824,0.9170413,0.910385748560338
EMID1,MST1;MST1L,0.07036414280378513,0.9806765,0.9103123293832571
Gas6,HGFAC,0.010881933807842208,0.9206871,0.9098051456217843
MST1;MST1L,WNT3A,0.07036414280378518,0.9800719,0.9097077594713002
Adamtsl1,CTSH,0.025655320746264452,0.93522674,0.909571417706647
Adamtsl1,TNFSF12,0.06250000000000001,0.9715838,0.9090837836265564
IBSP,IL17D,0.06250000000000003,0.9715199,0.9090198874473572
IBSP,IGFBP4,0.06250000000000003,0.9715199,0.9090198874473572
IGFBP4,LEP,0.06250000000000003,0.9715199,0.9090198874473572
IL17D,LEP,0.06250000000000003,0.9715199,0.9090198874473572
ADAMTS16,ADAMTS2,0.06250000000000003,0.9715199,0.9090198874473572
ADAMTS2,ANXA8L2;ANXA8,0.06250000000000003,0.9715199,0.9090198874473572
ADAMTS2,C1QTNF8,0.06250000000000003,0.9715199,0.9090198874473572
REG4,S100A7L2,0.06250000000000003,0.9715199,0.9090198874473572
ADAMTS2,IGFBP4,0.06250000000000003,0.9715198,0.9090198278427124
LEP,S100A7L2,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,IBSP,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,IBSP,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,LEP,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,REG4,0.06250000000000003,0.9715198,0.9090198278427124
IL17D,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,LEP,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,REG4,0.06250000000000003,0.9715198,0.9090198278427124
IL17D,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
PODNL1,S100A7L2,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS2,IL17D,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,REG4,0.06250000000000003,0.9715198,0.9090198278427124
IL17D,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
MATN1,S100A7L2,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS2,GLDN,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
IL17D,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
ANXA8L2;ANXA8,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
IL17D,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS2,CXCL10,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS2,S100A7L2,0.06250000000000003,0.9715198,0.9090198278427124
IL17D,REG4,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS2,COL27A1,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
GLDN,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,IBSP,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,IBSP,0.06250000000000003,0.9715198,0.9090198278427124
IBSP,S100A7L2,0.06250000000000003,0.9715198,0.9090198278427124
S100A7L2,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,LEP,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
S100A7L2,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,LEP,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
IGFBP4,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,REG4,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
IGFBP4,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
IGFBP4,REG4,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,IBSP,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
C1QTNF8,IBSP,0.06250000000000003,0.9715198,0.9090198278427124
COL27A1,REG4,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
IGFBP4,SULF1,0.06250000000000003,0.9715198,0.9090198278427124
IGFBP4,WFIKKN2,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
CXCL10,LEP,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,LEP,0.06250000000000003,0.9715198,0.9090198278427124
IGFBP4,MATN1,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,PODNL1,0.06250000000000003,0.9715198,0.9090198278427124
PCSK5,S100A7L2,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,REG4,0.06250000000000003,0.9715198,0.9090198278427124
ADAMTS16,PCSK5,0.06250000000000003,0.9715198,0.9090198278427124
Adamtsl1,HCFC2,0.06250000000000001,0.97124064,0.9087406396865845
Mstn,Sfrp1,0.06435496046745137,0.97278637,0.9084314064720933
ANXA9,Adamtsl1,0.06250000000000001,0.9708822,0.9083821773529053
Mstn,WNT3A,0.06435496046745136,0.9723641,0.9080091671685044
CCL21C;CCL21B;CCL21A,Masp2,0.062499999999999944,0.9704244,0.9079244136810303
MST1;MST1L,Masp2,0.07036414280378514,0.978253,0.9078888641313345
TNFSF12,WNT11,0.062499999999999986,0.9701875,0.9076874852180481
CELA3A;CELA3B,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
MMP1,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
ADAMTS1,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
ISM1,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
NRP2,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
LGI4,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
IHH,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
HGF,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
PCSK6,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
BMP8A;BMP8B,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
SLIT2,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
ADAM12,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
C1QTNF1,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
CLC,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
ANGPTL1,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
NGF,TNFSF12,0.06249999999999999,0.9701874,0.9076874256134033
TNFSF12,TNN,0.062499999999999986,0.9701874,0.9076874256134033
ANXA9,C1QTNF1,0.0625,0.9701632,0.9076632261276245
ANXA9,CELA3A;CELA3B,0.0625,0.9701632,0.9076632261276245
ADAM12,ANXA9,0.0625,0.9701632,0.9076632261276245
ANGPTL1,ANXA9,0.0625,0.9701632,0.9076632261276245
ANXA9,CLC,0.0625,0.9701632,0.9076632261276245
ADAMTS1,ANXA9,0.0625,0.9701632,0.9076632261276245
ANXA9,BMP8A;BMP8B,0.0625,0.9701632,0.9076632261276245
ANXA9,HGF,0.0625,0.97016317,0.9076631665229797
ANXA9,ISM1,0.0625,0.97016317,0.9076631665229797
ANXA9,LGI4,0.0625,0.97016317,0.9076631665229797
ANXA9,MMP1,0.0625,0.97016317,0.9076631665229797
ANXA9,NGF,0.0625,0.97016317,0.9076631665229797
ANXA9,NRP2,0.0625,0.97016317,0.9076631665229797
ANXA9,IHH,0.0625,0.97016317,0.9076631665229797
ANXA9,PCSK6,0.0625,0.97016317,0.9076631665229797
ANXA9,SLIT2,0.0625,0.97016317,0.9076631665229797
ANXA9,TNN,0.0625,0.97016317,0.9076631665229797
ANXA9,WNT11,0.0625,0.97016317,0.9076631665229797
MST1;MST1L,Sfrp1,0.07036414280378518,0.97801346,0.9076493130639821
HCFC2,REG4,0.06249999999999999,0.9701167,0.9076166749000549
HCFC2,MATN1,0.06249999999999999,0.9701167,0.9076166749000549
HCFC2,PODNL1,0.06249999999999999,0.9701167,0.9076166749000549
HCFC2,SULF1,0.06249999999999999,0.9701167,0.9076166749000549
HCFC2,PCSK5,0.06249999999999999,0.9701167,0.9076166749000549
ADAMTS2,HCFC2,0.06249999999999999,0.9701167,0.9076166749000549
HCFC2,WFIKKN2,0.06249999999999999,0.9701166,0.9076166152954102
HCFC2,IBSP,0.06249999999999999,0.97011656,0.9076165556907654
HCFC2,LEP,0.06249999999999999,0.97011656,0.9076165556907654
HCFC2,Mstn,0.06435496046745136,0.9718627,0.9075077132920091
S100a16,TNFSF12,0.006655553166956817,0.914145,0.9074894396614124
Adamtsl1,TGFB2,0.06250000000000001,0.9698927,0.907392680644989
Adamtsl1,WNT9A,0.06250000000000001,0.9698927,0.907392680644989
Adamtsl1,SERPINB9B,0.06250000000000001,0.9698927,0.907392680644989
EMID1,Masp2,0.06249999999999998,0.9698463,0.9073463082313538
IL16,WNT11,0.0625,0.96965754,0.9071575403213501
IL16,LGI4,0.0625,0.9696575,0.9071574807167053
HGF,IL16,0.0625,0.9696575,0.9071574807167053
IHH,IL16,0.0625,0.9696575,0.9071574807167053
IL16,ISM1,0.0625,0.9696575,0.9071574807167053
IL16,PCSK6,0.0625,0.9696574,0.9071574211120605
IL16,NRP2,0.0625,0.9696574,0.9071574211120605
ANGPTL1,IL16,0.0625,0.9696574,0.9071574211120605
ADAMTS1,IL16,0.0625,0.9696574,0.9071574211120605
C1QTNF1,IL16,0.0625,0.9696574,0.9071574211120605
IL16,SLIT2,0.0625,0.9696574,0.9071574211120605
IL16,NGF,0.0625,0.9696574,0.9071574211120605
IL16,TNN,0.0625,0.9696574,0.9071574211120605
IL16,MMP1,0.0625,0.9696574,0.9071574211120605
CELA3A;CELA3B,IL16,0.0625,0.9696574,0.9071574211120605
CLC,IL16,0.0625,0.9696574,0.9071574211120605
ADAM12,IL16,0.0625,0.9696574,0.9071574211120605
BMP8A;BMP8B,IL16,0.0625,0.9696574,0.9071574211120605
Mstn,WNT9A,0.06435496046745136,0.9714503,0.9070953683594529
Mstn,TGFB2,0.06435496046745136,0.9714503,0.9070953683594529
Mstn,SERPINB9B,0.06435496046745136,0.9714503,0.9070953683594529
CCL21C;CCL21B;CCL21A,ISM1,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,PCSK6,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,IHH,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,MMP1,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,HGF,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,SLIT2,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,TNN,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,NGF,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,WNT11,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,NRP2,0.06249999999999997,0.96942157,0.9069215655326843
CCL21C;CCL21B;CCL21A,LGI4,0.06249999999999997,0.96942157,0.9069215655326843
BMP8A;BMP8B,CCL21C;CCL21B;CCL21A,0.06249999999999997,0.9694215,0.9069215059280396
CCL21C;CCL21B;CCL21A,CELA3A;CELA3B,0.06249999999999997,0.9694215,0.9069215059280396
C1QTNF1,CCL21C;CCL21B;CCL21A,0.06249999999999997,0.9694215,0.9069215059280396
CCL21C;CCL21B;CCL21A,CLC,0.06249999999999997,0.9694215,0.9069215059280396
ADAM12,CCL21C;CCL21B;CCL21A,0.06249999999999997,0.9694215,0.9069215059280396
ADAMTS1,CCL21C;CCL21B;CCL21A,0.06249999999999997,0.9694215,0.9069215059280396
ANGPTL1,CCL21C;CCL21B;CCL21A,0.06249999999999997,0.9694215,0.9069215059280396
