Metric,Top_N,YAP_in_Top,YAP_in_Background,Total_YAP,Enrichment,Background_Rate,Odds_Ratio,P_Value
Entropy_Transition,50,0,6,6,0.0,0.011299435028248588,0.0,1.0
Shannon_Entropy,50,1,5,6,0.02,0.011299435028248588,1.9428571428571428,0.4491685723690616
