Protein,Phase_I,Phase_II,Delta_Phase_II_vs_I,Upregulated_Phase_II,Upregulated_Phase_I
Plxnb1,-0.2687416464154117,0.1380280876253278,0.4067697340407395,True,False
Plxnb2,-0.4815025490532093,-0.0262335335941948,0.45526901545901455,True,False
Plxnc1,-0.3682494133190416,,,False,False
Plxnd1,-0.2854289824168926,,,False,False
Podn,-0.498334616531274,-0.0107582211935805,0.4875763953376935,True,False
Postn,-1.0245689631363772,0.2086415732420161,1.2332105363783934,True,False
Prelp,0.5240477139542261,0.1732871644962559,-0.3507605494579702,False,True
Prg2,-0.061651811132682977,0.4287903058597377,0.4904421169924207,True,False
Ptn,-1.1352963353467909,,,False,False
Pxdn,-1.3565521909651994,0.1046317544381398,1.4611839454033393,True,False
Pzp,0.1452318753025122,,,False,False
REG1A,,-0.0926450943626463,,False,False
REG4,,-0.1175834778104222,,False,False
S100A1,,-0.3173483372062633,,False,False
S100A10,0.8657952585576612,-0.4765010708856287,-1.34229632944329,False,True
S100A11,,-0.5161216896266078,,False,False
S100A13,-1.838029778681052,-0.2563230658781885,1.5817067128028635,True,False
S100A16,-0.8011669011945406,,,False,False
S100A4,,-0.4248562487513602,,False,False
S100A6,-0.4560173347520247,-0.4045771548828552,0.051440179869169544,True,False
S100A7,-0.2280581383025464,,,False,False
S100A8,-2.191722543294376,2.443900029312342,4.635622572606718,True,False
S100A9,-1.1766868531300605,-0.055882990232031096,1.1208038628980295,True,False
S100B,,-0.1151245405111825,,False,False
S100a1,0.4909822758028646,0.2522960276655073,-0.23868624813735728,False,True
S100a10,1.4144352754517786,-0.0531472992928727,-1.4675825747446514,False,True
S100a11,0.6282292499226734,0.0300932017735494,-0.598136048149124,False,True
S100a13,-0.0342606436236525,-0.1505174930590656,-0.11625684943541309,False,True
S100a16,-0.0820911272563399,-0.2542906967779287,-0.17219956952158882,False,True
S100a4,1.7701983252244236,0.2236882351263064,-1.5465100900981172,False,True
S100a5,3.715027186636873,,,False,False
S100a6,1.442551987195199,0.3577056475955003,-1.0848463395996988,False,True
S100a8,,0.1272837052432997,,False,False
S100a9,-0.27609793922642023,0.2962913449795804,0.5723892842060005,True,False
S100b,0.9311367787570418,0.0120610747731497,-0.9190757039838922,False,True
S100g,-0.3163770182735136,-0.2729016734355758,0.0434753448379378,True,False
SCUBE1,,-1.061668657686231,,False,False
SCUBE3,,-0.231884401946065,,False,False
SDC2,0.3037387532225307,-3.1009800291093828,-3.4047187823319134,False,True
SEMA3A,,0.4567409887061128,,False,False
SEMA3B,,0.198761978559132,,False,False
SEMA3C,,-0.0847963251445871,,False,False
SEMA3D,,0.0612050600117439,,False,False
SEMA3E,,-0.2126075233283945,,False,False
SERPINA1,0.4355549032244479,0.2778215719631797,-0.1577333312612682,False,True
SERPINA10,,0.5042972687310064,,False,False
SERPINA3,1.1698931716406338,0.1665903534236888,-1.003302818216945,False,True
SERPINA4,,1.0370938176336888,,False,False
SERPINA5,,-0.4436583938291637,,False,False
SERPINA6,,0.5817478085604144,,False,False
SERPINA7,,0.5975627414224306,,False,False
SERPINB1,1.086926497290119,-0.4595106073534585,-1.5464371046435774,False,True
SERPINB6,1.3417596540969683,-0.3090791690305959,-1.6508388231275641,False,True
SERPINC1,-1.9420900810408868,1.9579460060595808,3.9000360871004673,True,False
SERPIND1,-0.8127812039781145,1.564726237659977,2.3775074416380915,True,False
SERPINE1,,-0.0415666210127848,,False,False
SERPINE2,,-0.0758410341418703,,False,False
SERPINF1,-0.9458271201343676,1.3283747708681823,2.27420189100255,True,False
SERPINF2,0.9198920138579884,1.0780470217497418,0.1581550078917534,True,False
SERPING1,1.6894077704904458,-0.278505059934075,-1.9679128304245208,False,True
SERPINH1,-0.9531565643045604,-0.0220275879507928,0.9311289763537676,True,False
SFRP1,,-0.1118961937989547,,False,False
SFRP4,,-0.1065222259917445,,False,False
SLIT3,,-0.8247857431555682,,False,False
SLPI,,-0.6410317384001013,,False,False
SMOC1,,-0.2461264081421467,,False,False
SMOC2,,-0.2327846902798194,,False,False
SNED1,,-0.4009125451014063,,False,False
SPARC,-0.3952459306148403,-0.4701395621308182,-0.07489363151597789,False,True
SPON1,,-0.2723664419473581,,False,False
SPON2,,0.1111452833537265,,False,False
SPP1,,-0.8289675229754374,,False,False
SRPX,,-0.7837548048926362,,False,False
SRPX2,,-0.2524839508690526,,False,False
SULF1,,-0.1175834778104222,,False,False
SULF2,,-0.1175834778104222,,False,False
SVEP1,,-0.1175834778104222,,False,False
Sdc1,,0.2537417801269713,,False,False
Sdc2,-0.3932119383520135,,,False,False
Sdc3,-0.5437871676690735,,,False,False
Sdc4,-0.20452363278762,2.2615553499531615,2.4660789827407816,True,False
Sema3a,,-0.4883960615936219,,False,False
Sema3c,1.3387755959673675,0.3697407824122884,-0.969034813555079,False,True
Sema3e,,0.1730045980758936,,False,False
Sema3f,,0.1640735788381326,,False,False
Sema3g,,-0.1022466440349477,,False,False
Sema4a,-0.6426221859028186,,,False,False
Sema4b,-0.2845633976180732,,,False,False
Sema4d,-0.6730297059561686,,,False,False
Sema4f,-0.5646917160292789,,,False,False
Sema6d,-0.5044095534754388,,,False,False
Sema7a,-0.7677671966555458,0.7915466072938266,1.5593138039493724,True,False
Serpina1a,0.671955430941371,0.5036484603492991,-0.1683069705920719,False,True
Serpina1b,0.41330589792955696,0.5370063864502198,0.12370048852066284,True,False
Serpina1c,0.5577908664600258,0.5553581152755924,-0.0024327511844334238,False,True
Serpina1d,-0.40123264010887616,0.3840817140864975,0.7853143541953737,True,False
Serpina1e,-1.5332809816157527,3.060987042523208,4.594268024138961,True,False
Serpina3k,-1.1768170905308537,,,False,False
Serpina3m,0.8255556511561731,0.2352336795932439,-0.5903219715629292,False,True
Serpina3n,2.364542673269531,0.5969749366046757,-1.7675677366648552,False,True
Serpina6,0.8626809309786454,-0.0669080096281856,-0.929588940606831,False,True
Serpinb1a,0.7322065933536047,0.2527966914685755,-0.47940990188502924,False,True
Serpinb6a,0.6071036947342274,0.0875721497291798,-0.5195315450050476,False,True
Serpinb6b,,-0.0674237619294294,,False,False
Serpinb8,-0.40677764423395113,-0.0117513187098045,0.3950263255241466,True,False
Serpinb9,-0.4719556703281464,0.0234816962097343,0.4954373665378807,True,False
Serpinb9b,0.5772228297505393,0.0165355003227706,-0.5606873294277687,False,True
Serpinc1,0.8158084562628471,0.2937578489678847,-0.5220506072949624,False,True
Serpind1,0.0047867226747096,0.1419442387424798,0.1371575160677702,True,False
Serpine2,0.5774589109912838,0.4640823030903223,-0.11337660790096149,False,True
Serpinf1,-1.2851989486102493,0.1257337049762613,1.4109326535865105,True,False
Serpinf2,0.1152534983459008,0.4794012437825838,0.364147745436683,True,False
Serping1,-0.0611530243009282,0.5418662545441228,0.603019278845051,True,False
Serpinh1,-1.6062542342325221,-0.2591066710589557,1.3471475631735665,True,False
Serpini1,-0.7905408139268282,,,False,False
Sftpa1,,0.4261937124920383,,False,False
Sftpb,,-0.1897434732682851,,False,False
Sftpc,,-0.0878014645551661,,False,False
Sftpd,,0.3222888273345589,,False,False
Slit1,-1.214744759647599,,,False,False
Slit2,-0.7106230625839794,,,False,False
Slit3,-0.670830995397659,-0.0798704012418906,0.5909605941557684,True,False
Smoc2,6.378538290850064,,,False,False
Sparc,-0.9694761565506889,-0.0987557142299879,0.870720442320701,True,False
Sparcl1,-0.6079378713070162,0.4112135771678833,1.0191514484748994,True,False
Spock1,-0.9243487252677188,,,False,False
Spock2,-0.7503065300286985,,,False,False
Spon1,-0.5199967638371366,0.3193671454152798,0.8393639092524163,True,False
Srpx,,0.3396227683739651,,False,False
Srpx2,,0.0171170933433235,,False,False
Stfa2l1,,0.5121853497256458,,False,False
Svep1,,0.0394288670987222,,False,False
TGFB1,,-0.1671128206617602,,False,False
TGFBI,0.9780033654554422,-0.2834665608394778,-1.26146992629492,False,True
TGM2,,-0.3187642091672787,,False,False
THBS1,-2.390432320319478,0.0722861419699297,2.462718462289408,True,False
THBS2,,-0.0042106042038452,,False,False
THBS3,,-0.8463530028866463,,False,False
THBS4,,-0.4526057527760754,,False,False
TIMP1,,0.0691212517041334,,False,False
TIMP2,,-0.2366753636516813,,False,False
TIMP3,,0.5718866767848794,,False,False
TNC,,-0.8155686943113217,,False,False
TNFAIP6,,0.6292751005268236,,False,False
TNXB,-0.9536573308915288,-1.3618255813653997,-0.40816825047387084,False,True
TSKU,,-0.161231597885885,,False,False
Tgfb2,,0.0165355003227706,,False,False
Tgfbi,0.09943907371664246,0.1233085718150942,0.02386949809845175,True,False
Tgm1,,-0.0364402167685461,,False,False
Tgm2,0.32933336190909684,-0.1301823125645501,-0.45951567447364694,False,True
Thbs1,,0.4625487630031141,,False,False
Thbs3,,-0.1924127657635551,,False,False
Thbs4,0.033369363000542704,,,False,False
Timp2,-0.5438670337224736,,,False,False
Timp3,,0.6260518442689429,,False,False
Tinag,,-0.5810348681140065,,False,False
Tinagl1,0.5445663465260107,0.1807477410028125,-0.36381860552319817,False,True
Tnc,-1.8429063443132783,-0.0902650048025966,1.7526413395106817,True,False
Tnfsf10,,0.1428989291724425,,False,False
Tnfsf12,,-0.1836202863726698,,False,False
Tnr,-0.5691036374434375,,,False,False
Tnxb,,-0.0294268084806207,,False,False
Try4,0.0524259208642683,,,False,False
VCAN,-0.6905265508908869,-0.5190644823298923,0.17146206856099455,True,False
VEGFA,,-0.6408651652282169,,False,False
VIT,,-1.900094888224853,,False,False
VTN,2.1977367672868007,2.1098706538875462,-0.08786611339925443,False,True
VWA1,,-0.222362762158943,,False,False
VWF,,0.7310235463526353,,False,False
Vcan,0.4159925356968015,0.1879051758642205,-0.228087359832581,False,True
Vtn,0.3532991162016059,0.7341609336905491,0.3808618174889432,True,False
Vwa1,0.008685605495057203,0.0047349230685167,-0.003950682426540502,False,True
Vwa5a,-0.1745686915465603,0.1508642845270214,0.3254329760735817,True,False
Vwa5b2,-0.3404494829082798,,,False,False
Vwa9,,0.0105590833639453,,False,False
Vwf,-0.8751914735417738,0.2826938647608856,1.1578853383026595,True,False
WFIKKN2,,-0.1175834778104222,,False,False
WIF1,,0.2402950159544577,,False,False
Wnt3a,,0.0038447016762085,,False,False
Wnt4,,0.1307924669097385,,False,False
Wnt9a,,0.0165355003227706,,False,False
ZP4,-1.8848599876611651,,,False,False
