Protein,Degree,Betweenness,Eigenvector,Closeness,PageRank,Katz,Subgraph
LAMA3,0.1023102310231023,0.0023674173584759357,0.006771869633014884,0.7723574130822349,0.0009679906814529007,0.012386592588691491,1.9118581742884739e+59
LAMB4,0.07150715071507151,0.00040628145046516396,0.004949121209738014,0.7405124132109796,0.000815813610475043,0.009960849563063564,9.486364867954561e+58
LAMC3,0.0968096809680968,0.0005645939043243531,0.010750061828983914,0.755960666559772,0.0009123058647129852,0.014710160623602943,3.8715139438594052e+59
LEPREL2,0.1177117711771177,0.000410959475781156,0.01735386052662842,0.8359063653132178,0.0010897377031373172,0.02008692477282926,8.724050087017152e+59
LGALS7,0.0858085808580858,6.402770245631122e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
MEGF6,0.1177117711771177,0.0004028823097679321,0.01735386052662842,0.8359063653132178,0.0010897377031373172,0.02008692477282926,8.724050087017152e+59
MMP12,0.0858085808580858,6.402770245631122e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
MMP14,0.20242024202420242,0.0008200118429203014,0.05935440455347914,0.8279598276019945,0.0015823755072496366,0.04919052825277179,7.633409670978124e+60
MMP2,0.20242024202420242,0.002389306478371774,0.06802204043299556,0.8191775848516631,0.0016212544548264846,0.055382867118366194,8.008880568277995e+60
MXRA5,0.1936193619361936,0.00026836384078936525,0.06965841324990979,0.8315573085942548,0.001598490902740428,0.05589827231672199,8.484751118128594e+60
NGLY1,0.10561056105610561,0.0026654647843638983,0.009510563999860253,0.8377079191064672,0.000919989753944859,0.015008368356204746,3.2835020959323217e+59
OMD,0.0704070407040704,0.0005549013051084844,0.00646534082652394,0.7413332429881592,0.0007269554517062602,0.011028140984251436,1.5398883825456262e+59
PLXNB2,0.0803080308030803,0.0019233751568989493,0.010052617142078352,0.7882803004903757,0.0007359642793706223,0.013403568306927226,3.426510551740037e+59
PRG2,0.11661166116611661,0.0015193149270874224,0.015836742936607508,0.8041962218955724,0.0010475552464598854,0.01866844915004241,8.17512570137125e+59
S100A1,0.21672167216721672,0.024059052217680333,0.061789781590117665,0.9615990752512639,0.0016802078841585718,0.052180398172258814,7.453749114893764e+60
S100A14,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
S100A2,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
S100A3,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
S100A7,0.09790979097909791,0.0008069088847210711,0.008377802226482323,0.8138295006851213,0.0010050444793414583,0.014208971212751671,2.327764105372755e+59
S100B,0.1892189218921892,0.0014887389454212349,0.06638165197552619,0.8141918127995021,0.0015482358969233314,0.05378911692784851,7.283640288468661e+60
SERPINA12,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
SERPINB12,0.1331133113311331,0.002298718483714526,0.012526998283255234,0.8372990204291053,0.0011634379240268121,0.01796340954200482,5.323433079969399e+59
SERPINB2,0.1177117711771177,0.0004242867997029755,0.017353860526628417,0.8359063653132178,0.0010897377031373172,0.02008692477282926,8.724050087017152e+59
SERPINB4,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
SERPINB5,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
SERPINB7,0.0858085808580858,6.184686763274076e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
SERPINB8,0.0924092409240924,0.0008907871471660891,0.006879076429509543,0.8024224711173817,0.0008711871781344605,0.013221775122995607,1.4966827765074518e+59
SERPINB9,0.1023102310231023,0.0025836180255830055,0.011945798826843977,0.7975316861103621,0.0008672537054545073,0.015785239456022452,5.537757522673111e+59
SFRP2,0.10451045104510451,0.0004010312925565684,0.017553001791628216,0.7621358822521984,0.0010023698785254459,0.019801675094674714,8.062530446796774e+59
SNED1,0.20242024202420242,0.0008078960939004656,0.05935440455347914,0.8279598276019945,0.0015823755072496366,0.04919052825277179,7.633409670978131e+60
TCHH,0.0858085808580858,6.127671473768966e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
TGFB1,0.2057205720572057,0.0064770794260042746,0.06416072228597311,0.8312360270871174,0.0016520663555345627,0.052402145690900126,7.939607113558994e+60
TGM1,0.066006600660066,1.9385198431737447e-05,0.005000619663111613,0.7205984192632967,0.0007418935896559425,0.009868039354362142,9.750653017874861e+58
TGM5,0.0858085808580858,6.127671473768966e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
THBS2,0.19581958195819582,0.0005193617746502991,0.06958488714953506,0.8340887577605218,0.0016190886675946598,0.05594624622953406,8.539264477144265e+60
TNFSF13,0.1177117711771177,0.0003536115970872662,0.017353860526628417,0.8359063653132178,0.0010897377031373172,0.02008692477282926,8.724050087017149e+59
TSPEAR,0.0858085808580858,6.127671473768966e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
VEGFB,0.0858085808580858,6.127671473768966e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
VWA2,0.0858085808580858,6.127671473768966e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
A2m,0.17271727172717272,9.263138451572428e-06,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Acan,0.17271727172717272,9.263138451572428e-06,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Adam10,0.1529152915291529,0.024312673558104708,0.015325395277307082,0.8467962315593921,0.001146833310807835,0.032690819421521,1.1273588072246153e+59
Adam11,0.17271727172717272,8.508919962805152e-06,0.025077919232309665,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Adam22,0.17271727172717272,8.508919962805152e-06,0.025077919232309665,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Adam23,0.17271727172717272,9.263138451572428e-06,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Adam9,0.1353135313531353,0.0008820265286440538,0.014328675799428196,0.740464544835974,0.0011092216142977835,0.032394825154094024,5.188001509369892e+58
Agrn,0.1188118811881188,0.00022292978196498063,0.01270779149704244,0.6452266362593148,0.001028307796999642,0.02981837192516079,2.3329337111912645e+58
Agt,0.1551155115511551,0.00019627513412134165,0.019605895937264004,0.715617885662195,0.0013950056027051427,0.042810748666970475,6.242740559796025e+58
Angptl1,0.1188118811881188,0.0004780266034656561,0.013324088368322936,0.6617534089369433,0.001060339779832879,0.03106306112046415,2.1859968060785488e+58
Anxa1,0.14411441144114412,0.0011990552946630933,0.013890158346941968,0.6725367504850627,0.0011852277958037955,0.03245316736260372,3.2098955612760317e+58
Anxa11,0.1749174917491749,0.002601049385408441,0.017457994183986192,0.8179703484364019,0.0014126567976152683,0.03866837296742376,8.850039542667647e+58
Anxa2,0.1386138613861386,0.000774802149818506,0.012304762918737767,0.7360156955504805,0.0012545897709734175,0.029544360918089096,2.729289075065551e+58
Anxa3,0.1551155115511551,4.301090902041746e-05,0.019580673718698892,0.7149998245150418,0.001394921665885211,0.042764398984084864,6.242740559796025e+58
Anxa4,0.1551155115511551,0.0003780113694188803,0.01806558309862651,0.7532230094026777,0.0013157766960715182,0.03987791755228332,6.385982091535542e+58
Anxa5,0.121012101210121,0.0007378491153080066,0.011122760063225906,0.6689607630317703,0.0009831347772505255,0.02684102024086345,2.2895208142593253e+58
Anxa6,0.17271727172717272,0.004882041067542878,0.016479328857871775,0.7561268578372938,0.0014402613167676691,0.03734388296353544,6.324553984074823e+58
Anxa7,0.1496149614961496,0.003709034633272431,0.016977569993068015,0.7663988599555334,0.0012659508452717038,0.03821780704158263,4.3558084737866633e+58
Bcan,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019034,0.053803136073103414,5.825173594765287e+58
Bdnf,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019034,0.053803136073103414,5.825173594765287e+58
Bgn,0.1639163916391639,0.08216416355291917,0.018380913660155616,0.9643074974342765,0.0012926177942878547,0.03435880254444569,2.6078330794790428e+59
Brinp2,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019034,0.053803136073103414,5.825173594765287e+58
C1qa,0.1617161716171617,0.00023948797229208973,0.020908978041339406,0.6694429245546998,0.001383872771039168,0.04576544730934207,4.855738360254112e+58
C1qb,0.1408140814081408,0.0003634724705950771,0.01651442894636404,0.7293080577571344,0.0012151799860376715,0.036712305226236155,5.386477022469521e+58
C1qc,0.1617161716171617,0.0010657820554448984,0.020747400805452135,0.6689939109612215,0.0014239400377174295,0.04552518175986164,4.647267084726914e+58
C1ql3,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
C1qtnf4,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Cabp1,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Cbln1,0.1342134213421342,0.0003920223027486174,0.014979228638148498,0.628002344422658,0.0011773376943474197,0.03440882506590557,2.80180790660864e+58
Cbln4,0.17271727172717272,9.263138451572428e-06,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Ccl21c,0.1188118811881188,0.0004780266034656561,0.013324088368322936,0.6617534089369433,0.001060339779832879,0.03106306112046415,2.1859968060785488e+58
Cd209d,0.1188118811881188,0.0004780266034656561,0.013324088368322936,0.6617534089369433,0.001060339779832879,0.03106306112046415,2.1859968060785488e+58
Chadl,0.17271727172717272,9.263138451572428e-06,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Chl1,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Clec2l,0.17271727172717272,9.263138451572428e-06,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222671e+58
Coch,0.1342134213421342,0.0003920223027486174,0.014979228638148498,0.628002344422658,0.0011773376943474197,0.03440882506590557,2.801807906608639e+58
Col12a1,0.10451045104510451,0.0008989885772718241,0.010062020858831497,0.7119744299302249,0.0008437045800041112,0.024504389870289814,1.7939987522859945e+58
Col1a2,0.1221122112211221,0.0022995691639648547,0.011347288459565459,0.7283141776490285,0.0009891399277537857,0.027166181535150335,2.4200786912648953e+58
Col4a5,0.1342134213421342,0.0003920223027486174,0.014979228638148498,0.628002344422658,0.0011773376943474197,0.03440882506590557,2.80180790660864e+58
Col6a1,0.1265126512651265,0.0004313206651061582,0.013988305169351017,0.7004644474708132,0.0010273057730749294,0.03215630187742712,3.065962571099444e+58
Col6a3,0.17271727172717272,8.561597132456613e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Creld1,0.16611661166116612,0.0002598121373851257,0.01999569937313521,0.7479601944128418,0.001433141525515647,0.04359993641947667,7.478122396314485e+58
Creld2,0.16611661166116612,0.0002598121373851257,0.01999569937313521,0.7479601944128418,0.001433141525515647,0.04359993641947667,7.478122396314485e+58
Crlf3,0.1551155115511551,4.301090902041746e-05,0.019580673718698892,0.7149998245150418,0.001394921665885211,0.042764398984084864,6.242740559796026e+58
Crp,0.1342134213421342,0.0003920223027486174,0.014979228638148498,0.628002344422658,0.0011773376943474197,0.03440882506590557,2.80180790660864e+58
Cspg4,0.1639163916391639,0.00023221852288018814,0.01564085837031286,0.7299299860052213,0.001371606646723158,0.036188677570251994,4.136044086313414e+58
Cspg5,0.17271727172717272,1.0917927233516341e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Cstb,0.14411441144114412,0.0017737456565039764,0.013624274036847846,0.6981654715967099,0.001169246018395015,0.03187626730051533,3.3159096351227066e+58
Ctsh,0.1463146314631463,0.0022462598682775766,0.012663756271499361,0.6949013436730425,0.0011981714240178586,0.030242120226524002,3.058248058430117e+58
Ctss,0.1276127612761276,0.005573244549124516,0.013560437435385425,0.7567231537335375,0.0009906026325292362,0.031092290516425536,3.473109970632265e+58
Ctsz,0.1177117711771177,0.0002568538792205212,0.01398880323013829,0.6638838178011814,0.000927965231828957,0.03192944295365221,2.8548591765018943e+58
Dcn,0.14301430143014301,0.0008335635325647102,0.013993167646525749,0.709037690675491,0.0011889852074067012,0.03263596768751787,3.225168915187005e+58
Dsp,0.1474147414741474,0.00034336032722214924,0.01623623203946862,0.7012159646491767,0.0012969113431162413,0.037023633537474725,3.176433838095626e+58
Edil3,0.17271727172717272,1.161025574893553e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Egln1,0.1551155115511551,0.0003592319584381346,0.017991675904431414,0.7339177547880096,0.0013161057459120812,0.04020299852583977,4.594992290894302e+58
Elfn1,0.17271727172717272,8.190791309532991e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Elfn2,0.17271727172717272,8.190791309532991e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Fga,0.14411441144114412,0.0007087713176604003,0.012703537033885446,0.7368390936301934,0.001246350104204051,0.03039173554138807,2.8883482236596336e+58
Fgb,0.11551155115511551,0.0005658054792263367,0.010888128191977382,0.6783086854996339,0.0009297556426857884,0.02628288711837281,2.1968817988405692e+58
Fgf1,0.17271727172717272,0.0053733346902972235,0.016358977909868837,0.7619245744514241,0.0013956588358508,0.03694824960327508,6.748113803710839e+58
Fgf12,0.17271727172717272,8.190791309532991e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Fgg,0.14411441144114412,0.0009183737757035615,0.01356206778451022,0.7330617827429874,0.0012567387267234892,0.03197742718250744,3.023778469644513e+58
Fmod,0.1342134213421342,0.0011146489098249031,0.01398548527401795,0.6745433821298149,0.0011245320840439163,0.032408615226608935,2.898192123236483e+58
Fn1,0.15071507150715072,0.0006421346980513029,0.013889016403452512,0.7362849035609589,0.0013161681932005547,0.03272545423493463,3.244515115753837e+58
Fstl1,0.17271727172717272,1.2355840304002355e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Gpc1,0.11551155115511551,0.0003658956203990443,0.013212734621213904,0.6925092714016062,0.0009309733184041454,0.03046199392661833,2.699050350676281e+58
Gpc5,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Gpc6,0.17271727172717272,1.2355840304002355e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Grip1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Hapln1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Hapln2,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Hapln4,0.17271727172717272,1.2355840304002355e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222675e+58
Hcfc1,0.1639163916391639,0.00023100694797820455,0.015640858370312857,0.7299299860052213,0.001371606646723158,0.036188677570252,4.1360440863134156e+58
Hmcn2,0.1496149614961496,0.006668508260517681,0.012086440209150008,0.7270072014053448,0.00123888395698153,0.02924472191993329,2.6357939733728335e+58
Hspg2,0.1551155115511551,0.0005082556713821161,0.018076137447872932,0.7550676615488451,0.0013209845194376284,0.03990363148518582,6.381813391226086e+58
Htra1,0.154015401540154,0.0009026233019777749,0.01930252321825826,0.7333620422131497,0.0013456399586160572,0.04265951359062667,4.707335798754338e+58
Igfbp4,0.1188118811881188,0.0004780266034656561,0.013324088368322934,0.6617534089369433,0.0010603397798328792,0.03106306112046415,2.18599680607855e+58
Igfbp7,0.16501650165016502,4.4828271373392845e-05,0.020791986977470048,0.7479490072405021,0.001445166457047546,0.045149232063651505,7.462782967960174e+58
Itih2,0.1452145214521452,0.0001783842114020506,0.016998619105486796,0.7000130003591111,0.0013026721116659958,0.03844684098131289,3.16393921005582e+58
Kng1,0.11221122112211221,0.0001667934781730743,0.012705443922512124,0.6953835985114768,0.000907222692994723,0.02940464381340335,2.567697358434099e+58
Lama1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Lama2,0.1078107810781078,0.0007160407670723018,0.010684047236787933,0.7126839032734185,0.0008449720951452271,0.025618987110929043,2.155563724631147e+58
Lama5,0.12871287128712872,0.000484226102492775,0.01422185383222547,0.7279673047712637,0.0010100465576515442,0.03244566409323707,3.4147472170723844e+58
Lamb1,0.12871287128712872,0.0043228992502774505,0.012417747145120249,0.7773438568205194,0.0010332510267117177,0.02866841589014065,3.798219511997068e+58
Lamb2,0.16611661166116612,0.02598949322245,0.01940196539552621,0.9340027042332729,0.0013057786088400234,0.03617204476626266,2.6588252103726464e+59
Lamc1,0.154015401540154,0.00040103129255656837,0.017116561110744218,0.7583897849417339,0.0012808472165531763,0.038055969995308796,6.27990799957025e+58
Lgi1,0.1606160616061606,0.0005363238232780693,0.02078225838409764,0.633521133808391,0.0014172641812036253,0.04557965945173464,4.6100701095248487e+58
Lgi3,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Lman1,0.16501650165016502,4.4828271373392845e-05,0.020791986977470048,0.7479490072405021,0.001445166457047546,0.045149232063651505,7.462782967960176e+58
Lum,0.11221122112211221,0.001768899356896042,0.011543933799061011,0.7104882077101984,0.000947908585034441,0.02745908611053391,2.207210515711526e+58
M6pr,0.16611661166116612,0.00026782803263575414,0.01999569937313521,0.7479601944128418,0.001433141525515647,0.04359993641947667,7.478122396314489e+58
Matn2,0.1694169416941694,0.0010988984360991165,0.015736487368650992,0.745288873330228,0.001404719225816716,0.03642868267293316,4.392556664690803e+58
Matn4,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Megf10,0.17271727172717272,1.4778990107969543e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Megf8,0.17271727172717272,1.4778990107969543e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Megf9,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Mmp17,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Ncan,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Nell2,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Nid2,0.1276127612761276,0.0005258235074608782,0.011985113593069734,0.7051456006310888,0.001086596865161749,0.028658582150542296,2.409121563806408e+58
Nrg3,0.17271727172717272,1.5081883833465438e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Ntng1,0.17271727172717272,1.5081883833465438e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Ovos,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
P4ha1,0.1672167216721672,0.0004155701913803715,0.01994989929305101,0.7485675548927793,0.0014354713428106397,0.043520943907905,7.489558042997554e+58
P4htm,0.17271727172717272,1.5081883833465438e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Pag1,0.17271727172717272,1.5081883833465438e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Parm1,0.1342134213421342,0.0003502229686301838,0.014979228638148498,0.628002344422658,0.0011773376943474197,0.03440882506590557,2.80180790660864e+58
Plxdc1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Plxna1,0.16501650165016502,4.4828271373392845e-05,0.020791986977470048,0.7479490072405021,0.001445166457047546,0.045149232063651505,7.462782967960177e+58
Plxna2,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Plxna4,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Plxnb1,0.14301430143014301,1.6962048627770265e-05,0.020661250949668735,0.7050040149306708,0.0013374424491154149,0.04510139671254517,4.0346889094554366e+58
Plxnb2,0.1749174917491749,0.00275613097286234,0.017457994183986185,0.8179703484364019,0.0014126567976152683,0.038668372967423766,8.850039542667647e+58
Plxnc1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Plxnd1,0.17271727172717272,0.0015960480042130486,0.01830912823993869,0.8099448603570235,0.0014253851774860735,0.04023579481781769,8.806487744145617e+58
Prelp,0.11551155115511551,0.003564453361635723,0.012457158869314899,0.7983695457845752,0.0009622520962911186,0.028262575114862045,4.1594762320712437e+58
Ptn,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
S100a1,0.1551155115511551,4.301090902041746e-05,0.019580673718698892,0.7149998245150418,0.001394921665885211,0.042764398984084864,6.242740559796025e+58
S100a11,0.1551155115511551,0.0004779662988325264,0.018076137447872936,0.7550676615488451,0.0013209845194376284,0.03990363148518582,6.381813391226084e+58
S100a4,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
S100a5,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
S100a6,0.1562156215621562,0.0007844947490343748,0.019253670838615157,0.7306939030972942,0.0013529986020287782,0.04258775517461303,4.7617769104010683e+58
S100b,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Sdc2,0.17271727172717272,1.5809581305650612e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Sdc3,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Sema4a,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Sema4b,0.16501650165016502,0.00040830074196846996,0.020667718885795838,0.7494288655206384,0.0014352062324444078,0.044894047994972264,7.428029591301682e+58
Sema4d,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Sema4f,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Sema5b,0.1188118811881188,0.0003913989979738296,0.013324088368322934,0.6617534089369433,0.001060339779832879,0.03106306112046415,2.1859968060785488e+58
Sema6d,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765283e+58
Sema7a,0.16501650165016502,4.4828271373392845e-05,0.020791986977470048,0.7479490072405021,0.001445166457047546,0.045149232063651505,7.462782967960177e+58
Serpina1c,0.1551155115511551,4.301090902041746e-05,0.019580673718698892,0.7149998245150418,0.001394921665885211,0.042764398984084864,6.242740559796021e+58
Serpina1d,0.1144114411441144,0.0005767096533441891,0.011533592005775532,0.6843005614750381,0.0009471780913493126,0.02744881856802829,2.2065303340884448e+58
Serpina1e,0.1496149614961496,0.012393805459841138,0.016908264348736653,0.9176314998850132,0.001236323481432328,0.03366062264877563,1.573147627573533e+59
Serpina3k,0.1452145214521452,0.00018565366081395215,0.016998619105486796,0.7000130003591111,0.0013026721116659958,0.03844684098131289,3.1639392100558216e+58
Serpina3n,0.15181518151815182,0.00031177860811044397,0.01804495008568592,0.7299712359576619,0.0012981151587201911,0.04025364347452177,4.5264097663821635e+58
Serpinb1a,0.1144114411441144,0.0017470910086603373,0.010851743540792233,0.7098843230613837,0.0009539762473558517,0.0261928293604995,2.106527505978356e+58
Serpinb9b,0.17271727172717272,1.6617297906973006e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Serpini1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Shh,0.1188118811881188,0.0003913989979738296,0.013324088368322934,0.6617534089369433,0.001060339779832879,0.03106306112046415,2.1859968060785488e+58
Slit1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Slit2,0.17271727172717272,1.6617297906973006e-05,0.02500986020240971,0.7167490053833404,0.001598601349651095,0.053674763592140906,5.819198605222674e+58
Slit3,0.1342134213421342,0.0003284146203944792,0.014979228638148497,0.628002344422658,0.0011773376943474197,0.03440882506590557,2.80180790660864e+58
Spock1,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Spock2,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Spon1,0.16611661166116612,0.00030054195457525866,0.01999569937313521,0.7479601944128418,0.0014331415255156468,0.04359993641947667,7.478122396314489e+58
Tgm2,0.10891089108910891,7.269449411901543e-05,0.012487193357588055,0.6878898352904487,0.000905364180659523,0.029090115640845984,2.280607409818329e+58
Thbs4,0.0748074807480748,0.0008723339294281851,0.005421322871172029,0.6390944638213242,0.0007093634521109115,0.01580681061217624,6.977748038141322e+57
Timp2,0.17271727172717272,8.492079837866123e-06,0.02507791923230967,0.7193986692994375,0.0016000802285019032,0.053803136073103414,5.825173594765282e+58
Tinagl1,0.1243124312431243,0.0007487532894258588,0.01249040991709476,0.6675888756681632,0.0009766438620268942,0.029337825580175978,2.671192071487846e+58
Tnc,0.1276127612761276,0.006177012708613005,0.014064452093655236,0.8411376723277095,0.0010860603910098302,0.029549514011670476,8.648561718490258e+58
