Protein,Degree,Betweenness,Eigenvector,Closeness,PageRank,Katz,Subgraph
PZP,0.09790979097909791,0.0004797836611855018,0.014996569590134297,0.7671312444793267,0.0009430640991400168,0.017380308840770665,6.16318497891172e+59
S100A13,0.10891089108910891,0.00010661859137455596,0.04077628124580515,0.7869774047954968,0.0008832324551619412,0.033912788895664014,3.6455511669989854e+60
SERPINA1,0.1034103410341034,0.0015580853239508972,0.031646795460498305,0.8092158029591235,0.000819813183741833,0.027646787193174573,2.8353335366001538e+60
SERPINA10,0.21672167216721672,0.0026581953349519975,0.06946895707539204,0.8868508985929312,0.0017201178744857052,0.057092519973186436,9.167115189153792e+60
SERPINA3,0.1298129812981298,0.001085571112177297,0.03469773615320707,0.8130170499245827,0.001031267407348258,0.03054168659201077,3.430450437392852e+60
SERPINA4,0.16501650165016502,0.000709982892562384,0.05293272628134026,0.842202846884409,0.0013393233672540216,0.043806320569311934,5.952015357959485e+60
SERPINA6,0.1562156215621562,0.0007148291921703183,0.051327882819098926,0.8287873059671275,0.0012746194180846611,0.04269966620500997,5.36163154916216e+60
SERPINB3,0.11661166116611661,0.01228015803715146,0.010964768626935963,0.8631463491799334,0.0011134769538284127,0.017136054242197548,3.776034422210972e+59
SERPINF1,0.132013201320132,0.001512045477675521,0.03990788036841513,0.8265367671906967,0.0010428450328164053,0.03409076148166933,4.0492408920981836e+60
SERPINF2,0.132013201320132,0.001546575362382053,0.047334057321120525,0.8268589291568079,0.001076572150487638,0.03891388514120891,4.725670248876001e+60
SLIT3,0.20902090209020902,0.003886277944975111,0.0695562879860919,0.844978132675565,0.0016827242581757525,0.05606547316217376,8.50387479670555e+60
SPON1,0.08690869086908691,0.0008917191278599225,0.008065438817662354,0.8027058068547114,0.0008632730144463351,0.01278846919059434,2.428131822766105e+59
TIMP3,0.0693069306930693,0.00031985577412366786,0.009364073457343256,0.791113046465576,0.0007267080410349093,0.012944710351476933,2.5551655275246567e+59
TNXB,0.14301430143014301,0.00026170017882845553,0.05222382132086804,0.8159518119455432,0.0011804222552897305,0.042544708940370414,5.6488963575902264e+60
VTN,0.0726072607260726,0.0002786622274562258,0.014923616154915801,0.8142406784824062,0.0007049420129599211,0.016362852410455497,6.345397816959037e+59
A2ML1,0.0858085808580858,6.917689578974147e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
C17orf58,0.0858085808580858,6.917689578974147e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
C1QA,0.1078107810781078,0.0027976436978641725,0.01106804924561612,0.7853010583072029,0.000996021690288668,0.015135399587727269,4.369748238572972e+59
CCL21,0.10121012101210121,0.0011461498572764765,0.011786041593840947,0.7918133978755295,0.0009427231486184691,0.015712559524797658,4.908299322014273e+59
CCL28,0.0858085808580858,6.433059618180712e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
CLEC11A,0.07920792079207921,0.00041920491608632226,0.009232728335475733,0.7021732057909387,0.0007540354028525944,0.013168218298865443,3.0406757089792724e+59
COCH,0.0858085808580858,6.433059618180712e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.497392149573572e+59
COL10A1,0.1265126512651265,0.002636467758376427,0.01584568173724342,0.7973684675071219,0.001059829512867192,0.01899445569042431,9.414699608610232e+59
COL17A1,0.0858085808580858,6.433059618180712e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.497392149573572e+59
COL4A5,0.0913091309130913,0.0006130569004036968,0.00805568814675916,0.7889180884051054,0.0008956014750585327,0.013172768427830312,2.3356340240073357e+59
CST6,0.0858085808580858,6.433059618180712e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
CTHRC1,0.19471947194719472,0.0001776976522909266,0.06935493188239676,0.8301868687429194,0.0016069514728023384,0.05574715553585047,8.462130038107679e+60
CTSC,0.06820682068206821,0.001050435440019773,0.0048556702149263765,0.719366786779698,0.0007311035156098701,0.009831654144389268,9.582322115913462e+58
CTSV,0.0858085808580858,6.433059618180712e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
EFEMP2,0.1793179317931793,0.0014157252729678255,0.06131386951136674,0.8347803396284428,0.0014657543395134565,0.04978543169552208,6.614259304945793e+60
FBN3,0.0946094609460946,0.0004894762604013706,0.015797389943573714,0.7689993747916468,0.0009056252397424141,0.01781415181994223,6.868103472609235e+59
FGL2,0.10891089108910891,0.0009258881179148001,0.010651173012865488,0.7870749046348892,0.0009872484092466039,0.015176502288504442,4.381700682675068e+59
FRAS1,0.09350935093509351,0.0006760587953068435,0.009390873609020528,0.7542668255835031,0.0009124260048591246,0.013755150717833441,3.160256991185228e+59
FREM2,0.0924092409240924,0.000375588219614913,0.00809810076220126,0.7896838130750856,0.0009058061208805204,0.01323093017924073,2.3488720354575075e+59
HMCN2,0.0858085808580858,6.433059618180712e-05,0.010783154502654033,0.7850784914696508,0.0009083245441677692,0.015006367012885208,3.4973921495735734e+59
