Protein,Consensus,Consensus_Rank,Degree,Betweenness,Eigenvector,Closeness,PageRank,Katz,Subgraph
Crlf3,0.08567509747063876,338,0.1551155115511551,4.301090902041746e-05,0.0195806737186988,0.7149998245150418,0.0013949216658852,0.0427643989840848,6.242740559796026e+58
Serpina1c,0.08567509747063876,339,0.1551155115511551,4.301090902041746e-05,0.0195806737186988,0.7149998245150418,0.0013949216658852,0.0427643989840848,6.242740559796021e+58
Anxa3,0.08567509747063876,340,0.1551155115511551,4.301090902041746e-05,0.0195806737186988,0.7149998245150418,0.0013949216658852,0.0427643989840848,6.242740559796025e+58
S100a1,0.08567509747063876,341,0.1551155115511551,4.301090902041746e-05,0.0195806737186988,0.7149998245150418,0.0013949216658852,0.0427643989840848,6.242740559796025e+58
Lamc1,0.08034685234674754,342,0.154015401540154,0.0004010312925565,0.0171165611107442,0.7583897849417339,0.0012808472165531,0.0380559699953087,6.279907999570251e+58
PLXNA1,0.07709699141259792,343,0.1364136413641364,0.004197653405803,0.0098858809546548,0.8347578212171738,0.0011833731878716,0.0172673962146876,3.2891629627701805e+59
Egln1,0.07165931819164317,344,0.1551155115511551,0.0003592319584381,0.0179916759044314,0.7339177547880096,0.001316105745912,0.0402029985258397,4.594992290894302e+58
Col4a2,0.07159027799721174,345,0.0858085808580858,0.0091831319695846,0.0078280647858559,0.8951149722934714,0.0008907834740116,0.0143549676789622,1.3256897109837477e+59
Vcan,0.06870760409497242,346,0.154015401540154,0.0004155701913803,0.0170806162516033,0.7533013107806247,0.0012751853732946,0.0379805497437365,6.278305251514408e+58
F13A1,0.06830811113784292,347,0.0946094609460946,0.0080060869523075,0.0110489329114949,0.8829374730043326,0.0009016423745128,0.0148796663734664,3.5934143131102433e+59
Cspg4,0.060081835488010035,348,0.1639163916391639,0.0002322185228801,0.0156408583703128,0.7299299860052213,0.0013716066467231,0.0361886775702519,4.136044086313414e+58
Hcfc1,0.060039519748012804,349,0.1639163916391639,0.0002310069479782,0.0156408583703128,0.7299299860052213,0.0013716066467231,0.036188677570252,4.136044086313416e+58
CTSL,0.05416772857131926,350,0.1397139713971397,0.0023526765305018,0.0162141269287224,0.8062992737639241,0.0011839146519447,0.0205837690338993,8.59427499434516e+59
C1qa,0.053663520210103,351,0.1617161716171617,0.000239487972292,0.0209089780413394,0.6694429245546998,0.0013838727710391,0.045765447309342,4.8557383602541123e+58
FMOD,0.04974948241245418,352,0.0803080308030803,0.0083865214715304,0.0135827690432076,0.9012693524724956,0.0007490948414088,0.0161075342561474,5.2830161726346855e+59
Serpina3n,0.04784530469206193,353,0.1518151815181518,0.0003117786081104,0.0180449500856859,0.7299712359576619,0.0012981151587201,0.0402536434745217,4.5264097663821635e+58
LGALS1,0.038908313126771614,354,0.1001100110011001,0.0007148291921703,0.0369115639533172,0.8026695021983596,0.000794945654135,0.0311072219189859,3.329361205701891e+60
Plxnb1,0.035633543919116266,355,0.143014301430143,1.6962048627770265e-05,0.0206612509496687,0.7050040149306708,0.0013374424491154,0.0451013967125451,4.034688909455437e+58
SERPINB12,0.028043564485928523,356,0.1331133113311331,0.0022987184837145,0.0125269982832552,0.8372990204291053,0.0011634379240268,0.0179634095420048,5.323433079969399e+59
SERPINA1,0.02113601900100787,357,0.1034103410341034,0.0015580853239508,0.0316467954604983,0.8092158029591235,0.0008198131837418,0.0276467871931745,2.8353335366001538e+60
Lgi1,0.006370286447314252,358,0.1606160616061606,0.000536323823278,0.0207822583840976,0.633521133808391,0.0014172641812036,0.0455796594517346,4.610070109524849e+58
Ctss,0.002119181463133692,359,0.1276127612761276,0.0055732445491245,0.0135604374353854,0.7567231537335375,0.0009906026325292,0.0310922905164255,3.4731099706322653e+58
Efemp1,-0.0007766689420723529,360,0.1045104510451045,0.007796944335344,0.0041398900627065,0.8355626840617564,0.0010827912067745,0.0125699792920231,4.079878157079928e+58
Fn1,-0.0075795453579822125,361,0.1507150715071507,0.0006421346980513,0.0138890164034525,0.7362849035609589,0.0013161681932005,0.0327254542349346,3.244515115753837e+58
Ctsd,-0.007633696136771728,362,0.0858085808580858,0.0068956785546396,0.0073496370381589,0.8954516205544804,0.0009099813647118,0.013833759501641,1.2209463647084692e+59
Lamb1,-0.010143314083588944,363,0.1287128712871287,0.0043228992502774,0.0124177471451202,0.7773438568205194,0.0010332510267117,0.0286684158901406,3.798219511997068e+58
CAP2,-0.012328043204954484,364,0.1067106710671067,0.0035201876071811,0.0142780240465521,0.8462514846667167,0.0010365130497595,0.0193207114616027,5.106804136885145e+59
CLEC14A,-0.012328043204954484,365,0.1067106710671067,0.0035201876071811,0.0142780240465521,0.8462514846667167,0.0010365130497595,0.0193207114616027,5.106804136885145e+59
BMP5,-0.01653993371398926,366,0.1276127612761276,4.168656903685451e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632639e+59
ANXA9,-0.016539933713989274,367,0.1276127612761276,4.168656903685451e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.2423788846326365e+59
ANGPT1,-0.01653993371398929,368,0.1276127612761276,4.168656903685451e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632634e+59
ANGPT2,-0.01653993371398931,369,0.1276127612761276,4.168656903685451e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
1810010H24RIK,-0.016539933713989364,370,0.1276127612761276,4.168656903685451e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632616e+59
CRLF3,-0.01659071260199039,371,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632639e+59
COLQ,-0.01659071260199039,372,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632639e+59
CLEC1A,-0.016590712601990406,373,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
CXCL15,-0.016590712601990406,374,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.2423788846326365e+59
EGFL7,-0.016590712601990406,375,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
EMID1,-0.016590712601990406,376,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
FAM132A,-0.016590712601990406,377,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
HCFC2,-0.016590712601990406,378,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
HYAL2,-0.016590712601990406,379,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
CCL21C;CCL21B;CCL21A,-0.016590712601990406,380,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
CHRDL1,-0.016590712601990406,381,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
IL16,-0.016590712601990437,382,0.1276127612761276,4.0232679154474206e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
KNG2,-0.016630539180814852,383,0.1276127612761276,3.909237336437202e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
LGALSL,-0.016630539180814852,384,0.1276127612761276,3.909237336437202e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
MMP8,-0.01666171919976289,385,0.1276127612761276,3.819963396291043e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
NID2;NID-2,-0.016687108643763448,386,0.1276127612761276,3.747268902172027e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632637e+59
SEMA7A,-0.016691138714239762,387,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SEMA3F,-0.016691138714239762,388,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINA1B,-0.016691138714239762,389,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINA1D,-0.016691138714239762,390,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINA1E,-0.016691138714239762,391,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINA3M,-0.016691138714239762,392,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
PF4,-0.016691138714239762,393,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
WNT9A,-0.016691138714239762,394,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
WNT3A,-0.016691138714239762,395,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
PLAU,-0.016691138714239762,396,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
PLXNB2;MKIAA0315,-0.016691138714239762,397,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
TNFSFM13;TNFSF13,-0.016691138714239762,398,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
S100A1;S100A1,-0.016691138714239762,399,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
TNFSF12,-0.016691138714239762,400,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINA1A,-0.016691138714239762,401,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
S100G,-0.016691138714239762,402,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
STFA2L1;STFA2,-0.016691138714239762,403,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SPON1;MKIAA0762,-0.016691138714239762,404,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SFTPD,-0.016691138714239762,405,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SFTPC,-0.016691138714239762,406,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SDC4,-0.016691138714239762,407,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SFTPA1,-0.016691138714239762,408,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINB9B,-0.016691138714239762,409,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINB6;SERPINB6A,-0.016691138714239762,410,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
TGFB2,-0.016691138714239762,411,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
SERPINA1C,-0.016691138714239762,412,0.1276127612761276,3.735730093581707e-05,0.0180955111393933,0.7925601777566331,0.0012808169915111,0.0238934740500453,7.242378884632629e+59
Serpinc1,-0.022222002143643164,413,0.0693069306930693,0.0165064964646244,0.0019172210609752,0.7771985359076089,0.0008594758192583,0.0091193838160527,5.1312738333459025e+57
Adamtsl4,-0.025568568884485634,414,0.1155115511551155,0.0051809983624258,0.0046742375394548,0.7961764043543931,0.0013082444840891,0.0152810649879151,2.2701206425240188e+58
Adam17,-0.025568568884485634,415,0.1155115511551155,0.0051809983624258,0.0046742375394548,0.7961764043543931,0.0013082444840891,0.0152810649879151,2.2701206425240188e+58
Itih1,-0.02694650961193609,416,0.0748074807480748,0.0086760878731044,0.0051770877988059,0.8840398494430589,0.0009136539448886,0.0114983283776852,7.055820660188961e+58
Mfap4,-0.0288480387345578,417,0.1155115511551155,0.0050871013075221,0.0046742375394548,0.7961764043543931,0.0013082444840891,0.0152810649879151,2.2701206425240188e+58
COL6A5,-0.030732136735300834,418,0.1397139713971397,0.001744465929706,0.0122635921165509,0.7966068956567601,0.0012116917793245,0.017981072156602,5.2534304545526346e+59
ADAMTS2,-0.03577503738099145,419,0.1089108910891089,0.0004193146106811,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684778e+60
IBSP,-0.03721377254102203,420,0.1089108910891089,0.0003781210640137,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
LEP,-0.037594614201032196,421,0.1089108910891089,0.0003672168898958,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
MATN1,-0.037594614201032196,422,0.1089108910891089,0.0003672168898958,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
PCSK5,-0.037943719056041214,423,0.1089108910891089,0.0003572213969544,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
PAPPA,-0.037943719056041214,424,0.1089108910891089,0.0003572213969544,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
PODNL1,-0.03795782430270606,425,0.1089108910891089,0.0003568175386538,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
REG4,-0.03796991451413456,426,0.1089108910891089,0.0003564713743961,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
SULF1,-0.038255545759141314,427,0.1089108910891089,0.0003482932438077,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
WFIKKN2,-0.03828375625247449,428,0.1089108910891089,0.0003474855272064,0.0310487159471568,0.7812521761649283,0.0009284003758826,0.0277840876235391,2.3466421369684785e+60
SEMA3C,-0.03895311855856395,429,0.1287128712871287,0.004872954255778,0.0131644271552381,0.7708211026759075,0.001074121653503,0.0181896941457243,6.22942324618777e+59
COL10A1,-0.04546576697207693,430,0.1265126512651265,0.0026364677583764,0.0158456817372434,0.7973684675071219,0.0010598295128671,0.0189944556904243,9.414699608610232e+59
GAS6,-0.04655801976326635,431,0.1111111111111111,0.0046282161255773,0.0108026294721202,0.8255128016838706,0.0010409936184104,0.0164796958737415,3.426158985382652e+59
Serpina3k,-0.04731366014727312,432,0.1452145214521452,0.0001856536608139,0.0169986191054867,0.7000130003591111,0.0013026721116659,0.0384468409813128,3.1639392100558216e+58
Vwf,-0.04735597588727463,433,0.1452145214521452,0.0001844420859119,0.0169986191054867,0.7000130003591111,0.0013026721116659,0.0384468409813128,3.1639392100558216e+58
Itih2,-0.04756755458727873,434,0.1452145214521452,0.000178384211402,0.0169986191054867,0.7000130003591111,0.0013026721116659,0.0384468409813128,3.1639392100558205e+58
C1qb,-0.04811523812558567,435,0.1408140814081408,0.000363472470595,0.016514428946364,0.7293080577571344,0.0012151799860376,0.0367123052262361,5.386477022469521e+58
EGFLAM,-0.049409950890162015,436,0.1144114411441144,0.0039839611714475,0.0106027893617518,0.8246574456730639,0.0010535136815917,0.0178465267628469,3.0202767602756856e+59
FGF1,-0.049409950890162015,437,0.1144114411441144,0.0039839611714475,0.0106027893617518,0.8246574456730639,0.0010535136815917,0.0178465267628469,3.0202767602756856e+59
SERPINB2,-0.050886030486634204,438,0.1177117711771177,0.0004242867997029,0.0173538605266284,0.8359063653132178,0.0010897377031373,0.0200869247728292,8.724050087017152e+59
Dsp,-0.05120561606807415,439,0.1474147414741474,0.0003433603272221,0.0162362320394686,0.7012159646491767,0.0012969113431162,0.0370236335374747,3.176433838095626e+58
LEPREL2,-0.05135150362664392,440,0.1177117711771177,0.0004109594757811,0.0173538605266284,0.8359063653132178,0.0010897377031373,0.0200869247728292,8.724050087017152e+59
MEGF6,-0.051633608559982704,441,0.1177117711771177,0.0004028823097679,0.0173538605266284,0.8359063653132178,0.0010897377031373,0.0200869247728292,8.724050087017152e+59
Fgg,-0.051705927814652566,442,0.1441144114411441,0.0009183737757035,0.0135620677845102,0.7330617827429874,0.0012567387267234,0.0319774271825074,3.023778469644513e+58
COL4A1,-0.052637728711763775,443,0.0935093509350935,0.0050789219891152,0.0192033226844216,0.8313812577477057,0.0007982466617143,0.0198520588047046,1.1219389050743017e+60
TNFSF13,-0.053354448653355604,444,0.1177117711771177,0.0003536115970872,0.0173538605266284,0.8359063653132178,0.0010897377031373,0.0200869247728292,8.724050087017149e+59
Prelp,-0.06360149418489161,445,0.1155115511551155,0.0035644533616357,0.0124571588693148,0.7983695457845752,0.0009622520962911,0.028262575114862,4.159476232071244e+58
Fga,-0.07329008418339653,446,0.1441144114411441,0.0007087713176604,0.0127035370338854,0.7368390936301934,0.001246350104204,0.030391735541388,2.8883482236596336e+58
CRISPLD2,-0.0745466237997793,447,0.1221122112211221,0.0005790654934313,0.0169340700303539,0.8098691857423503,0.0011041191771881,0.021144733509713,7.55359860195899e+59
BMPER,-0.07547757007979868,448,0.1221122112211221,0.0005524108455877,0.0169340700303539,0.8098691857423503,0.0011041191771881,0.021144733509713,7.553598601958998e+59
CSTA,-0.07811108933792818,449,0.1111111111111111,0.0031937114416287,0.0103300021996583,0.844745653295822,0.0010163452173951,0.0158509545869686,3.5725583740214133e+59
Vtn,-0.080293082460184,450,0.0836083608360836,0.006913650249019,0.0037367315944113,0.862545569750837,0.0010093675653309,0.0111455250082134,3.1745897977552404e+58
Colec12,-0.08236705193259644,451,0.0957095709570957,0.0077373192532175,0.0072562357761384,0.7903526521942289,0.0009758066114163,0.0189645382773806,2.8906621463530305e+58
S100A12,-0.09159824832811334,452,0.1045104510451045,0.0031317191924772,0.0127290512941759,0.8401849515145128,0.0009708932189153,0.0175786185736127,4.711995714967182e+59
Anxa2,-0.09300458488136461,453,0.1386138613861386,0.0007748021498185,0.0123047629187377,0.7360156955504805,0.0012545897709734,0.029544360918089,2.729289075065551e+58
HPX,-0.09986512361918598,454,0.099009900990099,0.0006494041474632,0.0254687219378195,0.8135722159163373,0.0008855670678654,0.0239550140965551,1.709105300332879e+60
COL8A1,-0.10675789013360579,455,0.077007700770077,0.0047033337695002,0.0161380192867222,0.8778506328334218,0.0007244054451977,0.0176774378400465,6.711988684272134e+59
F13B,-0.10816410432052773,456,0.132013201320132,0.0011122257600209,0.0131520849480531,0.7876089995112014,0.0011272666230474,0.0186323647171165,6.092797151599479e+59
Ctsh,-0.10918732848079693,457,0.1463146314631463,0.0022462598682775,0.0126637562714993,0.6949013436730425,0.0011981714240178,0.030242120226524,3.058248058430117e+58
Adam9,-0.11047306284133127,458,0.1353135313531353,0.000882026528644,0.0143286757994281,0.740464544835974,0.0011092216142977,0.032394825154094,5.188001509369892e+58
PRG2,-0.11095042201381253,459,0.1166116611661166,0.0015193149270874,0.0158367429366075,0.8041962218955724,0.0010475552464598,0.0186684491500424,8.17512570137125e+59
FREM1,-0.11231764955863777,460,0.121012101210121,0.0055441667514769,0.0096198662647426,0.7584552276821583,0.0010720976211299,0.0153636919787099,3.6226063133904298e+59
LTBP4,-0.11830511913085258,461,0.1045104510451045,0.0005306698070688,0.0219937105018181,0.8170765403996864,0.0009156742996325,0.0219675612397577,1.431834150550814e+60
Cstb,-0.11844115711086303,462,0.1441144114411441,0.0017737456565039,0.0136242740368478,0.6981654715967099,0.001169246018395,0.0318762673005153,3.3159096351227066e+58
HCFC1,-0.11859869132215918,463,0.1023102310231023,0.0041985108936737,0.0119803472026067,0.8360766811241804,0.0008683327945406,0.0165354507729903,4.771856981646062e+59
Dcn,-0.11915321222930765,464,0.143014301430143,0.0008335635325647,0.0139931676465257,0.709037690675491,0.0011889852074067,0.0326359676875178,3.2251689151870053e+58
PLAT,-0.12585381325285408,465,0.1276127612761276,8.598143221076882e-05,0.022498878375604,0.7216092612125095,0.0011804962820628,0.0255989157279456,1.137138818908286e+60
ADAMTSL3,-0.12674244379286806,466,0.1276127612761276,6.053835926911343e-05,0.022498878375604,0.7216092612125095,0.0011804962820628,0.0255989157279456,1.1371388189084297e+60
CTSS,-0.12674244379287392,467,0.1276127612761276,6.053835926911343e-05,0.022498878375604,0.7216092612125095,0.0011804962820628,0.0255989157279456,1.137138818908286e+60
CRELD2,-0.12674244379287394,468,0.1276127612761276,6.053835926911343e-05,0.022498878375604,0.7216092612125095,0.0011804962820628,0.0255989157279456,1.1371388189082857e+60
CTSH,-0.12674244379287394,469,0.1276127612761276,6.053835926911343e-05,0.022498878375604,0.7216092612125095,0.0011804962820628,0.0255989157279456,1.1371388189082857e+60
TNFSF10,-0.12719945378488412,470,0.1276127612761276,4.745335032769064e-05,0.022498878375604,0.7216092612125095,0.0011804962820628,0.0255989157279456,1.1371388189082857e+60
HTRA4,-0.12905023191483447,471,0.1199119911991199,5.0280358432319e-05,0.0167619725260693,0.7914809597533023,0.001115650051803,0.0213322924755202,7.162769302632553e+59
SFTPB,-0.12913486339483632,472,0.1199119911991199,4.7857208628351824e-05,0.0167619725260693,0.7914809597533023,0.001115650051803,0.0213322924755202,7.162769302632559e+59
Serpina10,-0.13139524452675166,473,0.088008800880088,0.0084668655169913,0.0033545177779983,0.793889752863467,0.0010214860753305,0.0118641169770872,1.6636104625067232e+58
P3H1,-0.13330060146243014,474,0.0946094609460946,0.003953224670065,0.006084052117252,0.8556624785318745,0.0010114657991686,0.0132027114882158,1.0659559423432738e+59
MFGE8,-0.13462052651185266,475,0.0979097909790979,0.0017858614055238,0.0223612130830093,0.806108264396786,0.0008558557342151,0.0221718345866594,1.3427885832449857e+60
ADAM9,-0.13892859488255502,476,0.0946094609460946,0.0037920852081012,0.006084052117252,0.8556624785318745,0.0010114657991686,0.0132027114882158,1.0659559423432731e+59
COL4A4,-0.14040222423490525,477,0.1243124312431243,0.000362260895693,0.0121116080597546,0.8017142305868725,0.0011433526239075,0.0178943033305872,4.8008330114453315e+59
ADAM10,-0.1408732559067367,478,0.1056105610561056,0.0030192446557431,0.0103659669104048,0.8377096372532525,0.0009340594323711,0.0159829778542934,3.7639333078387023e+59
NTN4,-0.14091001311491644,479,0.1243124312431243,0.0003477219968692,0.0121116080597546,0.8017142305868725,0.0011433526239075,0.0178943033305872,4.800833011445339e+59
PRG3,-0.14460468526889886,480,0.1111111111111111,0.0004325322400081,0.0168388081300626,0.8104514953280645,0.0010275495600255,0.0193868370168542,9.150868659131233e+59
MFAP1,-0.14933156156062705,481,0.1243124312431243,0.0001934481260167,0.012142436830507,0.7996202393238727,0.0011443844614877,0.0179190997525445,4.800833011445334e+59
COL4A3,-0.14996629766064284,482,0.1243124312431243,0.0001752745024869,0.012142436830507,0.7996202393238727,0.0011443844614877,0.0179190997525445,4.800833011445334e+59
Pxdn,-0.1585874727245866,483,0.1045104510451045,0.0029615489015275,0.0039952679928867,0.8374952070090864,0.0011082603571644,0.012414705678682,3.995879142535984e+58
PDF,-0.15977376084988912,484,0.11001100110011,0.0008476985730878,0.0095238261888269,0.8424711392533732,0.0010602652689597,0.0155540009686665,3.0142925884522923e+59
F9,-0.16440218978297486,485,0.0594059405940594,0.0097241001633202,0.004843821274195,0.8729294902529096,0.0006550079220404,0.0097617262461618,8.319277026720995e+58
VWA5A,-0.1678051648641961,486,0.1056105610561056,0.0019542703168995,0.0137916859222032,0.8166392070725639,0.0009596353753091,0.0170352322601545,6.378731873584988e+59
NGLY1,-0.17295675011465508,487,0.1056105610561056,0.0026654647843638,0.0095105639998602,0.8377079191064672,0.0009199897539448,0.0150083683562047,3.2835020959323217e+59
Anxa1,-0.17298357649800922,488,0.1441144114411441,0.001199055294663,0.0138901583469419,0.6725367504850627,0.0011852277958037,0.0324531673626037,3.2098955612760317e+58
ADAMTSL4,-0.1751674377303949,489,0.1243124312431243,0.0015514216619899,0.0104263654581844,0.7898631831942153,0.0010606489063948,0.0163516275145477,4.335693754008491e+59
DSP,-0.18163807409651125,490,0.0924092409240924,0.0024594970510266,0.0201319991679272,0.8026665040731196,0.0008129879960977,0.020006823905201,1.2511790017463039e+60
SERPINA7,-0.1953689860665098,491,0.11001100110011,0.0004240512156942,0.0108484646574126,0.8287715985307499,0.0010210166903358,0.0164982613301567,3.9731787998469187e+59
SDC1,-0.20122294510729732,492,0.0968096809680968,0.0015907978463044,0.0156582213939853,0.8168184205675163,0.0009108441704237,0.0178942578007015,7.25592658218771e+59
Lama5,-0.2032329214520848,493,0.1287128712871287,0.0004842261024927,0.0142218538322254,0.7279673047712637,0.0010100465576515,0.032445664093237,3.4147472170723844e+58
MMP9,-0.20404848036240678,494,0.121012101210121,0.0011455440698254,0.0100588697886134,0.7963829172926303,0.0010298989835223,0.0160336117079276,3.9837427562274073e+59
FGF2,-0.21331449062211533,495,0.1188118811881188,0.0014248120847327,0.0104032464386003,0.7903778699785086,0.0010141297267953,0.0161828455421856,4.126655989527341e+59
C1QA,-0.21407601259814196,496,0.1078107810781078,0.0027976436978641,0.0110680492456161,0.7853010583072029,0.0009960216902886,0.0151353995877272,4.369748238572972e+59
PLOD1,-0.21983486609928457,497,0.0924092409240924,0.001252768448651,0.0224407702419429,0.7880279487101788,0.0008106948343503,0.0217504880562039,1.3618396610888298e+60
ADAMTSL1,-0.22050736837214296,498,0.1166116611661166,0.0003576597957677,0.0122071862723587,0.7718235120850507,0.0011327657345389,0.0181308826504045,3.952328134851556e+59
Fmod,-0.22177977498766852,499,0.1342134213421342,0.0011146489098249,0.0139854852740179,0.6745433821298149,0.0011245320840439,0.0324086152266089,2.898192123236483e+58
Col1a2,-0.22235618553012745,500,0.1221122112211221,0.0022995691639648,0.0113472884595654,0.7283141776490285,0.0009891399277537,0.0271661815351503,2.4200786912648953e+58
DCN,-0.22291591616764508,501,0.0913091309130913,0.0013448481412017,0.0201672196878781,0.8059192380254462,0.000809208732649,0.020471175155544,1.0644196800020242e+60
Serpinh1,-0.2234800646978139,502,0.0792079207920792,0.0018888452721924,0.0065791573653325,0.8807423043225274,0.0009588268104606,0.0125006690552945,1.1256024496546022e+59
COL4A6,-0.22912327624639237,503,0.1199119911991199,0.0005306698070688,0.0112795558102945,0.7804729659997355,0.0010613563391679,0.0169101771688489,4.582526768049952e+59
