Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID
J3QMM7,J3QMM7_MOUSE;K3W4M4_MOUSE;NNRD_MOUSE;NNRD_MOUSE,Naxd,Ovary,Mus musculus,Old,categorical,1375656.25,LFQ,DIA,Dipali_2023,Old_pooled
J3QMM7,J3QMM7_MOUSE;K3W4M4_MOUSE;NNRD_MOUSE;NNRD_MOUSE,Naxd,Ovary,Mus musculus,Young,categorical,1223157.0,LFQ,DIA,Dipali_2023,Young_pooled
Q8K224,NAT10_MOUSE,Nat10,Ovary,Mus musculus,Old,categorical,145919.703125,LFQ,DIA,Dipali_2023,Old_pooled
Q8K224,NAT10_MOUSE,Nat10,Ovary,Mus musculus,Young,categorical,177034.921875,LFQ,DIA,Dipali_2023,Young_pooled
P51830,ADCY9_MOUSE,Adcy9,Ovary,Mus musculus,Old,categorical,308183.53125,LFQ,DIA,Dipali_2023,Old_pooled
P51830,ADCY9_MOUSE,Adcy9,Ovary,Mus musculus,Young,categorical,254490.140625,LFQ,DIA,Dipali_2023,Young_pooled
P52293,IMA1_MOUSE,Kpna2,Ovary,Mus musculus,Old,categorical,23717.24609375,LFQ,DIA,Dipali_2023,Old_pooled
P52293,IMA1_MOUSE,Kpna2,Ovary,Mus musculus,Young,categorical,74984.84375,LFQ,DIA,Dipali_2023,Young_pooled
Q6DFW4,NOP58_MOUSE,Nop58,Ovary,Mus musculus,Old,categorical,1290610.125,LFQ,DIA,Dipali_2023,Old_pooled
Q6DFW4,NOP58_MOUSE,Nop58,Ovary,Mus musculus,Young,categorical,1531066.125,LFQ,DIA,Dipali_2023,Young_pooled
Q8BH80,Q8BH80_MOUSE;VAPB_MOUSE,Vapb,Ovary,Mus musculus,Old,categorical,4334953.5,LFQ,DIA,Dipali_2023,Old_pooled
Q8BH80,Q8BH80_MOUSE;VAPB_MOUSE,Vapb,Ovary,Mus musculus,Young,categorical,3691169.0,LFQ,DIA,Dipali_2023,Young_pooled
Q3UEB3-2,PUF60_MOUSE,Puf60,Ovary,Mus musculus,Old,categorical,1528703.0,LFQ,DIA,Dipali_2023,Old_pooled
Q3UEB3-2,PUF60_MOUSE,Puf60,Ovary,Mus musculus,Young,categorical,1815393.375,LFQ,DIA,Dipali_2023,Young_pooled
B7ZNL2,B7ZNL2_MOUSE;NP1L4_MOUSE,Nap1l4,Ovary,Mus musculus,Old,categorical,1341643.375,LFQ,DIA,Dipali_2023,Old_pooled
B7ZNL2,B7ZNL2_MOUSE;NP1L4_MOUSE,Nap1l4,Ovary,Mus musculus,Young,categorical,1647946.875,LFQ,DIA,Dipali_2023,Young_pooled
Q9WTP7,KAD3_MOUSE,Ak3,Ovary,Mus musculus,Old,categorical,4811346.0,LFQ,DIA,Dipali_2023,Old_pooled
Q9WTP7,KAD3_MOUSE,Ak3,Ovary,Mus musculus,Young,categorical,3658789.25,LFQ,DIA,Dipali_2023,Young_pooled
P62849,RS24_MOUSE,Rps24,Ovary,Mus musculus,Old,categorical,2138331.25,LFQ,DIA,Dipali_2023,Old_pooled
P62849,RS24_MOUSE,Rps24,Ovary,Mus musculus,Young,categorical,2645961.25,LFQ,DIA,Dipali_2023,Young_pooled
P70670,NACAM_MOUSE;NACA_MOUSE,Naca,Ovary,Mus musculus,Old,categorical,3210312.0,LFQ,DIA,Dipali_2023,Old_pooled
P70670,NACAM_MOUSE;NACA_MOUSE,Naca,Ovary,Mus musculus,Young,categorical,3725578.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9CY58-2,PAIRB_MOUSE,Serbp1,Ovary,Mus musculus,Old,categorical,3126894.0,LFQ,DIA,Dipali_2023,Old_pooled
Q9CY58-2,PAIRB_MOUSE,Serbp1,Ovary,Mus musculus,Young,categorical,3696179.25,LFQ,DIA,Dipali_2023,Young_pooled
Q91W50,CSDE1_MOUSE,Csde1,Ovary,Mus musculus,Old,categorical,748630.6875,LFQ,DIA,Dipali_2023,Old_pooled
Q91W50,CSDE1_MOUSE,Csde1,Ovary,Mus musculus,Young,categorical,803311.625,LFQ,DIA,Dipali_2023,Young_pooled
A0A1B0GT92,A0A1B0GT92_MOUSE;GYS1_MOUSE,Gys1,Ovary,Mus musculus,Old,categorical,46330.01171875,LFQ,DIA,Dipali_2023,Old_pooled
A0A1B0GT92,A0A1B0GT92_MOUSE;GYS1_MOUSE,Gys1,Ovary,Mus musculus,Young,categorical,64671.77734375,LFQ,DIA,Dipali_2023,Young_pooled
Q9D6Z1,NOP56_MOUSE,Nop56,Ovary,Mus musculus,Old,categorical,2455427.0,LFQ,DIA,Dipali_2023,Old_pooled
Q9D6Z1,NOP56_MOUSE,Nop56,Ovary,Mus musculus,Young,categorical,2703471.0,LFQ,DIA,Dipali_2023,Young_pooled
P20060,HEXB_MOUSE,Hexb,Ovary,Mus musculus,Old,categorical,477012.71875,LFQ,DIA,Dipali_2023,Old_pooled
P20060,HEXB_MOUSE,Hexb,Ovary,Mus musculus,Young,categorical,348855.28125,LFQ,DIA,Dipali_2023,Young_pooled
Q8K2B3,SDHA_MOUSE,Sdha,Ovary,Mus musculus,Old,categorical,7548793.5,LFQ,DIA,Dipali_2023,Old_pooled
Q8K2B3,SDHA_MOUSE,Sdha,Ovary,Mus musculus,Young,categorical,6156450.0,LFQ,DIA,Dipali_2023,Young_pooled
Q60715,P4HA1_MOUSE,P4ha1,Ovary,Mus musculus,Old,categorical,249896.21875,LFQ,DIA,Dipali_2023,Old_pooled
Q60715,P4HA1_MOUSE,P4ha1,Ovary,Mus musculus,Young,categorical,306000.25,LFQ,DIA,Dipali_2023,Young_pooled
P47911,RL6_MOUSE,Rpl6,Ovary,Mus musculus,Old,categorical,7525382.5,LFQ,DIA,Dipali_2023,Old_pooled
P47911,RL6_MOUSE,Rpl6,Ovary,Mus musculus,Young,categorical,8787099.0,LFQ,DIA,Dipali_2023,Young_pooled
A0A0B4J1H7,A0A0B4J1H7_MOUSE,Igkv1-135,Ovary,Mus musculus,Old,categorical,168051.828125,LFQ,DIA,Dipali_2023,Old_pooled
A0A0B4J1H7,A0A0B4J1H7_MOUSE,Igkv1-135,Ovary,Mus musculus,Young,categorical,66413.9375,LFQ,DIA,Dipali_2023,Young_pooled
P14131,RS16_MOUSE,Rps16,Ovary,Mus musculus,Old,categorical,8360074.5,LFQ,DIA,Dipali_2023,Old_pooled
P14131,RS16_MOUSE,Rps16,Ovary,Mus musculus,Young,categorical,9777213.0,LFQ,DIA,Dipali_2023,Young_pooled
P49710,HCLS1_MOUSE,Hcls1,Ovary,Mus musculus,Old,categorical,137460.0625,LFQ,DIA,Dipali_2023,Old_pooled
P49710,HCLS1_MOUSE,Hcls1,Ovary,Mus musculus,Young,categorical,103200.5546875,LFQ,DIA,Dipali_2023,Young_pooled
P20029,GRP78_MOUSE,Hspa5,Ovary,Mus musculus,Old,categorical,31313818.0,LFQ,DIA,Dipali_2023,Old_pooled
P20029,GRP78_MOUSE,Hspa5,Ovary,Mus musculus,Young,categorical,32785234.0,LFQ,DIA,Dipali_2023,Young_pooled
G5E866,G5E866_MOUSE;SF3B1_MOUSE,Sf3b1,Ovary,Mus musculus,Old,categorical,1172525.5,LFQ,DIA,Dipali_2023,Old_pooled
G5E866,G5E866_MOUSE;SF3B1_MOUSE,Sf3b1,Ovary,Mus musculus,Young,categorical,1326082.375,LFQ,DIA,Dipali_2023,Young_pooled
Q6ZWQ7,SPCS3_MOUSE,Spcs3,Ovary,Mus musculus,Old,categorical,421262.15625,LFQ,DIA,Dipali_2023,Old_pooled
Q6ZWQ7,SPCS3_MOUSE,Spcs3,Ovary,Mus musculus,Young,categorical,368364.6875,LFQ,DIA,Dipali_2023,Young_pooled
P61087,UBE2K_MOUSE,Ube2k,Ovary,Mus musculus,Old,categorical,864837.875,LFQ,DIA,Dipali_2023,Old_pooled
P61087,UBE2K_MOUSE,Ube2k,Ovary,Mus musculus,Young,categorical,1057495.5,LFQ,DIA,Dipali_2023,Young_pooled
Q6ZWZ7,Q6ZWZ7_MOUSE;RL17_MOUSE,Rpl17,Ovary,Mus musculus,Old,categorical,3783506.0,LFQ,DIA,Dipali_2023,Old_pooled
Q6ZWZ7,Q6ZWZ7_MOUSE;RL17_MOUSE,Rpl17,Ovary,Mus musculus,Young,categorical,4711506.5,LFQ,DIA,Dipali_2023,Young_pooled
Q811D0-2,DLG1_MOUSE,Dlg1,Ovary,Mus musculus,Old,categorical,622976.875,LFQ,DIA,Dipali_2023,Old_pooled
Q811D0-2,DLG1_MOUSE,Dlg1,Ovary,Mus musculus,Young,categorical,507606.65625,LFQ,DIA,Dipali_2023,Young_pooled
Q3UXL1,Q3UXL1_MOUSE,Akr1cl,Ovary,Mus musculus,Old,categorical,30983014.0,LFQ,DIA,Dipali_2023,Old_pooled
Q3UXL1,Q3UXL1_MOUSE,Akr1cl,Ovary,Mus musculus,Young,categorical,24984218.0,LFQ,DIA,Dipali_2023,Young_pooled
A0A0R4J094,A0A0R4J094_MOUSE,Fahd2a,Ovary,Mus musculus,Old,categorical,859262.9375,LFQ,DIA,Dipali_2023,Old_pooled
A0A0R4J094,A0A0R4J094_MOUSE,Fahd2a,Ovary,Mus musculus,Young,categorical,680166.0625,LFQ,DIA,Dipali_2023,Young_pooled
A0A0R4J104,A0A0R4J104_MOUSE;E9PX84_MOUSE;E9QL31_MOUSE;DAB2_MOUSE;DAB2_MOUSE;DAB2_MOUSE;Q3TRE6_MOUSE,Dab2,Ovary,Mus musculus,Old,categorical,337733.40625,LFQ,DIA,Dipali_2023,Old_pooled
A0A0R4J104,A0A0R4J104_MOUSE;E9PX84_MOUSE;E9QL31_MOUSE;DAB2_MOUSE;DAB2_MOUSE;DAB2_MOUSE;Q3TRE6_MOUSE,Dab2,Ovary,Mus musculus,Young,categorical,428328.0,LFQ,DIA,Dipali_2023,Young_pooled
P35762,CD81_MOUSE,Cd81,Ovary,Mus musculus,Old,categorical,1317988.25,LFQ,DIA,Dipali_2023,Old_pooled
P35762,CD81_MOUSE,Cd81,Ovary,Mus musculus,Young,categorical,978482.1875,LFQ,DIA,Dipali_2023,Young_pooled
P62918,RL8_MOUSE,Rpl8,Ovary,Mus musculus,Old,categorical,5445499.5,LFQ,DIA,Dipali_2023,Old_pooled
P62918,RL8_MOUSE,Rpl8,Ovary,Mus musculus,Young,categorical,6235547.0,LFQ,DIA,Dipali_2023,Young_pooled
P06684,CO5_MOUSE,C5,Ovary,Mus musculus,Old,categorical,113708.359375,LFQ,DIA,Dipali_2023,Old_pooled
P06684,CO5_MOUSE,C5,Ovary,Mus musculus,Young,categorical,71961.1640625,LFQ,DIA,Dipali_2023,Young_pooled
P62852,RS25_MOUSE,Rps25,Ovary,Mus musculus,Old,categorical,5269350.5,LFQ,DIA,Dipali_2023,Old_pooled
P62852,RS25_MOUSE,Rps25,Ovary,Mus musculus,Young,categorical,6163753.0,LFQ,DIA,Dipali_2023,Young_pooled
Q62189,SNRPA_MOUSE,Snrpa,Ovary,Mus musculus,Old,categorical,1870395.375,LFQ,DIA,Dipali_2023,Old_pooled
Q62189,SNRPA_MOUSE,Snrpa,Ovary,Mus musculus,Young,categorical,2373237.75,LFQ,DIA,Dipali_2023,Young_pooled
H3BJ30,H3BJ30_MOUSE;H3BJW3_MOUSE;CPSF6_MOUSE,Cpsf6,Ovary,Mus musculus,Old,categorical,582553.5,LFQ,DIA,Dipali_2023,Old_pooled
H3BJ30,H3BJ30_MOUSE;H3BJW3_MOUSE;CPSF6_MOUSE,Cpsf6,Ovary,Mus musculus,Young,categorical,748613.25,LFQ,DIA,Dipali_2023,Young_pooled
Q9Z315,SNUT1_MOUSE,Sart1,Ovary,Mus musculus,Old,categorical,322230.5,LFQ,DIA,Dipali_2023,Old_pooled
Q9Z315,SNUT1_MOUSE,Sart1,Ovary,Mus musculus,Young,categorical,379803.90625,LFQ,DIA,Dipali_2023,Young_pooled
Q60766-2,IRGM1_MOUSE,Irgm1,Ovary,Mus musculus,Old,categorical,376044.8125,LFQ,DIA,Dipali_2023,Old_pooled
Q60766-2,IRGM1_MOUSE,Irgm1,Ovary,Mus musculus,Young,categorical,284990.6875,LFQ,DIA,Dipali_2023,Young_pooled
Q3UQ44,IQGA2_MOUSE,Iqgap2,Ovary,Mus musculus,Old,categorical,628283.1875,LFQ,DIA,Dipali_2023,Old_pooled
Q3UQ44,IQGA2_MOUSE,Iqgap2,Ovary,Mus musculus,Young,categorical,698334.9375,LFQ,DIA,Dipali_2023,Young_pooled
Q8K4Z5,SF3A1_MOUSE,Sf3a1,Ovary,Mus musculus,Old,categorical,949223.4375,LFQ,DIA,Dipali_2023,Old_pooled
Q8K4Z5,SF3A1_MOUSE,Sf3a1,Ovary,Mus musculus,Young,categorical,1216622.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9CR86,CHSP1_MOUSE,Carhsp1,Ovary,Mus musculus,Old,categorical,619596.5625,LFQ,DIA,Dipali_2023,Old_pooled
Q9CR86,CHSP1_MOUSE,Carhsp1,Ovary,Mus musculus,Young,categorical,1072257.5,LFQ,DIA,Dipali_2023,Young_pooled
Q8VDM4,PSMD2_MOUSE,Psmd2,Ovary,Mus musculus,Old,categorical,1883015.375,LFQ,DIA,Dipali_2023,Old_pooled
Q8VDM4,PSMD2_MOUSE,Psmd2,Ovary,Mus musculus,Young,categorical,1968771.25,LFQ,DIA,Dipali_2023,Young_pooled
Q8R2U6,NUDT4_MOUSE,Nudt4,Ovary,Mus musculus,Old,categorical,568532.5625,LFQ,DIA,Dipali_2023,Old_pooled
Q8R2U6,NUDT4_MOUSE,Nudt4,Ovary,Mus musculus,Young,categorical,459609.3125,LFQ,DIA,Dipali_2023,Young_pooled
O09159,MA2B1_MOUSE,Man2b1,Ovary,Mus musculus,Old,categorical,213916.234375,LFQ,DIA,Dipali_2023,Old_pooled
O09159,MA2B1_MOUSE,Man2b1,Ovary,Mus musculus,Young,categorical,168861.671875,LFQ,DIA,Dipali_2023,Young_pooled
Q9JKY7,Q9JKY7_MOUSE,Cyp2d22,Ovary,Mus musculus,Old,categorical,2699313.5,LFQ,DIA,Dipali_2023,Old_pooled
Q9JKY7,Q9JKY7_MOUSE,Cyp2d22,Ovary,Mus musculus,Young,categorical,2113499.5,LFQ,DIA,Dipali_2023,Young_pooled
Q3TXS7,PSMD1_MOUSE,Psmd1,Ovary,Mus musculus,Old,categorical,1849583.125,LFQ,DIA,Dipali_2023,Old_pooled
Q3TXS7,PSMD1_MOUSE,Psmd1,Ovary,Mus musculus,Young,categorical,1998980.5,LFQ,DIA,Dipali_2023,Young_pooled
B1AU25,B1AU25_MOUSE;AIFM1_MOUSE,Aifm1,Ovary,Mus musculus,Old,categorical,6203037.0,LFQ,DIA,Dipali_2023,Old_pooled
B1AU25,B1AU25_MOUSE;AIFM1_MOUSE,Aifm1,Ovary,Mus musculus,Young,categorical,4895897.5,LFQ,DIA,Dipali_2023,Young_pooled
P61358,RL27_MOUSE,Rpl27,Ovary,Mus musculus,Old,categorical,5822489.0,LFQ,DIA,Dipali_2023,Old_pooled
P61358,RL27_MOUSE,Rpl27,Ovary,Mus musculus,Young,categorical,6856483.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9Z0M5,LICH_MOUSE,Lipa,Ovary,Mus musculus,Old,categorical,212852.296875,LFQ,DIA,Dipali_2023,Old_pooled
Q9Z0M5,LICH_MOUSE,Lipa,Ovary,Mus musculus,Young,categorical,92520.4375,LFQ,DIA,Dipali_2023,Young_pooled
Q9Z1Z0,USO1_MOUSE,Uso1,Ovary,Mus musculus,Old,categorical,1667655.875,LFQ,DIA,Dipali_2023,Old_pooled
Q9Z1Z0,USO1_MOUSE,Uso1,Ovary,Mus musculus,Young,categorical,1448492.875,LFQ,DIA,Dipali_2023,Young_pooled
O08797,O08797_MOUSE,Serpinb9,Ovary,Mus musculus,Old,categorical,1488238.875,LFQ,DIA,Dipali_2023,Old_pooled
O08797,O08797_MOUSE,Serpinb9,Ovary,Mus musculus,Young,categorical,1300549.125,LFQ,DIA,Dipali_2023,Young_pooled
Q8K0U4,HS12A_MOUSE,Hspa12a,Ovary,Mus musculus,Old,categorical,362796.90625,LFQ,DIA,Dipali_2023,Old_pooled
Q8K0U4,HS12A_MOUSE,Hspa12a,Ovary,Mus musculus,Young,categorical,418081.375,LFQ,DIA,Dipali_2023,Young_pooled
E9QAS7,E9QAS7_MOUSE;Q3TZT4_MOUSE;Q7TNC9_MOUSE,Inpp5a,Ovary,Mus musculus,Old,categorical,56297.91015625,LFQ,DIA,Dipali_2023,Old_pooled
E9QAS7,E9QAS7_MOUSE;Q3TZT4_MOUSE;Q7TNC9_MOUSE,Inpp5a,Ovary,Mus musculus,Young,categorical,41828.12890625,LFQ,DIA,Dipali_2023,Young_pooled
L7N1W9,L7N1W9_MOUSE;NAL4F_MOUSE,Nlrp4f,Ovary,Mus musculus,Old,categorical,39926.9296875,LFQ,DIA,Dipali_2023,Old_pooled
L7N1W9,L7N1W9_MOUSE;NAL4F_MOUSE,Nlrp4f,Ovary,Mus musculus,Young,categorical,160816.6875,LFQ,DIA,Dipali_2023,Young_pooled
F6SX81,F6SX81_MOUSE;GPSM1_MOUSE;GPSM1_MOUSE;GPSM1_MOUSE;GPSM1_MOUSE,Gpsm1,Ovary,Mus musculus,Old,categorical,70946.65625,LFQ,DIA,Dipali_2023,Old_pooled
F6SX81,F6SX81_MOUSE;GPSM1_MOUSE;GPSM1_MOUSE;GPSM1_MOUSE;GPSM1_MOUSE,Gpsm1,Ovary,Mus musculus,Young,categorical,120765.5,LFQ,DIA,Dipali_2023,Young_pooled
P30730,LSHR_MOUSE,Lhcgr,Ovary,Mus musculus,Old,categorical,328046.84375,LFQ,DIA,Dipali_2023,Old_pooled
P30730,LSHR_MOUSE,Lhcgr,Ovary,Mus musculus,Young,categorical,248682.1875,LFQ,DIA,Dipali_2023,Young_pooled
Q3U741,Q3U741_MOUSE;DDX17_MOUSE,Ddx17,Ovary,Mus musculus,Old,categorical,2120672.0,LFQ,DIA,Dipali_2023,Old_pooled
Q3U741,Q3U741_MOUSE;DDX17_MOUSE,Ddx17,Ovary,Mus musculus,Young,categorical,2395312.75,LFQ,DIA,Dipali_2023,Young_pooled
Q9Z1F9,SAE2_MOUSE,Uba2,Ovary,Mus musculus,Old,categorical,1300768.75,LFQ,DIA,Dipali_2023,Old_pooled
Q9Z1F9,SAE2_MOUSE,Uba2,Ovary,Mus musculus,Young,categorical,1422840.875,LFQ,DIA,Dipali_2023,Young_pooled
P43277,H13_MOUSE,Hist1h1d,Ovary,Mus musculus,Old,categorical,56976532.0,LFQ,DIA,Dipali_2023,Old_pooled
P43277,H13_MOUSE,Hist1h1d,Ovary,Mus musculus,Young,categorical,77081568.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9CY64,BIEA_MOUSE,Blvra,Ovary,Mus musculus,Old,categorical,1372790.25,LFQ,DIA,Dipali_2023,Old_pooled
Q9CY64,BIEA_MOUSE,Blvra,Ovary,Mus musculus,Young,categorical,1180840.25,LFQ,DIA,Dipali_2023,Young_pooled
E9QKL6,E9QKL6_MOUSE;IFI4_MOUSE,Ifi204,Ovary,Mus musculus,Old,categorical,284534.5,LFQ,DIA,Dipali_2023,Old_pooled
E9QKL6,E9QKL6_MOUSE;IFI4_MOUSE,Ifi204,Ovary,Mus musculus,Young,categorical,222480.0625,LFQ,DIA,Dipali_2023,Young_pooled
O09117-2,SYPL1_MOUSE,Sypl1,Ovary,Mus musculus,Old,categorical,521693.03125,LFQ,DIA,Dipali_2023,Old_pooled
O09117-2,SYPL1_MOUSE,Sypl1,Ovary,Mus musculus,Young,categorical,420856.53125,LFQ,DIA,Dipali_2023,Young_pooled
A2A432,CUL4B_MOUSE;CUL4B_MOUSE;E9PXY1_MOUSE,Cul4b,Ovary,Mus musculus,Old,categorical,210041.796875,LFQ,DIA,Dipali_2023,Old_pooled
A2A432,CUL4B_MOUSE;CUL4B_MOUSE;E9PXY1_MOUSE,Cul4b,Ovary,Mus musculus,Young,categorical,242544.328125,LFQ,DIA,Dipali_2023,Young_pooled
Q3TIV5,ZC3HF_MOUSE,Zc3h15,Ovary,Mus musculus,Old,categorical,211344.078125,LFQ,DIA,Dipali_2023,Old_pooled
Q3TIV5,ZC3HF_MOUSE,Zc3h15,Ovary,Mus musculus,Young,categorical,272864.1875,LFQ,DIA,Dipali_2023,Young_pooled
P53996,CNBP_MOUSE,Cnbp,Ovary,Mus musculus,Old,categorical,1347617.125,LFQ,DIA,Dipali_2023,Old_pooled
P53996,CNBP_MOUSE,Cnbp,Ovary,Mus musculus,Young,categorical,1528466.25,LFQ,DIA,Dipali_2023,Young_pooled
Q62433,NDRG1_MOUSE,Ndrg1,Ovary,Mus musculus,Old,categorical,296049.25,LFQ,DIA,Dipali_2023,Old_pooled
Q62433,NDRG1_MOUSE,Ndrg1,Ovary,Mus musculus,Young,categorical,220358.0625,LFQ,DIA,Dipali_2023,Young_pooled
P15655,FGF2_MOUSE;Q925A1_MOUSE;Q925A2_MOUSE,Fgf2,Ovary,Mus musculus,Old,categorical,44913.39453125,LFQ,DIA,Dipali_2023,Old_pooled
P15655,FGF2_MOUSE;Q925A1_MOUSE;Q925A2_MOUSE,Fgf2,Ovary,Mus musculus,Young,categorical,26073.5546875,LFQ,DIA,Dipali_2023,Young_pooled
P63325,RS10_MOUSE,Rps10,Ovary,Mus musculus,Old,categorical,4645974.0,LFQ,DIA,Dipali_2023,Old_pooled
P63325,RS10_MOUSE,Rps10,Ovary,Mus musculus,Young,categorical,5648584.0,LFQ,DIA,Dipali_2023,Young_pooled
D3YY50,D3YY50_MOUSE;F8WHX2_MOUSE;CUTC_MOUSE,Cutc,Ovary,Mus musculus,Old,categorical,166045.171875,LFQ,DIA,Dipali_2023,Old_pooled
D3YY50,D3YY50_MOUSE;F8WHX2_MOUSE;CUTC_MOUSE,Cutc,Ovary,Mus musculus,Young,categorical,119839.6953125,LFQ,DIA,Dipali_2023,Young_pooled
Q921M7,FA49B_MOUSE,Fam49b,Ovary,Mus musculus,Old,categorical,868077.8125,LFQ,DIA,Dipali_2023,Old_pooled
Q921M7,FA49B_MOUSE,Fam49b,Ovary,Mus musculus,Young,categorical,1029790.0,LFQ,DIA,Dipali_2023,Young_pooled
P14152,MDHC_MOUSE,Mdh1,Ovary,Mus musculus,Old,categorical,23389374.0,LFQ,DIA,Dipali_2023,Old_pooled
P14152,MDHC_MOUSE,Mdh1,Ovary,Mus musculus,Young,categorical,18938180.0,LFQ,DIA,Dipali_2023,Young_pooled
Q8R3B1,PLCD1_MOUSE,Plcd1,Ovary,Mus musculus,Old,categorical,818739.75,LFQ,DIA,Dipali_2023,Old_pooled
Q8R3B1,PLCD1_MOUSE,Plcd1,Ovary,Mus musculus,Young,categorical,683528.5,LFQ,DIA,Dipali_2023,Young_pooled
O88736,DHB7_MOUSE,Hsd17b7,Ovary,Mus musculus,Old,categorical,6938724.5,LFQ,DIA,Dipali_2023,Old_pooled
O88736,DHB7_MOUSE,Hsd17b7,Ovary,Mus musculus,Young,categorical,9514076.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9ET30,TM9S3_MOUSE,Tm9sf3,Ovary,Mus musculus,Old,categorical,904618.625,LFQ,DIA,Dipali_2023,Old_pooled
Q9ET30,TM9S3_MOUSE,Tm9sf3,Ovary,Mus musculus,Young,categorical,806803.1875,LFQ,DIA,Dipali_2023,Young_pooled
Q6IRU5-2,CLCB_MOUSE,Cltb,Ovary,Mus musculus,Old,categorical,867669.625,LFQ,DIA,Dipali_2023,Old_pooled
Q6IRU5-2,CLCB_MOUSE,Cltb,Ovary,Mus musculus,Young,categorical,717189.0625,LFQ,DIA,Dipali_2023,Young_pooled
P27106,MIS_MOUSE;Q5EC55_MOUSE,Amh,Ovary,Mus musculus,Old,categorical,11060.685546875,LFQ,DIA,Dipali_2023,Old_pooled
P27106,MIS_MOUSE;Q5EC55_MOUSE,Amh,Ovary,Mus musculus,Young,categorical,29036.2421875,LFQ,DIA,Dipali_2023,Young_pooled
O88844,IDHC_MOUSE,Idh1,Ovary,Mus musculus,Old,categorical,73117712.0,LFQ,DIA,Dipali_2023,Old_pooled
O88844,IDHC_MOUSE,Idh1,Ovary,Mus musculus,Young,categorical,55369980.0,LFQ,DIA,Dipali_2023,Young_pooled
A0A087WQS0,A0A087WQS0_MOUSE;A0A1D5RM59_MOUSE;E9Q0S6_MOUSE,Tns1,Ovary,Mus musculus,Old,categorical,1127388.875,LFQ,DIA,Dipali_2023,Old_pooled
A0A087WQS0,A0A087WQS0_MOUSE;A0A1D5RM59_MOUSE;E9Q0S6_MOUSE,Tns1,Ovary,Mus musculus,Young,categorical,1055378.875,LFQ,DIA,Dipali_2023,Young_pooled
Q3UFY7,5NT3B_MOUSE,Nt5c3b,Ovary,Mus musculus,Old,categorical,155076.0625,LFQ,DIA,Dipali_2023,Old_pooled
Q3UFY7,5NT3B_MOUSE,Nt5c3b,Ovary,Mus musculus,Young,categorical,206749.53125,LFQ,DIA,Dipali_2023,Young_pooled
Q8BTI8,SRRM2_MOUSE,Srrm2,Ovary,Mus musculus,Old,categorical,928539.1875,LFQ,DIA,Dipali_2023,Old_pooled
Q8BTI8,SRRM2_MOUSE,Srrm2,Ovary,Mus musculus,Young,categorical,1051583.5,LFQ,DIA,Dipali_2023,Young_pooled
Q9DBL7,COASY_MOUSE,Coasy,Ovary,Mus musculus,Old,categorical,758579.75,LFQ,DIA,Dipali_2023,Old_pooled
Q9DBL7,COASY_MOUSE,Coasy,Ovary,Mus musculus,Young,categorical,656507.75,LFQ,DIA,Dipali_2023,Young_pooled
P70206,PLXA1_MOUSE,Plxna1,Ovary,Mus musculus,Old,categorical,55643.9453125,LFQ,DIA,Dipali_2023,Old_pooled
P70206,PLXA1_MOUSE,Plxna1,Ovary,Mus musculus,Young,categorical,43720.0,LFQ,DIA,Dipali_2023,Young_pooled
Q80X50,UBP2L_MOUSE,Ubap2l,Ovary,Mus musculus,Old,categorical,602386.3125,LFQ,DIA,Dipali_2023,Old_pooled
Q80X50,UBP2L_MOUSE,Ubap2l,Ovary,Mus musculus,Young,categorical,688392.4375,LFQ,DIA,Dipali_2023,Young_pooled
D3YYM6,D3YYM6_MOUSE;D3Z1S8_MOUSE;Q91V55_MOUSE,Rps5,Ovary,Mus musculus,Old,categorical,6610321.0,LFQ,DIA,Dipali_2023,Old_pooled
D3YYM6,D3YYM6_MOUSE;D3Z1S8_MOUSE;Q91V55_MOUSE,Rps5,Ovary,Mus musculus,Young,categorical,7359937.5,LFQ,DIA,Dipali_2023,Young_pooled
A0A0R4J1W7,A0A0R4J1W7_MOUSE;G3X8W7_MOUSE;CDC23_MOUSE,Cdc23,Ovary,Mus musculus,Old,categorical,777207.0625,LFQ,DIA,Dipali_2023,Old_pooled
A0A0R4J1W7,A0A0R4J1W7_MOUSE;G3X8W7_MOUSE;CDC23_MOUSE,Cdc23,Ovary,Mus musculus,Young,categorical,819829.75,LFQ,DIA,Dipali_2023,Young_pooled
Q923D5,WBP11_MOUSE,Wbp11,Ovary,Mus musculus,Old,categorical,228471.6875,LFQ,DIA,Dipali_2023,Old_pooled
Q923D5,WBP11_MOUSE,Wbp11,Ovary,Mus musculus,Young,categorical,303605.5,LFQ,DIA,Dipali_2023,Young_pooled
Q9ERI6,RDH14_MOUSE,Rdh14,Ovary,Mus musculus,Old,categorical,299200.0625,LFQ,DIA,Dipali_2023,Old_pooled
Q9ERI6,RDH14_MOUSE,Rdh14,Ovary,Mus musculus,Young,categorical,232859.765625,LFQ,DIA,Dipali_2023,Young_pooled
