Protein_ID,Protein_Name,Gene_Symbol,Tissue,Species,Age,Age_Unit,Abundance,Abundance_Unit,Method,Study_ID,Sample_ID
Q9D0W5,PPIL1_MOUSE,Ppil1,Ovary,Mus musculus,Young,categorical,268113.78125,LFQ,DIA,Dipali_2023,Young_pooled
A0A0A0MQL8,A0A0A0MQL8_MOUSE;NUDC3_MOUSE;NUDC3_MOUSE,Nudcd3,Ovary,Mus musculus,Old,categorical,29151.841796875,LFQ,DIA,Dipali_2023,Old_pooled
A0A0A0MQL8,A0A0A0MQL8_MOUSE;NUDC3_MOUSE;NUDC3_MOUSE,Nudcd3,Ovary,Mus musculus,Young,categorical,31980.421875,LFQ,DIA,Dipali_2023,Young_pooled
P63085,MK01_MOUSE,Mapk1,Ovary,Mus musculus,Old,categorical,1454283.375,LFQ,DIA,Dipali_2023,Old_pooled
P63085,MK01_MOUSE,Mapk1,Ovary,Mus musculus,Young,categorical,1512987.75,LFQ,DIA,Dipali_2023,Young_pooled
E9PYK3,E9PYK3_MOUSE,Parp4,Ovary,Mus musculus,Old,categorical,32998.75,LFQ,DIA,Dipali_2023,Old_pooled
E9PYK3,E9PYK3_MOUSE,Parp4,Ovary,Mus musculus,Young,categorical,27375.59375,LFQ,DIA,Dipali_2023,Young_pooled
E9Q0G1,E9Q0G1_MOUSE;DENR_MOUSE,Denr,Ovary,Mus musculus,Old,categorical,286662.84375,LFQ,DIA,Dipali_2023,Old_pooled
E9Q0G1,E9Q0G1_MOUSE;DENR_MOUSE,Denr,Ovary,Mus musculus,Young,categorical,298943.96875,LFQ,DIA,Dipali_2023,Young_pooled
P45878,FKBP2_MOUSE,Fkbp2,Ovary,Mus musculus,Old,categorical,1378107.0,LFQ,DIA,Dipali_2023,Old_pooled
P45878,FKBP2_MOUSE,Fkbp2,Ovary,Mus musculus,Young,categorical,1178738.75,LFQ,DIA,Dipali_2023,Young_pooled
O08600,NUCG_MOUSE,Endog,Ovary,Mus musculus,Old,categorical,108822.75,LFQ,DIA,Dipali_2023,Old_pooled
O08600,NUCG_MOUSE,Endog,Ovary,Mus musculus,Young,categorical,102574.421875,LFQ,DIA,Dipali_2023,Young_pooled
Q9QZC8,ABHD1_MOUSE,Abhd1,Ovary,Mus musculus,Old,categorical,62232.59375,LFQ,DIA,Dipali_2023,Old_pooled
Q9QZC8,ABHD1_MOUSE,Abhd1,Ovary,Mus musculus,Young,categorical,49938.66796875,LFQ,DIA,Dipali_2023,Young_pooled
Q9D1G1,RAB1B_MOUSE,Rab1b,Ovary,Mus musculus,Old,categorical,2014101.125,LFQ,DIA,Dipali_2023,Old_pooled
Q9D1G1,RAB1B_MOUSE,Rab1b,Ovary,Mus musculus,Young,categorical,1806512.625,LFQ,DIA,Dipali_2023,Young_pooled
A0A0J9YUD8,A0A0J9YUD8_MOUSE;A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,Hmgb1,Ovary,Mus musculus,Old,categorical,10290720.0,LFQ,DIA,Dipali_2023,Old_pooled
A0A0J9YUD8,A0A0J9YUD8_MOUSE;A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,Hmgb1,Ovary,Mus musculus,Young,categorical,10231421.0,LFQ,DIA,Dipali_2023,Young_pooled
P22907,HEM3_MOUSE,Hmbs,Ovary,Mus musculus,Old,categorical,270509.15625,LFQ,DIA,Dipali_2023,Old_pooled
P22907,HEM3_MOUSE,Hmbs,Ovary,Mus musculus,Young,categorical,287166.78125,LFQ,DIA,Dipali_2023,Young_pooled
Q91Z49,UIF_MOUSE,Fyttd1,Ovary,Mus musculus,Old,categorical,55391.4765625,LFQ,DIA,Dipali_2023,Old_pooled
Q91Z49,UIF_MOUSE,Fyttd1,Ovary,Mus musculus,Young,categorical,60491.65625,LFQ,DIA,Dipali_2023,Young_pooled
E0CYE2,E0CYE2_MOUSE;F7DEU6_MOUSE;IMDH1_MOUSE,Impdh1,Ovary,Mus musculus,Old,categorical,47793.8828125,LFQ,DIA,Dipali_2023,Old_pooled
E0CYE2,E0CYE2_MOUSE;F7DEU6_MOUSE;IMDH1_MOUSE,Impdh1,Ovary,Mus musculus,Young,categorical,52738.2890625,LFQ,DIA,Dipali_2023,Young_pooled
Q9CX30,YIF1B_MOUSE,Yif1b,Ovary,Mus musculus,Old,categorical,128562.4140625,LFQ,DIA,Dipali_2023,Old_pooled
Q9CX30,YIF1B_MOUSE,Yif1b,Ovary,Mus musculus,Young,categorical,134287.796875,LFQ,DIA,Dipali_2023,Young_pooled
P39054,DYN2_MOUSE;Q3T9X3_MOUSE,Dnm2,Ovary,Mus musculus,Old,categorical,1183513.625,LFQ,DIA,Dipali_2023,Old_pooled
P39054,DYN2_MOUSE;Q3T9X3_MOUSE,Dnm2,Ovary,Mus musculus,Young,categorical,1175299.0,LFQ,DIA,Dipali_2023,Young_pooled
P97822,AN32E_MOUSE,Anp32e,Ovary,Mus musculus,Old,categorical,1260897.625,LFQ,DIA,Dipali_2023,Old_pooled
P97822,AN32E_MOUSE,Anp32e,Ovary,Mus musculus,Young,categorical,1319684.5,LFQ,DIA,Dipali_2023,Young_pooled
Q9CX00,IST1_MOUSE,Ist1,Ovary,Mus musculus,Old,categorical,367886.6875,LFQ,DIA,Dipali_2023,Old_pooled
Q9CX00,IST1_MOUSE,Ist1,Ovary,Mus musculus,Young,categorical,388358.34375,LFQ,DIA,Dipali_2023,Young_pooled
Q9CQC9,SAR1B_MOUSE,Sar1b,Ovary,Mus musculus,Old,categorical,624677.9375,LFQ,DIA,Dipali_2023,Old_pooled
Q9CQC9,SAR1B_MOUSE,Sar1b,Ovary,Mus musculus,Young,categorical,637132.5625,LFQ,DIA,Dipali_2023,Young_pooled
Q58A65,JIP4_MOUSE,Spag9,Ovary,Mus musculus,Old,categorical,321791.03125,LFQ,DIA,Dipali_2023,Old_pooled
Q58A65,JIP4_MOUSE,Spag9,Ovary,Mus musculus,Young,categorical,289653.5625,LFQ,DIA,Dipali_2023,Young_pooled
B1AZP2,DLGP4_MOUSE;DLGP4_MOUSE;DLGP4_MOUSE;B7ZNS2_MOUSE;E9PUF2_MOUSE;F6YMR0_MOUSE;I1E4X0_MOUSE,Dlgap4,Ovary,Mus musculus,Old,categorical,170576.734375,LFQ,DIA,Dipali_2023,Old_pooled
B1AZP2,DLGP4_MOUSE;DLGP4_MOUSE;DLGP4_MOUSE;B7ZNS2_MOUSE;E9PUF2_MOUSE;F6YMR0_MOUSE;I1E4X0_MOUSE,Dlgap4,Ovary,Mus musculus,Young,categorical,155430.875,LFQ,DIA,Dipali_2023,Young_pooled
Q3U0V2,TRADD_MOUSE,Tradd,Ovary,Mus musculus,Old,categorical,64520.10546875,LFQ,DIA,Dipali_2023,Old_pooled
Q3U0V2,TRADD_MOUSE,Tradd,Ovary,Mus musculus,Young,categorical,69229.7109375,LFQ,DIA,Dipali_2023,Young_pooled
F6TLV3,F6TLV3_MOUSE;FND3A_MOUSE,Fndc3a,Ovary,Mus musculus,Old,categorical,27099.939453125,LFQ,DIA,Dipali_2023,Old_pooled
F6TLV3,F6TLV3_MOUSE;FND3A_MOUSE,Fndc3a,Ovary,Mus musculus,Young,categorical,24114.611328125,LFQ,DIA,Dipali_2023,Young_pooled
B2RQS1,B2RQS1_MOUSE,Strn3,Ovary,Mus musculus,Old,categorical,318691.125,LFQ,DIA,Dipali_2023,Old_pooled
B2RQS1,B2RQS1_MOUSE,Strn3,Ovary,Mus musculus,Young,categorical,305127.03125,LFQ,DIA,Dipali_2023,Young_pooled
P62774,MTPN_MOUSE,Mtpn,Ovary,Mus musculus,Old,categorical,1169085.25,LFQ,DIA,Dipali_2023,Old_pooled
P62774,MTPN_MOUSE,Mtpn,Ovary,Mus musculus,Young,categorical,1115651.5,LFQ,DIA,Dipali_2023,Young_pooled
Q9CQJ4,RING2_MOUSE,Rnf2,Ovary,Mus musculus,Old,categorical,165105.046875,LFQ,DIA,Dipali_2023,Old_pooled
Q9CQJ4,RING2_MOUSE,Rnf2,Ovary,Mus musculus,Young,categorical,195828.453125,LFQ,DIA,Dipali_2023,Young_pooled
P39098,MA1A2_MOUSE,Man1a2,Ovary,Mus musculus,Old,categorical,58370.55078125,LFQ,DIA,Dipali_2023,Old_pooled
P39098,MA1A2_MOUSE,Man1a2,Ovary,Mus musculus,Young,categorical,54259.05078125,LFQ,DIA,Dipali_2023,Young_pooled
Q8BLV3,SL9A7_MOUSE,Slc9a7,Ovary,Mus musculus,Old,categorical,71808.3515625,LFQ,DIA,Dipali_2023,Old_pooled
Q8BLV3,SL9A7_MOUSE,Slc9a7,Ovary,Mus musculus,Young,categorical,60058.45703125,LFQ,DIA,Dipali_2023,Young_pooled
Q8R5J9,PRAF3_MOUSE,Arl6ip5,Ovary,Mus musculus,Old,categorical,1975409.75,LFQ,DIA,Dipali_2023,Old_pooled
Q8R5J9,PRAF3_MOUSE,Arl6ip5,Ovary,Mus musculus,Young,categorical,1487848.0,LFQ,DIA,Dipali_2023,Young_pooled
A0A0A0MQ90,A0A0A0MQ90_MOUSE;S10AD_MOUSE,S100a13,Ovary,Mus musculus,Old,categorical,1088589.125,LFQ,DIA,Dipali_2023,Old_pooled
A0A0A0MQ90,A0A0A0MQ90_MOUSE;S10AD_MOUSE,S100a13,Ovary,Mus musculus,Young,categorical,915299.875,LFQ,DIA,Dipali_2023,Young_pooled
E0CYB9,E0CYB9_MOUSE;E0CYI3_MOUSE;MFF_MOUSE;MFF_MOUSE;MFF_MOUSE;MFF_MOUSE,Mff,Ovary,Mus musculus,Old,categorical,260860.0625,LFQ,DIA,Dipali_2023,Old_pooled
E0CYB9,E0CYB9_MOUSE;E0CYI3_MOUSE;MFF_MOUSE;MFF_MOUSE;MFF_MOUSE;MFF_MOUSE,Mff,Ovary,Mus musculus,Young,categorical,246445.9375,LFQ,DIA,Dipali_2023,Young_pooled
Q9CQS8,SC61B_MOUSE,Sec61b,Ovary,Mus musculus,Old,categorical,856487.8125,LFQ,DIA,Dipali_2023,Old_pooled
Q9CQS8,SC61B_MOUSE,Sec61b,Ovary,Mus musculus,Young,categorical,920638.5625,LFQ,DIA,Dipali_2023,Young_pooled
P40240,CD9_MOUSE,Cd9,Ovary,Mus musculus,Old,categorical,147736.078125,LFQ,DIA,Dipali_2023,Old_pooled
P40240,CD9_MOUSE,Cd9,Ovary,Mus musculus,Young,categorical,134364.1875,LFQ,DIA,Dipali_2023,Young_pooled
D3YWI4,D3YWI4_MOUSE;E9Q1I6_MOUSE;F8WHT5_MOUSE;G3UVW1_MOUSE;MPV17_MOUSE,Mpv17,Ovary,Mus musculus,Old,categorical,101944.78125,LFQ,DIA,Dipali_2023,Old_pooled
D3YWI4,D3YWI4_MOUSE;E9Q1I6_MOUSE;F8WHT5_MOUSE;G3UVW1_MOUSE;MPV17_MOUSE,Mpv17,Ovary,Mus musculus,Young,categorical,112775.1171875,LFQ,DIA,Dipali_2023,Young_pooled
Q78JE5,FBX22_MOUSE,Fbxo22,Ovary,Mus musculus,Old,categorical,291400.78125,LFQ,DIA,Dipali_2023,Old_pooled
Q78JE5,FBX22_MOUSE,Fbxo22,Ovary,Mus musculus,Young,categorical,322827.625,LFQ,DIA,Dipali_2023,Young_pooled
P49962,SRP09_MOUSE,Srp9,Ovary,Mus musculus,Old,categorical,347262.96875,LFQ,DIA,Dipali_2023,Old_pooled
P49962,SRP09_MOUSE,Srp9,Ovary,Mus musculus,Young,categorical,430542.40625,LFQ,DIA,Dipali_2023,Young_pooled
P70195,PSB7_MOUSE,Psmb7,Ovary,Mus musculus,Old,categorical,1289737.875,LFQ,DIA,Dipali_2023,Old_pooled
P70195,PSB7_MOUSE,Psmb7,Ovary,Mus musculus,Young,categorical,1261054.375,LFQ,DIA,Dipali_2023,Young_pooled
Q9R1T4,SEPT6_MOUSE,2022-09-06 00:00:00,Ovary,Mus musculus,Old,categorical,78276.8671875,LFQ,DIA,Dipali_2023,Old_pooled
Q9R1T4,SEPT6_MOUSE,2022-09-06 00:00:00,Ovary,Mus musculus,Young,categorical,73470.3984375,LFQ,DIA,Dipali_2023,Young_pooled
Q8VC30,TKFC_MOUSE,Tkfc,Ovary,Mus musculus,Old,categorical,201927.421875,LFQ,DIA,Dipali_2023,Old_pooled
Q8VC30,TKFC_MOUSE,Tkfc,Ovary,Mus musculus,Young,categorical,189100.9375,LFQ,DIA,Dipali_2023,Young_pooled
P08249,MDHM_MOUSE,Mdh2,Ovary,Mus musculus,Old,categorical,46057092.0,LFQ,DIA,Dipali_2023,Old_pooled
P08249,MDHM_MOUSE,Mdh2,Ovary,Mus musculus,Young,categorical,41774532.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9CRT8,XPOT_MOUSE,Xpot,Ovary,Mus musculus,Old,categorical,148455.796875,LFQ,DIA,Dipali_2023,Old_pooled
Q9CRT8,XPOT_MOUSE,Xpot,Ovary,Mus musculus,Young,categorical,169673.421875,LFQ,DIA,Dipali_2023,Young_pooled
P59325,IF5_MOUSE,Eif5,Ovary,Mus musculus,Old,categorical,912739.5,LFQ,DIA,Dipali_2023,Old_pooled
P59325,IF5_MOUSE,Eif5,Ovary,Mus musculus,Young,categorical,945363.625,LFQ,DIA,Dipali_2023,Young_pooled
D3YXR5,D3YXR5_MOUSE;D3Z3A6_MOUSE;F7BTZ2_MOUSE;PML_MOUSE;PML_MOUSE,Pml,Ovary,Mus musculus,Old,categorical,217520.296875,LFQ,DIA,Dipali_2023,Old_pooled
D3YXR5,D3YXR5_MOUSE;D3Z3A6_MOUSE;F7BTZ2_MOUSE;PML_MOUSE;PML_MOUSE,Pml,Ovary,Mus musculus,Young,categorical,191913.75,LFQ,DIA,Dipali_2023,Young_pooled
A0A0R4J0M1,A0A0R4J0M1_MOUSE;TBCC_MOUSE,Tbcc,Ovary,Mus musculus,Old,categorical,240106.25,LFQ,DIA,Dipali_2023,Old_pooled
A0A0R4J0M1,A0A0R4J0M1_MOUSE;TBCC_MOUSE,Tbcc,Ovary,Mus musculus,Young,categorical,252634.40625,LFQ,DIA,Dipali_2023,Young_pooled
E9PVA6,E9PVA6_MOUSE,Git2,Ovary,Mus musculus,Old,categorical,46852.69921875,LFQ,DIA,Dipali_2023,Old_pooled
E9PVA6,E9PVA6_MOUSE,Git2,Ovary,Mus musculus,Young,categorical,50659.1953125,LFQ,DIA,Dipali_2023,Young_pooled
Q9CQI7,RU2B_MOUSE,Snrpb2,Ovary,Mus musculus,Old,categorical,259482.671875,LFQ,DIA,Dipali_2023,Old_pooled
Q9CQI7,RU2B_MOUSE,Snrpb2,Ovary,Mus musculus,Young,categorical,295188.65625,LFQ,DIA,Dipali_2023,Young_pooled
Q9JMC3,DNJA4_MOUSE,Dnaja4,Ovary,Mus musculus,Old,categorical,299274.5,LFQ,DIA,Dipali_2023,Old_pooled
Q9JMC3,DNJA4_MOUSE,Dnaja4,Ovary,Mus musculus,Young,categorical,322482.90625,LFQ,DIA,Dipali_2023,Young_pooled
Q9EPJ9,ARFG1_MOUSE;V9GXM1_MOUSE,Arfgap1,Ovary,Mus musculus,Old,categorical,160260.78125,LFQ,DIA,Dipali_2023,Old_pooled
Q9EPJ9,ARFG1_MOUSE;V9GXM1_MOUSE,Arfgap1,Ovary,Mus musculus,Young,categorical,170609.34375,LFQ,DIA,Dipali_2023,Young_pooled
Q3U3J1,Q3U3J1_MOUSE,Bckdha,Ovary,Mus musculus,Old,categorical,746091.8125,LFQ,DIA,Dipali_2023,Old_pooled
Q3U3J1,Q3U3J1_MOUSE,Bckdha,Ovary,Mus musculus,Young,categorical,792760.9375,LFQ,DIA,Dipali_2023,Young_pooled
P97807,FUMH_MOUSE,Fh,Ovary,Mus musculus,Old,categorical,7716281.0,LFQ,DIA,Dipali_2023,Old_pooled
P97807,FUMH_MOUSE,Fh,Ovary,Mus musculus,Young,categorical,8058906.0,LFQ,DIA,Dipali_2023,Young_pooled
Q8VDC0,SYLM_MOUSE,Lars2,Ovary,Mus musculus,Old,categorical,102335.125,LFQ,DIA,Dipali_2023,Old_pooled
Q8VDC0,SYLM_MOUSE,Lars2,Ovary,Mus musculus,Young,categorical,95502.5546875,LFQ,DIA,Dipali_2023,Young_pooled
Q9D708,Q9D708_MOUSE,S100a16,Ovary,Mus musculus,Old,categorical,82353.234375,LFQ,DIA,Dipali_2023,Old_pooled
Q9D708,Q9D708_MOUSE,S100a16,Ovary,Mus musculus,Young,categorical,65613.609375,LFQ,DIA,Dipali_2023,Young_pooled
Q8BHE8,MAIP1_MOUSE,Maip1,Ovary,Mus musculus,Old,categorical,219274.8125,LFQ,DIA,Dipali_2023,Old_pooled
Q8BHE8,MAIP1_MOUSE,Maip1,Ovary,Mus musculus,Young,categorical,196335.546875,LFQ,DIA,Dipali_2023,Young_pooled
Q8VE70,PDC10_MOUSE,Pdcd10,Ovary,Mus musculus,Old,categorical,381795.09375,LFQ,DIA,Dipali_2023,Old_pooled
Q8VE70,PDC10_MOUSE,Pdcd10,Ovary,Mus musculus,Young,categorical,363925.5,LFQ,DIA,Dipali_2023,Young_pooled
Q8C050,KS6A5_MOUSE,Rps6ka5,Ovary,Mus musculus,Old,categorical,41555.1796875,LFQ,DIA,Dipali_2023,Old_pooled
Q8C050,KS6A5_MOUSE,Rps6ka5,Ovary,Mus musculus,Young,categorical,45397.328125,LFQ,DIA,Dipali_2023,Young_pooled
E9Q0Y4,E9Q0Y4_MOUSE;SIPA1_MOUSE,Sipa1,Ovary,Mus musculus,Old,categorical,16456.4453125,LFQ,DIA,Dipali_2023,Old_pooled
E9Q0Y4,E9Q0Y4_MOUSE;SIPA1_MOUSE,Sipa1,Ovary,Mus musculus,Young,categorical,15544.083984375,LFQ,DIA,Dipali_2023,Young_pooled
Q64669,NQO1_MOUSE,Nqo1,Ovary,Mus musculus,Old,categorical,60138.67578125,LFQ,DIA,Dipali_2023,Old_pooled
Q64669,NQO1_MOUSE,Nqo1,Ovary,Mus musculus,Young,categorical,52149.99609375,LFQ,DIA,Dipali_2023,Young_pooled
Q9EP75,CP4FE_MOUSE,Cyp4f14,Ovary,Mus musculus,Old,categorical,67401.9609375,LFQ,DIA,Dipali_2023,Old_pooled
Q9EP75,CP4FE_MOUSE,Cyp4f14,Ovary,Mus musculus,Young,categorical,60102.32421875,LFQ,DIA,Dipali_2023,Young_pooled
Q8BP92,RCN2_MOUSE,Rcn2,Ovary,Mus musculus,Old,categorical,729454.5,LFQ,DIA,Dipali_2023,Old_pooled
Q8BP92,RCN2_MOUSE,Rcn2,Ovary,Mus musculus,Young,categorical,703693.25,LFQ,DIA,Dipali_2023,Young_pooled
Q8C0E2,VP26B_MOUSE,Vps26b,Ovary,Mus musculus,Old,categorical,645427.9375,LFQ,DIA,Dipali_2023,Old_pooled
Q8C0E2,VP26B_MOUSE,Vps26b,Ovary,Mus musculus,Young,categorical,587716.1875,LFQ,DIA,Dipali_2023,Young_pooled
Q99LD8,DDAH2_MOUSE,Ddah2,Ovary,Mus musculus,Old,categorical,1362341.875,LFQ,DIA,Dipali_2023,Old_pooled
Q99LD8,DDAH2_MOUSE,Ddah2,Ovary,Mus musculus,Young,categorical,1335469.0,LFQ,DIA,Dipali_2023,Young_pooled
Q9CQ10,CHMP3_MOUSE,Chmp3,Ovary,Mus musculus,Old,categorical,177306.84375,LFQ,DIA,Dipali_2023,Old_pooled
Q9CQ10,CHMP3_MOUSE,Chmp3,Ovary,Mus musculus,Young,categorical,171027.265625,LFQ,DIA,Dipali_2023,Young_pooled
Q3V009,TMED1_MOUSE,Tmed1,Ovary,Mus musculus,Old,categorical,186581.328125,LFQ,DIA,Dipali_2023,Old_pooled
Q3V009,TMED1_MOUSE,Tmed1,Ovary,Mus musculus,Young,categorical,198405.0,LFQ,DIA,Dipali_2023,Young_pooled
P11680,PROP_MOUSE,Cfp,Ovary,Mus musculus,Old,categorical,178803.90625,LFQ,DIA,Dipali_2023,Old_pooled
P11680,PROP_MOUSE,Cfp,Ovary,Mus musculus,Young,categorical,263641.5625,LFQ,DIA,Dipali_2023,Young_pooled
D3YTQ9,D3YTQ9_MOUSE;RS15_MOUSE,Rps15,Ovary,Mus musculus,Old,categorical,1101407.125,LFQ,DIA,Dipali_2023,Old_pooled
D3YTQ9,D3YTQ9_MOUSE;RS15_MOUSE,Rps15,Ovary,Mus musculus,Young,categorical,1283513.375,LFQ,DIA,Dipali_2023,Young_pooled
O08547,SC22B_MOUSE,Sec22b,Ovary,Mus musculus,Old,categorical,1740618.875,LFQ,DIA,Dipali_2023,Old_pooled
O08547,SC22B_MOUSE,Sec22b,Ovary,Mus musculus,Young,categorical,1854012.625,LFQ,DIA,Dipali_2023,Young_pooled
P97434,MPRIP_MOUSE,Mprip,Ovary,Mus musculus,Old,categorical,448391.65625,LFQ,DIA,Dipali_2023,Old_pooled
P97434,MPRIP_MOUSE,Mprip,Ovary,Mus musculus,Young,categorical,443520.90625,LFQ,DIA,Dipali_2023,Young_pooled
Q8CFV9,RIFK_MOUSE,Rfk,Ovary,Mus musculus,Old,categorical,141849.25,LFQ,DIA,Dipali_2023,Old_pooled
Q8CFV9,RIFK_MOUSE,Rfk,Ovary,Mus musculus,Young,categorical,152450.25,LFQ,DIA,Dipali_2023,Young_pooled
Q9JLV1,BAG3_MOUSE,Bag3,Ovary,Mus musculus,Old,categorical,318812.71875,LFQ,DIA,Dipali_2023,Old_pooled
Q9JLV1,BAG3_MOUSE,Bag3,Ovary,Mus musculus,Young,categorical,294627.1875,LFQ,DIA,Dipali_2023,Young_pooled
Q6PFB2,Q6PFB2_MOUSE;RCC1_MOUSE,Rcc1,Ovary,Mus musculus,Old,categorical,1206032.625,LFQ,DIA,Dipali_2023,Old_pooled
Q6PFB2,Q6PFB2_MOUSE;RCC1_MOUSE,Rcc1,Ovary,Mus musculus,Young,categorical,1272137.25,LFQ,DIA,Dipali_2023,Young_pooled
Q9DCJ5,NDUA8_MOUSE,Ndufa8,Ovary,Mus musculus,Old,categorical,604543.6875,LFQ,DIA,Dipali_2023,Old_pooled
Q9DCJ5,NDUA8_MOUSE,Ndufa8,Ovary,Mus musculus,Young,categorical,706514.5,LFQ,DIA,Dipali_2023,Young_pooled
O54734,OST48_MOUSE,Ddost,Ovary,Mus musculus,Old,categorical,3796680.0,LFQ,DIA,Dipali_2023,Old_pooled
O54734,OST48_MOUSE,Ddost,Ovary,Mus musculus,Young,categorical,3939811.75,LFQ,DIA,Dipali_2023,Young_pooled
P00397,COX1_MOUSE,Mtco1,Ovary,Mus musculus,Old,categorical,260064.640625,LFQ,DIA,Dipali_2023,Old_pooled
P00397,COX1_MOUSE,Mtco1,Ovary,Mus musculus,Young,categorical,224554.234375,LFQ,DIA,Dipali_2023,Young_pooled
D3YU15,D3YU15_MOUSE;DDAH1_MOUSE,Ddah1,Ovary,Mus musculus,Old,categorical,29668.45703125,LFQ,DIA,Dipali_2023,Old_pooled
D3YU15,D3YU15_MOUSE;DDAH1_MOUSE,Ddah1,Ovary,Mus musculus,Young,categorical,37071.92578125,LFQ,DIA,Dipali_2023,Young_pooled
B9EKS2,B9EKS2_MOUSE,Kdm3b,Ovary,Mus musculus,Old,categorical,67500.46875,LFQ,DIA,Dipali_2023,Old_pooled
B9EKS2,B9EKS2_MOUSE,Kdm3b,Ovary,Mus musculus,Young,categorical,72049.53125,LFQ,DIA,Dipali_2023,Young_pooled
A0A087WQV4,A0A087WQV4_MOUSE;MTURN_MOUSE,Mturn,Ovary,Mus musculus,Old,categorical,75771.0078125,LFQ,DIA,Dipali_2023,Old_pooled
A0A087WQV4,A0A087WQV4_MOUSE;MTURN_MOUSE,Mturn,Ovary,Mus musculus,Young,categorical,54201.69140625,LFQ,DIA,Dipali_2023,Young_pooled
A0A087WQH8,A0A087WQH8_MOUSE,Slc35a4,Ovary,Mus musculus,Old,categorical,400238.21875,LFQ,DIA,Dipali_2023,Old_pooled
A0A087WQH8,A0A087WQH8_MOUSE,Slc35a4,Ovary,Mus musculus,Young,categorical,353325.375,LFQ,DIA,Dipali_2023,Young_pooled
Q8C522,ENDD1_MOUSE,Endod1,Ovary,Mus musculus,Old,categorical,438761.84375,LFQ,DIA,Dipali_2023,Old_pooled
Q8C522,ENDD1_MOUSE,Endod1,Ovary,Mus musculus,Young,categorical,382516.71875,LFQ,DIA,Dipali_2023,Young_pooled
Q99MR6,SRRT_MOUSE,Srrt,Ovary,Mus musculus,Old,categorical,1131679.875,LFQ,DIA,Dipali_2023,Old_pooled
Q99MR6,SRRT_MOUSE,Srrt,Ovary,Mus musculus,Young,categorical,1250233.625,LFQ,DIA,Dipali_2023,Young_pooled
Q61739,ITA6_MOUSE,Itga6,Ovary,Mus musculus,Old,categorical,474492.71875,LFQ,DIA,Dipali_2023,Old_pooled
Q61739,ITA6_MOUSE,Itga6,Ovary,Mus musculus,Young,categorical,459303.875,LFQ,DIA,Dipali_2023,Young_pooled
Q80Y14,GLRX5_MOUSE,Glrx5,Ovary,Mus musculus,Old,categorical,954135.8125,LFQ,DIA,Dipali_2023,Old_pooled
Q80Y14,GLRX5_MOUSE,Glrx5,Ovary,Mus musculus,Young,categorical,962698.25,LFQ,DIA,Dipali_2023,Young_pooled
Q9WV68,DECR2_MOUSE,Decr2,Ovary,Mus musculus,Old,categorical,285463.21875,LFQ,DIA,Dipali_2023,Old_pooled
Q9WV68,DECR2_MOUSE,Decr2,Ovary,Mus musculus,Young,categorical,241649.1875,LFQ,DIA,Dipali_2023,Young_pooled
P26883,FKB1A_MOUSE,Fkbp1a,Ovary,Mus musculus,Old,categorical,2625128.0,LFQ,DIA,Dipali_2023,Old_pooled
P26883,FKB1A_MOUSE,Fkbp1a,Ovary,Mus musculus,Young,categorical,2819051.75,LFQ,DIA,Dipali_2023,Young_pooled
Q99KK7,DPP3_MOUSE,Dpp3,Ovary,Mus musculus,Old,categorical,1324115.125,LFQ,DIA,Dipali_2023,Old_pooled
Q99KK7,DPP3_MOUSE,Dpp3,Ovary,Mus musculus,Young,categorical,1274843.625,LFQ,DIA,Dipali_2023,Young_pooled
Q9CQH3,NDUB5_MOUSE,Ndufb5,Ovary,Mus musculus,Old,categorical,573551.9375,LFQ,DIA,Dipali_2023,Old_pooled
Q9CQH3,NDUB5_MOUSE,Ndufb5,Ovary,Mus musculus,Young,categorical,616969.8125,LFQ,DIA,Dipali_2023,Young_pooled
Q4FZC9,SYNE3_MOUSE,Syne3,Ovary,Mus musculus,Old,categorical,59790.0546875,LFQ,DIA,Dipali_2023,Old_pooled
Q4FZC9,SYNE3_MOUSE,Syne3,Ovary,Mus musculus,Young,categorical,52507.63671875,LFQ,DIA,Dipali_2023,Young_pooled
Q9D8B3,CHM4B_MOUSE,Chmp4b,Ovary,Mus musculus,Old,categorical,726025.375,LFQ,DIA,Dipali_2023,Old_pooled
Q9D8B3,CHM4B_MOUSE,Chmp4b,Ovary,Mus musculus,Young,categorical,732122.9375,LFQ,DIA,Dipali_2023,Young_pooled
Q8K1N4,SPAS2_MOUSE,Spats2,Ovary,Mus musculus,Old,categorical,36972.18359375,LFQ,DIA,Dipali_2023,Old_pooled
Q8K1N4,SPAS2_MOUSE,Spats2,Ovary,Mus musculus,Young,categorical,41971.7734375,LFQ,DIA,Dipali_2023,Young_pooled
Q8C570,RAE1L_MOUSE,Rae1,Ovary,Mus musculus,Old,categorical,366220.25,LFQ,DIA,Dipali_2023,Old_pooled
Q8C570,RAE1L_MOUSE,Rae1,Ovary,Mus musculus,Young,categorical,363866.90625,LFQ,DIA,Dipali_2023,Young_pooled
P46656,ADX_MOUSE,Fdx1,Ovary,Mus musculus,Old,categorical,46663720.0,LFQ,DIA,Dipali_2023,Old_pooled
P46656,ADX_MOUSE,Fdx1,Ovary,Mus musculus,Young,categorical,38928248.0,LFQ,DIA,Dipali_2023,Young_pooled
