N_studies,Fixed_Effect_Pooled,Fixed_Effect_SE,Random_Effect_Pooled,Random_Effect_SE,RE_CI_95_lower,RE_CI_95_upper,Z_score,P_value,Q_statistic,Q_df,Q_p_value,I2_percent,Tau2
2,-0.3923189120163716,0.0577902855999197,-1.9815521444608806,1.6702308844494085,-5.255204677981721,1.29210038905996,-1.186394146408147,0.23546668229427636,43.2660427787911,1,4.778044626618794e-11,97.68871859829483,5.453150383593444
