Gene_Upper,Zscore_Delta_human,Zscore_Old_human,Zscore_Young_human,Zscore_Delta_mouse,Zscore_Old_mouse,Zscore_Young_mouse
COL5A2,0.0238491787195432,-0.1803238416188582,-0.2041730203384014,0.0381073447513873,-1.5872190636419343,-1.6253264083933217
P3H1,0.0577677483346901,-1.2544138911117857,-1.3121816394464756,-0.1816867113534026,-2.13716660435861,-1.9554798930052073
S100A11,-0.0249220856434582,0.4708884183334965,0.4958105039769548,-0.2075832949788922,-0.0045230641961159,0.2030602307827763
ECM1,0.0220279434174974,-0.8456865568100065,-0.867714500227504,0.2018621042650514,0.2800965718752142,0.0782344676101627
HRG,0.012340107900977,-0.984425994344026,-0.9967661022450032,0.1043192129546616,1.017166790123352,0.9128475771686904
COL4A2,-0.0340399903781596,-0.0092134312294194,0.0248265591487402,0.0957903493029004,0.0594632999923695,-0.0363270493105309
P4HA1,-0.0578163955571304,0.2790815752523774,0.3368979708095078,-0.3216165613626644,-0.5855580724213398,-0.2639415110586754
SERPINH1,-0.0636911147732607,0.275014700669711,0.3387058154429717,-0.3422404975842422,0.7048868119891413,1.0471273095733835
CST3,-0.1127087589369479,1.038930139808881,1.151638898745829,-0.1890243324438433,-0.1956618669201094,-0.0066375344762661
S100A13,-0.1594598997313934,1.7378518464136317,1.897311746145025,-0.1381016822870788,1.3092839123136952,1.447385594600774
EMILIN1,-0.0995521328311397,-0.1537268918190164,-0.0541747589878766,-0.1157287581548789,-0.4359945724219283,-0.3202658142670493
EFEMP1,-0.1628916244875133,1.1244443636630503,1.2873359881505635,-0.39256122369676,-0.9483989459490316,-0.5558377222522716
TGFBI,-0.1393979047776647,0.4312550242236964,0.5706529290013612,0.223326931912119,1.1560182169861153,0.9326912850739962
LAMB1,-0.1686561958215369,0.9747836051906672,1.1434398010122042,-0.1755329850270313,1.093039936160584,1.268572921187615
CSTB,-0.1911090050735395,1.4980010619920086,1.689110067065548,-0.1067182860853861,-1.87070163938678,-1.7639833533013938
VCAN,-0.163969696347773,0.7523708806483963,0.9163405769961692,-0.1295357949948217,1.6981251703702522,1.827660965365074
COL18A1,-0.165657697779137,0.6640243147059696,0.8296820124851066,0.1579202308731148,0.3293062055513241,0.1713859746782092
FBLN1,-0.1719378989096576,0.5248465747122687,0.6967844736219263,-0.2179626077977778,-1.18982277267493,-0.971860164877152
LAMA4,-0.1756392394546119,0.2280870285078833,0.4037262679624952,-0.133855721866181,0.2383799969526167,0.3722357188187977
COL6A2,-0.1915928718191765,0.5383742998954023,0.7299671717145788,0.5178775103898573,0.6042015047118042,0.0863239943219469
ANXA6,-0.2014432434014996,0.7183670118620944,0.919810255263594,-0.179269827081322,0.4714040633246952,0.6506738904060173
COL4A1,-0.1213655330408844,-1.3535145966176836,-1.232149063576799,0.1613723333443198,0.3133805829417275,0.1520082495974077
FBN1,-0.1685181631048386,-0.2317200530400553,-0.0632018899352167,-0.0149662904861981,0.0774851195791966,0.0924514100653947
PLOD1,-0.1485548636544872,-0.7436524102853942,-0.595097546630907,-0.2332920860925814,-0.0808795747518116,0.1524125113407697
PLG,-0.1936952123649446,-0.110521507584549,0.0831737047803955,0.0970929292006361,0.6608446571869933,0.5637517279863571
COL14A1,-0.1674025055583493,-0.9969220695648902,-0.8295195640065408,-0.6019691833869578,-0.8838518286998202,-0.2818826453128624
ITIH5,-0.1699385893374905,-1.323121931802456,-1.1531833424649656,-0.1152065850573763,-0.9645900742167504,-0.849383489159374
PRELP,-0.2691234346901159,1.0645204761974685,1.3336439108875844,-0.3069512963352028,1.0027583758054153,1.309709672140618
ANXA2,-0.2571949022422204,0.3345494081493281,0.5917443103915485,-0.0426328033030912,0.9463185992726892,0.9889514025757804
ANXA4,-0.2538965462194293,-0.0477503059597709,0.2061462402596584,-0.0340942420717378,0.5057970489471149,0.5398912910188527
TGM2,-0.3068178594239061,1.2152701433334818,1.522088002757388,0.0491412017735085,0.4553821753835569,0.4062409736100484
ANXA7,-0.3027741365429339,0.498893707405707,0.8016678439486409,-0.1142459599329513,0.3410519130052035,0.4552978729381549
COL3A1,-0.2527005036308216,-0.8166685511174399,-0.5639680474866182,0.2334332601412327,-0.6357282409843114,-0.8691615011255441
TINAGL1,-0.2649874838344482,-0.9207960060939084,-0.6558085222594603,0.0487119950492049,-1.2343584312988691,-1.283070426348074
PLXNB2,-0.2728311936418516,-0.9876600273231468,-0.7148288336812951,-0.281653585454962,0.1711714473945259,0.452825032849488
MATN2,-0.3338601873458173,0.0636476272751927,0.39750781462101,-0.1218110554631666,-1.6184599487648754,-1.4966488933017088
PLOD3,-0.3200574616263775,-0.7010838473618265,-0.381026385735449,-0.1494729171839359,-1.8286182787827592,-1.6791453615988232
NID2,-0.36850054722082,0.4065410824010568,0.7750416296218768,-0.0545325963395539,0.6671389003677353,0.7216714967072893
F13A1,-0.3664448675169733,0.3290107805546649,0.6954556480716382,-0.0912414575437111,0.8852966624327886,0.9765381199764998
SERPINB8,-0.2441203412075778,-2.6998883026128815,-2.4557679614053036,0.0570864206760279,-0.4067992093421793,-0.4638856300182072
SERPINB8,-0.2441203412075778,-2.6998883026128815,-2.4557679614053036,-0.1352624811773428,1.038837742769464,1.1741002239468068
MASP2,-0.3314156999831495,-0.6744804517653414,-0.3430647517821918,0.199603328380402,0.2039839232541426,0.0043805948737406
F9,-0.3736457190927874,0.0430249187170415,0.4166706378098289,0.0572346483328197,-0.3641825919430438,-0.4214172402758636
ANXA11,-0.3981345675232188,0.5520476746484122,0.950182242171631,-0.2373150991471491,0.9474914831067768,1.1848065822539258
LAMA5,-0.3875721264392993,0.2655176295603544,0.6530897559996537,0.0637623668874416,-0.134432843075828,-0.1981952099632696
SPARCL1,-0.3765995183723742,-0.373225030238317,0.0033744881340572,-0.1817248813993192,0.2154863495986389,0.3972112309979582
OGN,-0.4260519000276663,0.7849706629022732,1.2110225629299396,0.2990340531796774,1.0628072206722228,0.7637731674925453
GPC1,-0.3891899947846746,-0.2540347511717584,0.1351552436129161,-0.0379826671045759,0.450889254126447,0.4888719212310229
THBS1,-0.3625201192571007,-0.912196465131505,-0.5496763458744043,0.4230681941669189,-0.4543298049067796,-0.8773979990736985
MMRN2,-0.4012388703101051,0.0009986672780316,0.4022375375881367,-0.1645929792850795,0.407165239782339,0.5717582190674185
LTBP4,-0.3362268777847677,-1.7079651471239272,-1.3717382693391595,-0.4952975489788807,-1.5743401919800388,-1.0790426430011582
FGF1,-0.4169746518745981,0.1487501514205427,0.5657248032951409,-0.3023929142583768,2.172466016629285,2.474858930887662
ADAM9,-0.4129783251713189,0.0130128657965987,0.4259911909679177,0.1475152453663288,-1.0660970800327303,-1.2136123253990592
LMAN1,-0.4259697489640821,0.1812595842338283,0.6072293331979105,-0.1758172447185488,0.372142700799624,0.5479599455181728
SPON1,-0.4007021365560758,-0.6483390298310043,-0.2476368932749285,-0.1650161078357365,0.3197743842048603,0.4847904920405968
HSPG2,-0.4277716393406674,-0.1231669363031725,0.3046047030374949,-0.0670047620748923,0.1154978188815125,0.1825025809564049
VWA1,-0.3998548463222166,-0.8089030000556336,-0.409048153733417,0.1646926253112753,-0.0294834159046572,-0.1941760412159326
PLXNA1,-0.3687154304195736,-1.6153438042850954,-1.2466283738655215,-0.0959508809831863,-0.7044191675190038,-0.6084682865358174
AGRN,-0.4267303748935089,-0.4679388606489295,-0.0412084857554206,-0.1838747070246918,-0.2956511134657543,-0.1117764064410624
ANXA3,-0.4868598500671138,0.8235240075746236,1.3103838576417377,-0.0713835231691364,0.0979192536026469,0.1693027767717834
LAMC1,-0.4826047107458234,0.4018325414560693,0.8844372522018927,-0.1077063180464674,0.3643634627297843,0.4720697807762517
LAMB2,-0.488530329830553,0.3782432414220362,0.8667735712525892,0.0243397579479368,0.6231639875059857,0.5988242295580488
SERPINB8,-0.4452899391844984,-0.731234579708422,-0.2859446405239236,0.0570864206760279,-0.4067992093421793,-0.4638856300182072
SERPINB8,-0.4452899391844984,-0.731234579708422,-0.2859446405239236,-0.1352624811773428,1.038837742769464,1.1741002239468068
PLXNB1,-0.4459080065038016,-1.0084262537749418,-0.5625182472711402,0.1345951393402051,-1.212227244815409,-1.3468223841556142
FBLN2,-0.4998118038516575,0.0033415646397472,0.5031533684914048,-0.0590721945503144,-0.721195744301646,-0.6621235497513316
ADAM17,-0.498042545452811,-0.4363447284831692,0.0616978169696417,-0.0455553044263723,-1.4851094186331073,-1.439554114206735
COL1A2,-0.4880937795351145,-1.202131012253685,-0.7140372327185704,0.5550526423892304,0.9416683352767692,0.3866156928875388
DPT,-0.5396489580557468,-0.0700080042056098,0.4696409538501369,0.1918991292019273,0.887343635029568,0.6954445058276407
DSPP,-0.5879550493426053,1.0205211956676945,1.6084762450102996,-0.1320890888403473,0.8536730897939996,0.9857621786343468
PXDN,-0.548750501690204,-0.0433201925633443,0.5054303091268597,-0.6185626124168538,0.1041461128055711,0.722708725222425
C1QB,-0.5501868618449594,-0.0801131121747898,0.4700737496701695,-0.1093435751872651,0.6847552903656892,0.7940988655529543
PLXND1,-0.4741604375453998,-1.9794082757815952,-1.5052478382361951,-0.2310717988154738,-0.6646976308860297,-0.4336258320705559
NGLY1,-0.5309756441069664,-0.6889950519591006,-0.1580194078521342,-0.098318420797895,-0.1568909898103117,-0.0585725690124166
LAMA2,-0.5780826588081569,0.4126248000861186,0.9907074588942756,-0.0962720841082943,0.6751829854594953,0.7714550695677896
CSPG4,-0.523696339293223,-1.129814462966671,-0.6061181236734481,-0.107262016389952,0.2268284792961935,0.3340904956861455
LGALS8,-0.6230349788689771,1.0104201714725474,1.6334551503415244,-0.0593022480142397,0.0989315114074117,0.1582337594216515
HCFC1,-0.5362167652418316,-1.49298525944335,-0.9567684942015184,0.084626342102521,-1.3750521940230187,-1.4596785361255398
PXDN,-0.568710201517924,-0.8678809630451928,-0.2991707615272688,-0.6185626124168538,0.1041461128055711,0.722708725222425
VWF,-0.6071110908193149,-0.0288989539672312,0.5782121368520836,-0.0248987346910374,-0.4980444754055775,-0.47314574071454
ADAM10,-0.6162468530693533,-0.3140466543851312,0.3022001986842221,-0.2041713027678576,-0.7598355976899438,-0.5556642949220861
COL15A1,-0.6929211393718913,0.6253555072104864,1.3182766465823776,-0.1894500236327442,0.645779372702365,0.8352293963351092
COL1A1,-0.6423041948347846,-1.3351573816248803,-0.6928531867900959,0.2473369912175306,-0.4286881190071074,-0.6760251102246381
EMILIN2,-0.7307154937164939,0.4862629056975352,1.216978399414029,-0.2426022689773915,-0.5267941999314951,-0.2841919309541036
TINAGL1,-0.7443123244738303,0.3138810852201523,1.058193409693983,0.0487119950492049,-1.2343584312988691,-1.283070426348074
EGLN1,-0.7647792126341489,-0.1612250658025313,0.6035541468316176,0.0555766767951378,-0.2741428670855118,-0.3297195438806496
NID1,-0.7606689839088001,-0.7044318363812392,0.0562371475275608,-0.0962565604534964,0.6387928212860402,0.7350493817395366
LGALS3,-0.8401580196420826,1.1717991237554883,2.011957143397571,0.5239407837268543,0.823344307095633,0.2994035233687787
FBLN5,-1.0508099078936683,0.2421243501363031,1.2929342580299714,-0.5761339510228853,-0.2648071156437183,0.311326835379167
MFAP4,-1.6442828882885698,1.1998376737365666,2.8441205620251364,-0.1800699933783927,-0.0048089553618036,0.175261038016589
