,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
COL12A1,0.026445355,0.0,0.0,0.05422554,0.1018068,0.060991082,0.09379447,0.0,0.06760078,0.0633769,0.0,0.0888145,0.108331464,0.12405751,0.14526795,0.0,0.0,0.03765697,0.0,0.0,0.021118518,0.0,0.113431066,0.0,0.026763348,0.0,0.08301253,0.006505113,0.021205,0.0,0.0,0.018346239
COL14A1,0.029643834,0.0,0.0015252996,0.05440762,0.10978832,0.06892764,0.100410484,0.0,0.077454045,0.06360493,0.0,0.09523156,0.116723545,0.13391821,0.16197757,0.0,0.0,0.042097453,0.0,0.0,0.025880627,0.0,0.11812164,0.0,0.027803866,0.0,0.09053559,0.009592725,0.027137171,0.0,0.0,0.01741069
COL15A1,0.031267732,0.0,0.0028343573,0.057355978,0.10638116,0.06311074,0.09936182,0.0,0.07393993,0.06416072,0.0,0.095273346,0.11072979,0.13434565,0.1562373,0.0,0.0,0.039278813,0.00021694228,0.0,0.023851551,0.0,0.12057854,0.0,0.03249277,0.0,0.08506963,0.0034932792,0.021437213,0.0,0.0,0.0141596785
COL16A1,0.03120679,0.0,0.0058196746,0.038065027,0.10767009,0.08271254,0.09376091,0.0,0.084905095,0.047904246,0.0,0.08831346,0.11347825,0.1277469,0.17030965,0.0,0.0,0.052231032,0.0,0.0,0.032510094,0.0,0.09404344,0.0,0.009600125,0.0,0.09006425,0.020952452,0.0379787,0.0,0.0,0.017808171
COL18A1,0.023452308,0.0,0.0040230444,0.03360922,0.06770594,0.05653512,0.061538674,0.0,0.058794178,0.039233744,0.0,0.057088457,0.084619224,0.08819992,0.1169644,0.0,0.0,0.02998942,0.0,0.0,0.016730469,0.0,0.06971976,0.0,0.008839332,0.0,0.06274265,0.007177381,0.021403821,0.0,0.0,0.019221358
COL1A1,0.028276157,0.0,0.007159589,0.037396878,0.08888322,0.059108295,0.077669404,0.0,0.07004056,0.04575698,0.0,0.07486949,0.088606276,0.10570303,0.13557196,0.0,0.0,0.03722874,0.0,0.0,0.021596625,0.0,0.085769944,0.0,0.018240577,0.0,0.07311809,0.0033642435,0.023796786,0.0,0.0,0.008940562
COL1A2,0.02618279,0.0,0.007577516,0.03462529,0.0828186,0.053463697,0.07221295,0.0,0.06364415,0.042401675,0.0,0.070207804,0.07885122,0.095552586,0.12482631,0.0,0.0,0.035264917,0.0,0.0,0.017855499,0.0,0.07735052,0.0,0.016093675,0.0,0.0682894,0.0015446609,0.022871725,0.0,0.0,0.007516114
COL21A1,0.028163053,0.0,0.0011380557,0.04081275,0.08456882,0.069297455,0.07790208,0.0,0.070929974,0.048209164,0.0,0.07290525,0.10530902,0.10885812,0.14107509,0.0,0.0,0.03842007,0.0,0.0,0.025003087,0.0,0.090427734,0.0,0.010530941,0.0,0.07468904,0.014833868,0.026821494,0.0,0.0,0.020675244
COL22A1,0.029786993,0.0,0.0,0.04147967,0.059997402,0.054291237,0.061400086,0.0,0.05883867,0.04333385,0.0,0.056077395,0.08905533,0.099651515,0.11272192,0.0,0.0,0.025068209,0.0,0.0,0.018146891,0.0,0.08204602,0.0,0.017767394,0.0,0.05343619,0.003758518,0.0069503337,0.0,0.0,0.019516496
COL28A1,0.04093692,0.0,0.0,0.078749575,0.09394887,0.06989365,0.08705978,0.0,0.07423995,0.086313695,0.0,0.07930432,0.14780864,0.16156055,0.13088632,0.0,0.0,0.029423175,0.0,0.0,0.032812987,0.0,0.15093926,0.0,0.040263444,0.0,0.062018238,0.025582662,0.0,0.0,0.0,0.043266956
COL2A1,0.028152607,0.0,0.0005438095,0.05059792,0.09723909,0.06198515,0.09033589,0.0,0.06812574,0.0576295,0.0,0.08667726,0.10301685,0.12002295,0.14407836,0.0,0.0,0.038623862,0.0,0.0,0.021573007,0.0,0.106065325,0.0,0.023743438,0.0,0.0796682,0.0069393422,0.021989647,0.0,0.0,0.016698679
COL3A1,0.028774843,0.0,0.004139779,0.042782355,0.08542366,0.05610318,0.07886169,0.0,0.06509227,0.048035007,0.0,0.07550296,0.08918063,0.10758133,0.12891491,0.0,0.0,0.035760082,0.0,0.0,0.019897569,0.0,0.0909055,0.0,0.020691039,0.0,0.069488905,0.0028122729,0.018997325,0.0,0.0,0.01115135
COL4A1,0.029052623,0.0,0.00025756564,0.045753628,0.0838185,0.06596987,0.080741584,0.0,0.068515755,0.051848482,0.0,0.07488696,0.105204195,0.11374897,0.14036082,0.0,0.0,0.03608796,0.0,0.0,0.023513354,0.0,0.09571783,0.0,0.016716473,0.0,0.0731253,0.012754286,0.0216639,0.0,0.0,0.020017695
COL4A2,0.03425838,0.0,0.007547766,0.046048153,0.082870364,0.0776246,0.08332862,0.0,0.07731422,0.04816771,0.0,0.07714301,0.11418154,0.12424756,0.1559913,0.0,0.0,0.03855972,0.0,0.0,0.030090965,0.0,0.09697934,0.0,0.016549759,0.0,0.07452968,0.015627528,0.025627032,0.0,0.0,0.01982398
COL4A3,0.027426027,0.0,0.0,0.040362637,0.10461865,0.083748594,0.089275435,0.0,0.084772736,0.053580068,0.0,0.08353978,0.1261074,0.12286698,0.1668449,0.0,0.0,0.04665487,0.0,0.0,0.031450327,0.0,0.10085627,0.0,0.007469399,0.0,0.094224036,0.022810655,0.039921425,0.0,0.0,0.026552713
COL4A4,0.027426027,0.0,0.0,0.040362637,0.10461865,0.083748594,0.089275435,0.0,0.084772736,0.053580068,0.0,0.08353978,0.1261074,0.12286698,0.1668449,0.0,0.0,0.04665487,0.0,0.0,0.031450327,0.0,0.10085627,0.0,0.007469399,0.0,0.094224036,0.022810655,0.039921425,0.0,0.0,0.026552713
COL4A5,0.026204057,0.0,0.0026532877,0.043348037,0.09035995,0.07559887,0.08229951,0.0,0.07619957,0.049026944,0.0,0.07533406,0.116276115,0.11726295,0.15389107,0.0,0.0,0.03829582,0.0,0.0,0.027552977,0.0,0.09364486,0.0,0.012189461,0.0,0.08442511,0.016946848,0.030911196,0.0,0.0,0.02665001
COL4A6,0.027845375,0.0,0.0012968332,0.0375668,0.09778991,0.077508695,0.0843156,0.0,0.079806596,0.050310124,0.0,0.079546645,0.11453967,0.11473918,0.1564386,0.0,0.0,0.044872224,0.0,0.0,0.028618813,0.0,0.094217345,0.0,0.006955076,0.0,0.08654191,0.019559296,0.036297306,0.0,0.0,0.021634113
COL5A1,0.03449163,0.0,0.006107795,0.053165726,0.11645444,0.078075096,0.109401554,0.0,0.08354145,0.05785709,0.0,0.102316216,0.11685294,0.14827545,0.1786363,0.0,0.0,0.050564807,0.0,0.0,0.032008402,0.0,0.11300251,0.0,0.026715787,0.0,0.091998994,0.015358878,0.028912868,0.0,0.0,0.014965266
COL5A2,0.025875706,0.0,0.0,0.051236928,0.08827008,0.05232214,0.08379045,0.0,0.058731496,0.05785943,0.0,0.078985356,0.09536452,0.1123796,0.12394275,0.0,0.0,0.03300269,0.0,0.0,0.017280955,0.0,0.10421959,0.0,0.025077565,0.0,0.07042506,0.003345782,0.011793802,0.0,0.0,0.017292656
COL5A3,0.03243686,0.0,0.0,0.0545913,0.059688732,0.056748446,0.06776035,0.0,0.058693256,0.050161082,0.0,0.05951666,0.102735676,0.11532445,0.11481972,0.0,0.0,0.023539845,0.0,0.0,0.021050055,0.0,0.0983027,0.0,0.024496382,0.0,0.05133792,0.008065525,0.0,0.0,0.0,0.02603341
COL6A1,0.026509684,0.0,0.0,0.05405189,0.10313558,0.060788017,0.094368674,0.0,0.068246014,0.06369812,0.0,0.08939849,0.108410425,0.12448122,0.14568141,0.0,0.0,0.037819803,0.0,0.0,0.021165539,0.0,0.1140395,0.0,0.027288208,0.0,0.083735935,0.006055534,0.021299267,0.0,0.0,0.01783453
COL6A2,0.029885676,0.0,0.0023218784,0.057943374,0.11333297,0.066992305,0.10375636,0.0,0.07678441,0.067584515,0.0,0.09882197,0.11701904,0.13801405,0.16398488,0.0,0.0,0.041972477,0.0,0.0,0.024874825,0.0,0.12366927,0.0,0.03194067,0.0,0.09144747,0.0071175583,0.026256625,0.0,0.0,0.01612522
COL6A3,0.0279052,0.0,0.0,0.056537136,0.10361872,0.06417274,0.09750355,0.0,0.06959781,0.064338185,0.0,0.092051014,0.11169633,0.12922344,0.15199591,0.0,0.0,0.038861517,0.0,0.0,0.02296437,0.0,0.11608839,0.0,0.028018067,0.0,0.0842516,0.007930882,0.022564765,0.0,0.0,0.01858342
COL6A5,0.02682845,0.0,0.0,0.050282538,0.07129296,0.05573684,0.07210156,0.0,0.05770663,0.05069933,0.0,0.06492497,0.09787811,0.10811454,0.116983786,0.0,0.0,0.028463397,0.0,0.0,0.020299084,0.0,0.094683334,0.0,0.019246586,0.0,0.057957932,0.011179168,0.0063233934,0.0,0.0,0.022421058
COL6A6,0.029183868,0.0,0.0071590077,0.041698962,0.076158725,0.060572356,0.073295474,0.0,0.06453929,0.04608538,0.0,0.06877962,0.09192435,0.10583186,0.13166884,0.0,0.0,0.033329792,0.0,0.0,0.021361303,0.0,0.084726036,0.0,0.017624354,0.0,0.0642586,0.0083561,0.019220565,0.0,0.0,0.013319954
COL7A1,0.03243595,0.0,0.0,0.046670273,0.062528215,0.057178985,0.06653655,0.0,0.0620692,0.04708774,0.0,0.059606697,0.097665295,0.1087465,0.12021299,0.0,0.0,0.025862316,0.0,0.0,0.020448603,0.0,0.09093507,0.0,0.020442655,0.0,0.055664726,0.0073775407,0.0047625303,0.0,0.0,0.020402534
COL8A1,0.028265096,0.0,0.0,0.043821648,0.096653834,0.0680817,0.08769871,0.0,0.07068621,0.05212152,0.0,0.08310612,0.10406847,0.11793491,0.1441226,0.0,0.0,0.043917462,0.0,0.0,0.025057413,0.0,0.098804146,0.0,0.0141607225,0.0,0.07828358,0.013215989,0.025435373,0.0,0.0,0.01851647
COL8A2,0.03238659,0.0,0.0018268572,0.045774486,0.07143711,0.05958145,0.07132259,0.0,0.068506986,0.047036886,0.0,0.06589488,0.09893535,0.11423044,0.12773006,0.0,0.0,0.027621824,0.0,0.0,0.023812,0.0,0.09371721,0.0,0.023720564,0.0,0.06260666,8.9397654e-05,0.008407377,0.0,0.0,0.019265894
COL9A1,0.03254227,0.0,0.0065754373,0.06531717,0.10859016,0.06852914,0.107869774,0.0,0.07536524,0.06894305,0.0,0.10237119,0.11903707,0.14520238,0.17089786,0.0,0.0,0.040099293,0.0,0.0,0.024674386,0.0,0.12747407,0.0,0.037505724,0.0,0.08877095,0.007423913,0.025152031,0.0,0.0,0.016410863
COL9A2,0.032244224,0.0,0.0018892717,0.0638821,0.11918938,0.07499059,0.11191,0.0,0.08247708,0.07359068,0.0,0.10553886,0.13103932,0.15090874,0.17943083,0.0,0.0,0.044439055,0.0,0.0,0.028545104,0.0,0.13449028,0.0,0.034337237,0.0,0.0974487,0.0125117395,0.029488187,0.0,0.0,0.020035192
COMP,0.03237041,0.0,0.006474301,0.06530588,0.10887103,0.06826302,0.107919745,0.0,0.07511339,0.06900259,0.0,0.102513775,0.11871546,0.1449917,0.17054676,0.0,0.0,0.040153608,0.0,0.0,0.024507571,0.0,0.12749657,0.0,0.037490606,0.0,0.08879868,0.0071751885,0.025204081,0.0,0.0,0.016385369
CPAMD8,0.0721335,0.0013620481,0.017791698,0.09674413,0.04697705,0.08824238,0.10370055,0.0,0.08854314,0.062369775,0.0,0.08692745,0.15776758,0.20183991,0.17193583,0.0,0.021702994,0.023341991,0.034791026,0.0,0.046612673,0.0,0.16047055,0.0,0.06210123,0.0,0.0437364,0.0028963126,0.0,0.0,0.0,0.022631925
CPN2,0.034095377,0.0,0.0,0.05412731,0.056117527,0.05797706,0.067168005,0.0,0.061392646,0.047287975,0.0,0.0583126,0.1031696,0.11652523,0.11905566,0.0,0.0,0.022292133,0.0,0.0,0.02171481,0.0,0.09724636,0.0,0.025669692,0.0,0.051573437,0.0067014247,0.0,0.0,0.0,0.024554709
CRISPLD1,0.032269146,0.0,0.006714346,0.064999774,0.1085127,0.06842623,0.1075588,0.0,0.07516914,0.0687073,0.0,0.10215011,0.118659325,0.14459182,0.17062181,0.0,0.0,0.039909437,0.0,0.0,0.024467576,0.0,0.12684275,0.0,0.03733,0.0,0.08886971,0.007143697,0.025512595,0.0,0.0,0.016579863
CRLF1,0.032375854,0.0,0.0057486547,0.06263809,0.10243367,0.06851695,0.102430254,0.0,0.074742384,0.06561676,0.0,0.09630671,0.1181526,0.14078411,0.1662404,0.0,0.0,0.037737258,0.0,0.0,0.024718743,0.0,0.12178939,0.0,0.035246104,0.0,0.08616549,0.00848119,0.023064751,0.0,0.0,0.017956808
CSPG4,0.032761298,0.0,0.006141753,0.058460943,0.10393451,0.06594027,0.100563444,0.0,0.0749171,0.06202272,0.0,0.095642015,0.11137102,0.1376699,0.16171211,0.0,0.0,0.039779738,0.00067684334,0.0,0.025492713,0.0,0.1182103,0.0,0.033111744,0.0,0.08436207,0.005771138,0.02210971,0.0,0.0,0.013859365
CST3,0.029657837,0.0,0.0,0.059116885,0.10747165,0.068412825,0.101002574,0.0,0.07484903,0.06769171,0.0,0.09481696,0.12144524,0.13695629,0.1591394,0.0,0.0,0.040093914,0.0,0.0,0.025395121,0.0,0.12404083,0.0,0.029412532,0.0,0.088503815,0.010434553,0.022932839,0.0,0.0,0.021101823
CSTA,0.029153593,0.0,0.009390594,0.04331946,0.10699744,0.08605899,0.09295231,0.0,0.087748766,0.055372592,0.0,0.08747273,0.12747157,0.12837042,0.18115595,0.0,0.0,0.04497753,0.0,0.0,0.030733757,0.0,0.099934615,0.0,0.013877228,0.0,0.09904511,0.020350777,0.045718815,0.0,0.0,0.024857227
CSTB,0.02798624,0.0,0.012399057,0.039286207,0.08565594,0.06832275,0.07816534,0.0,0.070853636,0.045464315,0.0,0.07401275,0.09673056,0.10798432,0.14897308,0.0,0.0,0.037262686,0.0,0.0,0.023846678,0.0,0.081008315,0.0,0.0149536785,0.0,0.074832425,0.0116398,0.030985676,0.0,0.0,0.014099892
CTGF,0.03237041,0.0,0.006474301,0.06530588,0.10887103,0.06826302,0.107919745,0.0,0.07511339,0.06900259,0.0,0.102513775,0.11871546,0.1449917,0.17054676,0.0,0.0,0.040153608,0.0,0.0,0.024507571,0.0,0.12749657,0.0,0.037490606,0.0,0.08879868,0.0071751885,0.025204081,0.0,0.0,0.016385369
CTHRC1,0.02878534,0.0,0.0,0.06058541,0.11028925,0.061527785,0.10268968,0.0,0.06992811,0.068793155,0.0,0.09802052,0.112968095,0.13517137,0.15130144,0.0,0.0,0.040619265,0.0,0.0,0.022684414,0.0,0.12663643,0.0,0.032084756,0.0,0.08564473,0.0055306964,0.019353481,0.0,0.0,0.016991803
CTSA,0.033403274,0.0,0.0,0.06334772,0.09006772,0.0633272,0.094552286,0.0,0.069328204,0.06369187,0.0,0.086714745,0.11587916,0.1367751,0.14943956,0.0,0.0,0.03294678,0.0,0.0,0.024116985,0.0,0.1214621,0.0,0.034243062,0.0,0.07480691,0.008677946,0.010096511,0.0,0.0,0.019411482
CTSB,0.030053463,0.0,0.005479629,0.042130716,0.07916415,0.06505543,0.07606407,0.0,0.068145424,0.047533788,0.0,0.07054137,0.09789073,0.10984058,0.13904046,0.0,0.0,0.03551964,0.0,0.0,0.024136636,0.0,0.08697284,0.0,0.015961269,0.0,0.06675077,0.014120769,0.020330299,0.0,0.0,0.01480626
CTSC,0.030887514,0.0,0.0016325526,0.043153897,0.0641963,0.05825657,0.06568675,0.0,0.062014397,0.044329643,0.0,0.060310032,0.094327256,0.10468996,0.12183805,0.0,0.0,0.027301122,0.0,0.0,0.02031508,0.0,0.08543675,0.0,0.017759824,0.0,0.05765505,0.0058634263,0.0109240115,0.0,0.0,0.019697735
CTSD,0.030323625,0.0,0.013637781,0.04213815,0.07492309,0.06224795,0.075397335,0.0,0.06602046,0.043520983,0.0,0.07128951,0.08920298,0.10642087,0.14026791,0.0,0.0,0.03318074,0.0,0.0,0.021661744,0.0,0.08046683,0.0,0.019331943,0.0,0.065184906,0.00897635,0.023530625,0.0,0.0,0.01071882
CTSF,0.06547715,0.0004810309,0.011048995,0.090000756,0.051031232,0.07996357,0.09728769,0.0,0.08200187,0.061155457,0.0,0.08260745,0.14809546,0.1868125,0.15657325,0.0,0.017502774,0.024732564,0.028198536,0.0,0.04089475,0.0,0.1522541,0.0,0.055168837,0.0,0.045010876,0.0037958464,0.0,0.0,0.0,0.023703754
CTSG,0.03345191,0.0,0.00906612,0.052041896,0.082591765,0.072669916,0.08301271,0.0,0.07411338,0.053846437,0.0,0.07615247,0.11336284,0.12669252,0.15408415,0.0,0.0,0.03400427,0.0,0.0,0.027864434,0.0,0.09984005,0.0,0.023785414,0.0,0.07159017,0.013584804,0.021998737,0.0,0.0,0.020280188
CTSL,0.031217255,0.0,0.0,0.048724342,0.069056906,0.058083016,0.07113574,0.0,0.0615211,0.050260447,0.0,0.064525366,0.099396884,0.11061711,0.119773224,0.0,0.0,0.028394444,0.0,0.0,0.021094069,0.0,0.09419869,0.0,0.021066256,0.0,0.058258925,0.00868305,0.0074215885,0.0,0.0,0.02134027
CTSZ,0.034554735,0.0,0.0035691056,0.049097147,0.06825124,0.05950923,0.0734791,0.0,0.06514069,0.04728302,0.0,0.067078516,0.09704388,0.11505857,0.12833056,0.0,0.0,0.028195279,0.0023529334,0.0,0.023904473,0.0,0.09584699,0.0,0.02379513,0.0,0.055487305,0.007097101,0.005166269,0.0,0.0,0.012564148
CXCL12,0.027038693,0.0,0.0,0.05689053,0.1035562,0.06091147,0.09684422,0.0,0.06723629,0.0655689,0.0,0.09149733,0.110082366,0.12774202,0.14582653,0.0,0.0,0.03816077,0.0,0.0,0.02154097,0.0,0.11824887,0.0,0.028419396,0.0,0.08293546,0.006311698,0.019411389,0.0,0.0,0.018593907
CXCL14,0.047195107,0.0,0.01033151,0.076145664,0.09996097,0.08609561,0.11422851,0.0,0.09112899,0.07183194,0.0,0.10368005,0.14885485,0.17483856,0.19121064,0.0,0.0,0.039635427,0.007348477,0.0,0.03696704,0.0,0.14669237,0.0,0.0445339,0.0,0.08682406,0.012494348,0.018567465,0.0,0.0,0.022637833
CYR61,0.028911877,0.0,0.0,0.06334497,0.09903556,0.06109388,0.098473184,0.0,0.065811194,0.06677365,0.0,0.09196917,0.11327732,0.13387278,0.14701797,0.0,0.0,0.036207415,0.0,0.0,0.021588285,0.0,0.123040915,0.0,0.032640196,0.0,0.07939104,0.007552037,0.015403958,0.0,0.0,0.020815838
Cap2,0.05645314,0.0,0.0,0.07699559,0.069576465,0.06096619,0.08794869,0.0,0.06968029,0.05749761,0.0,0.080096215,0.119242705,0.16055526,0.1411391,0.0,0.0116842855,0.033436768,0.005040763,0.0,0.030749794,0.0,0.12749353,0.0,0.043641455,0.0,0.048417848,0.020059835,0.0,0.0,0.0,0.01590597
Chad,0.052346446,0.0,0.02412215,0.053847738,0.121629536,0.108539775,0.12792408,0.0,0.107688874,0.03767608,0.0,0.11318842,0.12797992,0.1958931,0.23528336,0.0,0.0010467954,0.067632616,0.0041124225,0.0,0.05331001,0.0,0.09702588,0.011205375,0.02490499,0.0,0.09393275,0.03246604,0.03524528,0.0,0.0,0.015848242
Cilp2,0.04288706,0.0,0.0,0.066230424,0.08910706,0.06969443,0.09287234,0.0,0.07779196,0.06430605,0.0,0.08020798,0.13323486,0.15460859,0.1565508,0.0,0.0,0.037682824,0.0,0.0,0.032149784,0.0,0.12842956,0.0,0.029587654,0.0,0.07490694,0.024645953,0.003585535,0.0,0.0,0.030541057
Col12a1,0.041079685,0.0,0.0,0.06395585,0.0834969,0.067005515,0.086366735,0.0,0.07539938,0.06216844,0.0,0.07496098,0.12392025,0.15014264,0.14792708,0.0,0.0,0.035185568,0.0,0.0,0.03163132,0.0,0.118156895,0.0,0.031759717,0.0,0.06959101,0.01925969,0.0,0.0,0.0,0.030832818
Col14a1,0.057219572,0.0,0.025867308,0.057672318,0.13552582,0.11946705,0.1406484,0.0,0.11677604,0.04291734,0.0,0.12586369,0.1402789,0.21271998,0.2567347,0.0,0.0,0.07766203,0.006556413,0.0,0.059558295,0.0,0.10876105,0.012912266,0.025789222,0.0,0.101534516,0.0419645,0.039101038,0.0,0.0,0.012894105
Col15a1,0.057691757,0.0,0.022148794,0.058669485,0.13629796,0.11872493,0.14051302,0.0,0.11653564,0.044963256,0.0,0.12634191,0.1429185,0.21216364,0.25394517,0.0,0.0,0.077423654,0.0063003963,0.0,0.059358247,0.0,0.11281904,0.01228244,0.025363075,0.0,0.10119863,0.04333479,0.037550636,0.0,0.0,0.013670749
Col18a1,0.06345397,0.0,0.0,0.08890541,0.084388345,0.0682308,0.10212228,0.0,0.081688754,0.06898473,0.0,0.09352698,0.14148003,0.1852718,0.16303414,0.0,0.008578006,0.036381416,0.0055260938,0.0,0.036407895,0.0,0.15282032,0.0,0.052823126,0.0,0.058673058,0.025123378,0.0,0.0,0.0,0.019001013
Col1a1,0.046479747,0.0,0.0,0.07966006,0.0889911,0.068452865,0.09109954,0.0,0.07643066,0.07649976,0.0,0.081817485,0.14072101,0.16789421,0.1451702,0.0,0.0,0.034634557,0.0,0.0,0.034447458,0.0,0.14352846,0.0,0.04235115,0.0,0.06514287,0.025981834,0.0,0.0,0.0,0.037336126
Col1a2,0.047328517,0.0,0.0,0.081473924,0.09824984,0.074547455,0.09733347,0.0,0.08146829,0.08023323,0.0,0.08750788,0.15019286,0.17541884,0.153927,0.0,0.0,0.0397652,0.0,0.0,0.037767872,0.0,0.150925,0.0,0.040937886,0.0,0.071332395,0.03104966,0.0,0.0,0.0,0.040350296
Col2a1,0.037265267,0.0,0.0,0.055934396,0.08639628,0.06982524,0.08832831,0.0,0.074037656,0.05338631,0.0,0.07597492,0.12028467,0.14008002,0.15035,0.0,0.0,0.039044317,0.0,0.0,0.030205186,0.0,0.10891666,0.0,0.020350803,0.0,0.073458195,0.02210234,0.012243304,0.0,0.0,0.029829305
Col3a1,0.04744001,0.0,0.0,0.07821838,0.0879587,0.06361803,0.09042256,0.0,0.07031645,0.06962965,0.0,0.083221644,0.12857844,0.161349,0.13438591,0.0,0.00052793697,0.03869628,0.0028354162,0.0,0.03382225,0.0,0.13717532,0.0,0.036194228,0.0,0.05551593,0.025878051,0.0,0.0,0.0,0.029372681
Col4a1,0.05016528,0.0,0.02423728,0.048264194,0.13013639,0.11028232,0.12714256,0.0,0.110368155,0.0403567,0.0,0.11621391,0.12788785,0.18700357,0.23543338,0.0,0.0,0.07190192,0.0046706423,0.0,0.052413497,0.0,0.09751274,0.010243645,0.0211435,0.0,0.09911717,0.033925995,0.0432745,0.0,0.0,0.0119795045
Col4a2,0.051861558,0.0,0.018441642,0.060624134,0.13261066,0.11111872,0.13008821,0.0,0.113107756,0.052383553,0.0,0.118412584,0.14415923,0.20025003,0.23849435,0.0,0.0,0.067482464,0.0039312504,0.0,0.053736113,0.0,0.11750252,0.0070403535,0.030774595,0.0,0.10258097,0.03391207,0.036807068,0.0,0.0,0.019852778
Col5a1,0.026879024,0.0,0.0,0.0417353,0.06116364,0.04871321,0.061076663,0.0,0.05448657,0.04022947,0.0,0.053043563,0.0821677,0.09738319,0.10212809,0.0,0.0,0.027408672,0.0,0.0,0.017719809,0.0,0.07414998,0.0,0.0142161045,0.0,0.053383347,0.007844623,0.0022812951,0.0,0.0,0.024290036
Col5a2,0.033237785,0.0,0.0,0.05281741,0.08281686,0.06416764,0.08005691,0.0,0.06884105,0.054669447,0.0,0.06909537,0.11436643,0.12756938,0.13440472,0.0,0.0,0.037083257,0.0,0.0,0.027030796,0.0,0.105676584,0.0,0.017795384,0.0,0.069577,0.01992023,0.009582195,0.0,0.0,0.03100609
Col6a1,0.047472097,0.0,0.0,0.09167583,0.10149153,0.07519669,0.10010388,0.0,0.080837876,0.088274345,0.0,0.091254346,0.1584328,0.18440767,0.15446281,0.0,0.0,0.03801147,0.0,0.0,0.037920397,0.0,0.16347778,0.0,0.04802203,0.0,0.07040113,0.032025054,0.0,0.0,0.0,0.04471196
Col6a2,0.046659525,0.0,0.0,0.085978575,0.10130576,0.07523847,0.09800446,0.0,0.08025826,0.083838135,0.0,0.08995807,0.1526932,0.17848232,0.15226561,0.0,0.0,0.040027536,0.0,0.0,0.037669975,0.0,0.15586175,0.0,0.043732844,0.0,0.0692883,0.032309726,0.0,0.0,0.0,0.04218744
Col6a6,0.034348786,0.0,0.0,0.05923558,0.07968242,0.061327573,0.07629335,0.0,0.06639673,0.057971347,0.0,0.06813939,0.11216038,0.13112223,0.12522349,0.0,0.0,0.032843504,0.0,0.0,0.026493337,0.0,0.10627996,0.0,0.025978958,0.0,0.061930597,0.017438099,0.0,0.0,0.0,0.032480564
Comp,0.052778535,0.0,0.024958527,0.054336265,0.12516308,0.111847974,0.13030207,0.0,0.1105862,0.03897777,0.0,0.11563003,0.13176896,0.19936773,0.24127063,0.0,0.0,0.06967112,0.0037556477,0.0,0.054802503,0.0,0.09912329,0.011471141,0.02513857,0.0,0.09709538,0.03435497,0.037727937,0.0,0.0,0.016706048
Cpn2,0.051739626,0.0,0.0,0.08476884,0.089599214,0.06904874,0.1015648,0.0,0.0784403,0.07440396,0.0,0.09066736,0.1447665,0.17469782,0.1613964,0.0,0.0,0.03587213,0.0,0.0,0.034464102,0.0,0.15213807,0.0,0.04420758,0.0,0.06931372,0.028413149,0.0,0.0,0.0,0.02842331
Creld1,0.047381442,0.0,0.0,0.09190471,0.099355504,0.07506127,0.09720833,0.0,0.081028976,0.088927925,0.0,0.08832194,0.15781055,0.18601866,0.15230997,0.0,0.0,0.036625095,0.0,0.0,0.03873018,0.0,0.16254148,0.0,0.04980509,0.0,0.068729095,0.02922477,0.0,0.0,0.0,0.046180297
Creld2,0.047381442,0.0,0.0,0.09190471,0.099355504,0.07506127,0.09720833,0.0,0.081028976,0.088927925,0.0,0.08832194,0.15781055,0.18601866,0.15230997,0.0,0.0,0.036625095,0.0,0.0,0.03873018,0.0,0.16254148,0.0,0.04980509,0.0,0.068729095,0.02922477,0.0,0.0,0.0,0.046180297
Crlf3,0.03964708,0.0,0.010569079,0.089532904,0.079059824,0.066893384,0.10322259,0.0,0.07039292,0.06481426,0.0,0.09038654,0.12681112,0.16959976,0.16912818,0.0,0.0,0.027684217,0.0,0.0,0.032323226,0.0,0.13503943,0.0,0.047253028,0.0,0.07392089,0.010307351,0.0,0.0,0.0,0.029254802
Cspg4,0.045182027,0.0,0.0,0.09560809,0.09944558,0.07467167,0.10101455,0.0,0.078301996,0.08880931,0.0,0.09185864,0.1580351,0.1858147,0.15472037,0.0,0.0,0.03530789,0.0,0.0,0.03744281,0.0,0.16596793,0.0,0.051065966,0.0,0.07073367,0.029154023,0.0,0.0,0.0,0.045860387
Cst3,0.04277995,0.0,0.00032743718,0.05150165,0.09111919,0.07667311,0.09185773,0.0,0.07859489,0.045546923,0.0,0.08319034,0.10770374,0.1485298,0.15915243,0.0,0.0,0.048230242,0.000555641,0.0,0.035941537,0.0,0.09429262,0.0020112852,0.022087066,0.0,0.06662375,0.023810709,0.009947639,0.0,0.0,0.020084001
Cstb,0.051510125,0.0,0.0,0.08776838,0.116235584,0.093779415,0.118804626,0.0,0.09712061,0.07743342,0.0,0.105495825,0.16350785,0.20758949,0.19550799,0.0,0.0,0.049210027,0.0,0.0,0.048192397,0.0,0.15458739,0.0,0.04546415,0.0,0.08523028,0.033926964,0.0012058364,0.0,0.0,0.042220563
Ctsa,0.057782248,0.0,0.0,0.0747915,0.0653528,0.060360815,0.08753325,0.0,0.07108944,0.050002627,0.0,0.07976699,0.11201546,0.15878706,0.14614752,0.0,0.015318665,0.03205934,0.005771606,0.0,0.02957128,0.0,0.11903177,0.000917797,0.044895284,0.0,0.048736926,0.013826333,0.0,0.0,0.0,0.012352776
