epoch,train_loss,train_acc,train_f1,val_acc,val_f1
0,1.0931172370910645,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
1,0.5121545195579529,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
2,0.24776364862918854,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
3,0.39887914061546326,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
4,0.45134827494621277,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
5,0.37627318501472473,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
6,0.25911855697631836,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
7,0.20278719067573547,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
8,0.29850518703460693,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
9,0.24109824001789093,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
10,0.189910426735878,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
11,0.20887622237205505,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
12,0.21095998585224152,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
13,0.21878832578659058,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
14,0.2200949788093567,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
15,0.20752722024917603,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
16,0.19709843397140503,0.9454545454545454,0.3756788341238743,0.9397590361445783,0.32298136645962733
17,0.19088731706142426,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
18,0.19263748824596405,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
19,0.18361951410770416,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
20,0.1870548576116562,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
