epoch,train_loss,train_acc,train_f1,val_acc,val_f1
0,1.1198015213012695,0.02857142857142857,0.018518518518518517,0.024096385542168676,0.01568627450980392
1,1.0684421062469482,0.948051948051948,0.3244444444444445,0.9518072289156626,0.32510288065843623
2,1.0026476383209229,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
3,0.9138962626457214,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
4,0.8105220794677734,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
5,0.6891171336174011,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
6,0.5592322945594788,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
7,0.4323754906654358,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
8,0.32195472717285156,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
9,0.25686901807785034,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
10,0.23477999866008759,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
11,0.24651750922203064,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
12,0.27158740162849426,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
13,0.29490748047828674,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
14,0.31393954157829285,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
15,0.3275199830532074,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
16,0.3269481956958771,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
17,0.31912919878959656,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
18,0.3087608516216278,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
19,0.2899952828884125,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
20,0.2695334851741791,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
21,0.2515650689601898,0.9558441558441558,0.32580787959274016,0.9518072289156626,0.32510288065843623
