Method,Num_Communities,Silhouette_Score,Matrisome_Purity,ARI_vs_Louvain
Louvain,4,-0.02273810926401703,0.33243905112872846,1.0
GNN_HDBSCAN,27,0.5420388579368591,0.51391040733146,0.0403918049105131
