Canonical_Gene_Symbol,Zscore_Delta_mean,Zscore_Delta_std,Zscore_Delta_count,Zscore_Delta_min,Zscore_Delta_max,Zscore_Old_mean,Zscore_Old_std,Zscore_Young_mean,Zscore_Young_std,Abundance_Old_mean,Abundance_Young_mean,Tissue_<lambda>,Study_ID_<lambda>,Matrisome_Category_<lambda>,Matrisome_Division_<lambda>,zscore_delta_abs_mean,zscore_delta_range,coefficient_of_variation,pct_increasing,direction_consistency
COL6A5,-1.4193282468452226,,1,-1.4193282468452226,-1.4193282468452226,-1.139643570349735,,0.2796846764954876,,5.918539446447319,10.623824948021452,1,1,Collagens,Core matrisome,1.4193282468452226,0.0,,0.0,1.0
Col14a1,-1.1321262958691234,0.40111588024838984,7,-1.4782751355876875,-0.5284477932670698,-1.1186537765156186,0.7730972128323956,0.013472519353504695,0.5904852157416909,16.135183329759034,17.342507801986194,7,4,Collagens,Core matrisome,1.1321262958691234,0.9498273423206177,0.35399044370489036,0.0,1.0
COL9A1,-0.8655147365797496,0.1731134525465237,3,-1.0539302420416647,-0.7134886007105048,-0.5328955345358435,0.13051701720660114,0.332619202043906,0.08154735029184072,26.627440740740738,29.970691666666664,3,1,Collagens,Core matrisome,0.8655147365797496,0.34044164133115995,0.19978131385257888,0.0,1.0
Pcolce,-0.8249345752651845,0.8354528957259115,8,-1.9709283032828968,0.0802951409417245,-1.1737031328791057,0.502134600846523,-0.348768557613921,0.9471458325804163,23131.454391185875,18248.89562109357,8,5,ECM Glycoproteins,Core matrisome,0.8249345752651845,2.0512234442246213,1.0115243031903234,0.125,0.75
COL21A1,-0.5664816898463471,0.5382320446616597,4,-1.1291334829320945,0.0168662037358873,-0.2594222106642511,0.794354759825987,0.3070594791820959,1.103517695428002,56597.52788386098,64576.20906400842,4,3,Collagens,Core matrisome,0.5664816898463471,1.1459996866679818,0.9484571119949138,0.25,0.5
COL11A2,-0.5354841120873555,0.7162884479644802,5,-1.1913470385521912,0.6395423230888799,0.39631282361079145,0.6138174829528691,0.931796935698147,1.1672209710784875,16104.476779143131,22220.093484545978,5,2,Collagens,Core matrisome,0.5354841120873555,1.830889361641071,1.3351531421453302,0.2,0.6
