Gene,Degree,Betweenness,PageRank,Degree_Norm,Betweenness_Norm,PageRank_Norm,Consensus_Score,N_Tissues,Direction_Consistency,Universality_Score,Predominant_Direction,Community
FABP5,2,2.0,0.0021857310478693,0.0289855072463768,0.0342914775592536,0.0993035527802833,0.0516727120004118,,,,,5
HSPB6,3,1.0,0.0020906616406275,0.0434782608695652,0.0171457387796268,0.0949842977150153,0.0510303152962187,,,,,2
IGFBP7,3,2.0,0.001605493018535,0.0434782608695652,0.0342914775592536,0.072941801718872,0.0495612881312638,8.0,0.75,0.5020060370335819,DOWN,0
MYOC,2,2.0,0.0020217074607032,0.0289855072463768,0.0342914775592536,0.0918515266212395,0.0494371041526986,,,,,9
S100A16,3,0.0,0.0023477825555937,0.0434782608695652,0.0,0.1066659821451032,0.049391098991357,6.0,0.8333333333333334,0.5244756800525904,DOWN,2
CILP,3,2.0,0.0015340398000198,0.0434782608695652,0.0342914775592536,0.0696954926805034,0.0485873954197532,4.0,1.0,0.6085970003594228,UP,4
LOXL2,4,0.0,0.0017734004437839,0.0579710144927536,0.0,0.0805702809325723,0.0473594900768731,5.0,0.8,0.5248161577712742,DOWN,0
GPC4,3,2.0,0.0013826088936648,0.0434782608695652,0.0342914775592536,0.0628155853760565,0.0465234232284191,4.0,0.75,0.4603603899684018,DOWN,0
SLIT3,2,2.0,0.0017621215666566,0.0289855072463768,0.0342914775592536,0.0800578516603599,0.0458990016644348,4.0,0.75,0.5163172865998962,DOWN,6
SEMA7A,2,2.0,0.0017203721802471,0.0289855072463768,0.0342914775592536,0.0781610664173143,0.0453299660915211,,,,,6
ITIH1,4,0.0,0.0015915590656767,0.0579710144927536,0.0,0.0723087453213596,0.0448810293935093,10.0,0.7,0.6367153545873856,UP,1
PGK1,3,0.0,0.0019980660396904,0.0434782608695652,0.0,0.090777434224722,0.0446245346152427,,,,,2
PHOSPHO1,2,2.0,0.001664013071886,0.0289855072463768,0.0342914775592536,0.0756005227963434,0.0445618030052298,,,,,3
SEMA3C,2,0.0,0.0024149144415907,0.0289855072463768,0.0,0.1097159615974454,0.0445089913777843,,,,,6
TGM3,1,0.0,0.0028321257948769,0.0144927536231884,0.0,0.128670978813298,0.0443983950932647,4.0,1.0,0.6107562502459144,DOWN,8
DSP,1,0.0,0.0028321257948769,0.0144927536231884,0.0,0.128670978813298,0.0443983950932647,4.0,0.75,0.4754236861171003,DOWN,8
DPYSL3,2,0.0,0.0023091614137482,0.0289855072463768,0.0,0.1049113213411454,0.0430675993008943,,,,,6
FBN2,3,1.0,0.0015023659267872,0.0434782608695652,0.0171457387796268,0.0682564646969939,0.0430119653908123,,,,,0
ALPL,2,2.0,0.0015432722018269,0.0289855072463768,0.0342914775592536,0.0701149451566118,0.0429161297133103,,,,,3
COL21A1,3,1.0,0.0014679810775472,0.0434782608695652,0.0171457387796268,0.0666942698905115,0.0425433069488675,4.0,0.75,0.5278861533297251,DOWN,0
EGLN1,2,2.0,0.0014821480403634,0.0289855072463768,0.0342914775592536,0.067337912547796,0.0420830199306656,,,,,2
TNC,3,1.0,0.0013909451197711,0.0434782608695652,0.0171457387796268,0.0631943222155879,0.0414933226463905,,,,,0
PDCD6IP,2,2.0,0.0014031569516962,0.0289855072463768,0.0342914775592536,0.0637491380962081,0.0410063875951892,,,,,2
CFD,2,2.0,0.0013006095430008,0.0289855072463768,0.0342914775592536,0.0590901376113162,0.0396086874497217,,,,,5
CSPG4,3,0.0,0.0015242628771085,0.0434782608695652,0.0,0.069251301167873,0.038166694698188,6.0,0.8333333333333334,0.5635121885498932,DOWN,0
FCN3,3,0.0,0.00151463960449,0.0434782608695652,0.0,0.0688140903951602,0.0380355314663741,3.0,1.0,0.6049946629551917,UP,1
PRG4,2,2.0,0.0011266713233357,0.0289855072463768,0.0342914775592536,0.0511876634281995,0.0372379451947866,4.0,1.0,0.7106150338969908,UP,1
CAP2,2,0.0,0.0018795182801108,0.0289855072463768,0.0,0.0853914954049078,0.037211651520023,,,,,2
CHRD,2,2.0,0.0010830277631607,0.0289855072463768,0.0342914775592536,0.0492048208522208,0.036643092421993,3.0,1.0,0.5191775344651433,DOWN,1
SERPINE2,2,2.0,0.0010493263851647,0.0289855072463768,0.0342914775592536,0.0476736779552689,0.0361837495529075,6.0,0.8333333333333334,0.5478058676154404,UP,1
S100A13,2,0.0,0.001768162944784,0.0289855072463768,0.0,0.0803323274758193,0.0356939011412965,7.0,0.7142857142857143,0.5158613854942901,DOWN,2
ASAH1,2,0.0,0.0015676163915974,0.0289855072463768,0.0,0.0712209661998369,0.0329604927585018,,,,,1
SRI,1,0.0,0.0019648728157838,0.0144927536231884,0.0,0.0892693781144471,0.0325779148836094,,,,,2
ANXA6,2,0.0,0.0015276284968441,0.0289855072463768,0.0,0.0694042101899501,0.0324154659555357,10.0,0.75,0.5291613437637215,DOWN,2
CRELD2,2,0.0,0.0013717244554223,0.0289855072463768,0.0,0.0623210765074801,0.0302905258507947,,,,,2
LGALS1,2,0.0,0.0012959309197289,0.0289855072463768,0.0,0.0588775753596749,0.0292574755064532,,,,,2
LOXL3,2,0.0,0.0012006612053864,0.0289855072463768,0.0,0.0545492198120902,0.0279589688421777,4.0,1.0,0.5601340791758458,DOWN,0
FTH1,2,0.0,0.0011897197457153,0.0289855072463768,0.0,0.0540521203089264,0.0278098389912286,,,,,3
FSTL1,2,0.0,0.0011382456226183,0.0289855072463768,0.0,0.0517135145116738,0.0271082572520528,5.0,1.0,0.6027675711424133,DOWN,0
PLXNB2,1,0.0,0.0015380818884885,0.0144927536231884,0.0,0.0698791354694844,0.0267608420901207,,,,,6
TPT1,1,0.0,0.0015126358079672,0.0144927536231884,0.0,0.0687230526099036,0.0264140172322464,,,,,2
HRNR,1,0.0,0.0014930506627852,0.0144927536231884,0.0,0.06783324757182,0.0261470757208213,3.0,1.0,0.5166256145754868,DOWN,5
PPBP,2,0.0,0.0010635597556897,0.0289855072463768,0.0,0.0483203376907133,0.0260903042057647,3.0,1.0,0.5355329768382857,DOWN,1
NAXE,2,0.0,0.0010552509024526,0.0289855072463768,0.0,0.0479428444731537,0.0259770562404968,,,,,1
SPARCL1,1,0.0,0.0014106962384207,0.0144927536231884,0.0,0.0640916678680674,0.0250246018096955,,,,,9
LMAN2,1,0.0,0.0013656388746425,0.0144927536231884,0.0,0.0620445924484044,0.0244104791837967,,,,,3
CPA3,1,0.0,0.0013578610581909,0.0144927536231884,0.0,0.0616912256390347,0.0243044691409857,,,,,3
ECM2,1,0.0,0.0011912126351249,0.0144927536231884,0.0,0.0541199462303398,0.0220330853183773,4.0,1.0,0.5929050433057915,DOWN,4
FABP3,1,0.0,0.0011563867362204,0.0144927536231884,0.0,0.0525377133690018,0.0215584154599759,,,,,5
ANXA4,1,0.0,0.0011353022581524,0.0144927536231884,0.0,0.0515797896652991,0.0212710383488651,10.0,0.8,0.6000057473039482,DOWN,2
RAB35,1,0.0,0.001126896549712,0.0144927536231884,0.0,0.0511978960592318,0.0211564702670449,,,,,2
CAT,1,0.0,0.0011226320080154,0.0144927536231884,0.0,0.051004146630696,0.0210983454384841,,,,,2
MIF,1,0.0,0.0011226320080154,0.0144927536231884,0.0,0.051004146630696,0.0210983454384841,,,,,2
PEBP1,1,0.0,0.0011226320080154,0.0144927536231884,0.0,0.051004146630696,0.0210983454384841,,,,,2
ITIH5,1,0.0,0.0011035695314881,0.0144927536231884,0.0,0.05013808781445,0.0208385277936103,8.0,0.875,0.6234268399347267,DOWN,4
CTSF,1,0.0,0.0010677945504443,0.0144927536231884,0.0,0.0485127356368552,0.0203509221403319,,,,,1
PPT1,1,0.0,0.0010677945504443,0.0144927536231884,0.0,0.0485127356368552,0.0203509221403319,,,,,1
KERA,1,0.0,0.0010671217851078,0.0144927536231884,0.0,0.0484821701250711,0.0203417524867967,,,,,4
CA2,1,0.0,0.0010491037025023,0.0144927536231884,0.0,0.0476635608918961,0.0200961697168442,,,,,2
CDH13,1,0.0,0.0010330133920114,0.0144927536231884,0.0,0.0469325354536848,0.0198768620853808,,,,,5
NAMPT,1,0.0,0.0010330133920114,0.0144927536231884,0.0,0.0469325354536848,0.0198768620853808,,,,,5
DLG1,1,0.0,0.0010286383285348,0.0144927536231884,0.0,0.0467337647278509,0.0198172308676306,,,,,7
CLIC1,1,0.0,0.0010247858290869,0.0144927536231884,0.0,0.0465587354704167,0.0197647220904003,,,,,2
PRXL2A,1,0.0,0.0010176025648837,0.0144927536231884,0.0,0.0462323807450121,0.019666815672779,,,,,2
DPP7,1,0.0,0.0009670050201312,0.0144927536231884,0.0,0.0439336002245142,0.0189771815166296,,,,,3
STX4,1,0.0,0.0009510417996072,0.0144927536231884,0.0,0.0432083488202353,0.0187596060953459,,,,,2
LRPAP1,1,0.0,0.0009389758510668,0.0144927536231884,0.0,0.0426601608083147,0.0185951496917697,,,,,1
HTRA1,1,0.0,0.0008930375931965,0.0144927536231884,0.0,0.0405730640360441,0.0179690206600885,8.0,0.75,0.6002321534833734,UP,1
HDGF,1,0.0,0.0008893839606194,0.0144927536231884,0.0,0.0404070698274614,0.0179192223975137,,,,,0
GLG1,1,0.0,0.0008893839606194,0.0144927536231884,0.0,0.0404070698274614,0.0179192223975137,,,,,0
LTBP4,1,0.0,0.000862493507163,0.0144927536231884,0.0,0.0391853652784546,0.0175527110328117,,,,,0
CD109,1,0.0,0.000862493507163,0.0144927536231884,0.0,0.0391853652784546,0.0175527110328117,5.0,1.0,0.6264502857854676,DOWN,0
INHBA,1,0.0,0.000862493507163,0.0144927536231884,0.0,0.0391853652784546,0.0175527110328117,3.0,1.0,0.5243887604395526,UP,0
LRG1,1,0.0,0.0008606940581761,0.0144927536231884,0.0,0.0391036115431902,0.0175281849122324,4.0,1.0,0.6114537260409437,UP,1
TINAGL1,1,0.0,0.0008565567987137,0.0144927536231884,0.0,0.0389156448837986,0.0174717949144149,7.0,0.7142857142857143,0.5329444133457999,UP,0
EMILIN1,1,0.0,0.0008534730921745,0.0144927536231884,0.0,0.0387755439251896,0.0174297646268322,10.0,0.7,0.5769063309387832,DOWN,0
LGALS8,1,0.0,0.0008435396271449,0.0144927536231884,0.0,0.0383242402893534,0.0172943735360814,4.0,0.75,0.4121889788044535,DOWN,0
FREM1,1,0.0,0.0008435396271449,0.0144927536231884,0.0,0.0383242402893534,0.0172943735360814,3.0,1.0,0.6009917139115806,DOWN,0
CHAD,1,0.0,0.0008435396271449,0.0144927536231884,0.0,0.0383242402893534,0.0172943735360814,4.0,0.75,0.4583382022209679,DOWN,0
AMY1B,1,0.0,0.0008248599825033,0.0144927536231884,0.0,0.0374755745400223,0.017039773811282,,,,,1
SERPINA6,1,0.0,0.0008248599825033,0.0144927536231884,0.0,0.0374755745400223,0.017039773811282,6.0,0.8333333333333334,0.6305402226586648,UP,1
PON3,1,0.0,0.0008232411510535,0.0144927536231884,0.0,0.0374020267380267,0.0170177094706833,,,,,1
