Gene_Upper,Zscore_Delta_human,Zscore_Old_human,Zscore_Young_human,Zscore_Delta_mouse,Zscore_Old_mouse,Zscore_Young_mouse
ITIH1,0.3550071221378061,-0.8647402860724835,-1.2197474082102897,-0.0419938036015333,-0.8301643646808998,-0.7881705610793664
ITIH4,0.5798955351333068,1.1372267503133475,0.5573312151800409,-0.0482530712790053,-0.374083688970907,-0.3258306176919017
KNG1,-0.0446407945855935,-0.2773823560346605,-0.232741561449067,0.1036923763003376,-1.128128760066348,-1.2318211363666856
LAMA4,-0.0307868958506452,-1.4758018756592617,-1.4450149798086165,-0.1009482839888391,0.3632347818290062,0.4641830658178453
LAMA5,0.3848068437738596,-0.1420294445163843,-0.526836288290244,0.0180996721700286,0.2158997289873463,0.1978000568173177
LAMB1,-2.201500554755228,0.3888932776900707,2.590393832445299,-0.1020628402248169,0.6908878276447917,0.7929506678696087
LAMB2,0.0828588643734035,0.2901098574906524,0.2072509931172488,0.0255361358391796,0.8060118809126092,0.7804757450734295
LAMC1,-0.2273582362788051,0.5062558312250093,0.7336140675038144,-0.0424291960120078,0.4913269395659338,0.5337561355779417
LAMC1,-0.2273582362788051,0.5062558312250093,0.7336140675038144,-0.0689605408148521,1.011698671292112,1.080659212106964
LGALS1,0.4038834003683372,0.7781173984714003,0.374233998103063,0.0425756565619677,1.145186273212366,1.1026106166503984
LGALS3,0.8440328829441595,1.5474069123334502,0.7033740293892907,0.0716035697275948,0.83314476165835,0.7615411919307552
LMAN1,0.2320812999976884,-0.510515589004193,-0.7425968890018815,0.057083154491081,1.2277236871340294,1.1706405326429483
LUM,-0.0342240491195041,-0.6588433647649976,-0.6246193156454934,0.242540219542416,0.3794895152653244,0.1369492957229083
NID1,0.1893251767785422,-1.1281845464321247,-1.317509723210667,0.006005634173732,1.0809721397119216,1.0749665055381896
NID2,-0.5306108291081524,-1.747707055894703,-1.2170962267865506,-0.1609744359273001,0.7040150471768243,0.8649894831041244
OGN,0.1421114583749308,0.0947454730388667,-0.047365985336064,0.1948026089753183,0.0438973812727865,-0.1509052277025318
PLG,0.2899869059713602,0.983432813258212,0.6934459072868517,-0.0351140508547458,0.4164901343837288,0.4516041852384747
PLXNB2,0.2778256620441547,1.1264761485123955,0.848650486468241,0.0606055059131795,0.3937831716417616,0.333177665728582
POSTN,-0.0800839473643912,-1.839926721242019,-1.7598427738776277,0.2014347217063158,-0.7900889454964793,-0.9915236672027952
PRELP,0.1438678035683777,-0.1175189446699941,-0.2613867482383719,0.056874265327361,1.0798869429880174,1.0230126776606565
S100A10,0.6401630000111299,0.7581644559807893,0.1180014559696593,0.2188220334986502,0.7037741075058391,0.4849520740071889
S100A13,-0.561328768132521,0.138358462089382,0.699687230221903,0.1931146410069723,0.1870350517792141,-0.0060795892277582
S100A16,-0.0123602252484678,1.0594865973308027,1.0718468225792706,0.2145081793312901,-0.6733263207089382,-0.8878345000402283
S100A6,0.1851341882241547,0.7986373098196669,0.6135031215955121,0.2359984364062572,1.5189106723352086,1.282912235928951
S100A9,-0.3487525010239158,-1.004585335462962,-0.6558328344390463,-0.1561848563716831,-1.1381914820564976,-0.9820066256848144
SERPINC1,-0.981038801977502,0.3023433009193224,1.2833821028968244,0.0655333698499168,-0.8677193573740798,-0.9332527272239968
SERPINF2,0.6400139731745711,0.1264957290676416,-0.5135182441069295,-0.0481038428730089,-1.4941812915837382,-1.4460774487107293
SERPINH1,-0.2344822552454033,-0.7845578057031097,-0.5500755504577064,-0.2248526977889051,1.1236225550990682,1.348475252887973
SPARC,-0.1345997173030439,-0.2758340949233674,-0.1412343776203235,-0.1041992660105798,-0.7135912450982372,-0.6093919790876574
TGFBI,0.2235516351547585,-0.8922818886578844,-1.115833523812643,0.1374576164300369,1.2121799648496832,1.0747223484196462
THBS1,-0.6324459538944665,-1.091200731717287,-0.4587547778228205,-0.4769551140771677,0.243602531673053,0.7205576457502207
TNXB,-0.4194222403052501,-0.733770479953784,-0.3143482396485338,0.2586295859043133,0.6604689869420527,0.4018394010377394
VCAN,-0.3748430388692731,-0.2205328248073126,0.1543102140619604,-0.2113628127026569,0.3591822416372027,0.5705450543398596
VTN,1.766139652316271,1.4605734511338728,-0.3055662011823981,-0.121961579750117,0.3265183337054302,0.4484799134555473
