Protein,Degree_Centrality,Betweenness_Centrality,Eigenvector_Centrality,Is_Serpin,Degree,Avg_Centrality,Is_Hub
BMP1,0.09454545454545454,0.00047275373837686986,0.003814445041698759,False,52,0.03294421777517672,False
BMP3,0.19090909090909092,0.0018308401712047943,0.10028211174563342,False,105,0.09767401427530971,True
BMP6,0.09454545454545454,0.0016658388208379196,0.017737901098431944,False,52,0.0379830648215748,False
Bgn,0.05454545454545454,0.004945977964027816,0.000834258463044067,False,30,0.020108563657508807,True
C1QA,0.11636363636363636,0.0020786734389773628,0.01266786710012095,False,64,0.04370339230091155,False
C1QB,0.13818181818181818,0.0046191119284655574,0.06533803905644585,False,76,0.06937965638890986,False
C1QC,0.14545454545454545,0.003847014910734638,0.06777214814987863,False,80,0.07235790283838624,False
C1QTNF5,0.18727272727272729,0.00905193969000872,0.08824164788499386,False,103,0.09485543828257663,True
C1QTNF7,0.08545454545454545,0.001954412310123831,0.016819170176303522,False,47,0.0347427093136576,False
C1qa,0.05454545454545454,0.0011965977995923634,0.00013393139078515752,False,30,0.01862532791194402,False
C1qb,0.06727272727272728,0.0005520315038626462,0.00010867909285677097,False,37,0.02264447928981556,False
C1qc,0.05454545454545454,0.0012814296173768167,0.00014803679888966998,False,30,0.01865830698724034,False
C1qtnf9,0.04181818181818182,0.0074870075597001165,0.00027738309944829923,False,23,0.016527524159110078,True
C7,0.06181818181818182,0.0007310429908023213,0.002624848962655911,False,34,0.021724691257213352,False
CCL14,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
CCL18,0.12181818181818181,0.00016542697288313677,0.0695506260464896,False,67,0.06384474494585152,False
CCL21,0.11090909090909092,0.0010000432195168836,0.06414796783438768,False,61,0.058685700654331825,False
CD109,0.10181818181818182,0.000564081828153585,0.057320278292332785,False,56,0.05323418064622273,False
CHAD,0.12,0.00037825419842568285,0.008944438385107027,False,66,0.0431075641945109,False
CHADL,0.24363636363636362,0.0028090830593427234,0.11971830539044712,False,134,0.12205458402871783,True
CHRD,0.09454545454545454,0.00047275373837686986,0.003814445041698759,False,52,0.03294421777517672,False
CHRDL2,0.24363636363636362,0.0028090830593427234,0.11971830539044712,False,134,0.12205458402871783,True
CILP,0.11454545454545455,0.001712577933061539,0.01566120510217902,False,63,0.04397307919356503,False
CILP2,0.10363636363636364,0.0006392284771830308,0.008048761741772494,False,57,0.03744145128510639,False
CLEC11A,0.09636363636363636,0.00019888603656828926,0.0065637240192460995,False,53,0.03437541547315025,False
CLEC3A,0.09454545454545454,0.00047275373837686986,0.003814445041698759,False,52,0.03294421777517672,False
CLEC3B,0.16727272727272727,0.0032868061732224296,0.08469428642969727,False,92,0.08508460662521566,True
COL10A1,0.08727272727272728,0.0015775820471010614,0.01239502610351747,False,48,0.033748445141115274,False
COL11A1,0.0890909090909091,0.0017916184052696588,0.006180397626019813,False,49,0.032354308374066186,False
COL11A2,0.13818181818181818,0.002763137280189855,0.009803995065182931,False,76,0.05024965017573032,False
COL12A1,0.18363636363636363,0.003298741569197429,0.07819169942792549,False,101,0.08837560154449552,True
COL14A1,0.13636363636363635,0.002246127807056811,0.023124882626034016,False,75,0.05391154893224239,False
COL15A1,0.17454545454545456,0.002349845357061483,0.07749182631060363,False,96,0.08479570873770655,True
COL16A1,0.13454545454545455,0.003415089743844477,0.06370095818992096,False,74,0.06722050082640667,False
COL18A1,0.07636363636363637,0.001857679683630723,0.011447388992045058,False,42,0.029889568346437384,False
COL1A1,0.12363636363636364,0.001136025048471004,0.05643043616551162,False,68,0.06040094161678209,False
COL1A2,0.0890909090909091,0.0022974220100885363,0.013633322890838094,False,49,0.03500721799727857,False
COL21A1,0.03636363636363636,0.0003000620420252398,0.0069365190717750385,False,20,0.014533405825812215,False
COL22A1,0.0890909090909091,0.0008866891669663248,0.015632337694386607,False,49,0.03520331198408735,False
COL28A1,0.05272727272727273,0.0005670404908651913,0.00170782846882394,False,29,0.018334047228987287,False
COL2A1,0.06,0.0009072120666874037,0.006182916495927582,False,33,0.022363376187538326,False
COL3A1,0.11090909090909092,0.000588144020108836,0.05805248093470818,False,61,0.056516571954635976,False
COL4A1,0.09272727272727273,0.00242982829811261,0.016892247927666398,False,51,0.03734978298435058,False
COL4A2,0.12363636363636364,0.007084389384083372,0.01608853224444447,False,68,0.04893642842163049,True
COL4A3,0.10545454545454545,0.0011360062406404361,0.02356135907157987,False,58,0.04338397025558858,False
COL4A4,0.06545454545454546,0.00039687623084235353,0.010994019693178715,False,36,0.025615147126188842,False
COL4A5,0.038181818181818185,0.00014890586844166318,0.007424615067482361,False,21,0.01525177970591407,False
COL4A6,0.02909090909090909,7.639495422738027e-05,0.004938705106363222,False,16,0.011368669717166565,False
COL5A1,0.14727272727272728,0.0013829981985556557,0.07064733257276777,False,81,0.0731010193480169,False
COL5A2,0.11272727272727273,0.0020371986228489587,0.018285225518624975,False,62,0.044349898956248884,False
COL5A3,0.05272727272727273,0.0008563760329723264,0.008798474354024784,False,29,0.020794041038089944,False
COL6A1,0.14,0.0027655625257669318,0.022853205803813684,False,77,0.055206256109860206,False
COL6A2,0.17272727272727273,0.0017602798884937827,0.07674347956945704,False,95,0.08374367739507453,True
COL6A3,0.1709090909090909,0.0019718112716027845,0.07726100124731256,False,94,0.08338063447600208,True
COL6A5,0.09818181818181818,0.0014075114153329423,0.026239059255222612,False,54,0.04194279628412458,False
COL6A6,0.05818181818181818,0.0010612656828095696,0.0113872150317088,False,32,0.023543432965445518,False
COL7A1,0.13454545454545455,0.008230514103157002,0.060537961733864984,False,74,0.06777131012749217,True
COL8A1,0.11272727272727273,0.0020087053033797948,0.059666160031785306,False,62,0.0581340460208126,False
COL8A2,0.12363636363636364,0.001917612031793354,0.027014560221452218,False,68,0.050856178629869735,False
COL9A1,0.09454545454545454,0.00047275373837686986,0.003814445041698759,False,52,0.03294421777517672,False
COL9A2,0.10727272727272727,0.0031043576835570624,0.00866656267972618,False,59,0.03968121587867017,False
COMP,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
CPAMD8,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
CPN2,0.11818181818181818,0.0023855453413165776,0.05725988362586625,False,65,0.059275749049667,False
CRISPLD1,0.09454545454545454,0.00047275373837686986,0.003814445041698759,False,52,0.03294421777517672,False
CRLF1,0.06181818181818182,0.00010176179334012933,0.0019552893039479946,False,34,0.021291744305156648,False
CSPG4,0.11090909090909092,0.0009543504604597291,0.058462940038690854,False,61,0.056775460469413834,False
CST3,0.18181818181818182,0.002316546923007534,0.07995153213329385,False,100,0.08802875362482775,True
CSTA,0.04727272727272727,0.0013124618691046236,0.00829287037143742,False,26,0.01895935317108977,False
CSTB,0.06545454545454546,0.0006133688267407295,0.01421450969681886,False,36,0.026760807992701686,False
CTGF,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
CTHRC1,0.07454545454545454,0.0008409477238202192,0.004181135119066008,False,41,0.026522512462780257,False
CTSA,0.09454545454545454,0.0016658388208379196,0.017737901098431944,False,52,0.0379830648215748,False
CTSB,0.09454545454545454,0.012696944510892792,0.013031688409235279,False,52,0.040091362488527536,True
CTSC,0.07090909090909091,0.0023428154949835293,0.013049652109283952,False,39,0.028767186171119462,False
CTSD,0.12727272727272726,0.005162818124845911,0.054957979706581006,False,70,0.0624645083680514,True
CTSF,0.2018181818181818,0.0005931171595187611,0.1035819841556906,False,111,0.10199776104446373,True
CTSG,0.06545454545454546,0.0009993785554262868,0.012567443056399114,False,36,0.026340455688790287,False
CTSL,0.10727272727272727,0.0013725017731034703,0.02887325048093361,False,59,0.045839493175588115,False
CTSZ,0.13090909090909092,0.001772400970140317,0.05807874424565208,False,72,0.0635867453749611,False
CXCL12,0.14181818181818182,0.0034562021116498498,0.0222371826919482,False,78,0.055837188873926615,False
CXCL14,0.07636363636363637,0.008545941102353028,0.009378960793243333,False,42,0.03142951275307758,True
CYR61,0.14363636363636365,0.0003308739420792665,0.07823448271589006,False,79,0.07406724009811098,True
Cap2,0.03636363636363636,0.00020520388544406076,3.609977805757003e-05,False,20,0.012201646675712663,False
Chad,0.04363636363636364,0.0007103811605940614,0.00013569617335854931,False,24,0.01482748032343875,False
Cilp2,0.04,0.0010957242772126439,0.00010163374877137003,False,22,0.013732452675328003,False
Col12a1,0.05272727272727273,0.0017891979604455648,4.0529873081828505e-05,False,29,0.018185666853600038,False
Col14a1,0.023636363636363636,0.0009083198539616157,0.0007235440563530813,False,13,0.008422742515559445,False
Col15a1,0.02727272727272727,0.005458515836511248,0.0002757146192895341,False,15,0.011002319242842685,True
Col18a1,0.03636363636363636,0.00102853696868377,3.196219509393152e-05,False,20,0.012474711842471354,False
Col1a1,0.03636363636363636,0.0007314658833720394,2.024550982564252e-05,False,20,0.012371782585611349,False
Col1a2,0.04727272727272727,0.0014502728000706001,2.784239949653088e-05,False,26,0.016250280824098136,False
Col2a1,0.03272727272727273,0.0004292284329879559,4.7362748628458085e-05,False,18,0.011067954636296382,False
Col3a1,0.03636363636363636,0.0008352227733571016,2.2537994679103018e-05,False,20,0.01240713237722419,False
Col4a1,0.02909090909090909,0.00658764194334225,0.001408036625916149,False,16,0.012362195886722495,True
Col4a2,0.04909090909090909,0.004470087828191138,0.0008161766975971064,False,27,0.018125724538899112,False
Col5a1,0.025454545454545455,0.0007410511526734881,1.8089009626037955e-05,False,14,0.008737895205614995,False
Col5a2,0.03272727272727273,0.002361799028472301,0.00027604808374828244,False,18,0.011788373279831102,False
Col6a1,0.06,0.0012301918030712482,0.0001247893939587629,False,33,0.020451660399010002,False
Col6a2,0.02727272727272727,0.0006459261062808331,3.309434585072327e-05,False,15,0.00931724924161961,False
Col6a6,0.02,0.00024281424963053453,2.7906355949513076e-05,False,11,0.006756906868526684,False
Comp,0.02,0.00017051149626555307,6.359383527055343e-05,False,11,0.006744701777178703,False
Cpn2,0.05090909090909091,0.009476616405395561,0.00030126924026510697,False,28,0.020228992184917194,True
Creld1,0.09272727272727273,0.0008611686164368836,0.00020432569035849638,False,51,0.031264255678022705,False
Creld2,0.09272727272727273,0.0008611686164368836,0.00020432569035849638,False,51,0.031264255678022705,False
Crlf3,0.09272727272727273,0.0008611686164368836,0.00020432569035849638,False,51,0.031264255678022705,False
Cspg4,0.023636363636363636,9.432266930527236e-05,4.904636500230555e-05,False,13,0.007926577556890404,False
Cst3,0.04727272727272727,0.002068418684584578,3.579422496058777e-05,False,26,0.01645898006075748,False
Cstb,0.056363636363636366,0.013064779372656356,0.0009545209611025055,False,31,0.023460978899131738,True
Ctsa,0.05090909090909091,0.0003680140689039987,5.280341339877594e-05,False,28,0.017109969463797895,False
Ctsb,0.04363636363636364,0.0009849506341349829,3.876912412470748e-05,False,24,0.014886694464874443,False
Ctsc,0.03272727272727273,0.001218461678035755,4.401775948828478e-05,False,18,0.01132991738826559,False
Ctsd,0.03636363636363636,0.004216030011679775,0.0006779293046692357,False,20,0.013752531893328458,False
Ctsf,0.04909090909090909,0.008452393893281568,0.0007313176968283759,False,27,0.019424873560339676,True
Ctsh,0.05090909090909091,0.0011353562856999265,6.192508379945929e-05,False,28,0.017368790759530097,False
Ctsl,0.05454545454545454,0.0025216141489838614,4.853327938724812e-05,False,30,0.019038533991275215,False
Ctss,0.06181818181818182,0.0004661797105118787,9.537330359937142e-05,False,34,0.020793244944097688,False
Ctsz,0.06909090909090909,0.008519850099667398,0.0007397656836432303,False,38,0.026116841624739904,True
DCN,0.12181818181818181,0.001348513043196384,0.05461487301531617,False,67,0.059260522625564784,False
DPT,0.13272727272727272,0.0013866121052699314,0.05904131043080316,False,73,0.06438506508778194,False
DSP,0.06909090909090909,0.003329008794713483,0.011820706578235586,False,38,0.028080208154619386,False
Dcn,0.034545454545454546,0.005746510916496804,0.0007907384301951035,False,19,0.013694234630715485,True
Dpt,0.014545454545454545,0.00017153098107281699,1.3529867956717348e-05,False,8,0.0049101717981613596,False
Dsp,0.03272727272727273,0.0002727824768282184,3.606104894580334e-05,False,18,0.011012038751015583,False
ECM1,0.09636363636363636,0.002524981375862321,0.01421044045932225,False,53,0.03769968606627364,False
ECM2,0.17636363636363636,0.0023660190271757096,0.09019648650641698,False,97,0.08964204729907636,True
EDIL3,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
EFEMP1,0.0890909090909091,0.0017938807012410694,0.007653850858465956,False,49,0.03284621355020537,False
EFEMP2,0.15636363636363637,0.001228714992922562,0.08002285464980738,False,86,0.07920506866878878,True
ELANE,0.056363636363636366,0.00034217295272233604,0.012914377575641917,False,31,0.023206728964000205,False
ELN,0.08363636363636363,0.008929710568135012,0.0138357443370181,False,46,0.03546727284717225,True
EMILIN1,0.15454545454545454,0.005307550607901252,0.06872143083711287,False,85,0.07619147866348956,True
EMILIN2,0.06545454545454546,0.001086318461545594,0.008355844928450996,False,36,0.02496556961484735,False
EMILIN3,0.08727272727272728,0.0020567682324788804,0.011582588312933626,False,48,0.033637361272713266,False
EPYC,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
Ecm1,0.02909090909090909,0.0025231784968843527,0.0007147722682572364,False,16,0.01077628661868356,False
Efemp1,0.03090909090909091,0.0006747402862733042,1.6313724197444236e-05,False,17,0.010533381639853887,False
Egln1,0.04909090909090909,0.00020871545042499667,8.971576145107312e-05,False,27,0.01646311343426172,False
Eln,0.02,0.0018610056256073522,0.0006839493360954041,False,11,0.007514984987234252,False
Emilin1,0.03272727272727273,0.005529492196946306,0.0010365526989368214,False,18,0.013097772541051952,True
Emilin2,0.04,0.0008761609480257669,0.0009804079485354875,False,22,0.013952189632187086,False
F10,0.1690909090909091,0.13911141084900405,0.0665546495643497,False,93,0.12491898983475429,True
F12,0.15818181818181817,0.17252217305419654,0.05748662227107618,False,87,0.1293968711690303,True
F13A1,0.12545454545454546,0.0013815492738145116,0.05586526749787009,False,69,0.060900454075410025,False
F13B,0.14363636363636365,0.002337049645495349,0.07470042481969223,False,79,0.07355794603385041,False
F13a1,0.04363636363636364,0.005540915445781957,0.000697333437353472,False,24,0.016624870839833026,True
F13b,0.02,0.00036743654449493705,3.104570469673391e-05,False,11,0.006799494083063891,False
F2,0.1509090909090909,0.13201320787309587,0.019530282377260955,False,83,0.10081752705314924,True
F7,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
F9,0.09272727272727273,0.0013496673292849603,0.012694867252177196,False,51,0.03559060243624496,False
FAM20C,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
FBLN1,0.09090909090909091,0.002488171589398946,0.01105917150121775,False,50,0.03481881133323587,False
FBLN2,0.12,0.0007130466919677766,0.06259857637019377,False,66,0.061103874354053844,False
FBLN5,0.10545454545454545,0.0013457430970749736,0.013039705194351183,False,58,0.03994666458199054,False
FBLN7,0.07272727272727272,0.00022243154184092105,0.0029464281428055916,False,40,0.025298710803973074,False
FBN1,0.18,0.003186786457247967,0.07583160904187715,False,99,0.08633946516637503,True
FBN2,0.09636363636363636,0.0030606308275648135,0.020273613789232897,False,53,0.03989929366014469,False
FCN2,0.11090909090909092,0.0013042109212423414,0.009134414038247446,False,61,0.040449238622860234,False
FCN3,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
FGA,0.15272727272727274,0.0033759355129467433,0.06984645448350582,False,84,0.07531655424124177,False
FGB,0.15454545454545454,0.0036576220350350475,0.06872371980279858,False,85,0.07564226546109605,False
FGF2,0.08,0.001079771779933812,0.014179756276772393,False,44,0.03175317601890207,False
FGFBP2,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
FGG,0.16363636363636364,0.003792729735297475,0.07283232115771203,False,90,0.08008713817645773,True
FGL1,0.0890909090909091,0.0008866891669663248,0.015632337694386607,False,49,0.03520331198408735,False
FGL2,0.04727272727272727,0.0002385815418417487,0.004549809565844941,False,26,0.017353706126804654,False
FLG,0.05272727272727273,0.000591053446221885,0.011474314574149741,False,29,0.02159754691588145,False
FLG2,0.06363636363636363,0.00047908138047024484,0.013560530717582652,False,35,0.025891991911472175,False
FMOD,0.10545454545454545,0.001846293310219107,0.016949351518020843,False,58,0.041416730094261806,False
FN1,0.09818181818181818,0.002045501398448833,0.014462249119148179,False,54,0.0382298562331384,False
FNDC1,0.14545454545454545,0.0033308426509550443,0.07372007591701533,False,80,0.07416848800750526,False
FRAS1,0.02727272727272727,0.00017328657190863659,0.004602452478836967,False,15,0.010682822107824293,False
FREM1,0.05272727272727273,0.0004901743939059178,0.009393438052320395,False,29,0.020870295057833013,False
FREM2,0.08545454545454545,0.0008158696759903497,0.02096871929185186,False,47,0.035746378140795884,False
FRZB,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
FSTL1,0.12545454545454546,0.0012355190652426195,0.0640571525528055,False,69,0.06358240569086453,False
Fbln1,0.023636363636363636,0.0034132427126717813,0.0007842734585910721,False,13,0.009277959935875496,False
Fbln2,0.007272727272727273,8.470193715889672e-06,1.1769376906811388e-05,False,4,0.0024309889477833247,False
Fbln5,0.034545454545454546,0.008598150836674603,0.0014311285611512427,False,19,0.01485824464776013,True
Fbn1,0.038181818181818185,0.0051164721250056226,0.0002638433145054543,False,21,0.014520711207109753,True
Fbn2,0.02181818181818182,0.00037765390049446294,6.502232309191944e-05,False,12,0.0074202860139227335,False
Fga,0.04727272727272727,0.0011519888204531046,4.928347295777034e-05,False,26,0.01615799985537938,False
Fgb,0.05818181818181818,0.005966085723454739,0.000713304659010314,False,32,0.021620402854761078,True
Fgf1,0.06727272727272728,0.004774485039136396,0.0008135237035276727,False,37,0.02428691200513045,False
Fgf13,0.045454545454545456,0.0013149247559171905,9.592860641718229e-05,False,25,0.01562179960562661,False
Fgg,0.06727272727272728,0.0015945623026484927,0.00011860782919658941,False,37,0.022995299134857455,False
Fmod,0.03636363636363636,0.0009661632752076128,7.309343940819305e-05,False,20,0.012467631026084057,False
Fn1,0.05272727272727273,0.0015605960836691441,9.26459750970792e-05,False,29,0.018126838262012984,False
GAS6,0.04,0.0014278570069452105,0.007759732367753405,False,22,0.01639586312489954,False
GDF10,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
GDF5,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
GDF6,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
GPC1,0.07636363636363637,0.006158434306078747,0.006354770181579196,False,42,0.029625613617098104,True
GPC4,0.04181818181818182,0.00037320130853256455,0.006347321361442446,False,23,0.016179568162718944,False
Gpc1,0.03636363636363636,0.0010590104042165285,2.816289387478605e-05,False,20,0.012483603220575892,False
Gpc4,0.03090909090909091,0.000740825269708576,7.512004188791321e-05,False,17,0.010575012073562469,False
HABP2,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
HAPLN1,0.08727272727272728,0.0006127697446906614,0.00597921708733482,False,48,0.031288238034917586,False
HAPLN3,0.07272727272727272,0.00022243154184092105,0.0029464281428055916,False,40,0.025298710803973074,False
HCFC1,0.056363636363636366,0.0009025544586449164,0.007677284999780624,False,31,0.021647825274020635,False
HGFAC,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
HHIP,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
HMCN1,0.05272727272727273,0.00036674245493986354,0.0022009897216703793,False,29,0.018431668301294325,False
HPX,0.14909090909090908,0.0015155995458422556,0.06589967877131148,False,82,0.07216872913602095,False
HRG,0.11818181818181818,0.0016469260822003032,0.052676028219032084,False,65,0.057501590827683524,False
HRNR,0.07272727272727272,0.000746884566745016,0.003376401511912174,False,40,0.025616852935309974,False
HSPG2,0.13454545454545455,0.001514638640739098,0.06379527812700377,False,74,0.06661845710439913,False
HTRA1,0.13818181818181818,0.001988131511600708,0.05998791551426029,False,76,0.06671928840255974,False
HTRA3,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
HYAL1,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
Hcfc1,0.023636363636363636,9.432266930527236e-05,4.904636500230555e-05,False,13,0.007926577556890404,False
Hmcn2,0.05090909090909091,0.002042050508140217,7.717319462264924e-05,False,28,0.017676104870617926,False
Hpx,0.03090909090909091,0.00019088905132720116,3.957795276169169e-05,False,17,0.010379852637726601,False
Hspg2,0.03636363636363636,0.00020520388544406076,3.609977805757002e-05,False,20,0.012201646675712663,False
Htra1,0.034545454545454546,9.90776486028014e-05,4.898720945557756e-05,False,19,0.01156450646783764,False
IGF2,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
IGFALS,0.11636363636363636,0.003963272607591931,0.05788263773566068,False,64,0.059403182235629653,False
IGFBP2,0.12,0.00037825419842568285,0.008944438385107029,False,66,0.0431075641945109,False
IGFBP3,0.11090909090909092,0.0002805876613635849,0.007942677915698144,False,61,0.03971078549538421,False
IGFBP5,0.07818181818181819,0.0007723495266217317,0.0037275066169967347,False,43,0.027560558108478888,False
IGFBP6,0.12,0.00037825419842568285,0.008944438385107029,False,66,0.0431075641945109,False
IGFBP7,0.1290909090909091,0.0011291579817620263,0.057641166544382894,False,71,0.06262041120568466,False
IL11,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
IL17B,0.09454545454545454,0.00047275373837686986,0.003814445041698759,False,52,0.03294421777517672,False
INHBA,0.1618181818181818,0.00159632793241841,0.012351664499670185,False,89,0.05858872475009013,False
INHBC,0.0890909090909091,0.0008866891669663248,0.015632337694386607,False,49,0.03520331198408735,False
INHBE,0.06545454545454546,0.00039687623084235353,0.010994019693178715,False,36,0.025615147126188842,False
ISM2,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
ITIH1,0.1690909090909091,0.005735495602957814,0.07501754037962031,False,93,0.08328131502449575,True
ITIH2,0.15454545454545454,0.003911764340767736,0.07280554893628537,False,85,0.07708758927416921,False
ITIH3,0.045454545454545456,0.0005537186192187849,0.0032673492762626878,False,25,0.016425204450008977,False
ITIH4,0.10545454545454545,0.0029841943938878914,0.019914186521253638,False,58,0.04278430878989566,False
ITIH5,0.1,0.0031570058123101016,0.011531202943139153,False,55,0.038229402918483084,False
ITIH6,0.24363636363636362,0.0028090830593427234,0.1197183053904471,False,134,0.12205458402871781,True
Igfbp5,0.02909090909090909,0.0006624838566771995,6.846356439698837e-05,False,16,0.00994061883732776,False
